title,number,page_id,namespace,size_bytes,last_change,item,total_views
"Muhanga, Rukiga",677,54855093,(Article),10014,2020-08-10T00:42:17Z,Q38249626,526
Muhunga Central Forest Reserve,924,74048465,(Article),3843,2025-05-26T02:08:32Z,Q119140983,133
Mukono District,185,22721144,Category,98,2024-11-08T21:06:08Z,Q9864844,7314
Mukwano Group,291,24880126,(Article),10432,2025-05-17T23:16:44Z,Q6933682,4740
Mulago,62,3756485,(Article),7858,2025-07-24T23:09:26Z,Q6933715,3295
Mulago Women's Referral Hospital,562,44915932,(Article),11766,2025-05-21T11:52:41Z,Q20746292,1730
"Mulawa, Uganda",784,63179167,(Article),9145,2024-05-09T10:43:58Z,Q86752717,448
Multitech Business School,704,56135787,(Article),9148,2024-08-15T20:23:37Z,Q48808065,1153
Mungula refugee settlement,817,65353961,(Article),5714,2025-05-28T04:34:05Z,Q99517072,293
Munyonyo,244,23350818,(Article),4919,2025-05-29T17:41:14Z,Q15260271,3515
Munyonyo Commonwealth Resort,551,43245862,(Article),5375,2024-09-22T18:08:42Z,Q18378283,1083
Musingo,580,47254696,(Article),2808,2020-08-10T00:46:24Z,Q20746294,192
Musoma Central Forest Reserve,918,74035683,(Article),6961,2023-08-23T20:36:13Z,Q119141115,75
Muteesa I Royal University,289,24847099,(Article),9667,2025-02-08T11:40:07Z,Q6943779,3833
Mutolere,758,60481190,(Article),9344,2025-05-08T10:57:29Z,Q65056549,300
Mutufu,591,48786116,(Article),3562,2020-08-10T01:00:30Z,Q22082396,171
"Mutukula, Uganda",323,25516294,(Article),10555,2025-07-22T00:59:53Z,Q6944218,2521
Mutundwe,454,31326407,(Article),6252,2024-10-04T08:37:40Z,Q6944234,1610
Muyembe,597,49046266,(Article),8623,2020-08-10T00:50:24Z,Q22082397,335
Muyenga,242,23267539,(Article),5150,2025-06-12T15:43:39Z,Q16895584,2874
Mwenge,54,2698751,(Article),794,2024-10-18T11:49:11Z,Q16878593,432
Mweya,342,25820823,(Article),9515,2024-01-01T22:46:18Z,Q6944731,463
Myanzi,614,50575325,(Article),7111,2022-03-23T15:21:45Z,Q24236543,292
Naakulabye,340,25765283,(Article),8028,2023-07-30T09:19:15Z,Q6956521,1407
Naalya,345,25833077,(Article),8228,2024-07-23T14:29:45Z,Q6956533,2284
Nabbingo,748,59821118,(Article),8052,2025-06-26T18:48:01Z,Q61438898,932
Nabilatuk District,741,59516921,(Article),2200,2024-04-30T23:59:45Z,Q60766910,741
Nabumali,843,67058730,(Article),6285,2021-03-18T07:14:01Z,Q106179462,253
Nagalama,379,26839901,(Article),3714,2022-02-17T18:05:29Z,Q6958373,783
Naggalabi Buddo,846,67571180,(Article),5162,2025-07-22T00:21:15Z,Q106880618,574
Nagojje,738,59280502,(Article),8490,2020-08-10T00:33:49Z,Q31966187,232
Nagongera,274,24353249,(Article),7242,2025-03-28T14:15:40Z,Q6958908,760
Naguru General Hospital,487,34368073,(Article),6021,2024-12-23T05:32:10Z,Q6959083,2281
"Naguru, Uganda",268,24096976,(Article),6728,2025-01-21T18:02:38Z,Q6959082,2832
Nairobi National Park,20,1098745,(Article),18611,2025-07-23T19:27:49Z,Q739993,34714
Najjera,302,25220205,(Article),9547,2021-10-03T20:30:01Z,Q6960009,2520
Nakaloke,590,48786039,(Article),3566,2020-08-10T01:00:34Z,Q22082398,243
Nakapiripirit,87,6292022,(Article),7725,2025-04-22T03:36:27Z,Q2658047,2021
Nakapiripirit District,232,22807488,Category,106,2024-11-08T21:32:33Z,Q9865239,1943
Nakaseke District,228,22800621,Category,100,2024-11-08T21:05:50Z,Q8662113,3532
Nakasero,243,23291873,(Article),13574,2025-07-22T23:02:41Z,Q16895628,10336
Nakasongola District,224,22796788,Category,103,2024-11-08T21:05:23Z,Q8662115,5171
Nakawa,250,23455824,(Article),5240,2024-07-14T21:11:45Z,Q6960364,2819
Nakawa Division,251,23455939,(Article),8806,2025-07-22T23:16:27Z,Q6960368,4219
Nakawa Division,299,25158531,Category,33,2020-03-19T17:35:56Z,Q8662118,4219
Nakawa Market,565,45574159,(Article),5786,2024-08-07T12:05:17Z,Q20746300,424
Nakawa Vocational Training Institute,682,54955473,(Article),6426,2025-07-22T23:16:53Z,Q38251726,1490
Nakawa–Naguru Estates,637,51341499,(Article),7217,2022-02-16T23:07:51Z,Q28446531,200
Nakifuma,353,25845845,(Article),5577,2025-07-04T18:39:23Z,Q6960635,1625
Nakindiba Central Forest Reserve,907,74006712,(Article),5133,2025-07-23T03:51:47Z,Q119346623,128
Nakivale Refugee Settlement,611,50541800,(Article),19302,2025-06-09T18:39:27Z,Q24965529,7673
Nalubaale Hydroelectric Power Station,22,1239041,(Article),15723,2025-05-10T15:02:25Z,Q488982,6933
Naluwerere,761,60493947,(Article),485,2020-08-10T01:00:36Z,Q65057060,131
Namasagali,373,26300940,(Article),6768,2024-07-31T16:00:38Z,Q15260878,652
Namataba,540,41501495,(Article),10556,2024-04-05T07:51:01Z,Q15616252,782
Namatale Central Forest Reserve,892,73904997,(Article),4841,2025-05-04T15:14:53Z,Q118779756,136
Namayingo District,418,30170924,Category,32,2011-03-01T09:45:35Z,Q8662167,3048
Namilyango,276,24469709,(Article),9070,2024-06-15T03:37:59Z,Q3335467,572
Namirembe Hill,287,24701083,(Article),8295,2025-07-18T09:03:01Z,Q15260890,1324
Namisindwa District,697,55648208,Category,102,2024-11-08T21:20:35Z,Q49794740,1369
Namisindwa District,696,55648206,(Article),5389,2021-01-25T19:30:29Z,Q44380663,1369
Namugongo,163,22348988,(Article),12990,2025-07-14T11:53:19Z,Q6962116,9002
Namulonge,344,25831437,(Article),6747,2020-08-10T00:33:49Z,Q6962120,797
Namungoona,350,25842703,(Article),4654,2023-07-19T08:19:09Z,Q6962122,1949
Namutumba District,293,25146182,Category,101,2024-11-08T21:20:59Z,Q9865326,2162
"Namutumba, Uganda",264,23996073,(Article),10518,2024-07-31T08:38:57Z,Q6272234,1017
Namuwongo,254,23501518,(Article),6344,2024-08-05T17:57:16Z,Q6962138,2187
Namyoya Forest Reserve,950,77143303,(Article),4170,2025-06-21T12:58:52Z,Q126595004,74
Nansana,263,23931483,(Article),8850,2025-07-28T04:48:23Z,Q965956,9329
Napak,437,30355055,(Article),4815,2024-02-08T22:38:40Z,Q6696571,646
Napak District,433,30300251,Category,32,2011-03-01T09:47:31Z,Q13275557,1829
"Narus River, Uganda",474,32499224,(Article),4235,2024-10-23T18:52:52Z,Q6966465,325
Nateete,260,23691856,(Article),4107,2024-06-21T14:11:34Z,Q15261089,2892
National parks of Uganda,46,2412812,Category,232,2020-08-10T06:46:59Z,Q9036313,25
Nature reserves in Uganda,916,74034464,Category,265,2023-06-16T07:00:46Z,Q120762762,NA
Nazigo,453,31266745,(Article),3983,2022-02-16T23:10:24Z,Q15261267,451
Ndeeba,259,23682003,(Article),4757,2024-10-10T15:04:19Z,Q6983720,1145
Ndejje,394,29276583,(Article),4135,2024-07-23T15:03:58Z,Q6983724,1104
Ndoto Mountains,946,77093021,(Article),5411,2025-03-01T21:26:54Z,Q27193026,447
Nebbi District,213,22796713,Category,98,2024-11-08T21:36:21Z,Q8670099,4031
Neighborhoods in Uganda,567,45655836,Category,85,2015-03-12T20:18:39Z,Q24976939,NA
Neighborhoods of Kampala,452,31125769,Category,134,2022-09-27T06:46:53Z,Q13276402,NA
Ngamba Island Chimpanzee Sanctuary,90,6443344,(Article),4828,2025-05-26T02:13:28Z,Q7021931,2229
"Ngoma, Uganda",275,24389857,(Article),6193,2020-12-30T17:22:39Z,Q7022506,1037
Ngora,417,30170387,(Article),10127,2024-03-27T06:59:03Z,Q6693037,577
Ngora District,416,30170100,Category,32,2011-03-01T09:48:27Z,Q8678572,1753
Ngorongoro Conservation Area,21,1226883,(Article),41348,2025-06-19T22:47:22Z,Q1217726,162502
Nguruman Escarpment,141,16413985,(Article),2167,2025-03-29T16:46:47Z,Q7022734,923
Nile International Hospital,782,62843392,(Article),5447,2025-03-05T18:49:22Z,Q85789162,558
Niobium mines in Uganda,525,39986177,Category,62,2013-07-16T23:05:10Z,Q15282319,NA
Nkenda,705,56208980,(Article),7580,2020-11-24T15:17:53Z,Q48812005,81
Nkongoro,792,63508562,(Article),790,2021-04-20T12:05:44Z,Q96395932,116
Nkozi,372,26263739,Category,219,2018-03-29T18:49:33Z,Q8680598,1617
Nkozi,368,26221601,(Article),3813,2021-05-26T12:55:05Z,Q15262424,1617
Nkozi Hospital,371,26262821,(Article),6898,2024-07-14T06:56:51Z,Q7042637,702
Nkumba,794,63544286,(Article),5475,2023-01-17T03:02:11Z,Q96395935,722
North Rwenzori Central Forest Reserve,868,73791757,(Article),4972,2024-11-15T22:59:15Z,Q118347517,114
Northern Acacia-Commiphora bushlands and thickets,772,61780270,Category,389,2021-11-13T17:39:28Z,Q86797068,111
Northern Acacia–Commiphora bushlands and thickets,771,61779937,(Article),5245,2025-02-14T06:23:24Z,Q6116471,3013
Northern Congolian forest–savanna mosaic,82,5734415,(Article),9719,2025-02-14T05:53:01Z,Q7058261,3995
"Northern Region, Uganda",137,15833444,Category,227,2018-03-29T18:49:35Z,Q8684436,15533
"Northern Region, Uganda",84,6067246,(Article),7616,2025-05-08T20:55:08Z,Q2559686,15533
Nsambya,169,22682077,(Article),10067,2024-10-10T14:34:37Z,Q7067544,2950
Nsambya Hospital,168,22681499,(Article),8034,2025-03-18T09:59:58Z,Q14956789,3933
Nsangi,269,24225041,(Article),6350,2024-06-02T13:20:05Z,Q7067548,1579
Nsasa,304,25220213,(Article),7678,2021-08-15T17:41:14Z,Q7067550,587
"Nsiika, Uganda",436,30338632,(Article),8978,2024-05-08T11:48:32Z,Q4986333,298
Ntara,779,62452660,(Article),8511,2024-07-25T02:45:40Z,Q85789956,352
Ntenjeru,165,22496614,(Article),3092,2017-03-27T17:42:12Z,Q7067611,295
Ntenjeru County,358,25932496,(Article),812,2024-11-09T10:42:42Z,Q7067614,287
Ntinda,258,23678941,(Article),6379,2024-09-26T12:35:31Z,Q7067630,4012
Ntoroko,535,40961094,(Article),9559,2025-01-28T19:07:15Z,Q16896010,1281
Ntoroko District,440,30359103,Category,32,2011-03-01T09:48:07Z,Q13278433,2862
Ntungamo District,216,22796736,Category,100,2024-11-08T21:48:42Z,Q8689762,4586
Ntuusi,633,51221110,(Article),8134,2025-05-02T06:52:28Z,Q28162710,316
Nwoya,414,30158412,(Article),9048,2024-03-27T05:59:36Z,Q6696771,516
Nwoya District,413,30158179,Category,98,2024-11-08T21:36:46Z,Q8690527,2455
Nyabiku Central Forest Reserve,588,47926418,(Article),8062,2025-05-28T13:47:09Z,Q25053852,136
Nyabushozi County,806,64527990,(Article),3062,2024-11-13T09:19:42Z,Q97273156,447
Nyabyeya Central Forest Reserve,881,73875357,(Article),8178,2025-07-12T09:26:27Z,Q118558287,311
Nyakahita,585,47336182,(Article),4934,2023-06-14T22:30:59Z,Q22082400,154
Nyakarongo Central Forest Reserve,888,73900831,(Article),3663,2024-02-11T07:52:37Z,Q118556173,79
Nyakayojo Division,570,46249940,(Article),2409,2024-01-02T20:02:28Z,Q22082401,429
Nyamakere Central Forest Reserve,882,73877959,(Article),5444,2024-02-03T21:04:36Z,Q118516379,107
Nyamitanga Division,569,46249920,(Article),1782,2025-06-11T15:46:12Z,Q22082402,651
Nyamuliro mine,527,39986317,(Article),2513,2025-03-28T18:54:14Z,Q16976247,557
Nyapea,755,60329440,(Article),8984,2022-02-17T01:56:12Z,Q31974753,285
Nyumanzi Refugee Settlement,713,57551134,(Article),7555,2024-11-03T21:22:22Z,Q55627163,760
Nyungu Yamawe Forest Park,942,76358653,(Article),3504,2025-05-27T23:17:00Z,Q125243364,85
Nyungwe Forest,60,3339180,(Article),8794,2025-05-07T12:02:22Z,Q1356828,8625
Obongi District,805,64523593,(Article),3080,2025-02-28T21:58:57Z,Q97160187,2284
Obwera,385,27742983,(Article),545,2022-03-05T08:52:44Z,Q7075611,475
Odek,926,74054055,(Article),1454,2023-08-03T04:14:22Z,Q120176305,2303
Ojapi,939,75823754,(Article),4422,2025-04-18T23:16:15Z,Q22910524,269
Okollo,333,25660522,(Article),2286,2021-12-09T05:21:37Z,Q7082486,283
Okot River,129,15351390,(Article),453,2025-07-19T17:02:52Z,Q4790379,147
Ol Donyo Sabuk,160,21729900,(Article),11581,2025-02-15T12:30:24Z,Q3695222,6256
Oliji refugee settlement,820,65440092,(Article),2202,2023-11-22T19:30:41Z,Q104859493,171
Olua I Refugee settlement,815,65339954,(Article),13474,2025-07-28T22:08:46Z,Q99521297,163
Olwiyo,584,47299838,(Article),6987,2020-08-10T00:46:24Z,Q2021369,215
Ombaci,127,15114518,(Article),10327,2024-12-21T04:58:13Z,Q7089915,470
Omoro District,668,54816686,Category,98,2024-11-08T21:37:19Z,Q49761611,1818
Omoro District,667,54816683,(Article),5968,2024-06-23T22:33:07Z,Q38249597,1818
Operation Entebbe,170,22701880,Category,1019,2025-06-30T07:14:46Z,Q8702026,143376
Ora River,132,15351505,(Article),462,2024-11-28T12:41:11Z,Q4790384,359
Oraba,335,25721915,(Article),4953,2021-08-13T13:57:49Z,Q7099208,508
Organisations based in Entebbe,725,58050202,Category,109,2020-02-09T18:24:56Z,Q55977218,NA
Organisations based in Kajjansi,860,72188178,Category,110,2022-11-05T17:40:25Z,Q115299400,NA
Organisations based in Kampala,695,55638681,Category,110,2020-02-09T18:25:22Z,Q45082966,NA
Oruchinga Refugee Settlement,715,57551328,(Article),7031,2024-04-11T00:24:11Z,Q55627921,754
Otuke,426,30240147,(Article),6837,2024-03-27T06:37:29Z,Q6696899,433
Otuke District,425,30239410,Category,32,2011-03-01T09:46:55Z,Q8707005,1412
Otze Forest Wildlife Sanctuary,389,28024388,(Article),713,2025-02-01T00:31:38Z,Q7110089,211
Owen Falls,50,2474047,(Article),6769,2023-07-18T13:06:09Z,Q2967735,3345
Oyam District,292,25146172,Category,97,2024-11-08T21:37:40Z,Q8707774,2802
Pabbo,272,24298876,(Article),9085,2024-09-26T11:17:18Z,Q7121526,939
Pader District,184,22720900,Category,118,2024-11-08T21:38:01Z,Q9865924,2151
"Pader, Uganda",151,20540061,(Article),7896,2024-07-31T07:43:00Z,Q2169642,859
Pager River,131,15351455,(Article),746,2025-07-27T08:27:23Z,Q4790390,301
Pagirinya Refugee Settlement,646,52239599,(Article),8320,2024-07-13T03:24:14Z,Q28405020,542
Pakwach District,665,54772033,Category,191,2024-11-08T21:38:29Z,Q49761177,1406
Palabek Kal,573,46811306,(Article),1538,2024-09-01T21:06:00Z,Q20746311,526
Palabek Refugee Settlement,818,65399318,(Article),3163,2024-12-06T03:13:29Z,Q104858539,2067
"Palenga, Uganda",669,54817933,(Article),6979,2024-01-13T09:15:18Z,Q38249599,288
Pallisa District,207,22795828,Category,99,2024-11-08T21:22:07Z,Q9865984,2968
Palorinya Refugee Settlement,714,57551262,(Article),7964,2024-10-16T16:24:37Z,Q55628478,1107
Panyimur,956,77457260,(Article),10049,2024-07-31T14:06:01Z,Q49464635,259
Paragon Hospital,572,46499578,(Article),5684,2025-07-29T22:34:22Z,Q20047276,859
"Paranga, Uganda",362,25986670,(Article),6314,2020-08-10T00:46:25Z,Q7135482,112
Parishes of Uganda,600,49396166,(Article),2240,2025-02-06T04:17:39Z,Q22683078,3781
Parks in Uganda,110,11189901,Category,202,2023-01-17T23:40:36Z,Q9657847,NA
Parombo,628,51158633,(Article),11909,2024-12-03T00:36:23Z,Q27962137,321
Pension Towers,494,36258133,(Article),10608,2025-07-29T23:19:55Z,Q7164761,1819
People from Entebbe,706,56301516,Category,145,2025-02-10T20:47:26Z,Q32390555,NA
People from Kampala,99,7948536,Category,195,2025-02-10T20:47:30Z,Q6390203,NA
People from Uganda by district,485,34214947,Category,236,2025-05-15T09:01:54Z,Q13281641,NA
Pian Upe Wildlife Reserve,392,28104104,(Article),6901,2025-06-07T07:24:40Z,Q7190050,1797
"Populated places in Central Region, Uganda",807,64797253,Category,117,2025-05-29T13:29:40Z,Q105483279,NA
"Populated places in Eastern Region, Uganda",810,64797385,Category,99,2020-08-10T00:47:47Z,Q105535366,NA
"Populated places in Northern Region, Uganda",809,64797364,Category,101,2020-08-10T00:43:22Z,Q105293784,NA
Populated places in Uganda,383,27457084,Category,173,2023-08-05T05:10:09Z,Q6528536,NA
"Populated places in Western Region, Uganda",808,64797317,Category,115,2025-01-04T17:13:53Z,Q105510129,NA
Port Bell,5,491258,(Article),12847,2023-07-26T12:14:53Z,Q492275,3900
Ports and harbours of Uganda,627,51139140,Category,259,2020-06-02T18:24:38Z,Q28458849,NA
Private housing estates in Uganda,636,51335935,Category,115,2017-04-24T02:43:22Z,Q28459005,NA
Protected areas of Uganda,390,28024551,Category,237,2020-08-10T06:47:01Z,Q7903062,27
Pyramid Island,166,22549086,(Article),6258,2024-12-19T08:26:05Z,Q2119677,3479
Quality Chemical Industries Limited,283,24618079,(Article),11238,2025-07-26T17:55:10Z,Q7268724,3543
Rakai District,229,22807350,Category,97,2024-11-08T21:04:57Z,Q8632561,4589
Ramsar sites in Uganda,496,36274638,Category,209,2024-05-20T14:43:21Z,Q8633431,NA
Refugee camps in Uganda,559,44608635,Category,115,2024-11-03T21:22:13Z,Q24972363,NA
Regions of Uganda,135,15833040,Category,159,2016-03-31T07:26:46Z,Q8646898,22945
Regions of Uganda,311,25370390,(Article),5299,2025-05-08T19:16:04Z,Q3076685,22945
Rhino Camp Extension Refugee settlement,933,75285013,(Article),4554,2024-10-16T16:25:03Z,Q123473096,554
Rhino Camp Refugee Settlement,618,50763630,(Article),16152,2025-02-18T22:37:41Z,Q24894892,4267
Ripon Falls,53,2611826,(Article),1544,2024-10-30T07:43:52Z,Q487912,7850
River Ayago,947,77122403,(Article),2619,2024-10-23T20:21:43Z,Q126477627,112
River Manafwa,802,64111901,(Article),5075,2024-08-06T19:39:26Z,Q96402072,703
Rivers of Uganda,26,1644152,Category,200,2016-12-24T22:45:11Z,Q6987211,NA
ROKO Construction Company,620,50850849,(Article),8309,2024-07-09T14:52:59Z,Q106818868,2718
Roman Catholic Archdiocese of Gulu,114,11833319,(Article),4862,2025-04-19T09:45:16Z,Q913960,1595
Rubaga Division,247,23391169,(Article),2828,2024-07-31T08:10:28Z,Q6695059,3558
Rubanda,672,54842083,(Article),8290,2021-05-25T20:07:59Z,Q48775466,574
Rubanda District,670,54832726,(Article),6468,2023-06-24T19:31:15Z,Q38249602,1716
Rubanda District,671,54833530,Category,99,2024-11-08T21:49:02Z,Q60870609,1716
Rubirizi District,434,30311786,Category,32,2011-03-01T09:46:30Z,Q8685849,3566
"Rubona, Bunyangabu",681,54869390,(Article),9362,2020-08-10T00:42:17Z,Q38249638,337
Rugaaga,849,68806067,(Article),11137,2021-09-24T20:54:03Z,Q32010554,327
Ruhijha mine,529,39986337,(Article),1106,2024-04-14T16:26:54Z,Q16975974,338
Rukiga District,675,54846931,Category,98,2024-11-08T21:50:08Z,Q49761897,1800
Rukiga District,673,54843740,(Article),6336,2024-11-09T14:10:03Z,Q38249615,1800
Rukungiri District,215,22796724,Category,101,2024-11-08T21:49:57Z,Q8688936,4219
Rukwanzi Island,121,12939596,(Article),2905,2023-07-20T19:29:00Z,Q1714359,1250
Rushaya Central Forest Reserve,885,73891433,(Article),3224,2023-08-23T20:41:24Z,Q118496444,63
Rusizi National Park,144,18111854,(Article),2910,2024-08-22T11:53:20Z,Q3084675,1976
"Ruti, Mbarara",568,45668964,(Article),2149,2024-10-15T17:55:06Z,Q25051757,258
Rutshuru River,484,34158145,(Article),5185,2024-10-26T12:05:55Z,Q4783200,649
Ruzaire Central Forest Reserve,883,73885204,(Article),5833,2023-12-13T13:49:32Z,Q118679974,56
Rwampara district,776,62285309,(Article),2576,2025-02-20T08:59:09Z,Q85798241,1172
Rwamwanja Refugee Settlement,560,44608733,(Article),10075,2025-07-21T10:31:59Z,Q19894543,2850
Rwanda–Uganda border,321,25475224,Category,210,2020-07-03T17:54:04Z,Q8693825,NA
Rwanda–Uganda border crossings,280,24525429,Category,139,2009-12-18T04:31:25Z,Q8693827,NA
Rwengeye Central Forest Reserve,879,73869700,(Article),5735,2025-07-13T20:28:52Z,Q118496164,77
Rwengiri Central Forest Reserve,878,73863318,(Article),4092,2023-08-23T20:42:38Z,Q118492879,41
Rwensama Central Forest Reserve,872,73832859,(Article),6380,2025-06-09T04:36:27Z,Q118465133,146
Rwensambya Central Forest Reserve,870,73821827,(Article),5369,2025-05-26T02:10:29Z,Q118433974,169
Rwenzori Mountains,3,220222,(Article),24043,2025-06-18T08:46:52Z,Q106540,61469
Rwenzori Mountains,158,21579014,Category,563,2017-06-04T19:39:49Z,Q8693839,61469
Rwenzori–Virunga montane moorlands,511,37601002,(Article),5793,2025-07-30T04:37:20Z,Q6093753,2857
Rwenzururu sub-region,832,65589289,Category,83,2020-10-15T12:12:47Z,Q105317663,79
Rwoho Central Forest Reserve,901,73971237,(Article),7413,2025-01-07T08:49:05Z,Q119140770,223
Samburu National Reserve,19,1020448,(Article),5331,2025-05-30T22:44:46Z,Q1817380,13783
Sango Bay forests,791,63502843,(Article),4596,2024-12-05T11:32:23Z,Q96404940,254
Sebei sub-region,833,65604873,Category,70,2020-10-17T08:56:29Z,Q105363496,NA
Sekanyonyi,622,50910828,(Article),7240,2025-03-13T17:59:15Z,Q24883467,289
Sembabule District,219,22796757,Category,101,2024-11-08T21:04:37Z,Q8728654,3091
Semliki Wildlife Reserve,532,40320665,(Article),5324,2025-05-26T02:12:10Z,Q16901899,882
Semuliki National Park,95,7422195,(Article),11214,2024-11-06T23:52:32Z,Q1429741,4303
Serere District,415,30160404,Category,98,2024-11-08T21:22:55Z,Q8732342,2387
Sheema District,444,30430670,Category,98,2024-11-08T21:49:37Z,Q8735792,2825
Shimoni Primary Teachers College,122,13408980,(Article),6298,2025-03-27T09:36:47Z,Q7497003,1055
Sidok sub-county,505,36302867,(Article),2693,2021-12-30T23:20:36Z,Q7509455,136
Siege of Masaka,775,62045351,(Article),19437,2025-02-08T13:59:16Z,Q85801092,1047
Sipi Falls,7,514269,(Article),5660,2025-07-16T11:30:38Z,Q6672465,6738
Sironko District,233,22807505,Category,99,2024-11-08T21:23:22Z,Q8748191,2067
Skyscrapers in Uganda,652,54036324,Category,140,2021-11-16T19:48:12Z,Q30648892,NA
Smart Telecom (Uganda),545,42309962,(Article),5955,2025-07-17T14:52:07Z,Q17081556,372
"Sonde, Uganda",656,54609300,(Article),5723,2023-07-07T13:21:01Z,Q38249416,1150
Soroti,830,65570261,Category,217,2024-11-08T21:22:35Z,Q100329261,7268
Soroti District,234,22807512,Category,98,2024-11-08T21:23:44Z,Q8772706,2506
Soroti Rock,393,28137900,(Article),729,2024-06-18T04:18:23Z,Q7563659,448
Source of the Nile Bridge,396,29464844,(Article),14232,2025-04-27T22:22:11Z,Q14629102,6304
South Imaramagambo Central Forest Reserve,896,73926913,(Article),5807,2025-06-26T08:15:59Z,Q118948440,165
South Sudan–Uganda border,481,33686876,Category,225,2020-07-03T17:54:15Z,Q8780769,NA
South Sudan–Uganda border crossings,482,33686878,Category,155,2011-11-09T04:53:23Z,Q8780771,NA
Speke Resort and Conference Center,552,43247111,(Article),5580,2025-03-08T02:34:07Z,Q18392353,1194
Sport in Kampala,306,25229698,Category,113,2025-06-10T19:40:49Z,Q8794236,NA
Springs of Uganda,149,20053047,Category,126,2016-12-24T22:39:12Z,Q8806682,NA
Ssabagabo,603,49796987,Category,79,2024-11-08T21:51:31Z,Q24994392,2988
St. Lawrence University (Uganda),161,22280755,(Article),5026,2025-02-08T12:36:02Z,Q7589504,1751
St. Mary's Hospital Lacor,100,8283166,(Article),7166,2024-07-16T19:40:36Z,Q3825255,1391
Stafford University Uganda,700,55986178,(Article),5750,2025-04-08T13:43:39Z,Q48803129,1821
Stratovolcanoes of Uganda,579,47162281,Category,125,2023-05-02T15:51:49Z,Q20926627,NA
Stuhlmann's golden mole,117,12516585,(Article),1457,2025-03-06T23:05:37Z,Q1766861,1565
Sub-counties of Uganda,139,15860385,(Article),844,2021-05-26T05:22:25Z,Q7630601,4588
Sub-regions of Uganda,119,12879735,Category,35,2013-03-31T19:21:32Z,Q8823164,NA
Subdivisions of Uganda,41,2330045,Category,330,2021-03-02T07:00:25Z,Q6527993,134
Sukulu mine,524,39986158,(Article),1274,2025-03-29T05:16:45Z,Q16977629,377
Taala Central Forest Reserve,894,73914451,(Article),4058,2025-05-26T17:17:18Z,Q118948244,123
Tanzania–Uganda border,322,25475238,Category,216,2020-07-03T17:54:20Z,Q8831035,NA
Tanzania–Uganda border crossings,369,26228212,Category,145,2010-02-17T02:27:24Z,Q8831037,NA
Tegeres,638,51681916,(Article),1040,2021-10-26T12:46:55Z,Q27963295,64
Terego District,839,66200302,Category,99,2024-11-08T21:38:54Z,Q105271458,3859
Terego District,838,66200277,(Article),5600,2025-07-21T16:33:15Z,Q104698321,3859
Territorial disputes of Uganda,284,24627522,Category,154,2019-10-25T21:38:57Z,Q8843908,NA
Teso sub-region,59,3157857,(Article),991,2024-02-25T09:44:58Z,Q7705542,4514
Teso sub-region,831,65570324,Category,83,2020-10-13T11:58:55Z,Q105406164,4514
The Pearl of Africa Hotel Kampala,338,25765267,(Article),9341,2025-07-16T03:50:21Z,Q6359104,3118
Thobani Centre,724,58031811,(Article),3993,2020-03-19T17:08:36Z,Q55887869,976
Time in Uganda,847,68632732,(Article),5893,2025-06-22T06:05:14Z,Q108570002,2894
Timu Forest,921,74045745,(Article),3846,2024-07-08T10:09:02Z,Q49332636,198
Tooro sub-region,448,30858286,(Article),2085,2024-09-29T13:48:55Z,Q7826175,1260
Toro sub-region,799,63785019,Category,34,2020-04-27T11:50:49Z,Q105162531,603
Tororo,190,22729215,Category,217,2024-11-08T21:24:07Z,Q15204801,9394
Tororo District,189,22729182,Category,98,2024-11-08T21:21:42Z,Q9867614,3882
Tororo Inland Port,395,29425282,(Article),4697,2023-06-12T20:22:05Z,Q7826696,222
Tororo Rock,164,22375345,(Article),4683,2024-07-11T11:20:54Z,Q7826698,1305
Towers in Uganda,787,63405926,Category,189,2022-12-13T13:58:59Z,Q105419692,NA
Tsavo East National Park,11,851112,(Article),24217,2025-06-07T20:05:11Z,Q1368818,27768
Tsavo West National Park,142,16992009,(Article),12035,2025-07-18T00:08:13Z,Q1602738,7524
Tungsten mines in Uganda,528,39986320,Category,74,2014-09-23T21:13:43Z,Q15177547,NA
Uganda Aviation School,698,55675058,(Article),6980,2025-07-22T12:35:13Z,Q48792949,1599
Uganda Coffee Development Authority,616,50685400,(Article),6321,2024-10-06T05:56:18Z,Q25067857,2620
Uganda geography stubs,32,1841152,Category,206,2013-03-25T09:39:26Z,Q8170979,NA
Uganda geography-related lists,510,37429542,Category,291,2018-02-07T18:39:09Z,Q8854461,NA
Uganda Heart Institute,564,45141133,(Article),19008,2025-07-12T08:55:29Z,Q20746333,2104
Uganda Hotel and Tourism Training Institute,703,56108613,(Article),7985,2025-07-22T13:21:48Z,Q48806349,698
Uganda Junior Staff College,361,25983997,(Article),4716,2025-07-22T13:27:06Z,Q7877602,506
Uganda Martyrs University,106,9506038,(Article),13445,2025-07-22T13:31:30Z,Q7877609,7931
Uganda Ministry of Defence Headquarters,959,77729802,(Article),6182,2024-08-30T12:52:39Z,Q130279605,151
Uganda Ministry of Education Complex,937,75537005,(Article),6990,2024-01-08T14:40:35Z,Q124005374,274
Uganda National Bureau of Standards,690,55385218,(Article),7215,2025-07-22T02:37:47Z,Q2473886,1020
Uganda National Entrepreneurship Development Institute,587,47548569,(Article),8095,2024-11-09T22:27:41Z,Q20949743,274
Uganda Registration Services Bureau,606,49994790,(Article),7141,2025-04-13T00:56:23Z,Q24236432,5583
