qitem,label,en_title,sitelink_count,views,priority,type_labels,num_strategies,strategies
Q18216400,Fahad Musana,,1,0,38.8,human,1,citizenship_wd
Q18331608,Mike Sekabembe,Mike Sekabembe,1,0,38.8,human,1,citizenship_wd
Q18344234,Kyambogo,Kyambogo,1,0,38.8,human-geographic territorial entity,1,country_wd
Q18348205,list of Ugandan records in swimming,List of Ugandan records in swimming,1,0,38.8,Wikimedia list article,2,country_wd|keyword_title
Q18349743,Hoima–Kaiso–Tonya Road,Hoima–Kaiso–Tonya Road,1,0,38.8,road,1,country_wd
Q18351712,Insurance Regulatory Authority of Uganda,Insurance Regulatory Authority of Uganda,1,0,38.8,government agency,2,country_wd|keyword_title
Q18353174,Ngora Hospital,Ngora Hospital,1,0,38.8,hospital,1,country_wd
Q18353667,Entebbe Handling Services,Menzies Aviation Uganda,1,0,38.8,business,2,country_wd|keyword_title
Q18354418,Exodus Savings and Credit Cooperative Society Limited,Exodus Savings and Credit Cooperative Society Limited,1,0,38.8,"business, Savings and Credit Cooperative Society",1,country_wd
Q18356039,Uganda Electricity Generation Company Limited,Uganda Electricity Generation Company Limited,1,0,38.8,power generation company,2,country_wd|keyword_title
Q18356043,Uganda Financial Intelligence Authority,Financial Intelligence Authority (Uganda),1,0,38.8,government agency,2,country_wd|keyword_title
Q18356047,Uganda National Council for Higher Education,Uganda National Council for Higher Education,1,0,38.8,government agency,2,country_wd|keyword_title
Q18356056,Uganda Retirement Benefits Regulatory Authority,Uganda Retirement Benefits Regulatory Authority,1,0,38.8,government agency,2,country_wd|keyword_title
Q18358599,Osukuru Industrial Complex,Osukuru Industrial Complex,1,0,38.8,,1,country_wd
Q18378995,Naeem Bardai,Naeem Bardai,1,0,38.8,human,1,citizenship_wd
Q18379037,Westnile Distilling Company Limited,Westnile Distilling Company Limited,1,0,38.8,,1,country_wd
Q18379455,National Drug Authority,National Drug Authority,1,0,38.8,"business, food safety organization",1,country_wd
Q18386474,KSMO,KSMO (Uganda),1,0,38.8,law firm,2,country_wd|keyword_title
Q18386687,Kako Senior Secondary School,Kako Senior Secondary School,1,0,38.8,"secondary school, boarding school",1,country_wd
Q18386727,Kaliro Power Station,Kaliro Thermal Power Station,1,0,38.8,"combined heat and power station, biomass-fired power station",1,country_wd
Q18386824,Kampala–Jinja Expressway,Kampala–Jinja Expressway,1,0,38.8,road,2,country_wd|keyword_title
Q18387190,Karuhanga Tabaro & Associates,KTA Advocates,1,0,38.8,law firm,1,country_wd
Q18387358,Kawempe General Hospital,Kawempe General Hospital,1,0,38.8,hospital,1,country_wd
Q18388193,Kigezi High School,Kigezi High School,1,0,38.8,secondary school,1,country_wd
Q18388418,Kiruddu General Hospital,Kiruddu General Hospital,1,0,38.8,hospital,1,country_wd
Q18389920,The Lantern Meet of Poets,The Lantern Meet of Poets,1,0,38.8,group of humans,1,country_wd
Q18392353,Speke Resort and Conference Center,Speke Resort and Conference Center,1,0,38.8,building,1,country_wd
Q18394178,Revenue stamps of Uganda,Revenue stamps of Uganda,1,0,38.8,,2,country_wd|keyword_title
Q1860277,list of ambassadors of Germany to Uganda,,1,0,38.8,Wikimedia list article,2,country_wd|part_of_wd
Q18633141,Yekosofati Atoke Engur,,1,0,38.8,human,2,birth_death_wd|citizenship_wd
Q18636286,Akright Projects Limited,Akright Projects Limited,1,0,38.8,business,1,country_wd
Q18636424,Tirupati Development Uganda Limited,Tirupati Group,1,0,38.8,business,2,country_wd|keyword_title
Q18686665,Kabubi Herman,Kabubi Herman,1,0,38.8,human,2,birth_death_wd|citizenship_wd
Q18712779,Beverley Nambozo Poetry Award,Babishai Niwe Poetry Foundation,1,0,38.8,poetry award,1,country_wd
Q18712967,Uganda at the 2008 IAAF World Indoor Championships,,1,0,38.8,nation at sport competition,1,country_wd
Q19035516,China Uganda Communique Establishing Diplomatic Relations,,1,0,38.8,"version, edition or translation",1,country_wd
Q19054598,Constitution of the Republic of Uganda,,1,0,38.8,"version, edition or translation",1,country_wd
Q19364794,Nyakayojo Secondary School,Nyakayojo Secondary School,1,0,38.8,boarding school,1,country_wd
Q19564374,Patrick Mweheire,Patrick Mweheire,1,0,38.8,human,2,birth_death_wd|citizenship_wd
Q19621896,Uganda Baseball and Softball Federation,,1,0,38.8,sports governing body,1,country_wd
Q19666498,Joseph Magandaazi Yiga,Joseph Magandaazi Yiga,1,0,38.8,human,2,birth_death_wd|citizenship_wd
Q19668586,Joseph Owino,Joseph Owino,1,0,38.8,human,1,citizenship_wd
Q19823615,Sula Katumba,,1,0,38.8,human,2,citizenship_wd|language_wd
Q19823617,James Lubwama,,1,0,38.8,human,1,citizenship_wd
Q19880141,Uganda at the 1962 British Empire and Commonwealth Games,Uganda at the 1962 British Empire and Commonwealth Games,1,0,38.8,nation at sport competition,2,country_wd|keyword_title
Q19892951,Kiryandongo Refugee Settlement,Kiryandongo Refugee Settlement,1,0,38.8,"refugee camp, human-geographic territorial entity",1,country_wd
Q19903392,LDC Publishers,LDC Publishers,1,0,38.8,,1,country_wd
Q19903760,Case Medical Centre,Case Medical Centre,1,0,38.8,hospital,1,country_wd
Q20047271,Kampala Hospital,Kampala Hospital,1,0,38.8,hospital,2,country_wd|keyword_title
Q20047276,Paragon Hospital,Paragon Hospital,1,0,38.8,hospital,1,country_wd
Q20127995,Munir Pirmohamed,Munir Pirmohamed,1,0,38.8,human,1,birth_death_wd
Q20311060,Governor of the Bank of Uganda,Governor of the Bank of Uganda,1,0,38.8,"public office, position",3,country_wd|keyword_title|part_of_wd
Q20312440,AFAAS AFRICA,African Forum for Agricultural Advisory Services,1,0,38.8,organization,1,country_wd
Q20313318,Biharwe Division,Biharwe Division,1,0,38.8,,1,country_wd
Q20480103,Uganda Amateur Handball Federation,,1,0,38.8,"sports governing body, handball federation",1,country_wd
Q20569553,Masaka,,1,0,38.8,human settlement,1,country_wd
Q20572538,Kamuli,,1,0,38.8,human settlement,1,country_wd
Q20572724,Kumi Town,,1,0,38.8,human settlement,1,country_wd
Q20604340,Anatoli Kiriggwajjo,,1,0,38.8,human,1,birth_death_wd
Q20605315,Mukasa Kiriwawanvu,,1,0,38.8,human,3,birth_death_wd|citizenship_wd|language_wd
Q20746247,The Ghetto Film Project,The Ghetto Film Project,1,0,38.8,film organization,1,country_wd
Q20746263,Kampala Protea Hotel,Kampala Protea Hotel,1,0,38.8,built structure,2,country_wd|keyword_title
Q20746278,Maddu,Maddu,1,0,38.8,human settlement,1,country_wd
Q20746294,Musingo,Musingo,1,0,38.8,"human settlement, border city",1,country_wd
Q20746300,Nakawa Market,Nakawa Market,1,0,38.8,human settlement,1,country_wd
Q20746311,Palabek Kal,Palabek Kal,1,0,38.8,human settlement,1,country_wd
Q20746333,Uganda Heart Institute,Uganda Heart Institute,1,0,38.8,hospital,2,country_wd|keyword_title
Q20746337,Uganda Medical and Dental Practitioners Council,Uganda Medical and Dental Practitioners Council,1,0,38.8,organization,2,country_wd|keyword_title
Q20894753,Mayuge Thermal Power Station,Mayuge Thermal Power Station,1,0,38.8,biomass-fired power station,1,country_wd
Q20949743,Uganda National Entrepreneurship Development Institute,Uganda National Entrepreneurship Development Institute,1,0,38.8,academic institution,2,country_wd|keyword_title
Q2095012,Pilkington Ssengendo,,1,0,38.8,human,1,birth_death_wd
Q20994223,Nsambya FC,,1,0,38.8,sports club,1,country_wd
Q20995279,Francisco Díaz Valladares,,1,0,38.8,human,1,citizenship_wd
Q21094575,Atlas of Uganda,,1,0,38.8,Wikimedia Commons atlas page,1,country_wd
Q2110940,Prisons FC (Uganda),,1,0,38.8,sports club,1,country_wd
Q21473935,Uganda at the 2010 African Championships in Athletics,,1,0,38.8,nation at sport competition,1,country_wd
Q21487222,Uganda at the 2014 African Championships in Athletics,,1,0,38.8,nation at sport competition,1,country_wd
Q21487294,Uganda at the 2012 African Championships in Athletics,,1,0,38.8,nation at sport competition,1,country_wd
Q21487424,Uganda at the 2006 African Championships in Athletics,,1,0,38.8,nation at sport competition,1,country_wd
Q21487425,Uganda at the 2008 African Championships in Athletics,,1,0,38.8,nation at sport competition,1,country_wd
Q21487692,Uganda at the 1991 World Championships in Athletics,,1,0,38.8,nation at the World Athletics Championships,1,country_wd
Q21487693,Uganda at the 1997 World Championships in Athletics,,1,0,38.8,nation at the World Athletics Championships,1,country_wd
Q21850199,Mubende–Kakumiro–Kibaale–Kagadi Road,Mubende–Kakumiro–Kibaale–Kagadi Road,1,0,38.8,road,1,country_wd
Q21970153,Riaz Mamdani,Riaz Mamdani,1,0,38.8,human,1,birth_death_wd
Q21994173,Gomba County,,1,0,38.8,county of Uganda,1,country_wd
Q22026544,Bornfree Technologies Network,Bornfree Technologies Network,1,0,38.8,,1,country_wd
Q22031845,Uganda National Health Consumers' Organisation,Uganda National Health Consumers' Organisation,1,0,38.8,organization,2,country_wd|keyword_title
Q22078804,Taiwan–Uganda relations,,1,0,38.8,bilateral relation,1,country_wd
Q22079934,Miss Earth Uganda,Miss Earth Uganda,1,0,38.8,female beauty pageant,2,country_wd|keyword_title
Q22082385,Kyanika,Kyanika,1,0,38.8,border city,1,country_wd
Q22082396,Mutufu,Mutufu,1,0,38.8,human settlement,1,country_wd
Q22082400,Nyakahita,Nyakahita,1,0,38.8,human settlement,1,country_wd
Q22082401,Nyakayojo Division,Nyakayojo Division,1,0,38.8,,1,country_wd
Q22279035,Allan Manzi,,1,0,38.8,human,2,birth_death_wd|citizenship_wd
Q22338605,Klaus Holderbaum,,1,0,38.8,human,1,birth_death_wd
Q22683078,parish of Uganda,Parishes of Uganda,1,0,38.8,,2,country_wd|keyword_title
Q22812177,Sir Samuel Baker Secondary School,Sir Samuel Baker Secondary School,1,0,38.8,secondary school,1,country_wd
Q22910524,Ojapi Primary School,Ojapi,1,0,38.8,primary school,1,country_wd
Q22914739,Lira Municipality,,1,0,38.8,municipality of Uganda,1,country_wd
Q22918977,Erute County,,1,0,38.8,county of Uganda,1,country_wd
Q22978960,Saint Stephen's College Bajja,,1,0,38.8,secondary school,1,country_wd
Q22999745,Kabwohe Secondary School,,1,0,38.8,"secondary school, boarding school",1,country_wd
Q23007867,Esther Madudu,Esther Madudu,1,0,38.8,human,1,citizenship_wd
Q23013934,Uganda women's national under-18 basketball team,Uganda women's national under-18 basketball team,1,0,38.8,national basketball team,2,country_wd|keyword_title
Q23045619,Bwengure Child Care Primary School,Bwengu,1,0,38.8,primary school,1,country_wd
Q23058456,Walk to Work protest,Walk to work protest,1,0,38.8,,1,country_wd
Q23067423,Human Academy Secondary School,,1,0,38.8,secondary school,1,country_wd
Q23071136,Crescent Baguma,Crescent Baguma,1,0,38.8,human,2,birth_death_wd|citizenship_wd
Q23166031,Iganga Secondary School,Iganga Secondary School,1,0,38.8,secondary school,1,country_wd
Q23309428,Simone Riccioni,,1,0,38.8,human,1,birth_death_wd
Q23541052,Drake Lubega,Drake Lubega,1,0,38.8,human,2,birth_death_wd|citizenship_wd
Q23541090,Isaac Mulindwa,Isaac Mulindwa,1,0,38.8,human,1,citizenship_wd
Q23808735,Karuma–Olwiyo–Pakwach–Nebbi–Arua Road,Karuma–Olwiyo–Pakwach–Nebbi–Arua Road,1,0,38.8,road,1,country_wd
Q23926482,St. Joseph's Hospital Kitgum,St. Joseph's Hospital Kitgum,1,0,38.8,hospital,1,country_wd
Q23926488,Bombo Military Hospital,Bombo Military Hospital,1,0,38.8,military hospital,1,country_wd
Q23926505,Mbuya Military Hospital,Mbuya Military Hospital,1,0,38.8,hospital,1,country_wd
Q23926507,Mukono Health Centre IV,Mukono Health Centre IV,1,0,38.8,hospital,1,country_wd
Q24054196,Lokitanyala,"Lokitanyala, Uganda",1,0,38.8,"human settlement, border city",2,country_wd|keyword_title
Q24185306,Kilembe Mines Hospital,Kilembe Mines Hospital,1,0,38.8,hospital,1,country_wd
Q24185309,Kadic Hospital,Kadic Hospital,1,0,38.8,hospital,1,country_wd
Q24185310,Rushere Community Hospital,Rushere Community Hospital,1,0,38.8,hospital,1,country_wd
Q2423250,2010 Thomas Cup – Qualification Africa,,1,0,38.8,badminton event,1,country_wd
Q24236401,Kampala Outer Beltway,Kampala Outer Beltway,1,0,38.8,road,2,country_wd|keyword_title
Q24236412,Uganda Atomic Energy Council,Uganda Atomic Energy Council,1,0,38.8,organization,2,country_wd|keyword_title
Q24236432,Uganda Registration Services Bureau,Uganda Registration Services Bureau,1,0,38.8,organization,2,country_wd|keyword_title
Q24236537,Kampala Medical Chambers Hospital,Kampala Medical Chambers Hospital,1,0,38.8,hospital,2,country_wd|keyword_title
Q24236543,Myanzi,Myanzi,1,0,38.8,human settlement,1,country_wd
Q24263664,Charles Lutaaya,Charles Lutaaya,1,0,38.8,human,2,birth_death_wd|citizenship_wd
Q24572295,Joram Mugume,Joram Mugume,1,0,38.8,human,2,birth_death_wd|citizenship_wd
Q24572306,John Mugume,John Mugume,1,0,38.8,human,1,birth_death_wd
Q24590077,Africell Uganda,Africell Uganda,1,0,38.8,telecommunications company,2,country_wd|keyword_title
Q2473867,1995 Uganda International Badminton Championships,,1,0,38.8,Uganda International Badminton Championships,1,country_wd
Q2473871,2008 Uganda International Badminton Championships,,1,0,38.8,Uganda International Badminton Championships,1,country_wd
Q2473880,2010 Uganda International Badminton Championships,,1,0,38.8,Uganda International Badminton Championships,1,country_wd
Q2473882,2012 Uganda International Badminton Championships,,1,0,38.8,Uganda International Badminton Championships,1,country_wd
Q2473892,Uganda Badminton Championships,,1,0,38.8,recurring sporting event,1,country_wd
Q2473895,Uganda Team Badminton Championships,,1,0,38.8,recurring sporting event,1,country_wd
Q24852308,Ernest Rubondo,Ernest Rubondo,1,0,38.8,human,2,birth_death_wd|citizenship_wd
Q24883377,Mityana–Sekanyonyi–Busunju Road,Mityana–Sekanyonyi–Busunju Road,1,0,38.8,road,1,country_wd
Q24883426,JLOS House Project,JLOS House Project,1,0,38.8,building,1,country_wd
Q24883467,Sekanyonyi,Sekanyonyi,1,0,38.8,human settlement,1,country_wd
Q24884392,Maracha Town,Maracha Town,1,0,38.8,human settlement,2,country_wd|keyword_title
Q24884427,Hoima Sugar Limited,Hoima Sugar Limited,1,0,38.8,business,1,country_wd
Q24885600,Kyenjojo General Hospital,Kyenjojo General Hospital,1,0,38.8,hospital,1,country_wd
Q24886145,Lyantonde General Hospital,Lyantonde General Hospital,1,0,38.8,hospital,1,country_wd
Q24886293,Mityana–Bukuya–Kiboga Road,Mityana–Bukuya–Kiboga Road,1,0,38.8,road,1,country_wd
Q24886423,Kaabong General Hospital,Kaabong General Hospital,1,0,38.8,hospital,1,country_wd
Q24886693,Gulu Military Hospital,Gulu Military Hospital,1,0,38.8,hospital,1,country_wd
Q24890463,Entebbe Military Hospital,Entebbe Military Hospital,1,0,38.8,hospital,2,country_wd|keyword_title
Q24895924,Tilda Uganda,Tilda Uganda,1,0,38.8,company,2,country_wd|keyword_title
Q24898700,Iganga–Tirinyi–Kamonkoli–Mbale Road,Iganga–Tirinyi–Kamonkoli–Mbale Road,1,0,38.8,road,1,country_wd
Q24908258,Kampala Cement Company Limited,Kampala Cement Company Limited,1,0,38.8,business,2,country_wd|keyword_title
Q24908597,Atiak Sugar Factory,Atiak Sugar Factory,1,0,38.8,business,1,country_wd
Q24910898,Soroti Fruit Processing Factory,Soroti Fruits,1,0,38.8,public–private partnership,1,country_wd
Q24910956,Amos Dairies Uganda Limited,Amos Dairies Uganda Limited,1,0,38.8,privately held company,2,country_wd|keyword_title
Q24910982,Vital Tomosi Dairy Limited,Vital Tomosi Dairy Limited,1,0,38.8,privately held company,1,country_wd
Q24912168,Kamtech Logistics Uganda Limited,Kamtech Logistics Uganda Limited,1,0,38.8,company,2,country_wd|keyword_title
Q24915420,Ocer Campion Jesuit College,Ocer Campion Jesuit College,1,0,38.8,school,1,country_wd
Q24915597,Kenlon Industries Uganda Limited,Kenlon Industries Uganda Limited,1,0,38.8,business,2,country_wd|keyword_title
Q24915808,Masafu General Hospital,Masafu General Hospital,1,0,38.8,hospital,1,country_wd
Q24915970,Bukwo General Hospital,Bukwo General Hospital,1,0,38.8,hospital,1,country_wd
Q24949117,Abajiri,Abajiri,1,0,38.8,,1,country_wd
Q24956156,Pearl Dairy Farms Limited,Pearl Dairy Farms Limited,1,0,38.8,privately held company,1,country_wd
Q25041018,Types of fish in Uganda,Types of fish in Uganda,1,0,38.8,,2,country_wd|keyword_title
Q25041025,Fishing sites and Villages/communities in Uganda,Fishing sites and communities in Uganda,1,0,38.8,,2,country_wd|keyword_title
Q25041026,Fishing gear and methods used in Uganda,Fishing gear and methods used in Uganda,1,0,38.8,,2,country_wd|keyword_title
Q25041118,Ggaba landing site,Ggaba landing site,1,0,38.8,human settlement,1,country_wd
Q25049038,Tororo Solar Power Station,Tororo Solar Power Station,1,0,38.8,photovoltaic power station,1,country_wd
Q25049048,Soroti Solar Power Station,Soroti Solar Power Station,1,0,38.8,photovoltaic power station,1,country_wd
Q25051501,Masaka–Bukakata Road,Masaka–Bukakata Road,1,0,38.8,road,1,country_wd
Q25051746,Makenke,Makenke,1,0,38.8,neighborhood,1,country_wd
Q25051757,Ruti,"Ruti, Mbarara",1,0,38.8,human settlement,1,country_wd
Q25051773,Silk events,Silk events,1,0,38.8,organization,1,country_wd
Q25051963,Mbarara Northern Bypass Road,Mbarara Northern Bypass Road,1,0,38.8,road,1,country_wd
Q25052047,Igorora,,1,0,38.8,mountain,1,country_wd
Q25052640,Kampala Capital City Authority FC 2015-16,2015–16 Kampala Capital City Authority FC season,1,0,38.8,association football team season,2,country_wd|keyword_title
Q25052659,Hoima–Butiaba–Wanseko Road,Hoima–Butiaba–Wanseko Road,1,0,38.8,road,1,country_wd
Q25052699,Kayunga–Galiraya Road,Kayunga–Galiraya Road,1,0,38.8,road,1,country_wd
Q25052747,Fort Portal–Bundibugyo–Lamia Road,Fort Portal–Bundibugyo–Lamia Road,1,0,38.8,road,1,country_wd
Q25052818,Rukungiri–Kihihi–Ishasha–Kanungu Road,Rukungiri–Kihihi–Ishasha–Kanungu Road,1,0,38.8,road,1,country_wd
Q25052822,Ishaka–Kagamba Road,Ishaka–Kagamba Road,1,0,38.8,road,1,country_wd
Q25052858,Ntungamo–Mirama Hills Road,Ntungamo–Mirama Hills Road,1,0,38.8,road,1,country_wd
Q25052863,Bumbobi–Bubulo–Lwakhakha Road,Bumbobi–Bubulo–Lwakhakha Road,1,0,38.8,road,1,country_wd
Q25052879,Rwekunye–Apac–Aduku–Lira–Kitgum–Musingo Road,Rwekunye–Apac–Aduku–Lira–Kitgum–Musingo Road,1,0,38.8,road,1,country_wd
Q25052882,Kabale–Kisoro–Bunagana Road,Kabale–Kisoro–Bunagana Road,1,0,38.8,road,1,country_wd
Q25052972,Nyakahita–Kazo–Kamwenge–Fort Portal Road,Nyakahita–Kazo–Kamwenge–Fort Portal Road,1,0,38.8,road,1,country_wd
Q25052974,Kigumba–Masindi–Hoima–Kabwoya Road,Kigumba–Masindi–Hoima–Kabwoya Road,1,0,38.8,road,1,country_wd
Q25052994,Kyenjojo–Kabwoya Road,Kyenjojo–Kabwoya Road,1,0,38.8,road,1,country_wd
Q25053003,Musita–Mayuge–Lumino–Majanji–Busia Road,Musita–Mayuge–Lumino–Majanji–Busia Road,1,0,38.8,road,1,country_wd
Q25053017,Mpigi–Kabulasoke–Maddu–Sembabule Road,Mpigi–Kabulasoke–Maddu–Sembabule Road,1,0,38.8,road,1,country_wd
Q25053280,Ziroobwe–Wobulenzi Road,Ziroobwe–Wobulenzi Road,1,0,38.8,road,1,country_wd
Q25053547,Tororo–Mbale–Soroti Road,Tororo–Mbale–Soroti Road,1,0,38.8,road,1,country_wd
Q25053550,Mbarara–Ntungamo–Kabale–Katuna Road,Mbarara–Ntungamo–Kabale–Katuna Road,1,0,38.8,road,1,country_wd
Q25053558,Soroti–Dokolo–Lira Road,Soroti–Dokolo–Lira Road,1,0,38.8,road,1,country_wd
Q25053852,Nyabiku Central Forest Reserve,Nyabiku Central Forest Reserve,1,0,38.8,forest reserve,1,country_wd
Q25054348,"St Paul's Secondary School, Lweza","St Paul's Secondary School, Lweza",1,0,38.8,,1,country_wd
Q25059981,Jesa Farm Dairy Limited,Jesa Farm Dairy Limited,1,0,38.8,privately held company,1,country_wd
Q25060125,Paramount Dairies Limited,Paramount Dairies Limited,1,0,38.8,privately held company,1,country_wd
Q25064575,Anaka General Hospital,Anaka General Hospital,1,0,38.8,hospital,1,country_wd
Q25066519,Nebbi General Hospital,Nebbi General Hospital,1,0,38.8,hospital,1,country_wd
Q25066633,Atutur General Hospital,Atutur General Hospital,1,0,38.8,hospital,1,country_wd
Q25066678,Kiboga General Hospital,Kiboga General Hospital,1,0,38.8,hospital,1,country_wd
Q25067256,Kitagata General Hospital,Kitagata General Hospital,1,0,38.8,hospital,1,country_wd
Q25067322,Bududa General Hospital,Bududa General Hospital,1,0,38.8,hospital,1,country_wd
Q25067368,Kapchorwa General Hospital,Kapchorwa General Hospital,1,0,38.8,hospital,1,country_wd
Q25068075,Bundibugyo General Hospital,Bundibugyo General Hospital,1,0,38.8,hospital,1,country_wd
Q25103814,Movit,Movit,1,0,38.8,business,1,country_wd
Q25104823,Ugachick Limited,Ugachick Limited,1,0,38.8,company,1,country_wd
Q25105075,Kyondo Kasese,Kyondo Kasese,1,0,38.8,,1,country_wd
Q25105188,Mount Kilak,Mount Kilak,1,0,38.8,mountain,1,country_wd
Q25203107,Ministry of Education and Sports,Ministry of Education and Sports (Uganda),1,0,38.8,"ministry of education, sport ministry, ministry of Uganda",3,country_wd|keyword_title|part_of_wd
Q25226837,Luganda tones,Luganda tones,1,0,38.8,,1,country_wd
Q25226841,Kapchorwa–Suam Road,Kapchorwa–Suam Road,1,0,38.8,road,1,country_wd
Q25226847,Kamdini–Gulu Road,Kamdini–Gulu Road,1,0,38.8,road,1,country_wd
Q25226854,Muyembe–Nakapiripirit Road,Muyembe–Nakapiripirit Road,1,0,38.8,road,1,country_wd
Q25226855,Jinja–Kamuli–Mbulamuti Road,Jinja–Kamuli–Mbulamuti Road,1,0,38.8,road,1,country_wd
Q25226859,Mukono–Kayunga–Njeru Road,Mukono–Kayunga–Njeru Road,1,0,38.8,road,1,country_wd
Q25226868,Soroti–Katakwi–Moroto–Lokitanyala Road,Soroti–Katakwi–Moroto–Lokitanyala Road,1,0,38.8,road,1,country_wd
Q25226872,Ntungamo–Rukungiri Road,Ntungamo–Rukungiri Road,1,0,38.8,road,1,country_wd
Q25226881,House of Dawda Group,House of Dawda Group,1,0,38.8,company,1,country_wd
Q25226900,Soroti–Amuria–Abim–Kotido Road,Soroti–Amuria–Abim–Kotido Road,1,0,38.8,road,1,country_wd
Q25226910,Kampala–Masaka Road,Kampala–Masaka Road,1,0,38.8,road,2,country_wd|keyword_title
Q25226913,Masaka–Mbarara Road,Masaka–Mbarara Road,1,0,38.8,road,1,country_wd
Q25226924,Kampala–Mityana Road,Kampala–Mityana Road,1,0,38.8,road,2,country_wd|keyword_title
Q25226934,Kampala–Hoima Road,Kampala–Hoima Road,1,0,38.8,road,2,country_wd|keyword_title
Q25226959,Tirinyi–Pallisa–Kamonkoli–Kumi Road,Tirinyi–Pallisa–Kamonkoli–Kumi Road,1,0,38.8,road,1,country_wd
Q25226967,Amuru Sugar Works Limited,Amuru Sugar Works Limited,1,0,38.8,business,1,country_wd
Q25226970,Kabulasoke Solar Power Station,Kabulasoke Solar Power Station,1,0,38.8,photovoltaic power station,1,country_wd
Q25226977,Mayuge Solar Power Station,Mayuge Solar Power Station,1,0,38.8,photovoltaic power station,1,country_wd
Q25226991,Dairy industry in Uganda,Dairy industry in Uganda,1,0,38.8,aspect in a geographic region,2,country_wd|keyword_title
Q25226994,Buranga Geothermal Power Station,Buranga Geothermal Power Station,1,0,38.8,geothermal power station,1,country_wd
Q25227007,Achwa 3 Hydroelectric Power Station,,1,0,38.8,hydroelectric power station,1,country_wd
Q25227008,Koboko–Yumbe–Moyo Road,Koboko–Yumbe–Moyo Road,1,0,38.8,road,1,country_wd
Q25227009,Atiak–Adjumani–Moyo–Afoji Road,Atiak–Adjumani–Moyo–Afoji Road,1,0,38.8,road,1,country_wd
Q25227061,Kampala–Gayaza Road,Kampala–Gayaza Road,1,0,38.8,road,2,country_wd|keyword_title
Q25227075,Kayunga Hospital,Kayunga Hospital,1,0,38.8,hospital,1,country_wd
Q25227081,Abim General Hospital,Abim General Hospital,1,0,38.8,hospital,1,country_wd
Q25227083,Adjumani General Hospital,Adjumani General Hospital,1,0,38.8,hospital,1,country_wd
Q25227085,Tororo General Hospital,Tororo General Hospital,1,0,38.8,hospital,1,country_wd
Q25227097,Bugiri General Hospital,Bugiri General Hospital,1,0,38.8,hospital,1,country_wd
Q25227099,Nakasongola Military Hospital,Nakasongola Military Hospital,1,0,38.8,hospital,1,country_wd
Q25227101,Apac General Hospital,Apac General Hospital,1,0,38.8,hospital,1,country_wd
Q25227106,Busolwe General Hospital,Busolwe General Hospital,1,0,38.8,hospital,1,country_wd
Q25227107,Moyo General Hospital,Moyo General Hospital,1,0,38.8,hospital,1,country_wd
Q25227111,Rakai General Hospital,Rakai General Hospital,1,0,38.8,hospital,1,country_wd
Q25227112,Buwenge General Hospital,Buwenge General Hospital,1,0,38.8,hospital,1,country_wd
Q25227119,Kalisizo General Hospital,Kalisizo General Hospital,1,0,38.8,hospital,1,country_wd
Q25227128,Kambuga General Hospital,Kambuga General Hospital,1,0,38.8,hospital,1,country_wd
Q25227130,Myanzi–Kassanda–Bukuya–Kiboga Road,Myanzi–Kassanda–Bukuya–Kiboga Road,1,0,38.8,road,1,country_wd
Q25227138,Mityana–Mubende Road,Mityana–Mubende Road,1,0,38.8,road,1,country_wd
Q25227140,Mubende–Kyegegwa–Kyenjojo–Fort Portal Road,Mubende–Kyegegwa–Kyenjojo–Fort Portal Road,1,0,38.8,road,1,country_wd
Q25227141,Fort Portal–Kasese–Mpondwe Road,Fort Portal–Kasese–Mpondwe Road,1,0,38.8,road,1,country_wd
Q25227145,Kikorongo–Ishaka Road,Kikorongo–Ishaka Road,1,0,38.8,road,1,country_wd
Q25227147,Mbarara–Ishaka Road,Mbarara–Ishaka Road,1,0,38.8,road,1,country_wd
Q25227163,Masafu,Masafu,1,0,38.8,human settlement,1,country_wd
Q25227169,Makerere University Hospital,Makerere University Hospital,1,0,38.8,hospital,1,country_wd
Q25230520,Lira–Kamdini–Karuma Road,Lira–Kamdini–Karuma Road,1,0,38.8,road,1,country_wd
Q25230596,Kampala–Mpigi Expressway,Kampala–Mpigi Expressway,1,0,38.8,road,2,country_wd|keyword_title
Q25230597,Kampala Southern Bypass Highway,Kampala Southern Bypass Highway,1,0,38.8,road,2,country_wd|keyword_title
Q25230598,Kampala–Bombo Expressway,Kampala–Bombo Expressway,1,0,38.8,road,2,country_wd|keyword_title
Q25230637,Tororo Wind Power Station,Tororo Wind Power Station,1,0,38.8,wind farm,1,country_wd
Q25230649,Hoima Airport,Kabalega International Airport,1,0,38.8,proposed airport,1,country_wd
Q25230820,Osukuru Thermal Power Station,Osukuru Thermal Power Station,1,0,38.8,thermal power station,1,country_wd
Q25231187,Silver Kayemba,Silver Kayemba,1,0,38.8,human,1,birth_death_wd
Q25395251,Moscow Diocese (ROCOR),,1,0,38.8,Eastern Orthodox eparchy,1,country_wd
Q25464877,Uganda at the 2003 IAAF World Indoor Championships,,1,0,38.8,nation at sport competition,1,country_wd
Q25701948,Eastern Africa Centre for Constitutional Development,,1,0,38.8,research institute,1,country_wd
Q2582272,Willy Zabasajja,,1,0,38.8,human,1,citizenship_wd
Q25999189,Airtel Uganda,Airtel Uganda,1,0,38.8,business,2,country_wd|keyword_title
Q26770642,Oldřich Karásek,,1,0,38.8,human,1,birth_death_wd
