qitem,label,en_title,sitelink_count,views,priority,type_labels,num_strategies,strategies
Q139120079,Alfred Muhoozi,Alfred Muhoozi,2,0,60.5,human,1,citizenship_wd
Q139845233,Sanyu Penelope,Sanyu Penelope,2,0,60.5,human,1,citizenship_wd
Q1399431,Uganda at the 2011 World Aquatics Championships,Uganda at the 2011 World Aquatics Championships,2,0,60.5,nation at sport competition,2,country_wd|keyword_title
Q140142364,,Musaazi Charles Kalooli,2,0,60.5,human,1,citizenship_wd
Q1405067,Patrick Lawino,,2,0,60.5,human,2,birth_death_wd|citizenship_wd
Q140766150,2026 U20 Barthés Trophy,2026 U20 Barthés Trophy,2,0,60.5,sports season,1,country_wd
Q15060213,Sukulu,,2,0,60.5,hill,1,country_wd
Q15076442,Namasuba,,2,0,60.5,human settlement,1,country_wd
Q15244000,Makerere University School of Health Sciences,Makerere University School of Health Sciences,2,0,60.5,academic institution,1,country_wd
Q15253033,Mengo Senior School,Mengo Senior School,2,0,60.5,school,1,country_wd
Q15260165,Mubuku III Power Station,Mubuku III Hydroelectric Power Station,2,0,60.5,hydroelectric power station,1,country_wd
Q15260271,Munyonyo,Munyonyo,2,0,60.5,neighborhood,1,country_wd
Q15260736,Nabumali High School,Nabumali High School,2,0,60.5,secondary school,1,country_wd
Q15261267,Nazigo,Nazigo,2,0,60.5,"human settlement, sub-county of Uganda",1,country_wd
Q15262424,Nkozi,Nkozi,2,0,60.5,"town, sub-county of Uganda",1,country_wd
Q15262880,Nshungyezi Hydroelectric Power Station,Nshungyezi Hydroelectric Power Station,2,0,60.5,hydroelectric power station,1,country_wd
Q15429947,Anne Merriman,Anne Merriman,2,0,60.5,human,1,birth_death_wd
Q15436717,Fridolin Pflüger,,2,0,60.5,human,1,birth_death_wd
Q15616252,Namataba,Namataba,2,0,60.5,human settlement,1,country_wd
Q15637273,Southern Ma'di,,2,0,60.5,"language, modern language",1,country_wd
Q15831580,2014 Uganda International Badminton Championships,,2,0,60.5,Uganda International Badminton Championships,1,country_wd
Q15838608,Gloria Najjuka,,2,0,60.5,human,1,citizenship_wd
Q15917578,East African Business Week,East African Business Week,2,0,60.5,newspaper,1,country_wd
Q1606303,Den tyske Emin Pascha-Expedition,,2,0,60.5,expedition,1,country_wd
Q16146212,Andrew Gutti,Andrew Gutti,2,0,60.5,human,2,birth_death_wd|citizenship_wd
Q16158157,list of ambassadors of Russia to Uganda,List of ambassadors of Russia to Uganda,2,0,60.5,Wikimedia list article,3,country_wd|keyword_title|part_of_wd
Q16194148,Augustine Kyazze,Augustine Kyazze,2,0,60.5,human,2,birth_death_wd|citizenship_wd
Q16209992,Dickson Huru,Dickson Huru,2,0,60.5,human,2,birth_death_wd|citizenship_wd
Q16257735,Kiira College Butiki,Kiira College Butiki,2,0,60.5,secondary school,1,country_wd
Q16669597,Peter Okee,,2,0,60.5,human,2,birth_death_wd|citizenship_wd
Q16730624,Mathias Katamba,Mathias Katamba,2,0,60.5,human,2,birth_death_wd|citizenship_wd
Q16731135,Leopold Kyanda,Leopold Kyanda,2,0,60.5,human,2,birth_death_wd|citizenship_wd
Q16821603,1976 Uganda Cup,1976 Uganda Cup,2,0,60.5,sports season,2,country_wd|keyword_title
Q16821662,1978 Uganda Cup,1978 Uganda Cup,2,0,60.5,sports season,2,country_wd|keyword_title
Q16821726,1980 Uganda Cup,1980 Uganda Cup,2,0,60.5,sports season,2,country_wd|keyword_title
Q16821751,1981 Uganda Cup,1981 Uganda Cup,2,0,60.5,sports season,2,country_wd|keyword_title
Q16822377,1996 Uganda Cup,1996 Uganda Cup,2,0,60.5,sports season,2,country_wd|keyword_title
Q16822502,1999 Uganda Cup,1999 Uganda Cup,2,0,60.5,sports season,2,country_wd|keyword_title
Q16823489,2013–14 Uganda Cup,2013–14 Uganda Cup,2,0,60.5,sports season,2,country_wd|keyword_title
Q16841255,Gulu University School of Medicine,Gulu University School of Medicine,2,0,60.5,medical school,1,country_wd
Q16890556,Jordan Lutalo Evora,Jordan Lutalo Evora,2,0,60.5,human,1,birth_death_wd
Q16894747,Matany Hospital,Matany Hospital,2,0,60.5,hospital,1,country_wd
Q16895753,Nengo Bridge Hydropower Station,Nengo Bridge Hydroelectric Power Station,2,0,60.5,hydroelectric power station,1,country_wd
Q16899525,Rwimi Power Station,Rwimi Hydroelectric Power Station,2,0,60.5,hydroelectric power station,1,country_wd
Q16902646,Victoria University,Victoria University Uganda,2,0,60.5,"university, association football team",2,country_wd|keyword_title
Q16930899,Kisubi Mapeera Secondary School,Kisubi Mapeera Secondary School,2,0,60.5,school,1,country_wd
Q16948093,LGBTQ history in Uganda,LGBTQ history in Uganda,2,0,60.5,LGBTQ history in a geographic region,2,country_wd|keyword_title
Q16953562,Order of the Pearl of Africa,Most Excellent Order of the Pearl of Africa,2,0,60.5,"order, award",1,country_wd
Q16963722,Evangelical Presbyterian Church in Uganda,Evangelical Presbyterian Church in Uganda,2,0,60.5,Christian denomination,2,country_wd|keyword_title
Q16966289,poverty in Uganda,Poverty in Uganda,2,0,60.5,aspect in a geographic region,2,country_wd|keyword_title
Q16966926,Wazalendo Savings and Credit Cooperative Society,Wazalendo Savings and Credit Cooperative Society,2,0,60.5,"business, Savings and Credit Cooperative Society",1,country_wd
Q16968993,New Life Presbyterian Church,New Life Presbyterian Church,2,0,60.5,Christian denomination,1,country_wd
Q16980102,Kayanja Muhanga,Kayanja Muhanga,2,0,60.5,human,2,birth_death_wd|citizenship_wd
Q16991766,K2 Telecom,K2 Telecom,2,0,60.5,business,1,country_wd
Q17007094,Kaikuzi,Kaikuzi,2,0,60.5,deity,2,citizenship_wd|country_wd
Q17041232,Omukama of Bunyoro,Omukama of Bunyoro,2,0,60.5,noble title,2,country_wd|keyword_title
Q17068478,"Ministry of Finance, Planning and Economic Development","Ministry of Finance, Planning and Economic Development (Uganda)",2,0,60.5,"planning ministry, finance ministry, ministry of Uganda",3,country_wd|keyword_title|part_of_wd
Q17069105,The Observer,The Observer (Uganda),2,0,60.5,"newspaper, weekly newspaper",2,country_wd|keyword_title
Q17070912,The Independent magazine,The Independent (Uganda),2,0,60.5,newspaper,2,country_wd|keyword_title
Q17077129,Makerere University Library,Makerere University Library,2,0,60.5,"academic library, depository library",1,country_wd
Q17082235,Irreligion in Uganda,Irreligion in Uganda,2,0,60.5,aspect in a geographic region,2,country_wd|keyword_title
Q17103676,Uganda at the 2013 World Aquatics Championships,Uganda at the 2013 World Aquatics Championships,2,0,60.5,nation at sport competition,2,country_wd|keyword_title
Q17108235,Emmy Wasirwa,Emmy Wasirwa,2,0,60.5,human,1,citizenship_wd
Q17108338,Moroto Cement Limited,Moroto Cement Limited,2,0,60.5,business,1,country_wd
Q17108345,Move to the Left,Move to the Left,2,0,60.5,,1,country_wd
Q17108406,Soroti Flying School,East African Civil Aviation Academy,2,0,60.5,academic institution,1,country_wd
Q17108413,Uganda Investment Authority,Uganda Investment Authority,2,0,60.5,business,2,country_wd|keyword_title
Q17108484,Youth in Uganda,Youth in Uganda,2,0,60.5,aspect in a geographic region,2,country_wd|keyword_title
Q17402870,Clovis Kalyebara,Clovis Kalyebara,2,0,60.5,human,2,birth_death_wd|citizenship_wd
Q1743886,Kitoba,,2,0,60.5,"human settlement, sub-county of Uganda",1,country_wd
Q17512678,Bujagali Energy Limited,Bujagali Energy Limited,2,0,60.5,business,1,country_wd
Q17624378,Ugandan national road cycling championships,,2,0,60.5,national road cycling championship,1,country_wd
Q18128923,Uganda at the 2014 Commonwealth Games,Uganda at the 2014 Commonwealth Games,2,0,60.5,nation at sport competition,2,country_wd|keyword_title
Q18205104,Bake Robert Tumuhaise,Bake Robert Tumuhaise,2,0,60.5,human,1,citizenship_wd
Q18206342,DAS Handling Limited,DAS Handling Limited,2,0,60.5,company,1,country_wd
Q18331078,Fazil Kaggwa,Fazil Kaggwa,2,0,60.5,human,1,citizenship_wd
Q18350719,Lubilia Hydroelectric Power Station,Lubilia Hydroelectric Power Station,2,0,60.5,hydroelectric power station,1,country_wd
Q18386110,Sugar & Allied Industries Limited,Sugar & Allied Industries Limited,2,0,60.5,business,1,country_wd
Q18394628,Watoto Child Care Ministries,Watoto Child Care Ministries,2,0,60.5,,1,country_wd
Q1854661,list of high commissioners of the United Kingdom to Uganda,List of high commissioners of the United Kingdom to Uganda,2,0,60.5,Wikimedia list article,3,country_wd|keyword_title|part_of_wd
Q18575905,Albert Lloyd,,2,0,60.5,human,1,birth_death_wd
Q18747781,A.F. Odut,,2,0,60.5,human,1,citizenship_wd
Q18763790,Shakoor Ahmed,Shakoor Ahmed,2,0,60.5,human,1,birth_death_wd
Q1895254,Margherita Peak,,2,0,60.5,summit,1,country_wd
Q19059293,Julius Kakeeto,Julius Kakeeto,2,0,60.5,human,1,birth_death_wd
Q19061066,Martin Mubiru,Martin Mubiru,2,0,60.5,human,1,citizenship_wd
Q19355345,2015 Uganda International Badminton Championships,,2,0,60.5,Uganda International Badminton Championships,1,country_wd
Q19622038,Uganda Volleyball Federation,,2,0,60.5,sports governing body,1,country_wd
Q19667556,Bharat Masrani,Bharat Masrani,2,0,60.5,human,1,birth_death_wd
Q19766691,Rock art of Uganda,Rock art of Uganda,2,0,60.5,,2,country_wd|keyword_title
Q19873032,Banyala,Banyala,2,0,60.5,ethnic group,1,country_wd
Q19894543,Rwamwanja refugee settlement,Rwamwanja Refugee Settlement,2,0,60.5,"refugee camp, human-geographic territorial entity",1,country_wd
Q19903463,MK Publishers,MK Publishers,2,0,60.5,education company,1,country_wd
Q1994378,Lake Nkuruba,,2,0,60.5,volcanic crater lake,1,country_wd
Q2021369,Olwiyo,Olwiyo,2,0,60.5,human settlement,1,country_wd
Q20311283,1999 in Uganda,1999 in Uganda,2,0,60.5,events in a specific year or time period,2,country_wd|keyword_title
Q20311289,Auschwitz Institute for the Prevention of Genocide and Mass Atrocities,Auschwitz Institute for the Prevention of Genocide and Mass Atrocities,2,0,60.5,nonprofit organization,1,country_wd
Q20311569,2001 ICC Africa Under-19 Championship,2001 ICC Africa Under-19 Championship,2,0,60.5,sports season,1,country_wd
Q20312367,2013 ICC Africa Under-19 Championship Division One,2013 ICC Africa Under-19 Championship Division One,2,0,60.5,sports season,1,country_wd
Q20684303,Anatoli Kamugisha,Anatoli Kamugisha,2,0,60.5,human,2,birth_death_wd|citizenship_wd
Q20684447,Nakibus Lakara,Nakibus Lakara,2,0,60.5,human,2,birth_death_wd|citizenship_wd
Q20746276,Kyetume,Kyetume,2,0,60.5,human settlement,1,country_wd
Q20746292,Mulago Women's Referral Hospital,Mulago Women's Referral Hospital,2,0,60.5,hospital,1,country_wd
Q20921609,Uganda Chess Federation,Uganda Chess Federation,2,0,60.5,"organization, sports governing body",2,country_wd|keyword_title
Q21063718,Henry Malinga,Henry Malinga,2,0,60.5,human,1,citizenship_wd
Q21241047,Uganda at the 2015 World Aquatics Championships,Uganda at the 2015 World Aquatics Championships,2,0,60.5,nation at sport competition,2,country_wd|keyword_title
Q21782698,R. J. Anderson,R. J. Anderson,2,0,60.5,human,1,birth_death_wd
Q21974272,Bugungu Airstrip,Bugungu Airstrip,2,0,60.5,"aerodrome, commercial traffic aerodrome",1,country_wd
Q22082402,Nyamitanga Division,Nyamitanga Division,2,0,60.5,division of Uganda,1,country_wd
Q22809593,Ngora High School,Ngora High School,2,0,60.5,secondary school,1,country_wd
Q22909524,Uganda Joint Christian Council,Uganda Joint Christian Council,2,0,60.5,non-governmental organization,2,country_wd|keyword_title
Q22935628,"Aga Khan University Hospital, Kampala","Aga Khan University Hospital, Kampala",2,0,60.5,"hospital, proposed entity",2,country_wd|keyword_title
Q23302030,Arthur Isiko,Arthur Isiko,2,0,60.5,human,2,birth_death_wd|citizenship_wd
Q23305700,Eskom Uganda Limited,Eskom Uganda,2,0,60.5,privately held company,2,country_wd|keyword_title
Q23581953,"Ministry of Agriculture, Animal Industry and Fisheries","Ministry of Agriculture, Animal Industry and Fisheries (Uganda)",2,0,60.5,"ministry of agriculture, ministry of fisheries, ministry of Uganda",3,country_wd|keyword_title|part_of_wd
Q23808160,Uganda Performing Right Society,Uganda Performing Right Society,2,0,60.5,organization,2,country_wd|keyword_title
Q23815886,2016 Uganda International Badminton Championships,,2,0,60.5,Uganda International Badminton Championships,1,country_wd
Q23880769,Martin Ondeko,Martin Ondeko,2,0,60.5,human,1,birth_death_wd
Q23894978,Uganda Railway MS class,UR MS class,2,0,60.5,locomotive class,1,country_wd
Q23900819,Auguste Achte,,2,0,60.5,human,1,birth_death_wd
Q2417162,Metropolitan Theodhoros Nankyama,,2,0,60.5,human,2,birth_death_wd|citizenship_wd
Q24185308,Women's Hospital International and Fertility Centre,Women's Hospital International and Fertility Centre,2,0,60.5,hospital,1,country_wd
Q24236557,Galilee Community General Jewish Hospital of Uganda,Galilee Community General Jewish Hospital of Uganda,2,0,60.5,"hospital, community hospital",2,country_wd|keyword_title
Q24236563,Institute of Petroleum Studies Kampala,Institute of Petroleum Studies Kampala,2,0,60.5,educational institution,2,country_wd|keyword_title
Q2473876,2009 Uganda International Badminton Championships,,2,0,60.5,Uganda International Badminton Championships,1,country_wd
Q24807572,Katakwi General Hospital,Katakwi General Hospital,2,0,60.5,hospital,1,country_wd
Q24887705,Lakeside Dairy Limited,Lakeside Dairy Limited,2,0,60.5,privately held company,1,country_wd
Q24892187,Lwamata,Lwamata,2,0,60.5,sub-county of Uganda,1,country_wd
Q24957803,Uganda Radio Network,Uganda Radio Network,2,0,60.5,company,2,country_wd|keyword_title
Q24994173,François-Xavier Lacoursière,,2,0,60.5,human,1,birth_death_wd
Q25041100,Uganda Martyrs' Secondary School Namugongo,Uganda Martyrs' Secondary School Namugongo,2,0,60.5,school,2,country_wd|keyword_title
Q25051457,Namugoga Solar Power Station,Namugoga Solar Power Station,2,0,60.5,photovoltaic power station,1,country_wd
Q25051947,Kamukuzi Division,Kamukuzi Division,2,0,60.5,division of Uganda,1,country_wd
Q25051948,Kakoba Division,Kakoba Division,2,0,60.5,division of Uganda,1,country_wd
Q25052479,Kilembe Mines,Kilembe Mines,2,0,60.5,mine,1,country_wd
Q25052697,Vurra–Arua–Koboko–Oraba Road,Vurra–Arua–Koboko–Oraba Road,2,0,60.5,road,1,country_wd
Q25052801,Moroto–Nakapiripirit Road,Moroto–Nakapiripirit Road,2,0,60.5,road,1,country_wd
Q25226775,Ntusi (site),Ntusi,2,0,60.5,archaeological site,1,country_wd
Q25227050,Kampala–Entebbe Road,Kampala–Entebbe Road,2,0,60.5,road,2,country_wd|keyword_title
Q25247812,Munsa (site),Munsa,2,0,60.5,archaeological site,1,country_wd
Q25340073,National Basketball League,National Basketball League (Uganda),2,0,60.5,basketball league,2,country_wd|keyword_title
Q25701957,Southern and Eastern African Trade Information and Negotiations Institute,,2,0,60.5,advocacy group,1,country_wd
Q26465391,Ronnie Balya,Ronnie Balya,2,0,60.5,human,1,birth_death_wd
Q26844748,Stephen Onyango,,2,0,60.5,human,2,birth_death_wd|citizenship_wd
Q26923155,"Jitesh Gadhia, Baron Gadhia","Jitesh Gadhia, Baron Gadhia",2,0,60.5,human,1,birth_death_wd
Q27275034,2010 Thomas & Uber Cups Preliminaries for Africa,2010 Thomas & Uber Cups Preliminaries for Africa,2,0,60.5,badminton event,1,country_wd
Q27518122,2016 CECAFA Women's Championship,2016 CECAFA Women's Championship,2,0,60.5,CECAFA Women's Championship,1,country_wd
Q27524827,Elijah Emojong,Elijah Emojong,2,0,60.5,human,1,citizenship_wd
Q27688878,African Queens and Women Cultural Leaders Network,African Queens and Women Cultural Leaders Network,2,0,60.5,"organization, network",1,country_wd
Q27924185,Uagadou,Uagadou,2,0,60.5,wizard school in Harry Potter universe,1,country_wd
Q27961857,Bagwe,Bagwe,2,0,60.5,tribe,1,country_wd
Q27962137,Parombo,Parombo,2,0,60.5,town,1,country_wd
Q27963295,Tegeres,Tegeres,2,0,60.5,sub-county of Uganda,1,country_wd
Q27975230,Dickson Ssentongo,Dickson Ssentongo,2,0,60.5,human,2,birth_death_wd|citizenship_wd
Q28129219,ALTX East Africa Exchange,ALTX East Africa Exchange,2,0,60.5,business,1,country_wd
Q28162708,Mateete,Mateete,2,0,60.5,"human settlement, sub-county of Uganda",1,country_wd
Q28223064,Basimba people,Basimba people,2,0,60.5,,1,country_wd
Q28231516,Bukasa Inland Port,Bukasa Inland Port,2,0,60.5,inland port,1,country_wd
Q28366219,Hanif Lalani,Hanif Lalani,2,0,60.5,human,1,birth_death_wd
Q28868302,2017 in Uganda,2017 in Uganda,2,0,60.5,events in a specific year or time period,1,country_wd
Q29016445,Badru Lusambya,Badru Lusambya,2,0,60.5,human,1,birth_death_wd
Q29353394,Lieutenant General Frank Mushyo Kamanzi,Frank Mushyo Kamanzi,2,0,60.5,human,1,birth_death_wd
Q29640743,Serbia–Uganda relations,,2,0,60.5,bilateral relation,1,country_wd
Q30007236,Mandy Juruni,Mandy Juruni,2,0,60.5,human,2,birth_death_wd|citizenship_wd
Q30261670,Association for Strengthening Agricultural Research in Eastern and Central Africa,Association for Strengthening Agricultural Research in Eastern and Central Africa,2,0,60.5,nonprofit organization,1,country_wd
Q30688546,science and technology in Uganda,Science and technology in Uganda,2,0,60.5,aspect in a geographic region,2,country_wd|keyword_title
Q30905495,Elly Katabira,,2,0,60.5,human,1,citizenship_wd
Q30913458,Akii Bua Stadium,Akii Bua Stadium,2,0,60.5,"stadium, sports venue, association football venue",1,country_wd
Q30946646,2017 Uganda International Badminton Championships,,2,0,60.5,Uganda International Badminton Championships,1,country_wd
Q31349118,2019 in Uganda,2019 in Uganda,2,0,60.5,events in a specific year or time period,2,country_wd|keyword_title
Q31395898,Portal Peaks,,2,0,60.5,summit,1,country_wd
Q31396103,Kololo,,2,0,60.5,hill,1,country_wd
Q31527098,Natera Hills,,2,0,60.5,mountain range,1,country_wd
Q31528168,Langia Mountains,,2,0,60.5,mountain range,1,country_wd
Q31528250,Labwor Hills,,2,0,60.5,mountain range,1,country_wd
Q31530564,Nangeya Mountains,,2,0,60.5,mountain range,1,country_wd
Q31878683,Batwala,,2,0,60.5,island,1,country_wd
Q31880352,Biguli,,2,0,60.5,"town, sub-county of Uganda",1,country_wd
Q31884630,Buhehe,,2,0,60.5,sub-county of Uganda,1,country_wd
Q31885226,Bulanku Island,,2,0,60.5,island,1,country_wd
Q31885656,Bulumbi,,2,0,60.5,sub-county of Uganda,1,country_wd
Q31885857,Bunambutye,,2,0,60.5,sub-county of Uganda,1,country_wd
Q31886332,Busiime,,2,0,60.5,sub-county of Uganda,1,country_wd
Q31886529,Buteba,,2,0,60.5,sub-county of Uganda,1,country_wd
Q31886853,Buyanga,,2,0,60.5,sub-county of Uganda,1,country_wd
Q31887059,Bwera,,2,0,60.5,"town, sub-county of Uganda",1,country_wd
Q31909571,Dabani,,2,0,60.5,sub-county of Uganda,1,country_wd
Q31916630,Galo Island,,2,0,60.5,island,1,country_wd
Q31928689,Kabulataka Island,,2,0,60.5,island,1,country_wd
Q31928695,Kabuyanda,,2,0,60.5,sub-county of Uganda,1,country_wd
Q31928979,Kaimira,,2,0,60.5,swamp,1,country_wd
Q31929877,Kapelebyong,,2,0,60.5,sub-county of Uganda,1,country_wd
Q31932308,Kirundo,,2,0,60.5,sub-county of Uganda,1,country_wd
Q31932325,Kisiro Island,,2,0,60.5,island,1,country_wd
Q31934082,Kokonyuko,,2,0,60.5,,1,country_wd
Q31937324,Kyanga Island,,2,0,60.5,island,1,country_wd
Q31943584,Lorengecora,Lorengecora,2,0,60.5,sub-county of Uganda,1,country_wd
Q31944864,Lulanda Island,,2,0,60.5,island,1,country_wd
Q31945088,Lunkulu Island,,2,0,60.5,island,1,country_wd
Q31945095,Lunyo,,2,0,60.5,sub-county of Uganda,1,country_wd
Q31945498,Lwabagenge Island,,2,0,60.5,island,1,country_wd
Q31950761,Masaba,,2,0,60.5,sub-county of Uganda,1,country_wd
Q31951184,Masinyi,,2,0,60.5,sub-county of Uganda,1,country_wd
Q31951253,Masovwi Island,,2,0,60.5,island,1,country_wd
Q31954069,Meru Islets,,2,0,60.5,archipelago,1,country_wd
Q31959581,Mpuni Island,,2,0,60.5,island,1,country_wd
Q31964196,Mutyomu Island,,2,0,60.5,island,1,country_wd
Q31966047,Nabilatuk,,2,0,60.5,sub-county of Uganda,1,country_wd
Q31966170,Nagembiruwa Island,,2,0,60.5,island,1,country_wd
Q31967181,Namasimbi Island,,2,0,60.5,island,1,country_wd
Q31971390,Nkuzi Island,,2,0,60.5,island,1,country_wd
Q31973165,Ntokwe Island,,2,0,60.5,island,1,country_wd
Q31974753,Nyapea,Nyapea,2,0,60.5,sub-county of Uganda,1,country_wd
Q32010554,Rugaaga,Rugaaga,2,0,60.5,town,1,country_wd
Q32017753,Sezibwa Falls,,2,0,60.5,,1,country_wd
Q32020104,Sikude,,2,0,60.5,sub-county of Uganda,1,country_wd
Q32020865,Sira Island,,2,0,60.5,island,1,country_wd
Q32058773,Zigunga Twins,,2,0,60.5,island,1,country_wd
Q32141486,Abalang,,2,0,60.5,river,1,country_wd
Q32141502,Abaler,,2,0,60.5,river,1,country_wd
Q32144128,Abo,,2,0,60.5,river,1,country_wd
Q32144679,Abongo,,2,0,60.5,river,1,country_wd
Q32145949,Abuta,,2,0,60.5,river,1,country_wd
Q32147157,Achana,,2,0,60.5,river,1,country_wd
Q32147504,Acheke,,2,0,60.5,river,1,country_wd
Q32147976,Achire,,2,0,60.5,river,1,country_wd
Q32148175,Acholale,,2,0,60.5,river,1,country_wd
Q32148273,Achua,,2,0,60.5,river,1,country_wd
Q32148381,Aci,,2,0,60.5,river,1,country_wd
Q32149445,Adalu,,2,0,60.5,river,1,country_wd
Q32150455,Aderema,,2,0,60.5,river,1,country_wd
Q32150754,Adibu,,2,0,60.5,river,1,country_wd
Q32150769,Adida,,2,0,60.5,river,1,country_wd
Q32150783,Adidi,,2,0,60.5,river,1,country_wd
Q32150830,Adiidiin,,2,0,60.5,river,1,country_wd
Q32150965,Adip,,2,0,60.5,river,1,country_wd
Q32151322,Adoi,,2,0,60.5,river,1,country_wd
Q32151453,Adondi,,2,0,60.5,river,1,country_wd
Q32164191,Agago,,2,0,60.5,river,1,country_wd
Q32168659,Agoi,,2,0,60.5,river,1,country_wd
Q32168673,Agoiva,,2,0,60.5,river,1,country_wd
Q32168725,Agonda,,2,0,60.5,river,1,country_wd
Q32169972,Agunda,,2,0,60.5,river,1,country_wd
Q32170219,Agwara,,2,0,60.5,river,1,country_wd
Q32170247,Agwenyi,,2,0,60.5,river,1,country_wd
Q32172548,Aiivu,,2,0,60.5,river,1,country_wd
Q32192586,Ajai,,2,0,60.5,river,1,country_wd
Q32192729,Ajei,,2,0,60.5,river,1,country_wd
Q32192815,Aji,,2,0,60.5,river,1,country_wd
Q32192829,Aji,,2,0,60.5,river,1,country_wd
Q32193462,Akaba,,2,0,60.5,river,1,country_wd
Q32194103,Akaliyo,,2,0,60.5,river,1,country_wd
Q32194378,Akango,,2,0,60.5,river,1,country_wd
Q32194907,Akaseke,,2,0,60.5,river,1,country_wd
Q32195107,Akayanja,,2,0,60.5,river,1,country_wd
Q32195132,Akayo,,2,0,60.5,river,1,country_wd
Q32197596,Akedo,,2,0,60.5,river,1,country_wd
Q32197620,Akello,,2,0,60.5,river,1,country_wd
Q32197632,Akelobonyo,,2,0,60.5,river,1,country_wd
Q32197752,Akeyo,,2,0,60.5,river,1,country_wd
Q32199392,Akokoro,,2,0,60.5,river,1,country_wd
Q32199407,Akokoroi,,2,0,60.5,river,1,country_wd
Q32199452,Akoli,,2,0,60.5,river,1,country_wd
Q32199890,Akoyo,,2,0,60.5,river,1,country_wd
Q32199905,Akoyo,,2,0,60.5,river,1,country_wd
Q32199997,Akpava,,2,0,60.5,river,1,country_wd
Q32201651,Akuru,,2,0,60.5,river,1,country_wd
Q32201802,Akwamunyen,,2,0,60.5,river,1,country_wd
Q32201819,Akwangakera,,2,0,60.5,river,1,country_wd
Q32203490,Ala,,2,0,60.5,river,1,country_wd
Q32204181,Alakaituk,,2,0,60.5,river,1,country_wd
Q32204508,Alala,,2,0,60.5,river,1,country_wd
Q32204533,Alalaka,,2,0,60.5,river,1,country_wd
Q32204652,Alamachar,,2,0,60.5,river,1,country_wd
Q32205005,Alango,,2,0,60.5,river,1,country_wd
Q32208424,Aligoi,,2,0,60.5,river,1,country_wd
Q32209005,Alito,,2,0,60.5,river,1,country_wd
Q32211438,Alobo,,2,0,60.5,river,1,country_wd
Q32214496,Alu,,2,0,60.5,river,1,country_wd
Q32219703,Alwenyi,,2,0,60.5,river,1,country_wd
Q32219720,Alwong,,2,0,60.5,river,1,country_wd
Q32221020,Amanyang,,2,0,60.5,river,1,country_wd
Q32221188,Amarwasi,,2,0,60.5,river,1,country_wd
Q32221851,Ambe,,2,0,60.5,river,1,country_wd
Q32223113,Amiene,,2,0,60.5,river,1,country_wd
Q32223198,Aminit,,2,0,60.5,river,1,country_wd
Q32223218,Aminkwac,,2,0,60.5,river,1,country_wd
Q32223229,Aminopi,,2,0,60.5,river,1,country_wd
Q32223637,Amna,,2,0,60.5,river,1,country_wd
Q32224160,Amon,,2,0,60.5,river,1,country_wd
Q32224195,Amone,,2,0,60.5,river,1,country_wd
Q32224206,Among River,,2,0,60.5,river,1,country_wd
Q32229072,Angoji,,2,0,60.5,river,1,country_wd
Q32229086,Angola,,2,0,60.5,river,1,country_wd
Q32229097,Angoleto,,2,0,60.5,river,1,country_wd
Q32229116,Angoltok,,2,0,60.5,river,1,country_wd
Q32229167,Angoro,,2,0,60.5,river,1,country_wd
Q32229424,Angweji,,2,0,60.5,river,1,country_wd
Q32229870,Aniza,,2,0,60.5,river,1,country_wd
Q32231477,Anyada,,2,0,60.5,river,1,country_wd
Q32231516,Anyau,,2,0,60.5,river,1,country_wd
Q32232168,Apa,,2,0,60.5,river,1,country_wd
Q32232318,Apapai,,2,0,60.5,river,1,country_wd
Q32232323,Apapai,,2,0,60.5,river,1,country_wd
Q32232349,Aparro,,2,0,60.5,river,1,country_wd
Q32232355,Aparuki,,2,0,60.5,river,1,country_wd
Q32232426,Apedur,,2,0,60.5,river,1,country_wd
Q32232631,Apiyo,,2,0,60.5,river,1,country_wd
Q32232804,Apopony,,2,0,60.5,river,1,country_wd
Q32233072,Apule,,2,0,60.5,river,1,country_wd
Q32233101,Apyer,,2,0,60.5,river,1,country_wd
Q32233678,Araga,,2,0,60.5,river,1,country_wd
Q32233690,Aragaiti,,2,0,60.5,river,1,country_wd
Q32233749,Araira,,2,0,60.5,river,1,country_wd
Q32236573,Aringa,,2,0,60.5,river,1,country_wd
Q32236605,Arionomunyen,,2,0,60.5,river,1,country_wd
Q32236711,Ariu,,2,0,60.5,river,1,country_wd
Q32237783,Arocha,,2,0,60.5,river,1,country_wd
Q32237874,Aror,,2,0,60.5,river,1,country_wd
Q32237883,Arorwa,,2,0,60.5,river,1,country_wd
Q32286809,Asiya,,2,0,60.5,river,1,country_wd
Q32288539,Asuru,,2,0,60.5,river,1,country_wd
Q32288560,Aswa,,2,0,60.5,river,1,country_wd
Q32288578,Aswa,,2,0,60.5,river,1,country_wd
Q32289118,Atababaa,,2,0,60.5,river,1,country_wd
Q32289358,Atar,,2,0,60.5,river,1,country_wd
Q32289375,Atari River,,2,0,60.5,river,1,country_wd
Q32289620,Atemerai,,2,0,60.5,river,1,country_wd
Q32289862,Ati,,2,0,60.5,river,1,country_wd
Q32290074,Atipa,,2,0,60.5,river,1,country_wd
Q32290098,Atirikwa,,2,0,60.5,river,1,country_wd
Q32290106,Atirir,,2,0,60.5,river,1,country_wd
Q32290980,Atu,,2,0,60.5,river,1,country_wd
Q32292696,Aulem,,2,0,60.5,river,1,country_wd
Q32292900,Aungare,,2,0,60.5,river,1,country_wd
