qitem,label,statements,occupation_names,description
Q134055260,Amina Nganda,7,pool player,Ugandan pool table player
Q133462828,Amiya Penelope,7,netballer,Ugandan netball player
Q135424644,Amoding Peninah,7,boxer,Ugandan Boxer
Q139841282,Anena Kevin Prisca,7,athlete,Ugandan athlete
Q134055254,Angellah Busingye,7,pool player,Ugandan pool table player
Q140529737,Apolot Christine Rebecca,7,netballer,Ugandan netball player
Q140571211,Ariyo Ahumuza,7,swimmer,Ugandan Swimmer
Q133836148,Asumin Akurut,7,cricketer,Ugandan female cricketer
Q136089379,Ayenyo Mariam,7,netballer,Ugandan Netball Player
Q135425393,Ayike Arafah,7,boxer,Ugandan Boxer
Q133894429,Beatrice Achayo,7,handball player,Ugandan handball player
Q133848583,Bridget Basiima,7,golfer,Golfer
Q134267846,Bridget Nahola,7,wrestler,Ugandan wrestler
Q136622322,Caroline Badaru,7,basketball player,Ugandan basketball player (born 1974)
Q133892688,Caroline Karungi,7,golfer,Golfer
Q135176729,Catherine Kaganda,7,netballer,Ugandan netball player
Q140637294,Charity Doreen Nannungi,7,swimmer,Ugandan Swimmer
Q133892301,Charlotte Mudola,7,rugby player,Ugandan rugby player
Q135984880,Christine Ayikoru,7,netballer,Ugandan netball player
Q133839284,Claire Nalubuula,7,tennis player,Ugandan junior Tennis Player
Q133836254,Damalie Busingye,7,cricketer,cricketer
Q133463281,Desire Mirembe,7,netballer,Ugandan netball player
Q133894984,Diana Athieno,7,swimmer,Ugandan swimmer
Q133848627,Diana Nambalirwa,7,golfer,Golfer
Q136621408,Diana Namukusa,7,basketball player,Ugandan basketball player (born 1979)
Q133848737,Dinah Ongol,7,golfer,Golfer
Q133887636,Doreen Assimwe,7,field hockey player,Hockey player
Q135304448,Doreen Nantale,7,netballer,Ugandan netball player
Q133894489,Doreen Ondoa,7,handball player,Ugandan handball player
Q133842402,Edna Lovinsa Nabiryo,7,tennis player,Ugandan tennis player
Q133872863,Esther Aganyira,7,golfer,Golfer
Q136624176,Esther Akwap,7,basketball player,Ugandan basketball player (born 1996)
Q134271350,Esther Nadunga,7,swimmer,Ugandan swimmer
Q133864078,Eunice Awori,7,kabaddi player,She Gladiators team member
Q133848744,Evelyn Atukunda,7,golfer,Golfer
Q133842330,Evelyn Chimolo,7,tennis player,Ugandan female tennis player
Q133842370,Evelyn Kiwulwa,7,tennis player,Ugandan tennis player
Q133842323,Evelyn Ochom,7,tennis player,Ugandan female tennis player
Q133839337,Faith Aber,7,tennis player,Ugandan Junior tennis player
Q135111780,Fildeus Namulema,7,netballer,Ugandan netball player
Q133462781,Firdaus namulema,7,netballer,Ugandan netball player
Q135111884,Flavia Kitimbo,7,netballer,Ugandan netball player
Q134277469,Florence Mukoya,7,,Beach wood ball player
Q133892354,Gertrude Katessa,7,rugby player,Ugandan rugby player
Q133892670,Gertrude Kityo,7,golfer,Golfer
Q135225851,Gloria Ayaa,7,netballer,Ugandan netball player
Q133881313,Gloria Nantege,7,volleyball player,Volleyball player
Q133872823,Gloria Nanyonga,7,golfer,Golfer
Q133857493,Grace Auma,7,rugby player,Rugby player
Q133892778,Grace Kabonero,7,golfer,Golfer
Q140637629,Grace Kitiibwa,7,swimmer,Ugandan Swimmer
Q133884416,Grace Nabaggala,7,rugby player,Ugandan rugby player
Q136622012,Grace-Mary Akello,7,basketball player,Ugandan basketball player (born 1989)
Q134627968,Hadija Otin,7,volleyball player,Ugandan professional volleyball player
Q136621411,Hadijah Nnakyanzi,7,basketball player,Ugandan basketball player (born 1967)
Q140643814,Halwah Hamidah Kayondo,7,swimmer,Ugandan Swimmer
Q133848575,Hawa Wanyeche,7,golfer,golfer
Q133839356,Hilder Afwoyoroth,7,tennis player,Ugandan Junior tennis player
Q133463230,Hindu Namutebi,7,netball,Ugandan netball player
Q135179301,Hope Birungi,7,netballer,Ugandan netball player
Q135925640,Hussein Yasmine,7,netballer,Ugandan netball player
Q133836180,Immaculate Nandera,7,cricketer,Ugandan female cricketer
Q134054713,Irene Nakalembe,7,golfer,Golfer
Q140627826,Isabella Magezi,7,swimmer,Ugandan Swimmer
Q136623273,Jackline Basemera Baingana,7,basketball player,Ugandan basketball player (born 1991)
Q133848633,Janet Kabayonga,7,golfer,Golfer
Q133864015,Jemima Zalwango,7,kabaddi player,player on the Ugandan national women's Kho-Kho team
Q133842406,Jemimah Nakawala,7,tennis player,Uganda tennis player
Q140638290,Jinan Nakato,7,swimmer,Ugandan Swimmer
Q133892716,Joan Kyatuka,7,golfer,Golfer
Q133872849,Joweria Namanda,7,golfer,Golfer
Q133462756,Joyce Nakibuule,7,netballer,Ugandan netball player
Q134270513,Judith Ombuor,7,swimmer,Ugandan swimmer
Q133848815,Julia Namwewo,7,golfer,Golfer
Q133892325,Juliet Nandawula,7,rugby player,Ugandan rugby player
Q136622014,Juliete Sabano,7,basketball player,Ugandan basketball player (born 1973)
Q134054797,Kaitesi Blessing,7,swimmer,Ugandan swimmer
Q134054850,Karima Katemba,7,swimmer,Ugandan swimmer
Q140627872,Karimah Katemba,7,swimmer,Ugandan Swimmer
Q133848742,Kate Muganga,7,golfer,Golfer
Q140549144,Keilah Sebaana,7,swimmer,Ugandan swimmer
Q134270891,Kezia Wairimu,7,swimmer,Ugandan swimmer
Q140627547,Khyati Deshpande,7,swimmer,Ugandan swimmer
Q133892619,Laura Natukunda,7,golfer,Golfer
Q133857432,Leona Acen,7,rugby player,Rugby player
Q133839328,Lillian Ayee,7,tennis player,Ugandan Junior tennis player
Q133848730,Lillian Koowe,7,golfer,Golfer
Q136622015,Linda Bridget Tamale,7,basketball player,Ugandan basketball player (born 1984)
Q140571066,Lisa Bawole,7,swimmer,Ugandan   Swimmer
Q133848866,Loveness Mungure,7,golfer,Ugandan golfer
Q133884369,Lydia Namabiro,7,rugby player,Ugandan rugby player
Q133842353,Maggie Namaganda,7,tennis player,Ugandan tennis player
Q140636944,Malaika Nassuna Miiro,7,swimmer,Ugandan Swimmer
Q133842311,Mariam Etiang,7,tennis player,Ugandan tennis player
Q133884391,Mary Ayot Gloria,7,rugby player,Ugandan rugby player
Q134054787,Mary Peyton Ssubi,7,swimmer,Ugandan swimmer
Q133842350,Melonie Nahirya,7,tennis player,Ugandan tennis player
Q133842428,Meron Kyomugisha,7,golfer,Ugandan golfer
Q135424632,Muduwa Brenda,7,boxer,Ugandan Boxer
Q135427593,Nabachwa Shakira,7,boxer,Ugandan Boxer
Q135424817,Nabbumba Shamim,7,boxer,Ugandan Boxer
Q133459985,Nadia Najjemba,7,boxer,Ugandan boxer
Q133880064,Naiga Rukia,7,,Professional Pool table player
Q136089047,Nakabuye Kevin,7,boxer,Ugandan Boxer
Q135427545,Nalule Leila,7,boxer,Ugandan Boxer
Q136622347,Namiiro Sarah Kaaya Bunamwaya,7,basketball player,Ugandan basketball player (born 1986)
Q140637970,Nanette Abigail Nsereko,7,swimmer,Ugandan Swimmer
Q136089140,Nanuyunja Michelle,7,boxer,Ugandan Boxer
Q136089129,Nanyunja Shanitah,7,boxer,Ugandan Boxer
Q133463098,Nassim Mutesi,7,netballer,Ugandan netball player
Q134008816,Nassiwa Margaret Musoke,7,,Chess player
Q140571155,Nazarene Muhindo,7,swimmer,Ugandan Swimmer
Q134267851,Nevia Hope Nabwire,7,wrestler,Ugandan wrestler
Q133839306,Nicole Mulungi,7,tennis player,Ugandan Junior tennis player
Q133848663,Olimo Neema,7,golfer,Golfer
Q133839379,Olivia Natukunda,7,tennis player,Ugandan Junior tennis player
Q134271098,Olivier Nalwadda,7,"swimmer, swimming coach",Ugandan swimmer
Q133842363,Patience Athieno,7,tennis player,Ugandan tennis player
Q136624157,Patricia Alado,7,basketball player,Ugandan basketball player (born 1994)
Q134271311,Patricia Ejalu,7,swimmer,Ugandan swimmer
Q133857422,Pauline Bankabwire,7,"athlete, rugby player",Rugby player
Q133857498,Peace Lekuru,7,rugby player,Rugby player
Q133848701,Petra Nalwoga,7,golfer,Golfer
Q134277207,Precious Namubiru,7,,Beach Woodball player
Q135176816,Prime Rose Nakasaga,7,netballer,Ugandan netball player
Q133895004,Rachael Galinda,7,swimmer,Ugandan swimmer
Q133884424,Rachael Mufuwa,7,rugby player,Ugandan rugby player
Q136623550,Racheal Aceng,7,basketball player,Ugandan basketball player (born 1995)
Q136623543,Racheal Muwanguzi,7,basketball player,Ugandan basketball player (born 1995)
Q134054838,Rahma Kalungi Nakasule,7,swimmer,Ugandan swimmer
Q140643335,Rawiyah Kalungi Najjingo,7,swimmer,Ugandan Swimmer
Q133894801,Rebecca Ssengozi,7,swimmer,Ugandan swimmer
Q134055834,Ritah Nimusiime,7,pool player,Ugandan pool player
Q133892230,Ritta Nadunga,7,rugby player,Ugandan rugby player
Q133848591,Rukia Bako,7,golfer,Golfer
Q133842298,Sandra Nhissa,7,tennis player,Ugandan Tennis player
Q134276469,Sanyu Mirembe,7,,Beach wood ball player
Q133892574,Sarah Kangana,7,golfer,Golfer
Q140681423,Sarah kansiime,7,,Ugandan swimmer
Q133892552,Sheila Kesiime,7,golfer,Ugandan golfer
Q133894450,Stella Akongo,7,handball player,Ugandan handball player
Q136621406,Sulaina Nakyagaba,7,basketball player,Ugandan basketball player (born 1978)
Q133892318,Susan Adong,7,rugby player,Ugandan rugby player
Q134054810,Tanja Atukunda,7,swimmer,Ugandan swimmer
Q133880244,Tara Naluwooza,7,swimmer,Swimmer
Q134277371,UJoyce Nalubega,7,,Beach wood ball player
Q133892342,Unity Namulala,7,rugby player,Ugandan rugby player
Q136621412,Victoria Nassolo,7,basketball player,Ugandan basketball player (born 1985)
Q133848902,Vivian Achen,7,golfer,Ugandan golfer
Q133892701,Willemien Hamminga,7,golfer,Golfer
Q133881318,Winnie Nakabuubi,7,volleyball player,Volleyball player
Q136627619,Winnifred Akello,7,basketball player,Ugandan basketball player (born 2001)
Q133884378,Yvonne Najjuma,7,rugby player,Ugandan rugby player
Q133894903,Zara Nsubuga,7,swimmer,Ugandan swimmer
Q133848894,Aalaa Somji,6,golfer,Ugandan golfer
Q134113529,Adella Asimiire,6,volleyball player,Volleyball player
Q135426289,Akello Jesca,6,boxer,Ugandan Boxer
Q136089460,Akong Stella,6,netballer,Ugandan Netball Player
Q135426336,Akullu Prisca,6,boxer,Ugandan Boxer
Q136089411,Akumu Conslate,6,netballer,Ugandan Netball Player
Q140570399,Aloyo Vivian,6,netballer,Ugandan netballer
Q134984909,Angel Auwei,6,netballer,Ugandan netball player
Q140632749,Astrina Kikomeko,6,swimmer,Ugandan Swimmer
Q135426245,Atuhaire Hazel,6,boxer,Ugandan Boxer
Q136089420,Bakia Alice,6,netballer,Ugandan Netball Player
Q135225902,Bashirah Nassazi,6,netballer,Ugandan netball player
Q135232305,Brendah Nakazibwe,6,netballer,Ugandan netball player
Q135925594,Bridget Namuwonge,6,netballer,Ugandan netball player
Q139578369,Budesia Nyakecho,6,athlete,Hurdles Athlete from Uganda
Q135176919,Cecilia Aol,6,netballer,Ugandan netball player
Q133839298,Cillian Ndilima,6,tennis player,Ugandan Junior Tennis player
Q135111797,Daphine Adong,6,basketball player,Ugandan basketball player
Q134267869,Daphine Kisaakye,6,wrestler,Ugandan wrestler
Q135426489,Dezu Jiladat,6,boxer,Ugandan Boxer
Q133892748,Edrae Kagombe,6,golfer,Golfer
Q134999576,Eileen Ategeka Mukama,6,netballer,Ugandan netball player
Q133848875,Esezar Kemigisha,6,golfer,Ugandan golfer
Q134999549,Florence Nakato,6,netballer,Ugandan netball player
Q133892600,Harsshitha Loganathan,6,golfer,Ugandan golfer
Q134267972,Honaranta Nakato,6,wrestler,Ugandan wrestler
Q140504868,Isabell Omara Sigombe,6,,Ugandan swimmer
Q133892272,Janati Nandudu,6,rugby player,Ugandan rugby player
Q133892727,Jenina Nasimolo,6,golfer,golfer
Q135925617,Joan Nantumbwe,6,netballer,Ugandan netball player
Q135111745,Josephine Bakhata,6,netballer,Ugandan netball player
Q133842320,Jovia Nakayenga,6,tennis player,Ugandan female tennis player
Q133892635,Jovia Tugume,6,golfer,Golfer
Q135232262,Juliet Nakabugo,6,netballer,Ugandan netball player
Q135426463,Kalivamu Noelina,6,boxer,Ugandan Boxer
Q135426748,Kisakye Loy,6,boxer,Ugandan Boxer
Q133839344,Latifa Kampi,6,tennis player,Ugandan Junior tennis player
Q135426804,Latifah Gift,6,boxer,Ugandan Boxer
Q135232360,Lillian Ajio,6,netballer,Ugandan netball player
Q135984914,Lillian Nampijja,6,netballer,Ugandan netball player
Q140627378,Lindsey Ninsiima,6,,Ugandan swimmer
Q135427564,Losia Mary,6,boxer,Ugandan Boxer
Q133892261,Maimunah Nassozi,6,rugby player,Ugandan rugby player
Q135151001,Manano Alhaji,6,rugby player,Ugandan Rugby Player
Q135301645,Mariam Sultan,6,boxer,Ugandan boxer
Q134270981,Marianne Nkwanzi,6,swimmer,Ugandan swimmer
Q139837916,Mayimuna Nassozi,6,rugby player,Ugandan rugby Player
Q133892757,Moureen Okura,6,golfer,Golfer
Q134008521,Mukisa Blessing Shanitah,6,,Chess player
Q136091479,Mundu Zakia,6,boxer,Ugandan female boxer
Q135425846,Naava Getrude,6,boxer,Ugandan Boxer
Q136089470,Nabatanzi Stella,6,netballer,Ugandan Netball Player
Q135426354,Nakabira Peace,6,boxer,Ugandan Boxer
Q136089479,Nakasumba Nuru,6,netballer,Ugandan Netball Player
Q135426254,Nakato Winnie,6,boxer,Ugandan Boxer
Q135178945,Nalukenge Shifah,6,netballer,Ugandan netball player
Q135426347,Namabiro Joy,6,boxer,Ugandan Boxer
Q135426814,Namilimu Pauline,6,boxer,Ugandan Boxer
Q135426773,Namitala Angel,6,boxer,Ugandan Boxer
Q135424704,Namuyomba Christine,6,boxer,Ugandan Boxer
Q135424615,Nantongo Shakira,6,boxer,Ugandan Boxer
Q135426437,Nanyanzi Anna,6,boxer,Ugandan Boxer
Q135426859,Natasha Kabagabe,6,boxer,Ugandan Boxer
Q133848714,Nerimah Shaminah,6,golfer,Golfer
Q134984871,Noeline Ajuna,6,netballer,Ugandan netball player
Q135427606,Nzikuru Priscah,6,boxer,Ugandan Boxer
Q140502773,Palma Kirabo,6,,Ugandan swimmer
Q135177031,Patience Luck,6,netballer,Ugandan netball player
Q134267921,Proscovia Nalweyiso,6,wrestler,Ugandan wrestler
Q135111777,Prudence Nakato,6,netballer,Ugandan netball player
Q140637564,Razielle Naigaga,6,swimmer,Ugandan Swimmer
Q133848722,Resty Nalutaaya,6,golfer,Golfer
Q134999680,Ritah Katusiime,6,netballer,Ugandan netball player
Q133848674,Robinah Angom,6,golfer,Golfer
Q133848834,Rukia Nalwoga,6,golfer,Golfer
Q135105155,Shakirah Nabukalu,6,netballer,Ugandan netball player
Q134999524,Shamirah Ayikoru,6,netballer,Ugandan netball player
Q135177412,Sharifa Nanyanzi,6,netballer,Ugandan netball player
Q135177157,Sharon Nansereko,6,netballer,Ugandan netball player
Q135225930,Sharon Pita,6,netballer,Ugandan netball player
Q135086698,Sylvia Annet Alalo,6,netballer,Ugandan netball player
Q134999727,Sylvia Musene,6,netballer,Ugandan netball player
Q140461765,Tara Ambale,6,swimmer,Ugandan swimmer
Q136089502,Titol Chebet Lavenda,6,netballer,Ugandan Netball Player
Q135179293,Victoria Nantumbwe,6,netballer,Ugandan netball player
Q135232334,Viola Nakazibwe,6,netballer,Ugandan netball player
Q133872810,Winnie Musuya,6,golfer,Golfer
Q134055270,Zaimati Nabafu,6,pool player,Ugandan pool table player
Q135426525,Abwoli Mwajuma,5,boxer,Ugandan Boxer
Q134964189,Achesa Achieng Teopista,5,netballer,Ugandan netball player
Q135925655,Alice Rukia,5,netballer,Ugandan netball player
Q133460432,Amono Florence,5,netballer,Ugandan netball player
Q133872836,Assa Nambogwe,5,golfer,Golfer
Q133872387,Berna Musanabera,5,golfer,Golfer
Q135088180,Bredia Kyomukama,5,netballer,Ugandan netball player
Q133872372,Cathy Kwagala,5,golfer,Golfer
Q134984890,Daphine Nagabania,5,netballer,Ugandan netball player
Q133852663,Deborah Nakijoba,5,netballer,Ugandan netball player
Q111441238,Doreen Nassali,5,boxer,Ugandan Boxer Coach
Q140469798,Elsa Rose Mikisa Lumu,5,,Ugandan swimmer
Q134999775,Ezon Nakasoma,5,netballer,Ugandan netball player
Q133857461,Faith Namugga,5,rugby player,Rugby
Q133881293,Femia Awor,5,volleyball player,Volleyball player
Q133872456,Frista Birabwa,5,golfer,Golfer
Q133842590,Gloria Aya,5,netballer,Ugandan netball player
Q135179312,Hajarah Nabatanzi,5,netballer,Ugandan netball player
Q140470854,Hannah Keza Kengoro,5,,Ugandan swimmer
Q133872364,Harriet Kitaka,5,golfer,Golfer
Q133868453,Jane Ajilo,5,athlete,Athlete
Q133872481,Joan Julian Nampewo,5,golfer,Golfer
Q133881281,Joan Nabuuto,5,volleyball player,Volleyball player
Q133872462,Joyce Kisembo,5,golfer,Golfer
Q135088252,Katusiime Mukidi,5,netballer,Ugandan netball player
Q136089706,Lindah Muzigo,5,netballer,Ugandan netball player
Q133872199,Martha Babirye,5,golfer,Golf player
Q133872468,Maxi Byenkya,5,golfer,Golfer
Q135426478,Nabwire Shadia,5,boxer,Ugandan Boxer
Q135426471,Nankya Maria,5,boxer,Ugandan Boxer
Q136089487,Nyirambonigaba Barbara,5,netballer,Ugandan Netball Player
Q133872451,Phoebe Chandiru,5,golfer,Golfer
Q133872398,Prudence Nimukama,5,golfer,Golfer
Q140470042,Raya Inell Ba,5,,Ugandan swimmer
Q133879970,Renee Nassozi Kiggundu,5,,Fencing player
Q133872508,Rita Akot Apell,5,golfer,Golfer
Q133857495,Sandra Amoli Lona,5,rugby player,Rugby player
Q133872410,Sarah Nduhukire,5,golfer,Golfer
Q134984884,Shamirah Majid,5,netballer,Ugandan netball player
Q134999638,Shanita Wesonga,5,netballer,Ugandan netball player
Q135179322,Shanitah Namugaya,5,netballer,Ugandan netball player
Q135068550,Specioza Namukose,5,netballer,Ugandan netball player
Q135426400,Swallah Halima,5,boxer,Ugandan Boxer
Q133852773,Vanessa Mutiibwa,5,tennis player,Tennis player
Q133842531,Viola Asingo,5,netballer,Ugandan netball player
Q135232381,Asinah Kabendera,4,netballer,Ugandan netball player
Q140723453,Paloma Kirabo,4,,Ugandan swimmer
Q133459978,Sharon Amito,4,volleyball player,Ugandan middle blocker in KCB volleyball
