source,kind,name,district,parent,party,votes,verdict,matched_label
EC,mp,ERON TONNY,KWANIA,KWANIA COUNTY,NRM,11429,no_article_found,
EC,mp,ONGU JAMES,KWANIA,KWANIA NORTH COUNTY,NRM,16363,no_article_found,
EC,mp,CHEMONGES WILLIAM,KWEEN,KWEEN COUNTY,NRM,19762,no_article_found,
EC,mp,MALINGA ISAAC MAIKUT,KWEEN,SOI COUNTY,NRM,3038,no_article_found,
EC,mp,BINGI PATRICK NYANZI,KYANKWANZI,BUTEMBA COUNTY,NRM,20051,no_article_found,
EC,mp,KIKABI EDWARD,KYANKWANZI,NTWETWE COUNTY,NRM,16057,no_article_found,
EC,mp,BRIGHT TOM AMOOTI,KYEGEGWA,KYAKACENTRAL COUNTY,NRM,12995,has_article,Bright Tom Amooti
EC,mp,KAFUUZI JACKSON KARUGABA,KYEGEGWA,KYAKASOUTH COUNTY,NRM,21474,has_article,Kafuuzi Jackson Karugaba
EC,mp,KAHEERU VINCENT FREEDOM,KYEGEGWA,KYAKANORTH COUNTY,NRM,18242,no_article_found,
EC,mp,AKUGIZIBWE LAWRENCE,KYENJOJO,MWENGE COUNTY NORTH,NRM,28505,has_article,Akugizibwe Lawrence
EC,mp,KASUKAALI METHUSELAH,KYENJOJO,MWENGE CENTRAL COUNTY,NRM,18033,no_article_found,
EC,mp,KUTEESAMARY KAMULI,KYENJOJO,MWENGE COUNTY SOUTH,NRM,44860,no_article_found,
EC,mp,KAKA LUBEGA ISMAIL UTHUMAN,KYOTERA,KAKUUTO COUNTY,NRM,12029,has_article,Kaka Lubega Ismail Uthuman
EC,mp,KYEYUNE HARUNA KASOLO,KYOTERA,KYOTERA COUNTY,NRM,33044,has_article,Kyeyune Haruna Kasolo
EC,mp,NYEKO JOHNNSON KEZEKIYA,LAMWO,LAMWO COUNTY,NRM,21851,no_article_found,
EC,mp,ONEK HILARY OBALOKER,LAMWO,PALABEK COUNTY,NRM,6547,has_article,Onek Hilary Obaloker
EC,mp,ENGOLASAM,LIRA,ERUTE COUNTY SOUTH,NRM,22509,no_article_found,
EC,mp,ONGOM PATRICK,LIRA,ERUTE COUNTY NORTH,NRM,10213,no_article_found,
EC,mp,ALYELADENIS OMODI,LIRA CITY,LIRAEAST DIVISION,NRM,17495,no_article_found,
EC,mp,OBONG VINCENT SHEDRICK,LIRA CITY,LIRAWEST DIVISION,UPC,13455,no_article_found,
EC,mp,BAGOOLE NGOBI JOHN,LUUKA,LUUKANORTH COUNTY,NRM,11190,no_article_found,
EC,mp,KISASTEPHEN BAKUBALWAYO,LUUKA,LUUKASOUTH COUNTY,NRM,14181,no_article_found,
EC,mp,KIRUMIRAHASSAN,LUWEERO,KATIKAMU COUNTY SOUTH,NUP,19534,no_article_found,
EC,mp,SEKABIRADENES,LUWEERO,KATIKAMU COUNTY NORTH,NUP,22137,no_article_found,
EC,mp,SSEKITOLEEKO ROBERT,LUWEERO,BAMUNANIKA COUNTY,NUP,22303,no_article_found,
EC,mp,KIYIMBA EMMANUEL,LWENGO,BUKOTO COUNTY MID-WEST,NRM,10061,no_article_found,
EC,mp,KIZZA HAKIM SAWULA,LWENGO,BUKOTO COUNTY SOUTH,NUP,8055,no_article_found,
EC,mp,SSENTAYI MUHAMAD,LWENGO,BUKOTO COUNTY WEST,NRM,16599,no_article_found,
EC,mp,ASIIMWE ENOS KINYWAMACHUNDA,LYANTONDE,KABULA COUNTY,NRM,15925,no_article_found,
EC,mp,DRITO MARTIN ANDI,MADI-OKOLLO,UPPER MADI COUNTY,NRM,8213,has_article,Drito Martin Andi
EC,mp,OGAMA ALLI ISMAIL,MADI-OKOLLO,LOWER MADI COUNTY,NRM,12915,no_article_found,
EC,mp,MATEMBU CHRISS WATAKA,MANAFWA,BUBULO COUNTY WEST,INDEPENDENT,17991,no_article_found,
EC,mp,WAKOOLI GODFREY MATEMBU,MANAFWA,BUTIRU COUNTY,NRM,10850,has_article,Wakooli Godfrey Matembu
EC,mp,TOM ALITI CANDIA,MARACHA,MARACHA EAST COUNTY,NRM,12606,no_article_found,
EC,mp,UHURU NELSON,MARACHA,MARACHA COUNTY,NRM,13696,no_article_found,
EC,mp,BABIRYE KITYO SARAH,MASAKA,BUKOTO COUNTY EAST,NRM,8980,has_article,Babirye Kityo Sarah
EC,mp,SEBAMALARICHARD,MASAKA,BUKOTO COUNTY CENTRAL,DP,5124,no_article_found,
EC,mp,KUTEESAPATRICK,MASAKA CITY,KIMAANYA-KABONERA DIVISION,NUP,8103,no_article_found,
EC,mp,LUBOWA SSEBINA GYAVIIRA,MASAKA CITY,NYENDO-MUKUNGWE DIVISION,NUP,21447,no_article_found,
EC,mp,AKUGIZIBWE ALED RONALD,MASINDI,BURULI COUNTY,NRM,13321,no_article_found,
EC,mp,BYAMUKAMA ROGERS,MASINDI,MASINDI MUNICIPALITY,NRM,14218,no_article_found,
EC,mp,KIIZA KENNETH NYENDWOHA,MASINDI,BUJENJE COUNTY,NRM,14604,no_article_found,
EC,mp,BAGIIRE AGGREY HENRY,MAYUGE,BUNYA COUNTY WEST,NRM,17449,has_article,Bagiire Aggrey Henry
EC,mp,EKORO ALEX IRUKAN,MAYUGE,BUNYA COUNTY EAST,NRM,13994,no_article_found,
EC,mp,MPAATA SALLEH,MAYUGE,BUNYA COUNTY SOUTH,NRM,14459,no_article_found,
EC,mp,MASABA MUHAMOOD MUTENYO,MBALE,BUNGOKHO CENTRAL COUNTY,NRM,11930,no_article_found,
EC,mp,WANYENYA SHAFIGA,MBALE,BUNGOKHO COUNTY NORTH,NRM,9844,no_article_found,
EC,mp,WOKURI GEOFREY,MBALE,BUNGOKHO COUNTY SOUTH,NRM,16610,no_article_found,
EC,mp,MASABA KARIM,MBALE CITY,INDUSTRIAL DIVISION,INDEPENDENT,12081,no_article_found,
EC,mp,NANGOLI UMAR,MBALE CITY,NORTHERN DIVISION,INDEPENDENT,16174,no_article_found,
EC,mp,MUSINGUZI PATRICK,MBARARA,KASHARI NORTH COUNTY,NRM,11904,no_article_found,
EC,mp,TUMUSIIME JOHN BOSCO,MBARARA,KASHARI SOUTH COUNTY,NRM,14698,no_article_found,
EC,mp,BAKASHABA CHRISTOPHER,MBARARA CITY,MBARARA NORTH DIVISION,NRM,5478,no_article_found,
EC,mp,MWINE MPAKA RWAMIRAMA,MBARARA CITY,MBARARA SOUTH DIVISION,NRM,26399,has_article,Mwine Mpaka Rwamirama
EC,mp,ATUHWEREIRE ARTHUR KAZOORA,MITOOMA,RUHINDA SOUTH COUNTY,NRM,12163,no_article_found,
EC,mp,OTAFIIRE KAHINDA,MITOOMA,RUHINDA COUNTY,NRM,14374,has_article,Otafiire Kahinda
EC,mp,TAYEBWA THOMAS,MITOOMA,RUHINDA NORTH COUNTY,NRM,106,has_article,Tayebwa Thomas
EC,mp,LUKYAMUZI DAVID KALWANGA,MITYANA,BUSUJJU COUNTY,NUP,12943,has_article,Lukyamuzi David Kalwanga
EC,mp,MAKUMBI HENRY KAMYA,MITYANA,MITYANA COUNTY SOUTH,NRM,8734,no_article_found,
EC,mp,NSEGUMIRE MUHAMAD KIBEDI,MITYANA,MITYANA COUNTY NORTH,NRM,18365,no_article_found,
EC,mp,ZAAKE FRANCIS,MITYANA,MITYANA MUNICIPALITY,NUP,12580,has_article,Zaake Francis
EC,mp,ADOME FRANCIS LORIKA,MOROTO,MOROTO MUNICIPALITY,NRM,2307,no_article_found,
EC,mp,LOKII JOHN BAPTIST,MOROTO,MATHENIKO COUNTY,NRM,8487,has_article,Lokii John Baptist
EC,mp,LOKORU ALBERT,MOROTO,TEPETH COUNTY,INDEPENDENT,4246,no_article_found,
EC,mp,ALERO TOM AZA,MOYO,WEST MOYO COUNTY,NRM,17170,no_article_found,
EC,mp,KYAMBADDE AMELIA ANNE,MPIGI,MAWOKOTA COUNTY NORTH,NRM,27075,has_article,Kyambadde Amelia Anne
EC,mp,NAKAWUKI SUSAN NSAMBU,MPIGI,MAWOKOTA COUNTY SOUTH,NRM,15273,has_article,Nakawuki Susan Nsambu
EC,mp,KABANDA DAVID,MUBENDE,KASAMBYA COUNTY,NRM,38156,has_article,Kabanda David
EC,mp,KAKOOZA JOSEPH,MUBENDE,BUWEKULA COUNTY,NRM,10306,no_article_found,
EC,mp,MUBANGIZI DEDAN,MUBENDE,BUWEKULASOUTH COUNTY,NRM,7908,no_article_found,
EC,mp,NABAWANUKA SUMAYAH,MUBENDE,MUBENDE MUNICIPALITY,NUP,9073,no_article_found,
EC,mp,BAKIREKE NAMBOOZE BETTY,MUKONO,MUKONO MUNICIPALITY,NUP,27070,has_article,Bakireke Nambooze Betty
EC,mp,KIWANUKA ABDALLAH,MUKONO,MUKONO COUNTY NORTH,NUP,15925,no_article_found,
EC,mp,KIWANUKA SULAIMAN,MUKONO,NAKIFUMA COUNTY,NUP,32875,has_article,Kiwanuka Sulaiman
EC,mp,MASERUKAROBERT,MUKONO,MUKONO COUNTY SOUTH,NUP,19621,no_article_found,
EC,mp,ACHIA REMIGIO,NABILATUK,PIAN COUNTY,NRM,9880,has_article,Achia Remigio
EC,mp,LOKORU STEPHENSON YOYO,NAKAPIRIPIRIT,CHEKWII EAST COUNTY,NRM,4539,no_article_found,
EC,mp,LONGOLI SIMON PETER,NAKAPIRIPIRIT,CHEKWII COUNTY (KADAM),NRM,13136,no_article_found,
EC,mp,BASAJJASSUBI NSEREKO CHARLES KAWUMA,NAKASEKE,NAKASEKE SOUTH COUNTY,NRM,30732,no_article_found,
EC,mp,KABUYE KYOFA,NAKASEKE,NAKASEKE CENTRAL COUNTY,NRM,13742,no_article_found,
EC,mp,KYEYUNE IVAN,NAKASONGOLA,NAKASONGOLA COUNTY,NUP,15611,has_article,Kyeyune Ivan
EC,mp,SSEBBUGGA-KIMEZE BERUNADO,NAKASONGOLA,BUDYEBO COUNTY,NRM,13628,no_article_found,
EC,mp,ADIDWA ABDU,NAMAYINGO,BUKOOLI SOUTH COUNTY,INDEPENDENT,8595,no_article_found,
EC,mp,OKEYOH PETER,NAMAYINGO,BUKOOLI ISLAND COUNTY,NRM,7574,no_article_found,
EC,mp,OUMA WILLY,NAMAYINGO,NAMAYINGO SOUTH COUNTY,INDEPENDENT,13934,no_article_found,
EC,mp,MUSILAJOHN,NAMISINDWA,BUBULOEAST COUNTY,NRM,19215,no_article_found,
EC,mp,NANZALAMETRINE,NAMISINDWA,NAMISINDWA COUNTY,NRM,9521,no_article_found,
EC,mp,KAYOGERA YONA,NAMUTUMBA,BUSIKI NORTH COUNTY,INDEPENDENT,5019,has_article,Kayogera Yona
EC,mp,NAMUGANZA PERSIS PRINCESS,NAMUTUMBA,BUKONO COUNTY,INDEPENDENT,15696,has_article,Namuganza Persis Princess
EC,mp,WAISWA JOEL AZALWA,NAMUTUMBA,BUSIKI COUNTY,INDEPENDENT,20065,no_article_found,
EC,mp,ILUKOL EMMANUEL,NAPAK,BOKORA COUNTY,INDEPENDENT,9152,no_article_found,
EC,mp,LOCAP PETERKHEN,NAPAK,BOKORA EAST COUNTY,NRM,8241,no_article_found,
EC,mp,ONGIERTHO EMMANUEL JOR,NEBBI,NEBBI MUNICIPALITY,INDEPENDENT,6042,no_article_found,
