qitem,label,sitelink_count,local_title,local_bytes,ref_bytes,views,completeness,is_stub
Q96802587,Alice Boase,6,Alice Boase,2559,3172.0,119,80.7,False
Q35120214,Albert Chemutai,7,Albert Chemutai,991,3384.0,118,29.3,True
Q125965768,Jesca Ruth Ataa,6,Jesca Ruth Ataa,980,5822.0,115,16.8,True
Q23772403,William Kamanyi,6,William Kamanyi,4069,5236.0,114,77.7,False
Q15631294,Margaret Nankabirwa,7,Margaret Nankabirwa,1884,6038.0,113,31.2,True
Q124675453,Evelyne Nakiyingi,5,Evelyne Nakiyingi,2078,2349.0,113,88.5,False
Q110982406,Lilian Mutuuzo,5,Lillian Mutuuzo,2775,3706.0,111,74.9,False
Q24251127,Joel Otim,7,Joel Otim,358,1396.0,106,25.6,True
Q37764671,Grace Buzu,7,Grace Buzu,820,3778.0,105,21.7,True
Q6152819,Jane Suuto,9,Jane Suuto,1090,1813.0,102,60.1,True
Q105759825,Betty Luoke Chelain,7,Betty Louke Chelain,288,2761.0,102,10.4,True
Q1707759,Joseph Oyanga,9,Joseph Oyanga,682,4767.0,101,14.3,True
Q26263136,Moses Kurong,9,Moses Kurong,668,1881.0,100,35.5,True
Q7176726,Peter Rwamuhanda,6,Peter Rwamuhanda,554,2166.0,100,25.6,True
Q133896110,Florence Nkalubo,6,Florence Nkalubo,4628,6602.0,99,70.1,False
Q16563654,Joseph Ssali,5,Joseph Ssali,843,1623.0,97,51.9,True
Q4357104,Rose Musani,7,Rose Musani,682,1423.0,91,47.9,True
Q30945457,Irene Muyanga,6,Irene Muyanga,874,1703.0,89,51.3,True
Q32144773,Farida Kyakutewa,6,Farida Kyakutema,1100,2469.0,88,44.6,True
Q15838612,Daisy Nakalyango,6,Daisy Nakalyango,1206,5135.0,87,23.5,True
Q16579325,Moses Musonge,5,Moses Musonge,709,1572.0,80,45.1,True
Q27853424,Pius Olowo,5,Pius Olowo,696,1701.0,71,40.9,True
Q1111939,Maracha-Terego District,8,Wilaya ya Maracha-Terego,1379,30.0,28,4596.7,True
Q27678776,Hellen Lukoma,8,Hellen Lukoma,1714,0.0,0,,True
Q124340049,Akogo,5,Akogo,5044,0.0,0,,False
Q124339595,Amaggunju,5,Amaggunju,5559,0.0,0,,False
Q5001975,Busitema,5,Busitema,691,3240.0,0,21.3,True
Q5111091,Christine Kitumba,5,Christine Kitumba,871,4841.0,0,18.0,True
Q5204904,DFCU Group,5,DFCU Group,288,7177.0,0,4.0,True
Q5327657,East African Legislative Assembly,5,Bunge la Afrika Mashariki,1161,28532.0,0,4.1,True
Q5366225,Elly Tumwine,5,Elly Tumwine,1726,10952.0,0,15.8,True
Q55433688,Gertrude Candiru,5,Gertrude Candiru,2262,3544.0,0,63.8,False
Q55433683,Joyce Apio,5,Joyce Mary Apio,2298,3405.0,0,67.5,False
Q58198507,Faridah Nakazibwe,5,Faridah Nakazibwe,1327,7180.0,0,18.5,True
Q56289673,Esta Nambayo,5,Esta Nambayo,1776,6295.0,0,28.2,True
Q58756497,Sanyu Robinah Mweruka,5,Sanyu Robinah Mweruka,2207,6785.0,0,32.5,False
Q62574878,Stella Atal,5,Stella Atal,1965,5106.0,0,38.5,True
Q6309980,Julius Mutekanga,5,Julius Mutekanga,1522,3034.0,0,50.2,True
Q6404078,Kibuku,5,Kibuku,350,7816.0,0,4.5,True
Q64011514,Monica Chibita,5,Monica Chibita,3734,17368.0,0,21.5,False
Q6443410,Kumam dialect,5,Kikumam,746,5747.0,0,13.0,True
Q65326471,Lake Chahafi,5,Ziwa Chahafi,400,1206.0,0,33.2,True
Q6699373,Kiryandongo,5,Kiryandongo,647,7210.0,0,9.0,True
Q6699878,Mitooma,5,Mitooma,372,7767.0,0,4.8,True
Q6697604,Zombo,5,"Zombo, Uganda",347,10348.0,0,3.4,True
Q7070894,Nyangia,5,Kinyang'i,858,5334.0,0,16.1,True
Q6687528,Lwengo,5,Lwengo,687,6916.0,0,9.9,True
Q6783287,Masindi Port,5,Masindi Port,265,5790.0,0,4.6,True
Q6787626,Matiya Mulumba,5,Matias Mulumba Kalemba,3047,3773.0,0,80.8,False
Q6791956,Matugga,5,Matugga,224,8526.0,0,2.6,True
Q6966465,Narus river,5,Mto Narus (Uganda),605,4651.0,0,13.0,True
Q6958908,Nagongera,5,Nagongera,260,7243.0,0,3.6,True
Q69990468,Asinisi Fina Opio,5,Asinisi Fina Opio,1392,3178.0,0,43.8,True
Q7087377,Oliver Acii,5,Oliver Acii,847,1458.0,0,58.1,True
Q7175166,Peter Kenneth,5,Peter Kenneth,8373,10185.0,0,82.2,False
Q7558636,Solomon Iguru I,5,Solomon Iguru I,858,4632.0,0,18.5,True
Q7158201,Pearl of Africa Music Awards,5,Tuzo za muziki Pearl of Africa,874,2150.0,0,40.7,True
Q9189055,Charles Mbazira,5,Charles Mbazira,684,1731.0,0,39.5,True
Q83610077,Eunice Musiime,5,Eunice Musiime,4781,4205.0,0,113.7,False
Q77968927,Ghetto Kids,5,Ghetto Kids,2896,8092.0,0,35.8,False
Q87474492,Hellen Baleke,5,Hellen Baleke,4752,6033.0,0,78.8,False
Q83614948,Primah Kwagala,5,Primah Kwagala,1787,7835.0,0,22.8,True
Q9336982,Silver Ayoo,5,Silver Ayoo,3147,4393.0,0,71.6,False
Q9368966,Vitus Ashaba,5,Vitus Ashaba,677,1537.0,0,44.0,True
Q9374930,Wilson Achia,5,Wilson Achia,679,381.0,0,178.2,True
Q97119881,Felix Chemonges,5,Felix Chemonges,2238,5306.0,0,42.2,False
Q97487775,Kazo District,5,Wilaya ya Kazo,1317,6325.0,0,20.8,True
Q85774640,Kitagwenda District,5,Wilaya ya Kitagwenda,1366,7932.0,0,17.2,True
Q97996412,Bright Anukani,5,Bright Anukani,274,2845.0,0,9.6,True
Q97109424,Dominica Dipio,5,Dominica Dipio,5393,12395.0,0,43.5,False
Q97011424,Sheila Gashumba,5,Sheilah Gashumba,4031,13614.0,0,29.6,False
Q111023763,Annet Nakimbugwe,4,Annet Nakimbugwe,3217,5491.0,0,58.6,False
Q104904723,Mariya Nzigiyimana,4,Mariya Nzigiyimana,336,1315.0,0,25.6,True
Q105322566,Nancy Kalembe,4,Nancy Kalembe,2931,9433.0,0,31.1,False
Q105642336,Wanjiku Muhia,4,Wanjiku Muhia,1896,4356.0,0,43.5,True
Q110781877,Chosen Becky,4,Chosen Becky,2777,7980.0,0,34.8,False
Q111458401,Christine Ntegamahe Mwebesa,4,Christine Ntegamahe Mwebesa,794,3382.0,0,23.5,True
Q110974049,Daisy Nakaziro,4,Daisy Nakaziro,1113,2488.0,0,44.7,True
Q110898055,Baby Gloria,4,Gloria Mulungi Senyonjo,1806,8294.0,0,21.8,True
Q108933256,Hasifah Nassuna,4,Hasifah Nassuna,1105,9201.0,0,12.0,True
Q109024300,Rehmah Kasule,4,Rehmah Kasule,3085,13722.0,0,22.5,False
Q110967333,Ruth Aturo,4,Ruth Aturo,1157,2844.0,0,40.7,True
Q110978844,Shamirah Nalugya,4,Shamirah Nalugya,1011,3558.0,0,28.4,True
Q113506072,Irene Mrembo Njoki,4,Irene Mrembo Njoki,1586,5525.0,0,28.7,True
Q111972727,Martha Kazungu,4,Martha Kazungu,3611,9639.0,0,37.5,False
Q124387446,Fatuma Ndangiza,4,Fatuma Ndangiza,501,45570.0,0,1.1,True
Q123171413,Luwombo,4,Luwombo,1588,12180.0,0,13.0,True
Q13123814,Mad Ice,4,Mad Ice,3362,11006.0,0,30.5,False
Q125102935,Ritah Asiimwe,4,Ritah Asiimwe,5816,7444.0,0,78.1,False
Q130351991,Agnes Nabukenya,4,Agnes Nabukenya,5182,6464.0,0,80.2,False
Q131579070,Brian Mushana Kwesiga,4,Brian Mushana Kwesiga,13115,20015.0,0,65.5,False
Q131291101,Danielita Favour Nambatya,4,Danielita Favour Nambatya,2998,6830.0,0,43.9,False
Q133097762,Ekyalakanu,4,Ekyalakanu,2547,2798.0,0,91.0,False
Q129652260,Jane Asiimwe Muhindo,4,Jane Asiimwe Muhindo,5063,6806.0,0,74.4,False
Q133822955,Phoebe Awere Otaala,4,Phoebe Awere Otaala,738,4850.0,0,15.2,True
Q133525510,Solome Nakaweesi Kimbugwe,4,Solome Nakaweesi Kimbugwe,5186,13597.0,0,38.1,False
Q134965037,Sylvia Kabene,4,Sylvia Kabene,6465,10329.0,0,62.6,False
Q130612903,Zaina Nandede,4,Zainah Nandede,2126,8173.0,0,26.0,False
Q16203636,Abraham Byandaala,4,Abraham Byandala,3342,5475.0,0,61.0,False
Q16733149,Beverley Nambozo,4,Beverley Nambozo,4549,16257.0,0,28.0,False
Q16546294,Fred Ogwang,4,Fred Ogwang,683,99.0,0,689.9,True
Q16730446,Ssemwanga Joseph,4,Joseph Semwanga,2147,6035.0,0,35.6,False
Q16893156,Kasawo,4,Kasawo,1181,9406.0,0,12.6,True
Q16893197,Katunguru,4,"Katunguru, Uganda",1356,10593.0,0,12.8,True
Q16729773,Nince Henry,4,Nince Henry,3748,5415.0,0,69.2,False
Q16733959,Paskar Owor,4,Paskar Owor,678,4447.0,0,15.2,True
Q16734808,Queen Best Kemigisa,4,Queen Best Kemigisa,1224,6854.0,0,17.9,True
Q18344813,Celestino Obua,4,Celestino Obua,1001,22408.0,0,4.5,True
Q19655566,Erasmus Amukun,4,Erasmus Amukun,791,2581.0,0,30.6,True
Q19666589,Herman Ssewanyana,4,Herman Ssewanyana,512,4446.0,0,11.5,True
Q19666896,Ife Piankhi,4,Ife Piankhi,3722,10656.0,0,34.9,False
Q1964393,Namugenyi Kiwanuka,4,Nam Kiwanuka,1596,3256.0,0,49.0,True
Q17421715,Pio Zirimu,4,Pio Zirimu,785,5477.0,0,14.3,True
Q17099641,The Uganda Girl Guides Association,4,Shirikisho la Skauti wa Kike Uganda,757,2094.0,0,36.2,True
Q18349906,Abortion in Uganda,4,Utoaji mimba nchini Uganda,2785,16278.0,0,17.1,False
Q18704882,Silas Babaluku Balabyekkubo,4,Babaluku,1886,6062.0,0,31.1,True
Q20746229,Acholibur,4,Acholibur,1485,6603.0,0,22.5,True
Q22669668,William Koskei,4,Bill Koskei,670,5050.0,0,13.3,True
Q23418960,Donna Kusemererwa,4,Donna Kusemererwa,2717,4961.0,0,54.8,False
Q23035913,John Ssenseko Kulubya,4,John Ssenseko Kulubya,3965,5322.0,0,74.5,False
Q20653572,Kay Adroa,4,Kay Adroa,813,2986.0,0,27.2,True
Q22082380,Kazo,4,Kazo,337,4154.0,0,8.1,True
Q21062725,Patrick Mutono,4,Patrick Mutono,1009,3506.0,0,28.8,True
Q22082409,Sanga Town,4,"Sanga, Uganda",262,9614.0,0,2.7,True
Q23772139,Geoffrey Kiryabwire,4,Geoffrey Kiryabwire,1455,7099.0,0,20.5,True
Q26924525,Irene Ajambo,4,Irene Ajambo,1472,4101.0,0,35.9,True
Q24054198,Kamonkoli,4,Kamonkoli,2324,5474.0,0,42.5,False
Q24851618,Kania Obiga,4,Kania Obiga,3488,4963.0,0,70.3,False
Q24236424,Damba Island,4,Kisiwa cha Damba,423,1895.0,0,22.3,True
Q24965529,Nakivale Refugee Settlement,4,Makazi ya Wakimbizi ya Nakivale,4167,19338.0,0,21.5,False
Q28470776,Grace Kigeni,4,Grace Kigeni,12958,13658.0,0,94.9,False
Q27829078,Patricia Ojangole,4,Patricia Ojangole,1964,6050.0,0,32.5,True
Q28038485,Richard Tuwangye,4,Richard Tuwangye,258,14379.0,0,1.8,True
Q30612388,James Odongo,4,James Odongo (mwanariadha),684,1594.0,0,42.9,True
Q34621948,Charles Dramiga,4,Charles Dramiga,1005,1919.0,0,52.4,True
Q38058865,Alfonse Owiny-Dollo,4,Alfonse Owiny-Dollo,2067,9577.0,0,21.6,False
Q41018363,Grania Rubomboras,4,Grania Rubomboras,4164,8696.0,0,47.9,False
Q41635650,Jorem Ochana,4,Jorem Ochana,681,1391.0,0,49.0,True
Q40459204,Mary Musani,4,Mary Musani,693,1603.0,0,43.2,True
Q42860094,Pauline Irene Batebe,4,Pauline Irene Batebe,6674,13413.0,0,49.8,False
Q4790379,Okot River,4,Mto Okot,455,1062.0,0,42.8,True
Q43549242,Philippa Ngaju Makobore,4,Philippa Ngaju Makobore,4769,8816.0,0,54.1,False
Q47494738,Mary Wamaua Waithira Njoroge,4,Mary Wamaua Waithira Njoroge,1343,2624.0,0,51.2,True
Q47530336,Mowzey Radio,4,Mowzey Radio,5146,9182.0,0,56.0,False
Q49318792,Lake Kyaninga,4,Ziwa Kyaninga,720,0.0,0,,True
Q4986096,Bugaia Island,4,Kisiwa cha Bugaia,448,4997.0,0,9.0,True
Q5003662,Bwamiramira,4,Bwamiramira,581,6605.0,0,8.8,True
Q5003681,Bweyogerere,4,Bweyogerere,2249,9460.0,0,23.8,False
Q50378442,Shafiq Kagimu,4,Shafik Kagimu,2465,8335.0,0,29.6,False
Q54632851,Badru Kiggundu,4,Badru Kiggundu,14423,8002.0,0,180.2,False
Q56065060,Evelyn Nabunya,4,Evelyn Nabunya,3069,5932.0,0,51.7,False
Q5496187,Ruhindi Fredrick,4,Fred Ruhindi,2502,6003.0,0,41.7,False
Q5499420,Fredrick Mugisha,4,Fredrick Mugisha,1209,7930.0,0,15.2,True
Q5555124,Ggaba,4,Ggaba,958,7318.0,0,13.1,True
Q54226438,Seanice Kacungira,4,Seanice Kacungira,3360,4565.0,0,73.6,False
Q57826830,Margaret Komuhangi,4,Margaret Komuhangi,6168,7183.0,0,85.9,False
Q56823703,Rebecca Mulira,4,Rebecca Mulira,2175,2839.0,0,76.6,False
Q57897111,Sam Mbulaiteye,4,Sam Mbulaiteye,975,8232.0,0,11.8,True
Q58416630,Josephine Karungi,4,Josephine Karungi,6347,6681.0,0,95.0,False
Q6140150,James Munange Ogoola,4,James Ogoola,3009,12914.0,0,23.3,False
Q6250155,John Nasasira,4,John Nasasira,2515,5411.0,0,46.5,False
Q6192180,Jie,4,Wajie (Uganda),544,6305.0,0,8.6,True
Q61008867,Anna Bitature Mugenyi,4,Anna Bitature Mugenyi,1991,4845.0,0,41.1,True
Q62520014,Faridah Bulega,4,Faridah Bulega,5121,5960.0,0,85.9,False
Q6309639,Julius Achon,4,Julius Achon,1138,13128.0,0,8.7,True
Q6404722,Kiddu Makubuya,4,Kiddu Makubuya,1624,7367.0,0,22.0,True
Q6378433,Katuna,4,Katuna,1098,17092.0,0,6.4,True
Q6398590,Kezia of Tooro,4,Kezia Rukidi,945,5132.0,0,18.4,True
Q6417816,Kitamilo,4,Kitamilo,336,5736.0,0,5.9,True
Q65494256,Eva Magala,4,Eva Magala,2656,2866.0,0,92.7,False
Q6700100,Rubirizi,4,Rubirizi,357,9526.0,0,3.7,True
Q6692420,Luuka Town,4,Luuka,347,4512.0,0,7.7,True
Q6915758,Moses Ebuk,4,Moses Ebuk,1347,5247.0,0,25.7,True
Q6932197,Mugisha Muntu,4,Mugisha Muntu,6245,10205.0,0,61.2,False
Q6696571,Napak,4,Napak,415,4815.0,0,8.6,True
Q67376249,Rubanda-Mayonza,4,Rubanda-Mayonza,519,3297.0,0,15.7,True
Q84335046,Fazila Ikwaput,4,Fazila Ikwaput,1023,6780.0,0,15.1,True
Q74192306,Goretti Nassanga,4,Goretti Nassanga,2827,5302.0,0,53.3,False
Q9368808,Vincent Ruguga,4,Vincent Ruguga,1330,2297.0,0,57.9,True
Q88720647,Angella Musiimenta,4,Angela Musiimenta,1030,3267.0,0,31.5,True
Q96622977,Emily Maractho,4,Emily Maractho,1595,9866.0,0,16.2,True
Q96651595,Josephine Nabukenya,4,Josephine Nabukenya,2999,6025.0,0,49.8,False
Q97744430,Natasha Shirazi,4,Natasha Shirazi,2368,7191.0,0,32.9,False
Q98966453,Lawrence Sebalu,4,Lawrence Sebalu,1637,9541.0,0,17.2,True
Q111049857,Lugoloobi Amos,3,Amos Lugoloobi,3175,6726.0,0,47.2,False
Q111023612,Asha Sonko,3,Asha Sonko,889,2446.0,0,36.3,True
Q108083083,Elizabeth Kyazike,3,Elizabeth Kyazike,904,4186.0,0,21.6,True
Q111050319,John Babiiha,3,John Babiiha,1242,5287.0,0,23.5,True
Q10661294,Sanga Island,3,Kisiwa cha Sanga (Buvuma),458,0.0,0,,True
Q110923779,Elizabeth Nalugemwa,3,Elizabeth Nalugemwa,3667,12351.0,0,29.7,False
Q111482350,Justina Geraldine Najjuka,3,Justina Geraldine Najjuka,3400,5917.0,0,57.5,False
Q108572466,Mildred Tuhaise,3,Mildred Tuhaise,1000,4712.0,0,21.2,True
Q110980021,Shadia Nankya,3,Shadia Nankya,1694,6158.0,0,27.5,True
Q110877810,Veronica Sentongo,3,Veronica Sentongo,4753,4706.0,0,101.0,False
Q108823716,Victoria Katamba,3,Victoria Katamba,1638,5919.0,0,27.7,True
Q110982510,Viola Namuddu,3,Viola Namuddu,1360,2337.0,0,58.2,True
Q110971863,Yudaya Nakayenze,3,Yudaya Nakayenze,2348,7797.0,0,30.1,False
Q111304092,Christine Nambirige,3,Christine Nambirige,2906,3332.0,0,87.2,False
Q11699013,Fulgence Rwabu,3,Fulgence Rwabu,679,1552.0,0,43.8,True
Q111300462,Grace Aluka,3,Grace Aluka,1290,0.0,0,,True
Q111729377,Immaculate Akello,3,Immaculate Akello,2873,0.0,0,,False
Q111948377,Nana Mwafrika Mbarikiwa,3,Nana Mwafrika,5542,6365.0,0,87.1,False
Q118578877,Sarah Bireete,3,Sarah Bireete,1331,8580.0,0,15.5,True
Q124666178,Culton Scovia Nakamya,3,Culton Scovia Nakamya,4837,5149.0,0,93.9,False
Q126936275,Frank Muramuzi,3,Frank Muramuzi,2031,5215.0,0,38.9,False
Q124988135,Hannah Karema Tumukunde,3,Hannah Karema Tumukunde,6000,9123.0,0,65.8,False
Q125423041,Josephine Kakooza,3,Josephine Kakooza,5461,6483.0,0,84.2,False
Q126604138,Narendra M. Patel,3,Narendra M. Patel,2095,3702.0,0,56.6,False
Q131927821,Alakena,3,Alakena,3943,11047.0,0,35.7,False
Q131913134,Amalakwang,3,Amalakwang,2209,3914.0,0,56.4,False
Q130612943,Anitah Namata,3,Anitah Namata,2277,6723.0,0,33.9,False
Q134289420,Carol Alyek Beyanga,3,Carol Alyek Beyanga,3715,3958.0,0,93.9,False
Q133780083,Carol Nakimera,3,Carol Nakimera,5607,8183.0,0,68.5,False
Q132830790,Empogola,3,Empogola,2242,2447.0,0,91.6,False
Q133934861,Jackline Kemigisa,3,Jackline Kemigisa,2325,5782.0,0,40.2,False
Q132661273,Kikalayi,3,Kikalayi,2971,6576.0,0,45.2,False
Q130306486,Nafian Legason Alionzi,3,Nafian Alionzi,1752,4720.0,0,37.1,True
Q130610924,Hadija Nalongo,3,Nalongo Hadijah,3208,6937.0,0,46.2,False
Q131148024,Namugerwa Gloria,3,Namugerwa Gloria,2248,4021.0,0,55.9,False
Q131313247,Nayiga Patricia,3,Nayiga Patricia,2425,4754.0,0,51.0,False
Q136186195,Perry Aritua,3,Perry Aritua,1912,4492.0,0,42.6,True
Q130353325,Shakirah Nankwanga,3,Shakirah Nankwanga,2932,3659.0,0,80.1,False
Q136408864,Shakirah Nyinagahirwa,3,Shakirah Nyinagahirwa,3371,3569.0,0,94.5,False
Q131438489,Zafaran,3,Zafaran (mwanamuziki),1806,4146.0,0,43.6,True
Q130613918,Zaina Namuleme,3,Zaina Namuleme,3014,8810.0,0,34.2,False
Q15262267,Ngogwe,3,Ngogwe (manispaa),945,3429.0,0,27.6,True
Q138789767,Sarah Mukasa,3,Sarah Mukasa,6329,9580.0,0,66.1,False
Q15437477,Godfrey Kalimugogo,3,Godfrey Kalimugogo,1838,7463.0,0,24.6,True
Q16212968,James Makubuya,3,James Makubuya,2146,3287.0,0,65.3,False
Q16892998,Kabamba,3,"Kabamba, Uganda",331,10242.0,0,3.2,True
Q16893188,Katosi,3,Katosi,842,10697.0,0,7.9,True
Q16896010,Ntoroko,3,Ntoroko,354,9729.0,0,3.6,True
Q19655214,Ben Nduga,3,Ben Nduga,685,1719.0,0,39.8,True
Q19667986,Daniel Kidega,3,Daniel Kidega,2308,6717.0,0,34.4,False
Q17386448,Fidelis Ndyabagye,3,Fidelis Ndyabagye,2500,3628.0,0,68.9,False
Q18353246,Nick Twinamatsiko,3,Nick Twinamatsiko,600,4055.0,0,14.8,True
Q18686455,Gravity Omutujju,3,Gravity Omutujju,2453,4920.0,0,49.9,False
Q19865994,Baruuli,3,Waruuli,534,11547.0,0,4.6,True
Q23409638,Bob Kabonero,3,Bob Kabonero,667,6305.0,0,10.6,True
Q22082369,Bobi,3,"Bobi, Uganda",1337,6191.0,0,21.6,True
Q22082370,Bukeerere,3,Bukeerere,1230,5369.0,0,22.9,True
Q20982424,Kabulasoke,3,Kabulasoke,819,6196.0,0,13.2,True
Q20982425,Kaiso,3,"Kaiso, Uganda",1971,4208.0,0,46.8,True
Q22082387,Lumino,3,"Lumino, Uganda",1019,4162.0,0,24.5,True
Q22278744,Moses Kuria,3,Moses Kuria,561,10277.0,0,5.5,True
Q20982441,Musita,3,Musita,853,4670.0,0,18.3,True
Q22280254,Okello Sam,3,Okello Sam,4431,6555.0,0,67.6,False
Q20717896,list of mountains in Uganda,3,Orodha ya milima ya Uganda,991,1023.0,0,96.9,True
Q24054206,Atutur Town,3,Atutur Town,1643,7219.0,0,22.8,True
Q24236551,Bukuya,3,Bukuya,1147,7821.0,0,14.7,True
Q24565103,Dennis Galabuzi Ssozi,3,Dennis Galabuzi Ssozi,1762,4971.0,0,35.4,True
Q24572657,Maganda Julius Wandera,3,Julius Wandera Maganda,3218,6342.0,0,50.7,False
Q24054209,Kawanda,3,Kawanda,694,4977.0,0,13.9,True
Q24713596,Kibimba,3,"Kibimba, Uganda",1855,7477.0,0,24.8,True
Q24572632,William Byaruhanga,3,William Byaruhanga,2224,4300.0,0,51.7,False
Q26702132,Yabezi Kiiza,3,Yabezi Kiiza,3214,3107.0,0,103.4,False
Q29057421,Producer Hannz,3,Hannz Tactiq,2785,4770.0,0,58.4,False
Q28151726,Olive Byamukama,3,Olive Byamukama,870,1990.0,0,43.7,True
Q27662587,Wilbrod Humphreys Owor,3,Wilbrod Humphreys Owor,569,5510.0,0,10.3,True
Q31886540,Butebo,3,Butebo,350,8501.0,0,4.1,True
Q29842989,Mustafa Musa,3,Mustafa Musa,669,2234.0,0,29.9,True
Q29649732,Peter Elwelu,3,Peter Elwelu,1307,7338.0,0,17.8,True
Q34197405,Gadi Ado,3,Gadi Ado,816,2540.0,0,32.1,True
Q33089292,Sunday Olweny,3,Sunday Olweny,690,1442.0,0,47.9,True
Q35464933,Malaba,3,Mto Malaba (Uganda),508,0.0,0,,True
Q38249479,Kakumiro,3,Kakumiro,2594,8064.0,0,32.2,False
Q38249616,"Mparo, Rukiga",3,Mparo,344,7715.0,0,4.5,True
Q35733696,Lake Nakuwa,3,Ziwa Nakuwa,464,0.0,0,,True
Q4670267,Abu Mayanja,3,Abubaker Kakyama Mayanja,1313,10552.0,0,12.4,True
Q40704070,Bemanya Twebaze,3,Bemanya Twebaze,2072,6490.0,0,31.9,False
Q40352030,Virgil Okiring,3,Virgil Okiring,685,1444.0,0,47.4,True
Q4711265,Albert Ssempeke,3,Albert Ssempeke,2223,6386.0,0,34.8,False
Q4784206,Arapai,3,Arapai,1485,3898.0,0,38.1,True
Q46061454,James Zikusoka,3,James Zikusoka,1663,5860.0,0,28.4,True
Q4790716,Aringa people,3,Waaringa,935,5166.0,0,18.1,True
Q4853553,Bamunanika,3,Bamunanika,1169,3665.0,0,31.9,True
Q4875392,Bbaale,3,Bbaale,1456,3751.0,0,38.8,True
Q4903036,Bibia,3,Bibia,2523,7362.0,0,34.3,False
Q47490066,Faith Wairimu Gitau,3,Faith Gitau,1039,2448.0,0,42.4,True
Q47490045,Gathoni Wamuchomba,3,Gathoni Wa Muchomba,1739,9264.0,0,18.8,True
Q47494309,Martha Wangari Wanjira,3,Martha Wangari Wanjira,1231,4284.0,0,28.7,True
Q48775466,Rubanda,3,Rubanda,354,8290.0,0,4.3,True
Q4986126,Bugamba,3,Bugamba,2477,8625.0,0,28.7,False
Q49651961,Lingira Island,3,Kisiwa cha Lingira,450,0.0,0,,True
Q4986333,Buhweju,3,Nsiika,354,8978.0,0,3.9,True
Q4996443,Bulindo,3,Bulindo,882,9925.0,0,8.9,True
Q5002335,Butabika Hospital,3,Hospitali ya Butabika,3123,6409.0,0,48.7,False
Q52322109,Jane Kasumba,3,Jane Kasumba,2233,2998.0,0,74.5,False
Q5350449,Ekitiibwa kya Buganda,3,Ekitiibwa kya Buganda,957,3282.0,0,29.2,True
Q5518596,Galilaya,3,Galilaya (Uganda),2283,4053.0,0,56.3,False
Q5528731,Gayaza,3,Gayaza,1449,12092.0,0,12.0,True
Q5581120,Gombe,3,"Gombe, Wakiso",937,6564.0,0,14.3,True
Q55693715,Manuela P. Mulondo,3,Manuela P. Mulondo,2886,11303.0,0,25.5,False
Q57880790,Emmy Okello,3,Emmy Okello,2411,6472.0,0,37.3,False
Q57896169,Isabella Epiu,3,Isabella Epiu,2802,9415.0,0,29.8,False
Q56515827,Coorom,3,Mto Coorom,477,0.0,0,,True
Q58641627,Anne Abeja Muhwezi,3,Anne Abeja Muhwezi,2246,6062.0,0,37.1,False
Q6033709,Inhebantu of Busoga,3,Inhebantu wa Busoga,2821,5923.0,0,47.6,False
Q58755745,Noble Banadda,3,Noble Banadda,1949,7231.0,0,27.0,True
Q60745666,Lugonjo,3,Lugonjo,749,8336.0,0,9.0,True
Q62395197,Sam Tulya-Muhika,3,Sam Tulya-Muhika,751,1588.0,0,47.3,True
Q62082761,Agnes Tibayeyita Isharaza,3,Agnes Tibayeita Isharaza,2048,5959.0,0,34.4,False
Q6285678,Joseph Mulenga,3,Joseph Mulenga,1720,5987.0,0,28.7,True
Q63283497,Roy Mugerwa,3,Roy Mugerwa,14291,17275.0,0,82.7,False
Q6349747,Kakuuto,3,"Kakuuto, Uganda",1749,8621.0,0,20.3,True
Q6350090,Kalagala,3,Kalagala,1510,3233.0,0,46.7,True
Q6350114,"Kalagi, Mubende, Uganda",3,"Kalagi, Mubende",2066,6519.0,0,31.7,False
Q6350112,"Kalagi, Mukono, Uganda",3,"Kalagi, Mukono",1130,6141.0,0,18.4,True
Q6370158,Karenga,3,Karenga,353,3475.0,0,10.2,True
Q6373629,Karuma,3,Karuma,1146,8090.0,0,14.2,True
Q6375047,Katalemwa,3,Katalemwa,1079,9288.0,0,11.6,True
Q6392559,Kenya Commercial Bank,3,Kenya Commercial Bank (Uganda),3862,12350.0,0,31.3,False
Q6427154,Kole,3,Kole (Uganda),376,6730.0,0,5.6,True
Q6450730,Kyankwanzi,3,Kyankwanzi,350,7994.0,0,4.4,True
Q6482752,Lamwo,3,Lamwo,381,2971.0,0,12.8,True
Q6601324,list of Ugandan musicians,3,Orodha ya wanamuziki wa Uganda,3014,3525.0,0,85.5,False
Q6696771,Nwoya,3,Nwoya,381,9048.0,0,4.2,True
Q6696899,Otuke,3,Otuke,332,6832.0,0,4.9,True
Q67197646,Racheal Nanyonga,3,Racheal Nanyonga,1884,4844.0,0,38.9,True
Q67197647,Ruth Meeme,3,Ruth Meeme,2680,2769.0,0,96.8,False
Q67196956,Stella Oyella,3,Stella Oyella,2219,2277.0,0,97.5,False
Q6782274,Masaba people,3,Wamasaba,1873,5901.0,0,31.7,True
Q7110089,Otze Forest Wildlife Sanctuary,3,Hifadhi ya Wanyamapori ya Msitu wa Otze,404,713.0,0,56.7,True
Q7082486,Okollo,3,Okollo,365,3409.0,0,10.7,True
Q7145186,Patongo,3,"Patongo, Uganda",1118,5499.0,0,20.3,True
Q7449842,Semuto,3,Semuto,979,7161.0,0,13.7,True
Q7849619,Tshila,3,Tshila,2767,0.0,0,,False
