qitem,label,sitelink_count,local_title,local_bytes,ref_bytes,views,completeness,is_stub
Q35356015,Katondwa,2,Mto Katondwa,653,0.0,0,,True
Q35356069,Katonga,2,Mto Katonga (Kamwenge),690,0.0,0,,True
Q35368435,Kayirira,2,Mto Kayirira,510,0.0,0,,True
Q35369185,Kayoboya,2,Mto Kayoboya,558,0.0,0,,True
Q35369348,Kayora,2,Mto Kayora (Uganda),650,0.0,0,,True
Q35369985,Kaywen,2,Mto Kaywen,477,0.0,0,,True
Q35376404,Kazibiride,2,Mto Kazibiride,510,0.0,0,,True
Q35377254,Kazimeri,2,Mto Kazimeri,508,0.0,0,,True
Q35377267,Kazimsa,2,Mto Kazimsa,506,0.0,0,,True
Q35377307,Kazinga,2,Mto Kazinga (Nakaseke),516,0.0,0,,True
Q35377554,Kaziradindu,2,Mto Kaziradindu,594,0.0,0,,True
Q35367172,Lopedot,2,Mto Lopedot,492,0.0,0,,True
Q35367229,Loperipir,2,Mto Loperipir,481,0.0,0,,True
Q35367369,Lopogot,2,Mto Lopogot,505,0.0,0,,True
Q35367383,Loporokocho,2,Mto Loporokocho,479,0.0,0,,True
Q35367412,Lopoza,2,Mto Lopoza,481,0.0,0,,True
Q35367589,Lopua,2,Mto Lopua,481,0.0,0,,True
Q35367696,Loputh,2,Mto Loputh,508,0.0,0,,True
Q35368017,Loraya,2,Mto Loraya,479,0.0,0,,True
Q35368289,Lorengikipi,2,Mto Lorengikipi,505,0.0,0,,True
Q35368650,Loroboi,2,Mto Loroboi,479,0.0,0,,True
Q35369127,Lorupel,2,Mto Lorupel,481,0.0,0,,True
Q35374522,Losigiria,2,Mto Losigiria,481,0.0,0,,True
Q35370205,Timan,2,Mto Timan,579,0.0,0,,True
Q35329738,Kare,2,Mto Kare (Uganda),482,0.0,0,,True
Q35330107,Karemem,2,Mto Karemem,511,0.0,0,,True
Q35335091,Karomokacoo,2,Mto Karomokacoo,477,0.0,0,,True
Q35337612,Karundi,2,Mto Karundi,648,0.0,0,,True
Q35337670,Karung,2,Mto Karung,481,0.0,0,,True
Q35339996,Kasala,2,Mto Kasala (Uganda),510,0.0,0,,True
Q35340661,Kasanda,2,Mto Kasanda (Uganda),653,0.0,0,,True
Q35340838,Kasangalabi,2,Mto Kasangalabi,510,0.0,0,,True
Q35341515,Kasate,2,Mto Kasate,508,0.0,0,,True
Q35341713,Kasawsula,2,Mto Kasawsula,507,0.0,0,,True
Q35341769,Kasayumba,2,Mto Kasayumba,514,0.0,0,,True
Q35341783,Kasazi,2,Mto Kasazi,513,0.0,0,,True
Q35342177,Kasemba,2,Mto Kasemba (Uganda),477,0.0,0,,True
Q35342206,Kasembeta,2,Mto Kasembeta,514,0.0,0,,True
Q35342276,Kasemulamba,2,Mto Kasemulamba,507,0.0,0,,True
Q35356041,Katonga,2,Mto Katonga (Mpigi),557,0.0,0,,True
Q35356243,Katonya,2,Mto Katonya,558,0.0,0,,True
Q35356255,Katoogo,2,Mto Katoogo,510,0.0,0,,True
Q35356565,Katosi,2,Mto Katosi,656,0.0,0,,True
Q35357967,Katuba,2,Mto Katuba (Uganda),653,0.0,0,,True
Q35358307,Katugo,2,Mto Katugo (Mubende),513,0.0,0,,True
Q35358320,Katugo,2,Mto Katugo (Nakaseke),491,0.0,0,,True
Q35358917,Katungulu,2,Mto Katungulu,507,0.0,0,,True
Q35359041,Katurum,2,Mto Katurum,481,0.0,0,,True
Q35359136,Katutu,2,Mto Katutu (Uganda),430,0.0,0,,True
Q35364567,Kawairindi,2,Mto Kawairindi,550,0.0,0,,True
Q35364779,Kawali,2,Mto Kawali (Uganda),550,0.0,0,,True
Q35365201,Kawango,2,Mto Kawango (Masindi),650,0.0,0,,True
Q35365175,Kawango,2,Mto Kawango (Nakasongola),525,0.0,0,,True
Q35365351,Kawaswiswa,2,Mto Kawaswiswa,653,0.0,0,,True
Q35336035,Lobalangati,2,Mto Lobalangati,481,0.0,0,,True
Q35336647,Loboti,2,Mto Loboti,532,0.0,0,,True
Q35336832,Lobuloyin,2,Mto Lobuloyin,380,0.0,0,,True
Q35337052,Lochaboi,2,Mto Lochaboi,481,0.0,0,,True
Q35337232,Lochoman,2,Mto Lochoman,505,0.0,0,,True
Q35337247,Lochorakwangen,2,Mto Lochorakwangen,492,0.0,0,,True
Q35337260,Lochoria,2,Mto Lochoria,505,0.0,0,,True
Q35337274,Lochorkinei,2,Mto Lochorkinei,481,0.0,0,,True
Q35339059,Lodias,2,Mto Lodias,492,0.0,0,,True
Q35339129,Lodokedanglobey,2,Mto Lodokedanglobey,479,0.0,0,,True
Q35339143,Lodoketemit,2,Mto Lodoketemit,529,0.0,0,,True
Q35341246,Logara,2,Mto Logara,481,0.0,0,,True
Q35341317,Logelat,2,Mto Logelat,429,0.0,0,,True
Q35364027,Longelia,2,Mto Longelia,479,0.0,0,,True
Q35364074,Longem,2,Mto Longem,508,0.0,0,,True
Q35364199,Longiro,2,Mto Longiro,508,0.0,0,,True
Q35364479,Longor,2,Mto Longor,429,0.0,0,,True
Q35364507,Longoroc,2,Mto Longoroc,481,0.0,0,,True
Q35364521,Longoromit,2,Mto Longoromit,481,0.0,0,,True
Q35365202,Lonipo,2,Mto Lonipo,481,0.0,0,,True
Q35342772,Kasensero,2,Mto Kasensero,528,0.0,0,,True
Q35342784,Kasenso,2,Mto Kasenso,507,0.0,0,,True
Q35343443,Kashara,2,Mto Kashara (Uganda),514,0.0,0,,True
Q35343471,Kasharara,2,Mto Kasharara,430,0.0,0,,True
Q35343485,Kashasha,2,Mto Kashasha (Kabale),508,0.0,0,,True
Q35343499,Kashasha,2,Mto Kashasha (Kisoro),498,0.0,0,,True
Q35346243,Kasinga,2,Mto Kasinga (Uganda),650,0.0,0,,True
Q35346321,Kasinina,2,Mto Kasinina,510,0.0,0,,True
Q35346334,Kasininya,2,Mto Kasininya,600,0.0,0,,True
Q35346859,Kasoa,2,Mto Kasoa (Masindi),650,0.0,0,,True
Q35346917,Kasokanyanja,2,Mto Kasokanyanja,511,0.0,0,,True
Q35346985,Kasokolindo,2,Mto Kasokolindo,510,0.0,0,,True
Q35347026,Kasokwa,2,Mto Kasokwa (Uganda),650,0.0,0,,True
Q35347136,Kasolwe,2,Mto Kasolwe,508,0.0,0,,True
Q35347207,Kasomberwa,2,Mto Kasomberwa (Hoima),550,0.0,0,,True
Q35347229,Kasomberwa,2,Mto Kasomberwa (Masindi),650,0.0,0,,True
Q35347672,Kasota,2,Mto Kasota,508,0.0,0,,True
Q35347696,Kasowa,2,Mto Kasowa (Uganda),650,0.0,0,,True
Q35349465,Kasyo,2,Mto Kasyo,511,0.0,0,,True
Q35349783,Katabagole,2,Mto Katabagole,513,0.0,0,,True
Q35349811,Katabalanga,2,Mto Katabalanga,513,0.0,0,,True
Q35349825,Katabanyente,2,Mto Katabanyente,525,0.0,0,,True
Q35341331,Loget,2,Mto Loget,429,0.0,0,,True
Q35341861,Logoronga,2,Mto Logoronga,479,0.0,0,,True
Q35343438,Loitabela,2,Mto Loitabela,465,0.0,0,,True
Q35343452,Loitanit,2,Mto Loitanit,481,0.0,0,,True
Q35343550,Lokapitai,2,Mto Lokapitai,481,0.0,0,,True
Q35343593,Lokasirim,2,Mto Lokasirim,529,0.0,0,,True
Q35343621,Lokatete,2,Mto Lokatete,479,0.0,0,,True
Q35343651,Lokawo,2,Mto Lokawo,481,0.0,0,,True
Q35343766,Lokemerikapel,2,Mto Lokemerikapel,506,0.0,0,,True
Q35343808,Loker,2,Mto Loker,429,0.0,0,,True
Q35343992,Lokibuo,2,Mto Lokibuo,508,0.0,0,,True
Q35344005,Lokilik,2,Mto Lokilik,505,0.0,0,,True
Q35344019,Lokimali,2,Mto Lokimali,481,0.0,0,,True
Q35344034,Lokipawa,2,Mto Lokipawa,479,0.0,0,,True
Q35324600,Rwekunye,2,Mto Rwekunye,523,0.0,0,,True
Q35324614,Rwemamba,2,Mto Rwemamba,514,0.0,0,,True
Q35324638,Rwembogo,2,Mto Rwembogo,650,0.0,0,,True
Q35324652,Rwemidodi,2,Mto Rwemidodi,650,0.0,0,,True
Q35324667,Rwempuno,2,Mto Rwempuno,553,0.0,0,,True
Q35324695,Rwengo,2,Mto Rwengo,514,0.0,0,,True
Q35324742,Rwenjuvo,2,Mto Rwenjuvo,514,0.0,0,,True
Q35324754,Rwentobo,2,Mto Rwentobo,653,0.0,0,,True
Q35324783,Rwentuha,2,Mto Rwentuha (Kamwenge),653,0.0,0,,True
Q35324797,Rwentuha,2,Mto Rwentuha (Masindi),650,0.0,0,,True
Q35324942,Rwigo,2,Mto Rwigo,520,0.0,0,,True
Q35325165,Rwoho,2,Mto Rwoho,514,0.0,0,,True
Q35325260,Rwonyo,2,Mto Rwonyo,656,0.0,0,,True
Q35325273,Rwotobila,2,Mto Rwotobila,475,0.0,0,,True
Q35297030,Kanapedi,2,Mto Kanapedi,479,0.0,0,,True
Q35297044,Kanapo,2,Mto Kanapo,529,0.0,0,,True
Q35299121,Kandekye,2,Mto Kandekye,430,0.0,0,,True
Q35394622,Kelim,2,Mto Kelim,517,0.0,0,,True
Q35394747,Kelku,2,Mto Kelku,505,0.0,0,,True
Q35399139,Kena,2,Mto Kena (Uganda),505,0.0,0,,True
Q35399702,Kendra,2,Mto Kendra,505,0.0,0,,True
Q35346466,Lokokwayi,2,Mto Lokokwayi,479,0.0,0,,True
Q35346518,Lokome,2,Mto Lokome,475,0.0,0,,True
Q35346531,Lokomo,2,Mto Lokomo,429,0.0,0,,True
Q35346573,Lokorimoru,2,Mto Lokorimoru,505,0.0,0,,True
Q35346769,Lokukwoi,2,Mto Lokukwoi,481,0.0,0,,True
Q35346798,Lokulasi,2,Mto Lokulasi,481,0.0,0,,True
Q35346880,Lokutu,2,Mto Lokutu (Uganda),505,0.0,0,,True
Q35346909,Lokwakel,2,Mto Lokwakel,508,0.0,0,,True
Q35347092,Lolelia,2,Mto Lolelia,481,0.0,0,,True
Q35347153,Loliakat,2,Mto Loliakat,505,0.0,0,,True
Q35347178,Loliboch,2,Mto Loliboch,481,0.0,0,,True
Q35347228,Lolili,2,Mto Lolili,479,0.0,0,,True
Q35347239,Lolire,2,Mto Lolire,479,0.0,0,,True
Q35347956,Lomapus,2,Mto Lomapus,492,0.0,0,,True
Q35348337,Lomegetum,2,Mto Lomegetum,481,0.0,0,,True
Q35349554,Lomugetum,2,Mto Lomugetum,481,0.0,0,,True
Q35349582,Lomunyenikiporat,2,Mto Lomunyenikiporat,506,0.0,0,,True
Q35392903,Lugolima,2,Mto Lugolima,522,0.0,0,,True
Q35393547,Lugudde,2,Mto Lugudde,508,0.0,0,,True
Q35393627,Lugung,2,Mto Lugung,477,0.0,0,,True
Q35393708,Luguuga,2,Mto Luguuga,560,0.0,0,,True
Q35394056,Luhonde,2,Mto Luhonde,550,0.0,0,,True
Q35394532,Luitambwa,2,Mto Luitambwa,508,0.0,0,,True
Q35395544,Luker,2,Mto Luker,505,0.0,0,,True
Q35297000,Sonso,2,Mto Sonso (Buliisa),575,0.0,0,,True
Q35297014,Sonso,2,Mto Sonso (Masindi),650,0.0,0,,True
Q35298028,Sopsop,2,Mto Sopsop,508,0.0,0,,True
Q35403212,Kerekilet,2,Mto Kerekilet,479,0.0,0,,True
Q35405434,Kesiat,2,Mto Kesiat,508,0.0,0,,True
Q35409430,Khabere,2,Mto Khabere,515,0.0,0,,True
Q35414013,Khamitsaru,2,Mto Khamitsaru,511,0.0,0,,True
Q35416214,Khaoya,2,Mto Khaoya,511,0.0,0,,True
Q35395801,Lukide,2,Mto Lukide,505,0.0,0,,True
Q35395925,Lukinga,2,Mto Lukinga (Uganda),653,0.0,0,,True
Q35396130,Lukoba,2,Mto Lukoba,511,0.0,0,,True
Q35396144,Lukoje,2,Mto Lukoje,511,0.0,0,,True
Q35396252,Lukome,2,Mto Lukome,475,0.0,0,,True
Q35396442,Lukotakoryi,2,Mto Lukotakoryi,506,0.0,0,,True
Q35399305,Lukudut,2,Mto Lukudut,529,0.0,0,,True
Q35399685,Lukusi,2,Mto Lukusi (Uganda),508,0.0,0,,True
Q35399867,Lukwangi,2,Mto Lukwangi,481,0.0,0,,True
Q35400008,Lukwitamaira,2,Mto Lukwitamaira,508,0.0,0,,True
Q35400832,Lumaluk,2,Mto Lumaluk,429,0.0,0,,True
Q35400922,Lumansi,2,Mto Lumansi,489,0.0,0,,True
Q35401549,Lumbuka,2,Mto Lumbuka (Uganda),429,0.0,0,,True
Q35401602,Lumbuye,2,Mto Lumbuye,508,0.0,0,,True
Q35401804,Lumeno,2,Mto Lumeno (Uganda),506,0.0,0,,True
Q35402461,Lumungole,2,Mto Lumungole,479,0.0,0,,True
Q35404422,Lungiebi,2,Mto Lungiebi,429,0.0,0,,True
Q35405056,Lunkingiride,2,Mto Lunkingiride,510,0.0,0,,True
Q35405980,Lunyunai,2,Mto Lunyunai,479,0.0,0,,True
Q35407503,Luput,2,Mto Luput,505,0.0,0,,True
Q35407648,Lura,2,Mto Lura (Uganda),479,0.0,0,,True
Q35407823,Luriceng,2,Mto Luriceng,505,0.0,0,,True
Q35407900,Luronyo,2,Mto Luronyo,475,0.0,0,,True
Q35408166,Lusamatu,2,Mto Lusamatu,528,0.0,0,,True
Q35408577,Lusensa,2,Mto Lusensa,429,0.0,0,,True
Q35408590,Lusere,2,Mto Lusere,508,0.0,0,,True
Q35409651,Lutabasigire,2,Mto Lutabasigire,508,0.0,0,,True
Q35409739,Lutamandwa,2,Mto Lutamandwa,508,0.0,0,,True
Q35409791,Lutatworo,2,Mto Lutatworo,477,0.0,0,,True
Q35409830,Lutek,2,Mto Lutek,479,0.0,0,,True
Q35409869,Lutembe,2,Mto Lutembe,653,0.0,0,,True
Q35410472,Lutongo,2,Mto Lutongo (Uganda),475,0.0,0,,True
Q35410543,Lutoto,2,Mto Lutoto,511,0.0,0,,True
Q35410979,Lutukumini,2,Mto Lutukumini,479,0.0,0,,True
Q35411371,Luvunya,2,Mto Luvunya,429,0.0,0,,True
Q35411915,Luyam,2,Mto Luyam,502,0.0,0,,True
Q35412040,Luyoro,2,Mto Luyoro,479,0.0,0,,True
Q35412077,Luzade,2,Mto Luzade,650,0.0,0,,True
Q35412462,Luzibwe,2,Mto Luzibwe,510,0.0,0,,True
Q35412899,Lwabidu,2,Mto Lwabidu,516,0.0,0,,True
Q35412993,Lwakungi,2,Mto Lwakungi,523,0.0,0,,True
Q35413006,Lwala,2,Mto Lwala (Pader),505,0.0,0,,True
Q35413057,Lwalagada,2,Mto Lwalagada,523,0.0,0,,True
Q35413170,Lwamagembe,2,Mto Lwamagembe,513,0.0,0,,True
Q35413222,Lwamboga,2,Mto Lwamboga,514,0.0,0,,True
Q35378186,Kazirankuku,2,Mto Kazirankuku (Uganda),550,0.0,0,,True
Q35385047,Kecharaba,2,Mto Kecharaba,505,0.0,0,,True
Q35386006,Kedi,2,Mto Kedi (Uganda),479,0.0,0,,True
Q35390616,Kedyangu,2,Mto Kedyangu,523,0.0,0,,True
Q35390699,Kee,2,Mto Kee,430,0.0,0,,True
Q35419730,Kharkara,2,Mto Kharkara,511,0.0,0,,True
Q35421960,Khato,2,Mto Khato,508,0.0,0,,True
Q35427106,Khisongwe,2,Mto Khisongwe,505,0.0,0,,True
Q35385299,Loyee,2,Mto Loyee,481,0.0,0,,True
Q35385435,Loyoboo,2,Mto Loyoboo,475,0.0,0,,True
Q35385449,Loyolo,2,Mto Loyolo (Uganda),481,0.0,0,,True
Q35385462,Loyoro,2,Mto Loyoro,429,0.0,0,,True
Q35385475,Loyoroit,2,Mto Loyoroit,475,0.0,0,,True
Q35387398,Lubaale,2,Mto Lubaale,508,0.0,0,,True
Q35387505,Lubalangat,2,Mto Lubalangat,481,0.0,0,,True
Q35387607,Lubamba,2,Mto Lubamba (Kyankwanzi),521,0.0,0,,True
Q35387945,Lubekolu,2,Mto Lubekolu,477,0.0,0,,True
Q35413248,Lwambula,2,Mto Lwambula (Uganda),513,0.0,0,,True
Q35413411,Lwamirindi,2,Mto Lwamirindi,524,0.0,0,,True
Q35413586,Lwampanga,2,Mto Lwampanga,523,0.0,0,,True
Q35413821,Lwanjoka,2,Mto Lwanjoka,650,0.0,0,,True
Q35413859,Lwankuba,2,Mto Lwankuba,525,0.0,0,,True
Q35413897,Lwanpanga,2,Mto Lwanpanga,523,0.0,0,,True
Q35414162,Lwatema,2,Mto Lwatema,647,0.0,0,,True
Q35414210,Lwekomba,2,Mto Lwekomba,508,0.0,0,,True
Q35414330,Lwematofu,2,Mto Lwematofu,508,0.0,0,,True
Q35414356,Lwembwa,2,Mto Lwembwa,653,0.0,0,,True
Q35414382,Lwemirondo,2,Mto Lwemirondo,514,0.0,0,,True
Q35414408,Lwendegeya,2,Mto Lwendegeya,429,0.0,0,,True
Q35414460,Lwenimira,2,Mto Lwenimira,429,0.0,0,,True
Q35414473,Lwenkunge,2,Mto Lwenkunge,471,0.0,0,,True
Q35414486,Lwenyana,2,Mto Lwenyana,650,0.0,0,,True
Q35414499,Lwenyizi,2,Mto Lwenyizi,523,0.0,0,,True
Q35414511,Lwere,2,Mto Lwere,502,0.0,0,,True
Q35414642,Lwitambwa,2,Mto Lwitambwa,517,0.0,0,,True
Q35414653,Lwitanamaiso,2,Mto Lwitanamaiso,508,0.0,0,,True
Q35414673,Lwoga,2,Mto Lwoga,550,0.0,0,,True
Q35414933,Lyakarage,2,Mto Lyakarage,653,0.0,0,,True
Q35415061,Lyamboko,2,Mto Lyamboko,511,0.0,0,,True
Q35415587,Lyato,2,Mto Lyato,550,0.0,0,,True
Q35416171,Lyendali,2,Mto Lyendali,511,0.0,0,,True
Q35416184,Lyenlakop,2,Mto Lyenlakop,479,0.0,0,,True
Q35431315,Mabuguwe,2,Mto Mabuguwe,508,0.0,0,,True
Q35431327,Mabugwe,2,Mto Mabugwe,419,0.0,0,,True
Q35437673,Madakori,2,Mto Madakori,508,0.0,0,,True
Q35439746,Madiwo,2,Mto Madiwo,475,0.0,0,,True
Q35444301,Magaga,2,Mto Magaga (Uganda Kati),419,0.0,0,,True
Q35447578,Magombe,2,Mto Magombe (Uganda),653,0.0,0,,True
Q35415082,Waibala,2,Mto Waibala,543,0.0,0,,True
Q35415507,Wakipompyo,2,Mto Wakipompyo,543,0.0,0,,True
Q35482304,Kiazi,2,Mto Kiazi,529,0.0,0,,True
Q35482365,Kibaa,2,Mto Kibaa,505,0.0,0,,True
Q35482530,Kibale,2,Mto Kibale (Rakai),507,0.0,0,,True
Q35482619,Kibanga,2,Mto Kibanga (Uganda),430,0.0,0,,True
Q35483084,Kibembe,2,Mto Kibembe,510,0.0,0,,True
Q35483254,Kibimba,2,Mto Kibimba (Bugiri),607,0.0,0,,True
Q35483240,Kibimba,2,Mto Kibimba (Sembabule),519,0.0,0,,True
Q35483694,Kibologota,2,Mto Kibologota,650,0.0,0,,True
Q35483890,Kibuga,2,Mto Kibuga (Uganda),647,0.0,0,,True
Q35483947,Kibukuta,2,Mto Kibukuta,557,0.0,0,,True
Q35483976,Kibule,2,Mto Kibule,475,0.0,0,,True
Q35485646,Kichumbonyobo,2,Mto Kichumbonyobo,650,0.0,0,,True
Q35485658,Kichumbwa,2,Mto Kichumbwa,511,0.0,0,,True
Q35486592,Kidikidi,2,Mto Kidikidi (Uganda),481,0.0,0,,True
Q35487304,Kifu,2,Mto Kifu (Uganda),510,0.0,0,,True
Q35487368,Kigabi,2,Mto Kigabi,510,0.0,0,,True
Q35487448,Kigaga,2,Mto Kigaga (Lyantonde),519,0.0,0,,True
Q35487459,Kigaga,2,Mto Kigaga (Ntungamo),653,0.0,0,,True
Q35487608,Kigera,2,Mto Kigera,507,0.0,0,,True
Q35487633,Kigeyo,2,Mto Kigeyo (Uganda),647,0.0,0,,True
Q35487870,Kigona,2,Mto Kigona,510,0.0,0,,True
Q35487940,Kigoye,2,Mto Kigoye,513,0.0,0,,True
Q35488012,Kiguka,2,Mto Kiguka,505,0.0,0,,True
Q35488089,Kigwe,2,Mto Kigwe (Uganda),420,0.0,0,,True
Q35388027,Lubenge,2,Mto Lubenge,513,0.0,0,,True
Q35388242,Lubigi,2,Mto Lubigi,419,0.0,0,,True
Q35388345,Lubingo,2,Mto Lubingo,650,0.0,0,,True
Q35388358,Lubire,2,Mto Lubire,505,0.0,0,,True
Q35392474,Lugada,2,Mto Lugada,515,0.0,0,,True
Q35392592,Luganzi,2,Mto Luganzi,508,0.0,0,,True
Q35392661,Lugazi,2,Mto Lugazi,525,0.0,0,,True
Q35392674,Lugenda,2,"Mto Lugenda, Uganda",535,0.0,0,,True
Q35448388,Maguka,2,Mto Maguka (Uganda),653,0.0,0,,True
Q35448456,Magunu,2,Mto Magunu,653,0.0,0,,True
Q35451279,Mahirro,2,Mto Mahirro,653,0.0,0,,True
Q35451734,Mahoma,2,Mto Mahoma (Kabarole),653,0.0,0,,True
Q35451745,Muhhamad,2,Mto Mahoma (Kasese),647,0.0,0,,True
Q35454440,Maingo,2,Mto Maingo,515,0.0,0,,True
Q35459705,Makhoba,2,Mto Makhoba,505,0.0,0,,True
Q35459821,Makhuba,2,Mto Makhuba,505,0.0,0,,True
Q35460816,Makoka,2,Mto Makoka,514,0.0,0,,True
Q35466274,Malakwanga river,2,Mto Malakwanga,475,0.0,0,,True
Q35457743,Sume,2,Mto Sume (Uganda),508,0.0,0,,True
Q35460375,Sundet,2,Mto Sundet,505,0.0,0,,True
Q35488130,Kigwisa,2,Mto Kigwisa,508,0.0,0,,True
Q35488144,Kigyankonda,2,Mto Kigyankonda,510,0.0,0,,True
Q35488157,Kiha,2,Mto Kiha,650,0.0,0,,True
Q35488344,Kihungi,2,Mto Kihungi,647,0.0,0,,True
Q35488358,Kii,2,Mto Kii (Uganda),505,0.0,0,,True
Q35488370,Kiiga,2,Mto Kiiga,650,0.0,0,,True
Q35488466,Kiira,2,Mto Kiira,508,0.0,0,,True
Q35488478,Kiita,2,Mto Kiita,513,0.0,0,,True
Q35488624,Kijoro,2,Mto Kijoro (Uganda),550,0.0,0,,True
Q35488690,Kikaira,2,Mto Kikaira,430,0.0,0,,True
Q35488821,Kikenyi,2,Mto Kikenyi,544,0.0,0,,True
Q35489013,Kikii,2,Mto Kikii,505,0.0,0,,True
Q35489128,Kiko,2,Mto Kiko (Kamuli),506,0.0,0,,True
Q35489263,Kikoyo,2,Mto Kikoyo,653,0.0,0,,True
Q35489885,Kila,2,Mto Kila (Uganda),505,0.0,0,,True
Q35490133,Kilao,2,Mto Kilao,505,0.0,0,,True
Q35493079,Kilube,2,Mto Kilube,477,0.0,0,,True
Q35494255,Kimbubwe,2,Mto Kimbubwe,650,0.0,0,,True
Q35494575,Kimiransembe,2,Mto Kimiransembe,653,0.0,0,,True
Q35494602,Kimiya,2,Mto Kimiya,430,0.0,0,,True
Q35495094,Kimuntu,2,Mto Kimuntu,514,0.0,0,,True
Q35495305,Kinaga,2,Mto Kinaga (Uganda),505,0.0,0,,True
Q35495685,Kinawataka,2,Mto Kinawataka,510,0.0,0,,True
Q35500700,Kinoga,2,Mto Kinoga,420,0.0,0,,True
Q35528999,Kinyegula,2,Mto Kinyegula,519,0.0,0,,True
Q35529047,Kinyoo,2,Mto Kinyoo,505,0.0,0,,True
Q35529059,Kinywa,2,Mto Kinywa,508,0.0,0,,True
Q35529241,Kipangori,2,Mto Kipangori,508,0.0,0,,True
Q35529305,Kipinyo,2,Mto Kipinyo,479,0.0,0,,True
Q35529362,Kipoko,2,Mto Kipoko (Uganda),477,0.0,0,,True
Q35529539,Kirala,2,Mto Kirala,650,0.0,0,,True
Q35529963,Kiri,2,Mto Kiri (Uganda),650,0.0,0,,True
Q35529997,Kiriba,2,Mto Kiriba (Kanungu),499,0.0,0,,True
Q35530005,Kiribanywa,2,Mto Kiribanywa,420,0.0,0,,True
Q35530063,Kiriki,2,Mto Kiriki (Amudat),479,0.0,0,,True
Q35530067,Kiriki,2,Mto Kiriki (Uganda Mashariki),430,0.0,0,,True
Q35530197,Kirimia,2,Mto Kirimia,575,0.0,0,,True
Q35530238,Kiringansozi,2,Mto Kiringansozi,508,0.0,0,,True
Q35530239,Kirinjui,2,Mto Kirinjui,536,0.0,0,,True
Q35530711,Kirombe,2,Mto Kirombe (Gulu),475,0.0,0,,True
Q35483944,Malembo,2,Mto Malembo (Uganda),419,0.0,0,,True
Q35484163,Malengany,2,Mto Malengany,429,0.0,0,,True
Q35486762,Malir,2,Mto Malir,429,0.0,0,,True
Q35486801,Maliri,2,Mto Maliri,508,0.0,0,,True
Q35490739,Malukandwa,2,Mto Malukandwa,508,0.0,0,,True
Q38249516,Butalangu,2,Butalangu,803,4955.0,0,16.2,True
Q35530877,Kiruruma,2,Mto Kiruruma (Buhweju),511,0.0,0,,True
Q35530880,Kiruruma,2,Mto Kiruruma (Kabale),647,0.0,0,,True
Q35530920,Kiryantama,2,Mto Kiryantama,514,0.0,0,,True
Q35531083,Kisasolima,2,Mto Kisasolima,510,0.0,0,,True
Q35531195,Kisemiyondwa,2,Mto Kisemiyondwa,514,0.0,0,,True
Q35531203,Kisenyi,2,Mto Kisenyi,508,0.0,0,,True
Q35531297,Kishanga,2,Mto Kishanga,514,0.0,0,,True
Q35531452,Kisingu,2,Mto Kisingu,510,0.0,0,,True
Q35531456,Kisini,2,Mto Kisini,519,0.0,0,,True
Q35531478,Kisisita,2,Mto Kisisita,558,0.0,0,,True
Q35531663,Kiso,2,Mto Kiso (Hoima),495,0.0,0,,True
Q35531659,Kiso,2,Mto Kiso (Masindi),650,0.0,0,,True
Q35531667,Kisojo,2,Mto Kisojo,519,0.0,0,,True
Q35531674,Kisole,2,Mto Kisole,505,0.0,0,,True
Q38249599,Palenga,2,Palenga,347,6979.0,0,5.0,True
Q35732365,Lake Karengye,2,Ziwa Karengye,555,0.0,0,,True
Q35732372,Lake Kasago,2,Ziwa Kasago,462,0.0,0,,True
Q35732419,Lake Kazuma,2,Ziwa Kazuma,514,0.0,0,,True
Q35732572,Lake Komunua,2,Ziwa Komunua,515,0.0,0,,True
Q35733737,Lake Naragaga,2,Ziwa Naragaga,513,0.0,0,,True
Q35733760,Lake Nawampasa,2,Ziwa Nawampasa,515,0.0,0,,True
Q35734004,Lake Opare,2,Ziwa Opare,513,0.0,0,,True
Q35734064,Lake Pachoto,2,Ziwa Pachoto,513,0.0,0,,True
Q39046064,"Banga, Entebbe",2,"Banga, Entebbe",1070,8783.0,0,12.2,True
Q38249416,Sonde,2,"Sonde, Uganda",811,5739.0,0,14.1,True
Q4651876,AIDS Information Centre,2,Kituo cha Habari za UKIMWI,5181,17387.0,0,29.8,False
Q4854283,Banda,2,"Banda, Uganda",1814,12149.0,0,14.9,True
Q49631410,Agirigiryoi Island,2,Kisiwa cha Agirigiryoi,345,0.0,0,,True
Q49631506,Akika Island,2,Kisiwa cha Akika,401,0.0,0,,True
Q49631708,Amusiata Island,2,Kisiwa cha Amusiata,345,0.0,0,,True
Q49631835,Anyi Island,2,Kisiwa cha Anyi,340,0.0,0,,True
Q49632196,Baga Island,2,Kisiwa cha Baga,450,0.0,0,,True
Q49632203,Bagwe Island,2,Kisiwa cha Bagwe,345,0.0,0,,True
Q49632316,Banda Island,2,Kisiwa cha Banda (Uganda),456,0.0,0,,True
Q49634004,Bu Island,2,Kisiwa cha Bu,450,0.0,0,,True
Q49634012,Bubeke Island,2,Kisiwa cha Bubeke,456,0.0,0,,True
Q49634053,Bufumira Island,2,Kisiwa cha Bufumira,456,0.0,0,,True
Q49296303,Maundu Island,2,Kisiwa cha Maundu,454,0.0,0,,True
Q49330230,Kachung,2,Mto Kachung,357,0.0,0,,True
Q49298247,Obongi County,2,Obongi,350,0.0,0,,True
Q49296077,Kabuguza Islets,2,Visiwa vya Kabuguza,401,0.0,0,,True
