qitem,label,sitelink_count,num_strategies,strategies,types,gender_qid,admin_qid,latitude,longitude,date_of_birth,inception,en_title,lg_title,sw_title,en_views,is_core,gender,admin_label,type_labels
Q64691310,Patrick Kaddu,12,2,birth_death_wd|citizenship_wd,Q5,Q6581097,,,,1995-10-09T00:00:00Z,,Patrick Kaddu,Patrick Kaddu,Patrick Kaddu,514,1,male,,human
Q64707046,Mexico–Uganda relations,6,2,country_wd|keyword_title,Q15221623,,,,,,,Mexico–Uganda relations,,,234,1,,,bilateral relation
Q6471047,Laeticia Kikonyogo,5,1,birth_death_wd,Q5,Q6581072,,,,1940-09-02T00:00:00Z,,Laeticia Kikonyogo,Laeticia Kikonyogo,,0,1,female,,human
Q64711823,,2,1,country_wd,Q47521,,,,,,,,,Mto Kabahesi,0,1,,,stream
Q64711824,,2,1,country_wd,Q47521,,,,,,,,,Mto Kabizi (Uganda),0,1,,,stream
Q64711826,,2,1,country_wd,Q47521,,,,,,,,,Mto Kahando,0,1,,,stream
Q64711828,,2,1,country_wd,Q47521,,,,,,,,,Mto Kalweru,0,1,,,stream
Q64711830,,2,1,country_wd,Q47521,,,,,,,,,Mto Kamuganguzi,0,1,,,stream
Q64711875,,2,1,country_wd,Q47521,,,,,,,,,Mto Kyeni,0,1,,,stream
Q64711877,,2,1,country_wd,Q47521,,,,,,,,,Mto Mogandu,0,1,,,stream
Q64711881,,2,1,country_wd,Q47521,,,,,,,,,Mto Mogera (Uganda),0,1,,,stream
Q64711882,,2,1,country_wd,Q47521,,,,,,,,,Mto Mulembera,0,1,,,stream
Q64711883,,2,1,country_wd,Q47521,,,,,,,,,Mto Munciro,0,1,,,stream
Q64711887,,2,1,country_wd,Q47521,,,,,,,,,Mto Nozi,0,1,,,stream
Q64711888,,2,1,country_wd,Q47521,,,,,,,,,Mto Nyakalanga,0,1,,,stream
Q64711889,,2,1,country_wd,Q47521,,,,,,,,,Mto Nyakasa,0,1,,,stream
Q64711890,,2,1,country_wd,Q47521,,,,,,,,,Mto Nyakizumba,0,1,,,stream
Q64711900,,2,1,country_wd,Q47521,,,,,,,,,Mto Shongi (Uganda),0,1,,,stream
Q64713244,,2,1,country_wd,Q47521,,,,,,,,,Mto Kabale (Kisoro),0,1,,,stream
Q64713249,,2,1,country_wd,Q47521,,,,,,,,,Mto Kafuga,0,1,,,stream
Q64713252,,2,1,country_wd,Q47521,,,,,,,,,Mto Kuku (Uganda),0,1,,,stream
Q64713253,,2,1,country_wd,Q47521,,,,,,,,,Mto Mulindi (Uganda),0,1,,,stream
Q64713254,,2,1,country_wd,Q47521,,,,,,,,,Mto Ntebeko,0,1,,,stream
Q64728174,,1,1,country_wd,Q13406463,,,,,,,,,,0,1,,,Wikimedia list article
Q64734147,,2,1,country_wd,Q47521,,,,,,,,,Mto Hima (Uganda),0,1,,,stream
Q64734155,,2,1,country_wd,Q47521,,,,,,,,,Mto Isa (Kasese),0,1,,,stream
Q64734157,,2,1,country_wd,Q47521,,,,,,,,,Mto Kabiti,0,1,,,stream
Q64734167,,2,1,country_wd,Q47521,,,,,,,,,Mto Kitajuka,0,1,,,stream
Q64734171,,2,1,country_wd,Q47521,,,,,,,,,Mto Kuruguta,0,1,,,stream
Q64734172,,2,1,country_wd,Q47521,,,,,,,,,Mto Kuruhe,0,1,,,stream
Q64734178,,2,1,country_wd,Q47521,,,,,,,,,Mto Mpondwe,0,1,,,stream
Q64734179,,2,1,country_wd,Q47521,,,,,,,,,Mto Mubuku,0,1,,,stream
Q64734180,,2,1,country_wd,Q47521,,,,,,,,,Mto Muhambuli,0,1,,,stream
Q64734181,,2,1,country_wd,Q47521,,,,,,,,,Mto Mutaige,0,1,,,stream
Q64734182,,2,1,country_wd,Q47521,,,,,,,,,Mto Nilangira,0,1,,,stream
Q64734184,,2,1,country_wd,Q47521,,,,,,,,,Mto Nkoko (Uganda),0,1,,,stream
Q64734187,,2,1,country_wd,Q47521,,,,,,,,,Mto Nyamagasani,0,1,,,stream
Q64734195,,2,1,country_wd,Q47521,,,,,,,,,Mto Nyamwamba,0,1,,,stream
Q64734200,,2,1,country_wd,Q47521,,,,,,,,,Mto Sebwe (Uganda),0,1,,,stream
Q64734236,,1,1,country_wd,,,,,,,,,,,0,1,,,
Q64734337,,2,1,country_wd,Q47521,,,,,,,,,Mto Kahera (Uganda),0,1,,,stream
Q64743813,George William Kyeyune,7,2,birth_death_wd|citizenship_wd,Q5,Q6581097,,,,1962-01-01T00:00:00Z,,George William Kyeyune,George William Kyeyune,George William Kyeyune,469,1,male,,human
Q64746226,Michael Chibita,2,1,citizenship_wd,Q5,Q6581097,,,,1963-01-01T00:00:00Z,,Michael Chibita,"Michael Chibita, omuwandiisi w’ebitabo",,0,1,male,,human
Q64746587,Peter James Nkambo Mugerwa,2,2,birth_death_wd|citizenship_wd,Q5,Q6581097,,,,1933-01-01T00:00:00Z,,Peter James Nkambo Mugerwa,Peter James Nkambo Mugerwa,,0,1,male,,human
Q64747733,Yusuf Gowon,1,1,citizenship_wd,Q5,Q6581097,,,,1936-01-01T00:00:00Z,,Yusuf Gowon,,,0,1,male,,human
Q64748284,James Birungi,1,2,birth_death_wd|citizenship_wd,Q5,Q6581097,,,,1973-01-01T00:00:00Z,,James Birungi,,,0,1,male,,human
Q64748622,Michael Kintu,2,1,citizenship_wd,Q5,Q6581097,,,,,,Michael Kintu,Michael Kintu,,0,1,male,,human
Q6474983,Lake Bisina,14,1,country_wd,Q23397,,,1.60777778,33.96194444,,,Lake Bisina,Ennyanja Bisina,Ziwa Bisina,665,1,,,lake
Q64755610,,2,1,country_wd,,,,,,,,,,Mto Haliso,0,1,,,
Q64755611,,2,1,country_wd,Q47521,,,,,,,,,Mto Ibaralibe,0,1,,,stream
Q64755612,,2,1,country_wd,,,,,,,,,,Mto Igoganya,0,1,,,
Q64755617,,2,1,country_wd,,,,,,,,,,Mto Isigomi,0,1,,,
Q64755620,,2,1,country_wd,Q47521,,,,,,,,,Mto Isomazoli,0,1,,,stream
Q64755621,,2,1,country_wd,,,,,,,,,,Mto Kabasongola,0,1,,,
Q64755626,,2,1,country_wd,,,,,,,,,,Mto Kaitwanjwahi,0,1,,,
Q64755631,,2,1,country_wd,Q47521,,,,,,,,,Mto Kaizi,0,1,,,stream
Q64755638,,2,1,country_wd,,,,,,,,,,Mto Kakibi,0,1,,,
Q64755639,,2,1,country_wd,,,,,,,,,,Mto Kakuko,0,1,,,
Q64755640,,2,1,country_wd,Q47521,,,,,,,,,Mto Kamirensembe,0,1,,,stream
Q64755641,,2,1,country_wd,,,,,,,,,,Mto Kamotanga,0,1,,,
Q64755665,,2,1,country_wd,,,,,,,,,,Mto Kinyabiharo,0,1,,,
Q64755718,Katete,1,2,country_wd|keyword_title,Q532,,,-0.616666666,30.683333333,,,Katete (Uganda),,,0,1,,,village
Q64757636,Magogo Moses Hassim,3,2,birth_death_wd|citizenship_wd,Q5,Q6581097,,,,1976-11-08T00:00:00Z,,Moses Magogo Hassim,Moses Magogo Hassim,,0,1,male,,human
Q64759950,list of ministers of internal affairs of Uganda,2,1,keyword_title,Q13406463,,,,,,,List of ministers of internal affairs of Uganda,Olukalala lw'abaminisita b'ensonga z'omunda mu Ggwanga Yuganda,,0,0,,,Wikimedia list article
Q64759951,list of ministers of justice and constitutional affairs of Uganda,2,1,keyword_title,Q13406463,,,,,,,List of ministers of justice and constitutional affairs of Uganda,Olukalala lw'abaminisita b'amateeka ne Ssemateeka wa Uganda,,0,0,,,Wikimedia list article
Q64760018,,2,1,country_wd,,,,,,,,,,Mto Kitongwito,0,1,,,
Q64760033,,2,1,country_wd,Q47521,,,,,,,,,Mto Masibwa,0,1,,,stream
Q64760042,,2,1,country_wd,,,,,,,,,,Mto Mubingi,0,1,,,
Q64760047,,2,1,country_wd,,,,,,,,,,Mto Muchwankanze,0,1,,,
Q64760049,,2,1,country_wd,Q47521,,,,,,,,,Mto Mutaboggya,0,1,,,stream
Q64760051,,2,1,country_wd,Q47521,,,,,,,,,Mto Ndugutu (Kabarole),0,1,,,stream
Q64760080,,2,1,country_wd,Q47521,,,,,,,,,Mto Nsonge,0,1,,,stream
Q64760161,,2,1,country_wd,Q47521,,,,,,,,,Mto Nsuiga,0,1,,,stream
Q64760163,,2,1,country_wd,Q47521,,,,,,,,,Mto Ntabago,0,1,,,stream
Q64762067,Kenneth Kiyemba,2,2,birth_death_wd|citizenship_wd,Q5,Q6581097,,,,,,Kenneth Kiyemba,Kenneth Kiyemba,,0,1,male,,human
Q6477049,Lake Mutanda,16,1,country_wd,Q23397,,Q580538,-1.235,29.67,,,Lake Mutanda,,Ziwa Mutanda,719,1,,Kisoro District,lake
Q6477213,Lake Opeta,11,1,country_wd,Q23397,,,1.7,34.23333333,,,Lake Opeta,Ennyanja Opeta,Ziwa Opeta,415,1,,,lake
Q64781736,Ivan Massa,1,2,birth_death_wd|citizenship_wd,Q5,Q6581097,,,,1990-11-25T00:00:00Z,,,,,0,1,male,,human
Q64781743,Polly Namaye,2,2,birth_death_wd|citizenship_wd,Q5,Q6581072,,,,1984-01-01T00:00:00Z,,Polly Namaye,Polly Namaye,,0,1,female,,human
Q64781849,,2,1,country_wd,,,,,,,,,,Mto Nyabaihuzi,0,1,,,
Q64781851,,2,1,country_wd,,,,,,,,,,Mto Nyabakendo,0,1,,,
Q64781854,,2,1,country_wd,,,,,,,,,,Mto Nyabitungu,0,1,,,
Q64781856,,2,1,country_wd,,,,,,,,,,Mto Nyabubira,0,1,,,
Q64781863,,2,1,country_wd,,,,,,,,,,Mto Nyabukara,0,1,,,
Q64781865,,2,1,country_wd,,,,,,,,,,Mto Nyabunigi,0,1,,,
Q64781869,,2,1,country_wd,,,,,,,,,,Mto Nyabunimbo,0,1,,,
Q64781892,,2,1,country_wd,,,,,,,,,,Mto Nyaitale,0,1,,,
Q64781899,,2,1,country_wd,,,,,,,,,,Mto Nyakagongo,0,1,,,
Q64781904,,2,1,country_wd,,,,,,,,,,Mto Nyakanuku,0,1,,,
Q64781909,,2,1,country_wd,,,,,,,,,,Mto Nyakaterre,0,1,,,
Q64781912,,2,1,country_wd,,,,,,,,,,Mto Nyakiira,0,1,,,
Q64781915,,2,1,country_wd,,,,,,,,,,Mto Nyakisi,0,1,,,
Q64781921,,2,1,country_wd,,,,,,,,,,Mto Nyamisole,0,1,,,
Q64781926,,2,1,country_wd,,,,,,,,,,Mto Nyamuganywa,0,1,,,
Q64781931,,2,1,country_wd,,,,,,,,,,Mto Nyamugayo,0,1,,,
Q64781934,,2,1,country_wd,,,,,,,,,,Mto Nyamugomba,0,1,,,
Q64781938,,2,1,country_wd,Q47521,,,,,,,,,Mto Nyamukisa,0,1,,,stream
Q64781949,,2,1,country_wd,Q47521,,,,,,,,,Mto Nansimbi,0,1,,,stream
Q64781953,,2,1,country_wd,,,,,,,,,,Mto Nyankongoro,0,1,,,
Q64781961,,2,1,country_wd,,,,,,,,,,Mto Nyantabwoma,0,1,,,
Q64781965,,2,1,country_wd,,,,,,,,,,Mto Nyaruswa,0,1,,,
Q64781970,,2,1,country_wd,,,,,,,,,,Mto Nyatonga,0,1,,,
Q64781972,,2,1,country_wd,Q47521,,,,,,,,,Mto Nyaziba,0,1,,,stream
Q64781976,,2,1,country_wd,,,,,,,,,,Mto Nywankobo,0,1,,,
Q64782132,,2,1,country_wd,Q47521,,,,,,,,,Mto Piripa,0,1,,,stream
Q64782173,,2,1,country_wd,,,,,,,,,,Mto Sebitoli,0,1,,,
Q64782178,,2,1,country_wd,Q47521,,,,,,,,,Mto Waigabu,0,1,,,stream
Q64782268,Igasa,2,1,country_wd,Q16465938,,,,,,,,,Mto Igasa,0,1,,,seasonal river
