qitem,label,sitelink_count,num_strategies,strategies,types,gender_qid,admin_qid,latitude,longitude,date_of_birth,inception,en_title,lg_title,sw_title,en_views,is_core,gender,admin_label,type_labels
Q20684295,Julius Kaganzi Kaggwa,7,2,birth_death_wd|citizenship_wd,Q5,Q121307094,,,,,,Julius Kaggwa,Julius Kaggwa,,501,1,,,human
Q20684303,Anatoli Kamugisha,2,2,birth_death_wd|citizenship_wd,Q5,Q6581097,,,,1963-01-01T00:00:00Z,,Anatoli Kamugisha,,,0,1,male,,human
Q20684365,David Kibikyo,2,2,birth_death_wd|citizenship_wd,Q5,Q6581097,,,,,,David Kibikyo,David Kibikyo,,0,1,male,,human
Q20684444,Aamito Lagum,9,2,birth_death_wd|citizenship_wd,Q5,Q6581072,,,,1992-12-03T00:00:00Z,,Aamito Lagum,Aamito Lagum,,9343,1,female,,human
Q20684447,Nakibus Lakara,2,2,birth_death_wd|citizenship_wd,Q5,Q6581097,,,,1960-01-01T00:00:00Z,,Nakibus Lakara,,,0,1,male,,human
Q20684666,Nandala Mafabi,4,1,citizenship_wd,Q5,Q6581097,,,,1966-01-17T00:00:00Z,,Nandala Mafabi,Nandala Mafabi,,0,1,male,,human
Q20684950,Florence Nebanda,5,2,birth_death_wd|citizenship_wd,Q5,Q6581072,,,,1986-10-09T00:00:00Z,,Florence Nebanda,Florence Nebanda,,393,1,female,,human
Q20685030,Francis Omaswa,4,2,birth_death_wd|citizenship_wd,Q5,Q6581097,,,,1943-01-01T00:00:00Z,,Francis Omaswa,Francis Omaswa,,0,1,male,,human
Q20685066,Pallaso,2,3,birth_death_wd|citizenship_wd|language_wd,Q5,Q6581097,,,,,,Pallaso,Pallaso,,0,1,male,,human
Q20717896,list of mountains in Uganda,3,1,keyword_title,Q13406463,,,,,,,List of mountains in Uganda,,Orodha ya milima ya Uganda,0,0,,,Wikimedia list article
Q20741319,list of African films,5,1,keyword_title,Q13406463,,,,,,,Lists of African films,,,114,0,,,Wikimedia list article
Q20742492,Uganda national beach soccer team,6,2,country_wd|keyword_title,Q47460286,,,,,,2014-01-01T00:00:00Z,Uganda national beach soccer team,,,128,1,,,national beach soccer team
Q20744790,William Gabula,2,2,birth_death_wd|citizenship_wd,Q5,Q6581097,,,,1988-09-09T00:00:00Z,,William Gabula,William Gabula,,0,1,male,,human
Q20744995,Ivan Lumanyika,3,1,citizenship_wd,Q5,Q6581097,,,,1992-06-28T00:00:00Z,,Ivan Lumanyika,Ivan Lumanyika,,0,1,male,,human
Q20746229,Acholibur,4,1,country_wd,Q486972,,Q1230035,3.14361111,32.91361111,,,Acholibur,Acholibur,Acholibur,0,1,,Pader District,human settlement
Q20746233,Bujerere,2,1,country_wd,Q486972|Q902814,,Q1362129,0.6313889,29.95916748,,,Bujerere,Bujerere,,0,1,,Bundibugyo District,"human settlement, border city"
Q20746245,École Française Les Grands Lacs,2,1,country_wd,Q3914,,,0.3291,32.6035,,,École Française Les Grands Lacs,Essomero lya Française Les Grands Lacs,,0,1,,,school
Q20746247,The Ghetto Film Project,1,1,country_wd,Q104649845,,,,,,,The Ghetto Film Project,,,0,1,,,film organization
Q20746253,International School of Uganda,3,2,country_wd|keyword_title,Q3914,,Q3894,0.2336,32.5636,,1967-01-01T00:00:00Z,International School of Uganda,International School of Uganda,,0,1,,Kampala,school
Q20746259,Kabwoya,3,1,country_wd,Q7630601,,Q2559188,1.24527778,31.08305556,,,Kabwoya,Kabwoya,,0,1,,Western Region,sub-county of Uganda
Q20746261,Kagamba,2,1,country_wd,Q486972,,Q204642,-0.81805557,30.15999985,,,Kagamba,Kagamba,,0,1,,Ntungamo District,human settlement
Q20746263,Kampala Protea Hotel,1,2,country_wd|keyword_title,Q811979,,,0.32861111,32.58777778,,,Kampala Protea Hotel,,,0,1,,,built structure
Q20746265,Katanga Slum,2,1,country_wd,Q486972,,Q3894,0.336026921,32.574031749,,,Katanga Slum,Omugotteko gw'e katanga,,0,1,,Kampala,human settlement
Q20746274,Kisoga,2,1,country_wd,Q486972,,Q1151066,0.25277778,32.81722222,,,"Kisoga, Mukono","Kisoga, Mukono",,0,1,,Mukono District,human settlement
Q20746276,Kyetume,2,1,country_wd,Q486972,,Q1151066,0.31944444,32.76944444,,,Kyetume,,Kyetume,0,1,,Mukono District,human settlement
Q20746278,Maddu,1,1,country_wd,Q486972,,Q3321637,0.21611111,31.66722222,,,Maddu,,,0,1,,Gomba District,human settlement
Q20746282,Makerere Kikoni,2,1,country_wd,Q486972,,Q3894,0.335,32.57,,,Makerere Kikoni,Makerere Kikoni,,0,1,,Kampala,human settlement
Q20746286,Mara Wetland,3,1,country_wd,,,,,,,,Mara Wetland,,,0,1,,,
Q20746292,Mulago Women's Referral Hospital,2,1,country_wd,Q16917,,,0.3375,32.57611111,,2018-01-01T00:00:00Z,Mulago Women's Referral Hospital,,,0,1,,,hospital
Q20746294,Musingo,1,1,country_wd,Q486972|Q902814,,Q3539277,3.77138889,33.19972222,,,Musingo,,,0,1,,Lamwo District,"human settlement, border city"
Q20746300,Nakawa Market,1,1,country_wd,Q486972,,Q3894,0.33,32.61166667,,,Nakawa Market,,,0,1,,Kampala,human settlement
Q20746311,Palabek Kal,1,1,country_wd,Q486972,,Q3539277,3.435833333,32.582777777,,,Palabek Kal,,,0,1,,Lamwo District,human settlement
Q20746333,Uganda Heart Institute,1,2,country_wd|keyword_title,Q16917,,,0.33805556,32.57527778,,1988-01-01T00:00:00Z,Uganda Heart Institute,,,0,1,,,hospital
Q20746335,Munyonyo Martyrs Shrine,8,2,country_wd|keyword_title,Q16970,,Q15260271,0.23725,32.617277777,,2016-01-01T00:00:00Z,Munyonyo Martyrs' Shrine,Munyonyo Martyrs Shrine,,1276,1,,Munyonyo,church building
Q20746337,Uganda Medical and Dental Practitioners Council,1,2,country_wd|keyword_title,Q43229,,,,,,1913-01-01T00:00:00Z,Uganda Medical and Dental Practitioners Council,,,0,1,,,organization
Q20746341,Wanseko,2,1,country_wd,Q486972,,Q1229793,2.17777778,31.38055556,,,Wanseko,Wanseko,,0,1,,Buliisa District,human settlement
Q20757774,,1,2,country_wd|part_of_wd,Q13406463,,,,,,,,,,0,1,,,Wikimedia list article
Q20806399,2017 ICC World Cricket League Division Three,4,1,country_wd,Q13406554,,,,,,,2017 ICC World Cricket League Division Three,,,0,1,,,sports competition
Q20806698,AfroBasket 2015 squads,1,1,keyword_title,Q137424753,,,,,,,AfroBasket 2015 squads,,,0,0,,,list of participants in sport tournament
Q20807037,Brandon Sebirumbi,6,1,citizenship_wd,Q5,Q6581097,,,,1990-05-15T00:00:00Z,,Brandon Sebirumbi,Brandon Sebirumbi,,193,1,male,,human
Q20810427,Patricia Apolot,4,2,birth_death_wd|citizenship_wd,Q5,Q6581072,,,,1990-11-06T00:00:00Z,,Patricia Apolot,Patricia Apolot,,0,1,female,,human
Q20857094,Uganda at the 2015 World Championships in Athletics,5,2,country_wd|keyword_title,Q35823051,,,,,,,Uganda at the 2015 World Championships in Athletics,,,114,1,,,nation at the World Athletics Championships
Q20894753,Mayuge Thermal Power Station,1,1,country_wd,Q55364050,,,0.50527778,33.41555556,,,Mayuge Thermal Power Station,,,0,1,,,biomass-fired power station
Q20898439,Sam Odaka,7,2,birth_death_wd|citizenship_wd,Q5,Q6581097,,,,1929-01-01T00:00:00Z,,Sam Odaka,Sam Odaka,,439,1,male,,human
Q20907143,Panthera leo melanochaita,14,1,keyword_title,Q16521,,,,,,,Panthera leo melanochaita,,,38220,0,,,taxon
Q20908923,Arthur Ssegwanyi,6,3,birth_death_wd|citizenship_wd|language_wd,Q5,Q6581097,,,,1988-03-12T00:00:00Z,,Arthur Ssegwanyi,Arthur Ssegwanyi,Arthur Ssegwanyi,297,1,male,,human
Q20921609,Uganda Chess Federation,2,2,country_wd|keyword_title,Q43229|Q2485448,,,,,,1972-01-01T00:00:00Z,Uganda Chess Federation,,,0,1,,,"organization, sports governing body"
Q20949743,Uganda National Entrepreneurship Development Institute,1,2,country_wd|keyword_title,Q4671277,,Q3894,0.32638889,32.6,,2000-01-01T00:00:00Z,Uganda National Entrepreneurship Development Institute,,,0,1,,Kampala,academic institution
Q2095012,Pilkington Ssengendo,1,1,birth_death_wd,Q5,Q6581097,,,,1942-01-01T00:00:00Z,,,,,0,1,male,,human
Q20962343,Juliet Chekwel,11,2,birth_death_wd|citizenship_wd,Q5,Q6581072,,,,1990-05-25T00:00:00Z,,Juliet Chekwel,Juliet Chekwel,Juliet Chekwel,208,1,female,,human
Q20965925,UMEME FC,3,1,country_wd,Q476028,,,,,,1972-01-01T00:00:00Z,,,,0,1,,,association football club
Q20981442,Shukri Conrad,3,1,citizenship_wd,Q5,Q6581097,,,,1967-04-02T00:00:00Z,,Shukri Conrad,,,0,1,male,,human
Q20982424,Kabulasoke,3,1,country_wd,Q486972,,Q3321637,0.1575,31.81166667,,,Kabulasoke,Kabulasoke,Kabulasoke,0,1,,Gomba District,human settlement
Q20982425,Kaiso,3,2,country_wd|keyword_title,Q486972,,Q1186535,1.53,30.96611111,,,"Kaiso, Uganda",Kaiso,"Kaiso, Uganda",0,1,,Hoima District,human settlement
Q20982441,Musita,3,1,country_wd,Q486972,,Q1364824,0.52777778,33.38472222,,,Musita,Musita,Musita,0,1,,Mayuge District,human settlement
Q20982443,Robert Odongkara,16,2,birth_death_wd|citizenship_wd,Q5,Q6581097,,,,1989-09-02T00:00:00Z,,Robert Odongkara,Robert Odongkara,Robert Odongkara,265,1,male,,human
Q20984515,Besueri Kiwanuka Lusse Mulondo,2,1,citizenship_wd,Q5,Q6581097,,,,1926-03-12T00:00:00Z,,Besueri Kiwanuka Lusse Mulondo,Besueri Kiwanuka Lusse Mulondo,,0,1,male,,human
Q20985719,Rose Rwakasisi,6,2,birth_death_wd|citizenship_wd,Q5,Q6581072,,,,1945-01-01T00:00:00Z,,Rose Rwakasisi,Rose Rwakasisi,,515,1,female,,human
Q20990753,list of defunct airlines in Uganda,1,1,keyword_title,Q13406463,,,,,,,List of defunct airlines in Uganda,,,0,0,,,Wikimedia list article
Q20994223,Nsambya FC,1,1,country_wd,Q847017,,,,,,,,,,0,1,,,sports club
Q20995279,Francisco Díaz Valladares,1,1,citizenship_wd,Q5,Q6581097,,,,1950-01-01T00:00:00Z,,,,,0,1,male,,human
Q210069,Milton Obote,66,2,birth_death_wd|citizenship_wd,Q5,Q6581097,,,,1925-12-28T00:00:00Z,,Milton Obote,Milton Obote,Milton Obote,112305,1,male,,human
Q21009168,,1,1,country_wd,Q13406463,,,,,,,,,,0,1,,,Wikimedia list article
Q21015738,Human Rights Network Uganda,2,1,keyword_title,Q79913,,,,,,1993-01-01T00:00:00Z,Human Rights Network Uganda,,,0,0,,,non-governmental organization
Q2102750,Polycarp Nyamuchoncho,3,1,citizenship_wd,Q5,Q6581097,,,,2000-01-01T00:00:00Z,,,,,0,1,male,,human
Q21032193,Wanyoto Lydia Mutende,10,2,birth_death_wd|citizenship_wd,Q5,Q6581072,,,,1974-01-01T00:00:00Z,,Lydia Wanyoto,Lydia Wanyoto Mutende,Lydia Wanyoto,2428,1,female,,human
Q21035644,Uganda national under-20 football team,7,2,country_wd|keyword_title,Q6979593,,,,,,,Uganda national under-20 football team,,,1291,1,,,national association football team
Q21062608,Andrew Rugasira,2,2,birth_death_wd|citizenship_wd,Q5,Q6581097,,,,,,Andrew Rugasira,Andrew Rugasira,,0,1,male,,human
Q21062725,Patrick Mutono,4,1,citizenship_wd,Q5,Q6581097,,,,1960-03-17T00:00:00Z,,Patrick Mutono,Patrick Mutono,Patrick Mutono,0,1,male,,human
Q21063718,Henry Malinga,2,1,citizenship_wd,Q5,Q6581097,,,,1979-04-04T00:00:00Z,,Henry Malinga,,,0,1,male,,human
Q21066327,Hamza Muwonge,4,2,birth_death_wd|citizenship_wd,Q5,Q6581097,,,,1982-11-06T00:00:00Z,,Hamza Muwonge,Hamza Muwonge,,0,1,male,,human
Q21067659,list of government ministries of Uganda,2,2,country_wd|keyword_title,Q13406463,,,,,,,List of government ministries of Uganda,List of government ministries of Uganda,,0,1,,,Wikimedia list article
Q21067734,list of tribes in Uganda,2,1,keyword_title,Q13406463,,,,,,,List of tribes in Uganda,,,0,0,,,Wikimedia list article
Q21067788,list of books from Uganda,1,1,keyword_title,Q13406463,,,,,,,List of books from Uganda,,,0,0,,,Wikimedia list article
Q21068182,list of roads in Uganda,3,1,keyword_title,Q13406463,,,,,,,List of roads in Uganda,Olukalala lw'enguudo mu Uganda,,0,0,,,Wikimedia list article
Q21094575,Atlas of Uganda,1,1,country_wd,Q21623879,,,,,,,,,,0,1,,,Wikimedia Commons atlas page
Q2110940,Prisons FC (Uganda),1,1,country_wd,Q847017,,,,,,,,,,0,1,,,sports club
Q21130799,Yasmin Shariff,7,2,birth_death_wd|citizenship_wd,Q5,Q6581072,,,,1956-01-01T00:00:00Z,,Yasmin Shariff,Yasmin Shariff,,278,1,female,,human
Q21178944,Uganda Electricity Transmission Company Limited,4,2,country_wd|keyword_title,Q270791,,,0.32027778,32.58680556,,2001-01-01T00:00:00Z,Uganda Electricity Transmission Company Limited,Kampuni evunaanyizibwa Ku By'okusaasaanya Amasanyalaze mu Uganda,,0,1,,,state-owned enterprise
Q2118246,Wildlife Conservation Society,14,1,keyword_title,Q163740,,Q60,,,,1895-01-01T00:00:00Z,Wildlife Conservation Society,,,8463,0,,New York City,nonprofit organization
Q2118355,Simon Kuper,18,1,birth_death_wd,Q5,Q6581097,,,,1969-10-15T00:00:00Z,,Simon Kuper,,,15479,1,male,,human
Q211970,Entebbe,61,2,country_wd|keyword_title,Q515,,Q976848,0.05,32.46,,,Entebbe,Entebbe,Entebbe,27362,1,,Wakiso District,city
Q21241047,Uganda at the 2015 World Aquatics Championships,2,2,country_wd|keyword_title,Q46135307,,,,,,,Uganda at the 2015 World Aquatics Championships,,,0,1,,,nation at sport competition
Q21285400,Mumbi Maina,9,1,language_wd,Q5,Q6581072,,,,1985-01-14T00:00:00Z,,Mumbi Maina,,Mumbi Maina,1037,0,female,,human
Q21285582,Joseph Kenneth Ssebaggala,5,1,citizenship_wd,Q5,Q6581097,,,,1983-01-01T00:00:00Z,,Joseph Kenneth Ssebaggala,Joseph Kenneth Ssebaggala,,141,1,male,,human
Q21390537,Ellinor Catherine Cunningham-van Someren,5,1,birth_death_wd,Q5,Q6581072,,,,1915-12-04T00:00:00Z,,Ellinor Catherine Cunningham van Someren,Ellinor Catherine Cunningham van Someren,,289,1,female,,human
Q2141024,Soroti,25,2,country_wd|keyword_title,Q515,,Q1091337,1.683333333,33.616666666,,,Soroti,Soroti,Soroti,2815,1,,Soroti District,city
Q21428434,Ghetto University,2,1,keyword_title,Q482994,,,,,,,Ghetto University,,,0,0,,,album
Q21455836,Said Adrus,7,2,birth_death_wd|citizenship_wd,Q5,Q6581097,,,,1958-01-01T00:00:00Z,,Said Adrus,Said Adrus,Said Andrus,212,1,male,,human
Q21473935,Uganda at the 2010 African Championships in Athletics,1,1,country_wd,Q46135307,,,,,,,,,,0,1,,,nation at sport competition
Q21487222,Uganda at the 2014 African Championships in Athletics,1,1,country_wd,Q46135307,,,,,,,,,,0,1,,,nation at sport competition
Q21487294,Uganda at the 2012 African Championships in Athletics,1,1,country_wd,Q46135307,,,,,,,,,,0,1,,,nation at sport competition
Q21487424,Uganda at the 2006 African Championships in Athletics,1,1,country_wd,Q46135307,,,,,,,,,,0,1,,,nation at sport competition
Q21487425,Uganda at the 2008 African Championships in Athletics,1,1,country_wd,Q46135307,,,,,,,,,,0,1,,,nation at sport competition
Q21487692,Uganda at the 1991 World Championships in Athletics,1,1,country_wd,Q35823051,,,,,,,,,,0,1,,,nation at the World Athletics Championships
Q21487693,Uganda at the 1997 World Championships in Athletics,1,1,country_wd,Q35823051,,,,,,,,,,0,1,,,nation at the World Athletics Championships
Q21505670,Rose Akol,10,2,birth_death_wd|citizenship_wd,Q5,Q6581072,,,,1964-11-27T00:00:00Z,,Rose Akol,Rose Akol,,399,1,female,,human
Q21511381,2014–15 Uganda Super League,4,2,country_wd|keyword_title,Q27020041,,,,,,,2014–15 Uganda Super League,,,0,1,,,sports season
Q21518474,Danny Keogh,9,2,birth_death_wd|citizenship_wd,Q5,Q6581097,,,,1948-03-03T00:00:00Z,,Danny Keogh,Danny Keogh,Danny Keogh,17971,1,male,,human
Q21520259,Kizito Keziron,5,2,birth_death_wd|citizenship_wd,Q5,Q6581097,,,,1997-01-17T00:00:00Z,,Kizito Keziron,Kizito Keziron,,521,1,male,,human
Q215347,Gottfried Lessing,8,1,birth_death_wd,Q5,Q6581097,,,,1914-12-14T00:00:00Z,,Gottfried Lessing,,,6971,1,male,,human
Q2158297,Robert Muhiirwa,11,1,citizenship_wd,Q5,Q6581097,,,,1958-10-23T00:00:00Z,,Robert Muhiirwa,Robert Muhiirwa,,410,1,male,,human
Q21603909,Charles Oboth Ofumbi,2,2,birth_death_wd|citizenship_wd,Q5,Q6581097,,,,1932-07-01T00:00:00Z,,Charles Oboth Ofumbi,Charles Oboth Ofumbi,,0,1,male,,human
Q21606718,Pumla Kisosonkole,10,1,citizenship_wd,Q5,Q6581072,,,,1911-01-01T00:00:00Z,,Pumla Kisosonkole,Pumla Kisosonkole,Pumla Kisosonkole,266,1,female,,human
Q21642673,Giovanni Kiyingi,3,1,citizenship_wd,Q5,Q6581097,,,,1991-06-03T00:00:00Z,,Giovanni Kiyingi,Giovanni Kiyingi,,0,1,male,,human
Q21642884,Richard Okia,4,2,birth_death_wd|citizenship_wd,Q5,Q6581097,,,,1983-06-26T00:00:00Z,,Richard Okia,,,0,1,male,,human
Q2169642,Pader,10,2,country_wd|keyword_title,Q486972,,Q1230035,2.881111111,33.086388888,,,"Pader, Uganda",,Pader,439,1,,Pader District,human settlement
Q2174978,Nebbi,14,1,country_wd,Q486972,,Q1375825,2.478055555,31.088888888,,,Nebbi,Nebbi,Nebbi,584,1,,Nebbi District,human settlement
Q21759,Winnie Byanyima,28,2,birth_death_wd|citizenship_wd,Q5,Q6581072,,,,1959-01-13T00:00:00Z,,Winnie Byanyima,Winnie Byanyima,Winnie Byanyima,7997,1,female,,human
Q21782698,R. J. Anderson,2,1,birth_death_wd,Q5,Q6581072,,,,1970-01-01T00:00:00Z,,R. J. Anderson,,,0,1,female,,human
Q2183668,Moyo District,21,1,country_wd,Q3539870,,Q2559686,3.433333333,31.566666666,,,Moyo District,Moyo (disitulikit),Wilaya ya Moyo,1531,1,,Northern Region,district of Uganda
Q2184364,Uganda Cup,8,2,country_wd|keyword_title,Q8463186|Q15991303,,,,,,1971-01-01T00:00:00Z,Uganda Cup,,,1701,1,,,"national association football cup, association football league"
Q21850199,Mubende–Kakumiro–Kibaale–Kagadi Road,1,1,country_wd,Q34442,,,0.77055556,31.08805556,,,Mubende–Kakumiro–Kibaale–Kagadi Road,,,0,1,,,road
Q2187095,Uganda People's Congress,14,2,country_wd|keyword_title,Q7278,,,,,,1960-01-01T00:00:00Z,Uganda People's Congress,Uganda People's Congress,,14590,1,,,political party
Q2193389,Moroto Town,14,2,country_wd|keyword_title,Q486972,,Q1375850,2.53,34.67,,,Moroto Town,,Moroto,1467,1,,Moroto District,human settlement
Q21970153,Riaz Mamdani,1,1,birth_death_wd,Q5,Q6581097,,,,,,Riaz Mamdani,,,0,1,male,,human
Q21974272,Bugungu Airstrip,2,1,country_wd,Q62447|Q94993988,,,2.20138889,31.55277778,,,Bugungu Airstrip,,,0,1,,,"aerodrome, commercial traffic aerodrome"
Q21974275,Chobe Safari Lodge Airport,3,1,country_wd,Q1248784|Q94993988,,,2.24027778,32.14166667,,,Chobe Safari Lodge Airport,,,0,1,,,"airport, commercial traffic aerodrome"
Q21974285,Ishasha River Camp Airport,3,1,country_wd,Q1248784,,,-0.61388889,29.66527778,,,Ishasha River Camp Airport,,,0,1,,,airport
Q21994173,Gomba County,1,1,country_wd,Q5177124,,Q3321637,0.16667,31.75,,,,,,0,1,,Gomba District,county of Uganda
Q21997857,Master Blaster,2,1,citizenship_wd,Q5,Q6581097,,,,1986-01-01T00:00:00Z,,Master Blaster (musician),Master Blaster,,0,1,male,,human
Q22005780,Suzan Kerunen,2,1,citizenship_wd,Q5,Q6581072,,,,1983-09-12T00:00:00Z,,Suzan Kerunen,Suzan Kerunen,,0,1,female,,human
Q22005842,Vincent Kirabo,5,2,birth_death_wd|citizenship_wd,Q5,Q6581097,,,,1955-10-01T00:00:00Z,,Vincent Kirabo,Vincent Kirabo,,358,1,male,,human
Q22007122,Bakireke Nambooze Betty,11,3,birth_death_wd|citizenship_wd|language_wd,Q5,Q6581072,,,,1969-07-13T00:00:00Z,,Betty Nambooze,Betty Nambooze,Betty Nambooze,2568,1,female,,human
Q22007123,Josephine Nambooze,13,2,birth_death_wd|citizenship_wd,Q5,Q6581072,,,,1930-01-01T00:00:00Z,,Josephine Nambooze,Josephine Nambooze omusajja omulala,,436,1,female,,human
Q22007181,Diana Nkesiga,2,2,birth_death_wd|citizenship_wd,Q5,Q6581072,,,,1960-01-01T00:00:00Z,,Diana Nkesiga,Diana Nkesiga,,0,1,female,,human
Q2202407,Catholic Church in Uganda,11,2,country_wd|keyword_title,Q13073773,,Q1036,,,,,Catholic Church in Uganda,,,2006,1,,Uganda,Catholic Church of an area
Q22026544,Bornfree Technologies Network,1,1,country_wd,,,,,,,,Bornfree Technologies Network,,,0,1,,,
Q2203142,Kapchorwa,12,1,country_wd,Q486972,,Q1229921,1.4,34.45,,,Kapchorwa,Kapchorwa,Kapchorwa,2058,1,,Kapchorwa District,human settlement
Q22031845,Uganda National Health Consumers' Organisation,1,2,country_wd|keyword_title,Q43229,,,,,,1999-01-01T00:00:00Z,Uganda National Health Consumers' Organisation,,,0,1,,,organization
Q22078804,Taiwan–Uganda relations,1,1,country_wd,Q15221623,,,,,,,,,,0,1,,,bilateral relation
Q22079934,Miss Earth Uganda,1,2,country_wd|keyword_title,Q58863414,,,,,,2014-01-01T00:00:00Z,Miss Earth Uganda,,,0,1,,,female beauty pageant
Q22080944,Uganda Road Sector Support Initiative,2,2,country_wd|keyword_title,Q43229,,,,,,2010-01-01T00:00:00Z,Uganda Road Sector Support Initiative,Uganda Road Sector Support Initiative,,0,1,,,organization
Q22082369,Bobi,3,2,country_wd|keyword_title,Q3957,,Q1028215,2.554444444,32.357777777,,,"Bobi, Uganda","Bobi, Yuganda","Bobi, Uganda",0,1,,Gulu District,town
Q22082370,Bukeerere,3,1,country_wd,Q486972,,Q1151066,0.4075,32.70194444,,,Bukeerere,Bukeerere,Bukeerere,0,1,,Mukono District,human settlement
Q22082371,Buwenda,3,1,country_wd,Q54050,,Q5002005,0.46666667,33.18333333,,,Buwenda,Buwenda,,0,1,,Busoga sub-region,hill
Q22082376,Elegu,5,1,country_wd,Q902814,,Q1375771,3.56638889,32.07055556,,2012-01-01T00:00:00Z,Elegu,Elegu,Elegu,648,1,,Amuru District,border city
Q22082379,Kamdini,2,1,country_wd,Q486972,,Q1318833,2.24638889,32.33111111,,,Kamdini,Kamdini,,0,1,,Oyam District,human settlement
Q22082380,Kazo,4,2,country_wd|keyword_title,Q486972,,Q2559188,-0.052778,30.756944,,,"Kazo, Uganda","Kazo, Yuganda",Kazo,0,1,,Western Region,human settlement
Q22082383,Kimwanyi,2,1,country_wd,Q486972,,Q966819,0.45333333,32.63472222,,,Kimwanyi,Kimwanyi,,0,1,,Kira Town,human settlement
Q22082384,Kisoga,2,2,country_wd|keyword_title,Q486972,,Q3321637,0.19861111,31.95027778,,,"Kisoga, Gomba","Kisoga, Gomba",,0,1,,Gomba District,human settlement
Q22082385,Kyanika,1,1,country_wd,Q902814,,Q580538,-1.33888889,29.73888889,,,Kyanika,,,0,1,,Kisoro District,border city
Q22082387,Lumino,3,2,country_wd|keyword_title,Q486972,,Q1229800,0.325,33.99583333,,,"Lumino, Uganda",,"Lumino, Uganda",0,1,,Busia District,human settlement
Q22082389,Majanji,4,1,country_wd,Q7630601,,Q1229800,0.25959,33.98929,,,Majanji,,,0,1,,Busia District,sub-county of Uganda
Q22082390,Masulita,5,1,country_wd,Q7630601,,,0.51222222,32.36638889,,,Masulita,,Masulita,579,1,,,sub-county of Uganda
Q22082396,Mutufu,1,1,country_wd,Q486972,,Q1375835,1.21666667,34.28333333,,,Mutufu,,,0,1,,Sironko District,human settlement
Q22082397,Muyembe,2,1,country_wd,Q486972,,Q1375835,1.30583333,34.28916667,,,Muyembe,Muyembe,,0,1,,Sironko District,human settlement
Q22082398,Nakaloke,3,1,country_wd,Q7630601,,Q1375835,1.13333333,34.13333333,,,Nakaloke,,,0,1,,Sironko District,sub-county of Uganda
Q22082400,Nyakahita,1,1,country_wd,Q486972,,Q4766092,,,,,Nyakahita,,,0,1,,Ankole sub-region,human settlement
Q22082401,Nyakayojo Division,1,1,country_wd,,,,,,,,Nyakayojo Division,,,0,1,,,
Q22082402,Nyamitanga Division,2,1,country_wd,Q110977362,,,-0.62639,30.65708,,,Nyamitanga Division,,,0,1,,,division of Uganda
Q22082407,Rubindi,2,1,country_wd,Q486972,,Q1091595,-0.36666667,30.61666667,,,Rubindi,Rubindi,,0,1,,Mbarara District,human settlement
Q22082408,Rwekunye,2,1,country_wd,Q486972,,Q3539116,1.71083333,32.02888889,,,Rwekunye,Rwekunye,,0,1,,Kiryandongo District,human settlement
Q22082409,Sanga Town,4,2,country_wd|keyword_title,Q486972,,Q1036,-0.49055556,30.99111111,,,"Sanga, Uganda",Sanga,"Sanga, Uganda",0,1,,Uganda,human settlement
Q22082416,Suam,2,2,country_wd|keyword_title,Q902814,,Q1375868,1.21722222,34.73222222,,,"Suam, Uganda","Suam, Yuganda",,0,1,,Bukwo District,border city
Q22082418,Tonya,2,2,country_wd|keyword_title,Q486972,,Q2559188,1.58361111,31.08305556,,,"Tonya, Uganda","Tonya, Yuganda",,0,1,,Western Region,human settlement
Q22082419,Villa Maria,2,2,country_wd|keyword_title,Q486972,,Q3321614,-0.22833333,31.74722222,,,"Villa Maria, Uganda","Villa Maria, Yuganda",,0,1,,Kalungu District,human settlement
Q22082420,Vurra,2,1,country_wd,Q902814,,Q4261446,2.88638889,30.87944444,,,Vurra,Vurra,,0,1,,West Nile sub-region,border city
Q22083689,Edith Nakiyingi,7,1,citizenship_wd,Q5,Q6581072,,,,1968-10-15T00:00:00Z,,Edith Nakiyingi,Edith Nakiyingi,Edith Nakiyingi,143,1,female,,human
Q22138769,Zika Forest,11,1,country_wd,Q4421,,,0.124166666,32.525555555,,,Zika Forest,,,1025,1,,,forest
Q22162720,Frank Kalanda,4,2,birth_death_wd|citizenship_wd,Q5,Q6581097,,,,1991-08-08T00:00:00Z,,Frank Kalanda,Frank Kalanda,,0,1,male,,human
Q221666,Mount Stanley,44,1,country_wd,Q1061151,,,0.385833333,29.871666666,,,Mount Stanley,,Mlima Stanley,18550,1,,,massif
Q2222461,Rothschild giraffe,26,1,keyword_title,Q16521,,,,,,,Rothschild's giraffe,,,21811,0,,,taxon
Q2224462,Sarah Nambawa,8,2,birth_death_wd|citizenship_wd,Q5,Q6581072,,,,1985-09-23T00:00:00Z,,Sarah Nambawa,Sarah Nambawa,,210,1,female,,human
Q2224549,White-bearded Greenbul,20,1,keyword_title,Q16521,,,,,,,White-bearded greenbul,,,145,0,,,taxon
Q22276503,2016 Ugandan general election,10,3,country_wd|keyword_title|part_of_wd,Q22341433,,,,,,,2016 Ugandan general election,,,5188,1,,,Ugandan general election
Q22277677,Daisy Ejang,5,1,citizenship_wd,Q5,Q6581072,,,,1986-01-01T00:00:00Z,,Daisy Ejang,Daisy Ejang,Daisy Ejang,144,1,female,,human
