qitem,label,sitelink_count,local_title,local_bytes,ref_bytes,views,completeness,is_stub
Q3866501,Vincent Kayizi,6,Vincent Kayizzi,2153,4314.0,286,49.9,False
Q17708809,Isaac Isinde,10,Isaac Isinde,4474,6780.0,285,66.0,False
Q16597238,Ronald Musagala,9,Ronald Musagala,4158,6693.0,283,62.1,False
Q116923278,Husina Kobugabe,5,Husina Kobugabe,12758,12510.0,281,102.0,False
Q42899070,Jolly Kaguhangire,5,Jolly Kaguhangire,3816,7206.0,281,53.0,False
Q106312357,Monicah Amoding,6,Monicah Amoding,8348,6906.0,280,120.9,False
Q16937429,Robert Ssentongo,6,Robert Ssentongo (omuzannyi w'omupiira),2476,6822.0,280,36.3,False
Q105966758,Zawedde Victorious,5,Victorious Zawedde,1090,4507.0,280,24.2,True
Q32538609,Rwakimari Beatrice,6,Beatrice Rwakimari,2751,4275.0,279,64.4,False
Q106401908,Apolot Christine,7,Christine Apolot,5715,4062.0,278,140.7,False
Q21130799,Yasmin Shariff,7,Yasmin Shariff,6691,5210.0,278,128.4,False
Q4877205,Beatrice Wabudeya,7,Beatrice Wabudeya,5557,9000.0,276,61.7,False
Q55615747,Katosi Water Works,6,Emirimu gy'amazzi e Katosi,463,14853.0,276,3.1,True
Q108861170,Charles Lukwago,6,Charles Lukwago,2068,3141.0,275,65.8,False
Q24572652,Kwiyucwiny Grace Freedom,6,Grace Kwiyucwiny,6553,5887.0,273,111.3,False
Q3897757,Patrick Ochan,6,Patrick Ochan (omuzannyi w'omupiira),5356,6680.0,273,80.2,False
Q35733633,Lake Mulehe,8,Lake Mulehe,4194,5684.0,272,73.8,False
Q10284512,Francis Nyangweso,7,Frank Nyangweso,6125,6685.0,271,91.6,False
Q16229798,Brian Majwega,7,Brian Majwega,529,3390.0,270,15.6,True
Q19665925,Leila Kayondo,6,Leila Kayondo,1253,4492.0,270,27.9,True
Q16146388,Allan Kyambadde,8,Allan Kyambadde,3807,6139.0,269,62.0,False
Q5645336,Hamis Kiiza,6,Hamis Kiiza,3383,4383.0,269,77.2,False
Q58003275,Evarlyne Buregyeya Asiimwe,6,Asiimwe Evarlyne Buregyeya,4704,5230.0,269,89.9,False
Q105944500,Florence Nambozo Wamala,6,Florence Nambozo Wamala,2347,4315.0,268,54.4,False
Q111551708,Tezira Jamwa,8,Tezira Jamwa,3271,5459.0,267,59.9,False
Q61052063,Nisha Kalema,11,Nisha Kalema,7349,10329.0,266,71.1,False
Q21606718,Pumla Kisosonkole,10,Pumla Kisosonkole,2521,4702.0,266,53.6,False
Q373266,Adrian Kivumbi Ddungu,8,Adrian Kivumbi Ddungu,3016,4507.0,266,66.9,False
Q20982443,Robert Odongkara,16,Robert Odongkara,2656,5055.0,265,52.5,False
Q16727413,Jackee Budesta Batanda,7,Jackee Budesta Batanda,16795,19230.0,264,87.3,False
Q105666074,Rosemary Nyakikongoro,8,Rosemary Nyakikongoro,3261,5506.0,263,59.2,False
Q44231567,Lillian Nakate,7,Lillian Nakate,5808,7324.0,262,79.3,False
Q105746321,Halid Lwaliwa,8,Halid Lwaliwa,3210,4363.0,260,73.6,False
Q4685863,Aduku,5,Aduku,146,4077.0,260,3.6,True
Q50346875,Sarah Waiswa,11,Sarah Waiswa,7393,8694.0,259,85.0,False
Q83611984,Margaret Sekaggya,9,Margaret Sekaggya,2305,4507.0,258,51.1,False
Q58414928,Allan Kateregga,6,Allan Kateregga,2125,5304.0,258,40.1,False
Q26243802,John Mikloth Magoola Luwuliza-Kirunda,5,John Mikloth Magoola Luwuliza-Kirunda,9896,12008.0,258,82.4,False
Q1681432,Jamila Lunkuse,8,Jamila Lunkuse,3256,5425.0,256,60.0,False
Q105906038,Avako Melsa Naima Gule,7,Naima Melsa Gule Avako,1437,2294.0,256,62.6,True
Q42866156,Etheldreda Nakimuli-Mpungu,14,Etheldreda Nakimuli-Mpungu,9753,21284.0,254,45.8,False
Q1771533,Bertrand Besigye,5,Bertrand Besigye,1104,1834.0,254,60.2,True
Q1065469,Charles Martin Wamika,9,Charles Martin Wamika,2803,7375.0,253,38.0,False
Q5110904,Christine Amongin Aporu,7,Christine Amongin Aporu,4316,5555.0,253,77.7,False
Q116547881,Beatrice Kiraso,5,Beatrice Kiraso,4657,6642.0,253,70.1,False
Q16745180,Beatrice Lamwaka,9,Beatrice Lamwaka,10879,13318.0,252,81.7,False
Q7368409,Rosemary Najjemba,6,Mariam Najjemba,6743,8346.0,252,80.8,False
Q105631664,Florence Kabugho,5,Florence Kabugho,3938,6431.0,249,61.2,False
Q6187188,Jessica Eriyo,7,Jessica Eriyo,5538,8673.0,248,63.9,False
Q4693003,Agnes Akiror,7,Agnes Akiror,5833,6225.0,247,93.7,False
Q16239027,Michael Kasaija,5,Micheal Kasaija,2469,4333.0,247,57.0,False
Q17003268,Barbara Birungi,9,Barbara Birungi,1849,4126.0,246,44.8,True
Q43235048,Florence Nsubuga,7,Florence Nsubuga,4169,7330.0,246,56.9,False
Q6264419,John Willis,6,John Wills,5074,4047.0,246,125.4,False
Q7933219,Violet Barungi,6,Violet Barungi,7647,10391.0,244,73.6,False
Q7383765,Rwimi,6,Rwimi,155,6239.0,243,2.5,True
Q111436289,Ruth Molly Lematia,5,Ruth Molly Lematia,3650,5493.0,243,66.4,False
Q16198140,Lukyamuzi Bashir,5,Lukyamuzi Bashir,1520,7295.0,243,20.8,True
Q47130307,James Makumbi,5,James Makumbi,2513,3445.0,242,72.9,False
Q5442939,Femrite,8,Femrite,10359,12802.0,241,80.9,False
Q111384398,Sugra Visram,6,Sugra Visram,4950,7334.0,241,67.5,False
Q111536223,Aisa Black Agaba,6,Aisa Black Agaba,3411,4169.0,241,81.8,False
Q715843,Kitahimbwa of Bunyoro,6,Kitahimbwa we Bunyoro,775,1305.0,241,59.4,True
Q37923032,Oyenbot,11,Oyenbot,8735,8589.0,239,101.7,False
Q111418134,Jane Frances Kuka,9,Jane Frances Kuka,5935,9004.0,239,65.9,False
Q107822187,Keiran Zziwa,5,Keiron Zziwa,2893,5189.0,239,55.8,False
Q16233036,Monica Jacobs Birwinyo,12,Monica Birwinyo,2017,6432.0,238,31.4,False
Q18683810,Judith Adong,5,Judith Adong,4901,6262.0,237,78.3,False
Q18045197,Barbara Ntambirweki,7,Barbara Ntambirweki,2776,5435.0,236,51.1,False
Q11299485,Kuldip Singh Bhogal,7,Kuldip Singh Bhogal,497,1656.0,235,30.0,True
Q280436,Victors FC,7,Kilaabu ya Victors FC,6323,6924.0,235,91.3,False
Q33103054,Nimisha Jayant Madhvani,5,Nimisha Madhvani,6606,30.0,235,22020.0,False
Q27063997,Assumpta Nnaggenda-Musana,10,Assumpta Nnaggenda-Musana,5560,9750.0,234,57.0,False
Q107711228,Prisca Chesang,7,Prisca Chesang,7308,7321.0,233,99.8,False
Q49846890,Jane Kiggundu,5,Jane Kiggundu,4775,7281.0,233,65.6,False
Q99681749,Aisha Kyomuhangi,8,Aisha Kyomuhangi,5346,7107.0,232,75.2,False
Q118398884,Godiva Akullo,8,Godiva Akullo,2162,3711.0,230,58.3,False
Q57825456,Nakayenze Connie Galiwango,6,Connie Galiwango Nakayenze,2840,6315.0,230,45.0,False
Q107688911,Kavuma Ssemujju,5,David Ssemujju,3276,3916.0,230,83.7,False
Q111353679,Victoria Kakoko Sebagereka,5,Victoria Kakoko Sebagereka,2208,7155.0,230,30.9,False
Q16146167,Janet Achola,8,Janet Achola,1032,1868.0,229,55.2,True
Q43267627,Joy Atim,8,Joy Atim,5814,5942.0,229,97.8,False
Q19207088,Lawrence Ogwang,6,Lawrence Ogwang,2173,3717.0,229,58.5,False
Q30458487,Proscovia Margaret Njuki,6,Proscovia Margaret Njuki,2998,4201.0,229,71.4,False
Q51337190,Varsha Nair,10,Varsha Nair,4827,5932.0,228,81.4,False
Q19508645,Caroline Kamya,8,Caroline Kamya,2047,7494.0,228,27.3,False
Q111946185,The Environmental Conservation Trust of Uganda,5,Environmental Conservation Trust of Uganda,4486,8088.0,228,55.5,False
Q84595639,Irene Sewankambo,6,Irene Sewankambo,6197,7766.0,227,79.8,False
Q9358766,Timothy Toroitich,12,Timothy Toroitich,1149,3035.0,226,37.9,True
Q24572755,Benna Namugwanya,6,Benna Namugwanya,6105,6953.0,226,87.8,False
Q1949171,Moses Kibet,7,Musa Kibet,2788,3864.0,224,72.2,False
Q6022529,Shadrach Odhiambo,6,Shadrach Odhiambo,1095,2037.0,224,53.8,True
Q137988692,Arinaitwe Jeniva,5,Jeniva Arinaitwe,3188,3298.0,224,96.7,False
Q113626201,Val Kalende,6,Val Kalende,6078,8679.0,223,70.0,False
Q20677143,Jemimah Sanyu,5,Jemimah Sanyu,8540,13811.0,223,61.8,False
Q18027848,Shafik Batambuze,9,Shafik Batambuze,1576,4074.0,222,38.7,True
Q7088025,Olivia Aya Nakitanda,6,Olivia Aya Nakitanda,2591,4655.0,222,55.7,False
Q106835848,Oliva Amani,7,Oliva Amani,8313,11312.0,220,73.5,False
Q105962720,JulietBashiishaAgasha,6,Juliet Bashiisha Agasha,3347,4843.0,219,69.1,False
Q16221363,Gilbert Kaburu,6,Gilbert Kaburu,2120,6552.0,216,32.4,False
Q109372005,Isma Mugulusi,8,Isma Mugulusi,3259,3891.0,215,83.8,False
Q36174745,Dorcus Ajok,8,Dorcus Ajok,3735,6647.0,215,56.2,False
Q9256514,Evelyn Adiru,9,Evelyn Adiru,2214,5033.0,214,44.0,False
Q111661101,Evelyn Acham,18,Evelyn Acham,2026,6724.0,213,30.1,False
Q5338069,Edigold Monday,8,Edigold Monday,3828,8049.0,213,47.6,False
Q21455836,Said Adrus,7,Said Adrus,10415,6771.0,212,153.8,False
Q104632155,Alexis Bbakka,5,Alexis Bbakka,2395,3669.0,212,65.3,False
Q24851770,Sarah Kanyike,7,Saala Khenyo,2719,6311.0,211,43.1,False
Q16736668,Alex Kakuba,10,Alex Kakuba,2893,5486.0,210,52.7,False
Q2224462,Sarah Nambawa,8,Sarah Nambawa,2232,4386.0,210,50.9,False
Q105627879,Nandagire Christine Ndiwalana,5,Nandagire Christine Ndiwalana,2372,4831.0,209,49.1,False
Q20962343,Juliet Chekwel,11,Juliet Chekwel,2116,6621.0,208,32.0,False
Q58042010,Margaret Baba Diri,9,Margaret Baba Diri,2845,5219.0,207,54.5,False
Q98078432,St. Mary's Stadium-Kitende,6,St. Mary's Stadium-Kitende,5040,8098.0,207,62.2,False
Q127688024,Belinda Chemutai,7,"Belinda Chemutai, omuwandiisi w’ebitabo",3885,4694.0,206,82.8,False
Q24852450,Sarah Kiguli,5,Sarah Kiguli,4434,5568.0,206,79.6,False
Q6317331,Justin Arop,7,"Justin Arop, omuwandiisi w’ebitabo",2833,3840.0,203,73.8,False
Q62481961,Jane Nabulindo Kwoba,7,Jane Nabulindo Kwoba,4075,6501.0,202,62.7,False
Q3569212,Wilson Busienei,6,Wilson Busienei,3142,4702.0,202,66.8,False
Q111333689,Diana Angwech,6,Diana Angwech,3495,4477.0,201,78.1,False
Q17402417,Patrick Etolu,5,Patrick Etolu,3831,7149.0,200,53.6,False
Q61820210,Jacqueline Musiitwa,6,Jacqueline Musiitwa,5907,5837.0,199,101.2,False
Q24705004,Bukungu,5,Bukungu,167,5308.0,199,3.1,True
Q111649859,Kayaga Baroda Watongola,7,Kayaga Baroda Watongola,5660,6135.0,198,92.3,False
Q100309454,Atuhaire Ambala,6,Atuhaire Ambala,3608,7170.0,198,50.3,False
Q16730087,Ivan Ntege,6,Ivan Ntege,2299,4290.0,198,53.6,False
Q24251159,Judy Obitre–Gama,5,Judy Obitre–Gama,2805,4570.0,198,61.4,False
Q42759362,Angelline Osegge,5,Angelline Osegge,4965,7930.0,198,62.6,False
Q105966150,Judith Peace Achan,8,Judith Peace Achan,1348,3823.0,197,35.3,True
Q83613987,Rita Aciro,9,Rita Aciro,3873,4860.0,196,79.7,False
Q871466,Roman Catholic Diocese of Lugazi,13,Essaza lyobukatuliki ely'eLugazi,2134,3856.0,194,55.3,False
Q57829968,Faith Alupo,9,Okukkiriza Alupo,5617,7449.0,194,75.4,False
Q121811294,Tom Dradriga,7,Tom Dradriga,5360,7067.0,194,75.8,False
Q16727764,Loyce Biira Bwambale,7,Loyce Biira Bwambale,2066,3066.0,194,67.4,False
Q20807037,Brandon Sebirumbi,6,Brandon Sebirumbi,6155,6650.0,193,92.6,False
Q46999139,Rose Kirumira,5,Rose Kirumira,9600,10896.0,193,88.1,False
Q26260174,Joshua Tibatemwa,7,Joshua Tibatemwa,4752,7478.0,191,63.5,False
Q105964879,Annet Nyakecho,6,Annet Nyakecho,7703,7283.0,189,105.8,False
Q115633121,Loice Chekwemoi,6,"Loice Chekwemoi, omuwandiisi w’ebitabo",4179,6103.0,189,68.5,False
Q6541516,Muhamed Kizito,6,Muhamed Kizito,845,1482.0,189,57.0,True
Q110977893,Sumaya Komuntale,5,Sumaya Komuntale,1330,2812.0,189,47.3,True
Q55433698,Janet Mbabazi,7,Janet Mbabazi,1504,4740.0,188,31.7,True
Q101085725,Abbas Kaijuka,5,Abbas Kaijuka,6075,7523.0,188,80.8,False
Q105759689,Dorcus Acen,8,Dorcus Acen,4449,5950.0,187,74.8,False
Q105962523,Rita Atukwasa,6,Rita Atukwasa,2849,4528.0,186,62.9,False
Q56875897,Ruth Doreen Mutebe,6,Ruth Doreen Mutebe,5142,6147.0,184,83.7,False
Q37122067,Emma Boona,8,Emma Boona,5573,7909.0,183,70.5,False
Q19667760,Evangeline Barongo,7,Evangeline Barongo,5061,9590.0,183,52.8,False
Q105955382,Rose Emma Cherukut,6,Rose Emma Cherukit,1424,4891.0,183,29.1,True
Q111081529,Christine Abia Bako,5,Bako Christine Abia,6120,6260.0,183,97.8,False
Q4831217,Ayeta Anne Wangusa,8,Ayeta Anne Wangusa,6048,7819.0,182,77.4,False
Q6213808,Joel Olwenyi,7,Joel Olwenyi,726,7329.0,182,9.9,True
Q42868219,Grace Tubwita,6,Grace Tubwita,3140,4958.0,182,63.3,False
Q28478781,Goretti Angolikin,6,Goretti Angolikin,3627,5064.0,181,71.6,False
Q7459446,Sezi Mbaguta,7,Sezi Mbaguta,3967,6021.0,180,65.9,False
Q16849141,Saidi Kyeyune,6,Saidi Kyeyune,2804,4691.0,180,59.8,False
Q203173,Mike Sserumaga,12,Mike Sserumaga,1582,3359.0,179,47.1,True
Q105966519,Agnes Acibu,7,Agnes Acibu,2719,3220.0,179,84.4,False
Q19666505,Mariam Nalubega,6,Mariam Nalubega,3180,4899.0,179,64.9,False
Q111317423,Rose Mwebaza,6,Rose Mwebaza,4535,8700.0,176,52.1,False
Q108117638,Goretti Masadde,5,Goretti Masadde,6746,5389.0,176,125.2,False
Q100449863,Grace Ndeezi,5,Grace Ndeezi,1082,7449.0,175,14.5,True
Q17308883,Tete Chelangat,7,Tete Chelangat,1997,2583.0,174,77.3,True
Q16733676,Francis Olaki,6,Francis Olaki,1355,4032.0,174,33.6,True
Q115631930,Titus Ssematimba,5,Titus Ssematimba,5247,5885.0,174,89.2,False
Q10514379,Manfred Kizito,7,Manfred Kizito,2508,2917.0,173,86.0,False
Q29019684,Philippa Namutebi Kabali-Kagwa,6,Philippa Namutebi Kabali-Kagwa,5739,7198.0,173,79.7,False
Q106263496,Christine Ayo Achen,5,Christine Ayo Achen,5552,5260.0,173,105.6,False
Q111179575,Eudia Kwizera,5,Kwizera Eudia,3961,5748.0,171,68.9,False
Q111162702,Victoria Namusisi,7,Victoria Nalongo Namusisi,4682,6411.0,168,73.0,False
Q124670638,Priscilla Abey,5,Priscilla Abey,1767,2667.0,168,66.3,True
Q126736976,Lake Kayumbu,5,Lake Kayumbu,1258,6715.0,168,18.7,True
Q11850584,Albert Edward Baharagate,11,Albert Edward Baharagate Akiiki,2122,7014.0,167,30.3,False
Q1452850,Frederick Drandua,9,Frederick Drandua,5183,5527.0,167,93.8,False
Q111014610,Barbara Kasekende,6,Barbara Kasekende,3505,5690.0,167,61.6,False
Q11833693,Rajinder Singh Sandhu,6,Rajinder Singh Sandhu,595,1711.0,167,34.8,True
Q17466332,Phillip Kiplimo,6,Phillip Kiplimo,1281,2489.0,167,51.5,True
Q4914566,Binyiny,6,Binyiny,139,3452.0,167,4.0,True
Q19609645,Lillian Aujo,7,Lillian Aujo,4088,7056.0,166,57.9,False
Q1677421,Jacob Araptany,11,Yakobo Araptany,1643,3264.0,165,50.3,True
Q18205099,Angella Emurwon,7,Angella Emurwon,2093,7694.0,165,27.2,False
Q2005711,Assani Bajope,7,Assani Bajope,2334,3009.0,165,77.6,False
Q62177117,Bernard Agele,6,Bernard Agele,4507,7181.0,165,62.8,False
Q348817,Alex Malinga,8,Alex Malinga,2651,2459.0,164,107.8,False
Q111512355,Prudence Ukkonika,6,Prudence Ukkonika,4063,6513.0,164,62.4,False
Q118436298,Lake Nakuwa Wetland system,5,Lake Nakuwa Wetland System,3290,6217.0,164,52.9,False
Q24851772,Judith Tukahirwa,5,Judith Tukahirwa,4014,6418.0,164,62.5,False
Q5045178,Caroline Okao Amali,7,Caroline Amali Okao,2888,5220.0,163,55.3,False
Q57828013,Lilly Adong,8,Lilly Adong,4030,3298.0,162,122.2,False
Q1700258,John Goville,7,John Goville,1565,2268.0,162,69.0,True
Q4670515,Abubaker Tabula,6,Abubaker Tabula,4789,5596.0,162,85.6,False
Q4997417,Bunamwaya Stadium,6,Bunamwaya Stadium,473,1314.0,161,36.0,True
Q5576477,Godfrey Kisitu,6,Godfrey Kisitu,686,1506.0,161,45.6,True
Q10514977,Simon Sserunkuma,5,Simon Sserunkuma,2495,4362.0,161,57.2,False
Q106095223,Agnes Namyalo,5,Agnes Namyalo,4480,5438.0,161,82.4,False
Q55433704,Rita Musamali,6,Rita Musamali,2654,4937.0,160,53.8,False
Q6404024,Kibingo,6,"Kibingo, Yuganda",129,6970.0,160,1.9,True
Q97155765,Catherine Apalat,9,Catherine Apalat,3828,4585.0,159,83.5,False
Q5591011,Grace Birungi,8,Grace Birungi,922,2200.0,159,41.9,True
Q111017137,Julia Clare Oyet,5,"Julia Clare Oyet, omuwandiisi w’ebitabo",4395,4526.0,159,97.1,False
Q11727987,John Siryakibbe,5,John Siryakibbe,3017,3276.0,159,92.1,False
Q4804789,Ashe Mukasa,7,Ashe Mukasa,3282,2547.0,158,128.9,False
Q111893822,William Amanzuru,6,William Leslie Amanzuru,4597,6603.0,158,69.6,False
Q3109754,Godfrey Kateregga,6,Godfrey Kateregga,1993,2736.0,157,72.8,True
Q17580312,Maud Kamatenesi Mugisha,8,Maud Kamatenesi Mugisha,4762,6020.0,156,79.1,False
Q105904450,Atuto Jacinta,6,Jacinta Atuto,2436,4020.0,156,60.6,False
Q61996991,Josephine Lalam,7,Josephine Joyce Lalam,1454,3869.0,155,37.6,True
Q4889051,Benjamin Musoke,5,Benjamin Musoke,3509,4480.0,155,78.3,False
Q1187467,Denis Kiwanuka Lote,9,Denis Kiwanuka Lote,733,6708.0,154,10.9,True
Q4790384,Ora River,8,Omugga Ora,765,1234.0,154,62.0,True
Q105956578,Driwaru Jennifer,5,Jennifer Driwaru,2445,4088.0,153,59.8,False
Q11784646,Mohamed Muruli,6,Mohamed Muruli,1459,2348.0,151,62.1,True
Q955373,Mike Okot,8,Mike Okot,2044,2642.0,150,77.4,False
Q105903344,Jennifer Ayoo,6,Jennifer Ayoo,2573,4079.0,150,63.1,False
Q9149387,Amarjit Singh Sandhu,6,Amarjit Singh Sandhu,600,1682.0,150,35.7,True
Q16234791,Martin Mpuga,5,Martin Mpuga,1823,3284.0,150,55.5,True
Q28474496,Jimmy Kidega,5,Jimmy Kidega,1087,3835.0,150,28.3,True
Q113960932,Caroline Adoch,8,Caroline Adoch,4119,4923.0,149,83.7,False
Q42701026,Josephine Okot,7,Josephine Okot,3470,6850.0,149,50.7,False
Q26268006,Nyakisi Adero,11,Nyakisi Adero,1182,2457.0,147,48.1,True
Q57825270,Molly Lanyero,7,Molly Lanyero,4384,5692.0,147,77.0,False
Q16868894,Adilang,6,Adilang,127,3582.0,147,3.5,True
Q7378868,Rukiya Chekamondo,7,Rukiya Chekamondo,4653,5610.0,146,82.9,False
Q7279324,Rachel Mayanja,6,Rachel Mayanja,4098,5094.0,146,80.4,False
Q9324189,Ruth Kyalisima,10,Ruth Kyalisima,836,2868.0,145,29.1,True
Q1503094,Geofrey Kusuro,10,Geofrey Kusuro,1291,3477.0,144,37.1,True
Q16223706,Jolly Katongole,6,Jolly Katongole,1608,2760.0,144,58.3,True
Q50376436,Bernard Muwanga,6,Bernard Muwanga,831,2767.0,144,30.0,True
Q20649220,George Stanley Nsamba,5,George Stanley Nsamba,11448,14810.0,144,77.3,False
Q22277677,Daisy Ejang,5,Daisy Ejang,1009,1446.0,144,69.8,True
Q101115022,Leila Nakabira,7,Leila Nakabira,5256,6669.0,143,78.8,False
Q22083689,Edith Nakiyingi,7,Edith Nakiyingi,5062,8706.0,143,58.1,False
Q124736459,Milly Nassolo,6,Milly Nassolo,4866,6662.0,143,73.0,False
Q63228590,Beatrice Byenkya,6,Omuyimbi Beatrice Byenkya,3058,4390.0,143,69.7,False
Q1463059,Ronald Serugo,5,Ronald Serugo,1325,1702.0,143,77.8,True
Q16574255,Malkit Singh Sondh,5,Malkit Singh Sondh,381,1583.0,143,24.1,True
Q1493731,Ganzi Mugula,6,Ganzi Mugula,838,1925.0,142,43.5,True
Q47816057,Maureen Nankya,6,Maureen Nankya,4301,4238.0,142,101.5,False
Q105760812,Resty Nanteza,5,Resty Nanteza,3943,3512.0,142,112.3,False
Q47014860,Betty Manyolo,8,Betty Manyolo,7714,8782.0,141,87.8,False
Q15630989,Shamim Bangi,7,Shamim Bangi,5366,8193.0,141,65.5,False
Q17305642,Deborah Asiimwe GKashugi,5,Asiimwe Deborah GKashugi,6470,7859.0,141,82.3,False
Q21285582,Joseph Kenneth Ssebaggala,5,Joseph Kenneth Ssebaggala,1519,3285.0,141,46.2,True
Q71184204,Judith Bakirya,12,Judith Bakirya,4659,5268.0,140,88.4,False
Q17335310,Abraham Munabi,6,Abraham Munabi,842,2060.0,140,40.9,True
Q65984578,Catheline Ndamira Atwakiire,9,Ndamira Catherine Atwikiire,1526,7560.0,138,20.2,True
Q6318331,Justine Bayigga,8,Justine Bayigga,1168,3244.0,137,36.0,True
Q111434407,Iriama Rose,5,Iriama Rose,4238,6744.0,137,62.8,False
Q124339531,Naleyo,5,Naleyo,2637,3303.0,137,79.8,False
Q111507048,Sarah Kiyingi Kyama,5,Sarah Kiyingi Musoke,4419,3476.0,134,127.1,False
Q16196528,Evelyn Kaabule,5,Evelyn Kaabule,4857,6390.0,134,76.0,False
Q43054185,Christine Nyangoma,5,Christine Nyangoma,3654,4241.0,134,86.2,False
Q19666776,Nakisanze Segawa,7,Nakisanze Segawa,5948,6723.0,133,88.5,False
Q1190129,Deogratias Muganwa Byabazaire,6,Deogratias Muganwa Byabazaire,2528,5795.0,133,43.6,False
Q55433689,Concy Aweko,6,Concy Aweko,3634,4876.0,133,74.5,False
Q6395592,Keturah Kamugasa,6,Keturah Kamugasa,638,2004.0,133,31.8,True
Q11813529,Patrick Lihanda,5,Patrick Lihanda,506,1575.0,133,32.1,True
Q16526852,Ajaip Singh Matharu,5,Ajaip Singh Matharu,856,1640.0,133,52.2,True
Q4790372,Nyagak River,9,River Nyagak,238,912.0,131,26.1,True
Q16222038,Laurence Sematimba,5,Laurence Sematimba,352,1914.0,131,18.4,True
Q1329153,Erasmus Desiderius Wandera,9,Erasmus Desiderius Wandera,2428,5269.0,130,46.1,False
Q48264226,Sarah Walusimbi,5,Sarah Walusimbi,2751,5693.0,130,48.3,False
Q11716780,James Odwori,5,James Odwori,498,2113.0,129,23.6,True
Q11716054,Jagdish Singh Kapoor,6,Jagdish Singh Kapoor,864,1680.0,128,51.4,True
Q105962932,Atyang Stella,5,Stella Atyang,815,2777.0,128,29.3,True
Q61440306,Frances Akello,6,Frances Akello,1601,2780.0,126,57.6,True
Q16560812,Jackson Kiprop,5,Jackson Kiprop,720,2071.0,126,34.8,True
Q19667662,Nyana Kakoma,6,Nyana Kakoma,5235,6587.0,125,79.5,False
Q42857831,Catherine Amusugut,5,Catherine Amusugut,3860,5808.0,125,66.5,False
Q9374829,William Galiwango,7,William Galiwango,510,1924.0,124,26.5,True
Q55433679,Kevin Awino,6,Kevin Awino,1185,4665.0,124,25.4,True
Q610256,Francis Ogola,6,Francis Ogola,1578,2266.0,124,69.6,True
Q105966644,Sarah Kayaki Netalisile,5,Sarah Kayaki Netalisile,1737,2868.0,124,60.6,True
Q36531298,Jean Baptiste Okello,5,Jean Baptiste Okello,725,2365.0,123,30.7,True
Q14944333,Patrick Edema,6,"Patrick Edema, omuwandiisi w’ebitabo",1146,3574.0,122,32.1,True
Q4726655,Alimansi Kadogo,6,Alimansi Kadogo,891,2542.0,122,35.1,True
Q5927695,Moses Kyeswa,6,Moses Kyeswa,1019,1632.0,122,62.4,True
Q111307347,Barumba Beatrice Rusaniya,5,Barumba Beatrice Rusaniya,2685,4090.0,122,65.6,False
Q51939713,Marie Solome Nassiwa,7,Marie Solome Nassiwa,2855,5538.0,121,51.6,False
Q43264869,Florence Mawejje,6,Florence Mawejje,4869,5591.0,121,87.1,False
Q1066117,Charles Ssekyaaya,5,Charles Ssekyaaya,282,5105.0,121,5.5,True
Q56948405,Agnes Nalwanga,6,Agnes Nalwanga,2408,4946.0,120,48.7,False
Q115944619,Andrew Kwemoi,5,Andrew Rotich Kwemoi,2022,4264.0,120,47.4,False
Q96802587,Alice Boase,6,Alice Boase,2911,3172.0,119,91.8,False
Q24885904,Geoffrey Ogwaro,6,Geoffrey Ogwaro,4218,5250.0,118,80.3,False
Q11813624,Paul Adiga,6,Paul Adriga,241,3675.0,117,6.6,True
Q43356759,Specioza Kimera Ndagire,6,Specioza Kimera Ndagire,1853,2677.0,117,69.2,True
Q105760249,Suzan Achola Engola,5,Susan Achola Engola,1518,2403.0,117,63.2,True
Q55433711,Stephanie Nampiina,6,Stephanie Nampiina,1248,3427.0,116,36.4,True
Q62099975,Loy Katali,6,Loy Katali,4452,3751.0,116,118.7,False
Q106312282,Lydia Chekwel,6,Lydia Chekwel,4410,5548.0,115,79.5,False
Q125965768,Jesca Ruth Ataa,6,Jesca Ruth Ataa,8014,5822.0,115,137.7,False
Q16821638,1977 Uganda National League,5,1977 Liigi y'eggwanga lya Uganda,140,5155.0,115,2.7,True
Q23772403,William Kamanyi,6,William Kamanyi,4466,5236.0,114,85.3,False
Q17306325,Damalie Nagitta-Musoke,8,Damalie Nagitta-Musoke,3954,6945.0,113,56.9,False
Q15631294,Margaret Nankabirwa,7,Margaret Nankabirwa,3545,6038.0,113,58.7,False
Q124675453,Evelyne Nakiyingi,5,Evelyne Nakiyingi,2023,2349.0,113,86.1,False
Q110982406,Lilian Mutuuzo,5,Lillian Mutuuzo,1748,3706.0,111,47.2,True
Q9142939,Ajit Singh Bhogal,6,Ajit Singh Bhogal,455,1616.0,110,28.2,True
Q111434932,Iriama Margaret,5,Iriama Margaret,3286,4414.0,110,74.4,False
Q111449795,Mpiima Dorothy Christine,6,Mpiima Dorothy Christine,3737,4351.0,109,85.9,False
Q24251127,Joel Otim,7,Joel Otim,1128,1396.0,106,80.8,True
Q100869668,Miriam Muwanga,5,Miriam Muwanga,3201,5872.0,106,54.5,False
Q37764671,Grace Buzu,7,Grace Buzu,625,3778.0,105,16.5,True
Q11771649,Matthias Ouma,6,Matthias Ouma,833,1753.0,104,47.5,True
Q27978724,Aisha Nakiyemba,6,Aisha Nakiyemba,4278,5835.0,104,73.3,False
Q6152819,Jane Suuto,9,Jane Suuto,414,1813.0,102,22.8,True
Q105759825,Betty Luoke Chelain,7,Betty Louke Chelain,1492,2761.0,102,54.0,True
