qitem,label,sitelink_count,local_title,local_bytes,ref_bytes,views,completeness,is_stub
Q26211023,Mc Norman,4,Mc Norman,5700,6727.0,0,84.7,False
Q28433206,Rwenzururu movement,4,Rwenzururu movement,7743,9192.0,0,84.2,False
Q27916309,Haruna Mawa,4,Haruna Mawa,773,1811.0,0,42.7,True
Q28223337,Ministry of Water and Environment,4,Minisitule y'amazzi n'obutonde bw'ensi (Uganda),5240,7637.0,0,68.6,False
Q27829078,Patricia Ojangole,4,Patricia Ojangole,3819,6050.0,0,63.1,False
Q28038485,Richard Tuwangye,4,Richard Tuwangye,9724,14379.0,0,67.6,False
Q2986564,Uganda Human Rights Commission,4,Akakiiko k’eddembe ly’obuntu mu Uganda,3029,5736.0,0,52.8,False
Q28470776,Grace Kigeni,4,Grace Kigeni,14506,13658.0,0,106.2,False
Q30323658,Jacklet Atuhaire,4,Jacklet Atuhaire,8186,8777.0,0,93.3,False
Q30150061,Richard Gafabusa,4,Richard Gafabusa,9547,8432.0,0,113.2,False
Q30262100,Uganda National Academy of Sciences,4,Uganda National Academy of Sciences,7490,10138.0,0,73.9,False
Q318253,Abed Bwanika,4,Abed Bwanika,5494,8363.0,0,65.7,False
Q30589023,City Oilers,4,City Oilers,9930,10661.0,0,93.1,False
Q30612388,James Odongo,4,James Odongo (munnabyamizanyo),242,1594.0,0,15.2,True
Q30899710,Jastine Ayebazibwe,4,Justine Ayebazibwe,1507,2753.0,0,54.7,True
Q3193685,Kasenyi,4,Kasenyi,129,7210.0,0,1.8,True
Q33830294,Avice Meya,4,Avice Meya,1097,3637.0,0,30.2,True
Q34621948,Charles Dramiga,4,Charles Dramiga,860,1919.0,0,44.8,True
Q368665,Gershom Sizomu,4,Gershom Sizomu,5416,7968.0,0,68.0,False
Q376642,Justice Forum,4,Justice Forum,4706,4569.0,0,103.0,False
Q4689708,African Bible College,4,African Bible College,3125,5484.0,0,57.0,False
Q38058865,Alfonse Owiny-Dollo,4,Alfonse Owiny-Dollo,6679,9577.0,0,69.7,False
Q42530235,Catherine Bamugemereire,4,Catherine Bamugemereire,6291,7966.0,0,79.0,False
Q41018363,Grania Rubomboras,4,Grania Rubomboras,5795,8696.0,0,66.6,False
Q41635650,Jorem Ochana,4,Jorem Ochana,502,1391.0,0,36.1,True
Q42889891,Olive Kazaarwe Mukwaya,4,Olive Kazaarwe Mukwaya,4384,5899.0,0,74.3,False
Q42860094,Pauline Irene Batebe,4,Pauline Irene Batebe,8659,13413.0,0,64.6,False
Q42853966,Proscovia Nabbanja,4,Proscovia Nabbanja,5316,6694.0,0,79.4,False
Q4663606,Abayita Ababiri,4,Abayita Ababiri,160,7973.0,0,2.0,True
Q4665890,Abdulla Nasur,4,"Abdulla Nasur, omusajja omulala",804,1605.0,0,50.1,True
Q4667114,Aberi Balya,4,Aberi Balya,1883,2404.0,0,78.3,True
Q4694091,agriculture in Uganda,4,Ebyobulimi mu Uganda,26331,30387.0,0,86.7,False
Q4641234,"The Buganda Agreement, 1955",4,Endagaano ya Buganda (1955) .,87864,87277.0,0,100.7,False
Q42971148,Florence Ndagire,4,"Florence Ndagire,",5423,6589.0,0,82.3,False
Q43549242,Philippa Ngaju Makobore,4,Philippa Ngaju Makabore,6098,8816.0,0,69.2,False
Q43384475,Victoria Walusansa,4,Victoria Walusansa,4415,7516.0,0,58.7,False
Q4717580,Alex Onzima,4,Alex Onzima,5915,6017.0,0,98.3,False
Q4730882,Allan Musoke,4,Allan Musoke,3649,6508.0,0,56.1,False
Q4799369,Arthur Kisenyi,4,Arthur Kisenyi,4091,4217.0,0,97.0,False
Q4799403,Arthur Kyobe,4,Arthur Kyobe,1817,5348.0,0,34.0,True
Q4800286,Arthur Simeon,4,Arthur Simeon,3141,3729.0,0,84.2,False
Q4810985,Aston Kajara,4,Aston Kajara,5652,5997.0,0,94.2,False
Q47530336,Mowzey Radio,4,Mowzey Radio,5292,9182.0,0,57.6,False
Q4856016,Bank of Africa,4,Bank of Africa,11945,12253.0,0,97.5,False
Q47367608,David Guwatudde,4,David Guwatudde,5349,12632.0,0,42.3,False
Q47531290,Olive Kigongo,4,Olive Kigongo,7592,10788.0,0,70.4,False
Q4964635,Brian Mayanja,4,Brian Mayanja,776,1103.0,0,70.4,True
Q4986802,Bukakata,4,Bukakkata,160,3548.0,0,4.5,True
Q5227877,Daudi Migereko,4,Daudi Migereko,4555,6755.0,0,67.4,False
Q51858052,Leo Adraa,4,Leo Adraa,2184,3488.0,0,62.6,False
Q51765147,Nataliey Bitature,4,Nataliey Bitature,6879,8367.0,0,82.2,False
Q4987192,Bulaimu Muwanga Kibirige,4,Bulaimu Muwanga Kibirige,8725,9038.0,0,96.5,False
Q5003662,Bwamiramira,4,Bwamiramira,147,6605.0,0,2.2,True
Q5003681,Bweyogerere,4,Bweyogerere,297,9460.0,0,3.1,True
Q5016995,Caesar Okhuti,4,Caesar Okhuti,5069,8798.0,0,57.6,False
Q5052840,Catherine Namono,4,Catherine Namono,4841,6154.0,0,78.7,False
Q5075388,Charles Bakkabulindi,4,Charles Bakkabulindi,3354,5971.0,0,56.2,False
Q5082949,Charles Tibingana,4,Charles Tibingana,1299,4819.0,0,27.0,True
Q5113215,Christopher Senyonjo,4,Christopher Senyonjo,27227,28071.0,0,97.0,False
Q5118438,Chwa I of Buganda,4,Chwa I owa Buganda,2663,3885.0,0,68.5,False
Q50378442,Shafiq Kagimu,4,Shafiq Kagimu,3461,8335.0,0,41.5,False
Q5055032,Cavendish University Uganda,4,Yunivasite ya Cavendish Uganda,7384,8588.0,0,86.0,False
Q5241838,Davis Arinaitwe,4,Davis Arinaitwe,1141,2947.0,0,38.7,True
Q50378462,Tom Masiko,4,Tom Masiko,537,2064.0,0,26.0,True
Q54632851,Badru Kiggundu,4,Badru Kiggundu,23768,8002.0,0,297.0,False
Q55365858,Brian Ahumuza,4,Brian Ahumuza,6097,7656.0,0,79.6,False
Q5496029,Fred Omach,4,Fred Omach,5351,7075.0,0,75.6,False
Q5496187,Ruhindi Fredrick,4,Fred Ruhindi,4652,6003.0,0,77.5,False
Q5528733,Gayaza High School,4,Gayaza High School,30502,29931.0,0,101.9,False
Q5555124,Ggaba,4,Ggaba,5803,7318.0,0,79.3,False
Q5555131,Ggulu,4,Ggulu,1889,2298.0,0,82.2,True
Q54874973,Ibrahim Abiriga,4,Ibrahim Abiriga,2476,8914.0,0,27.8,False
Q55433692,Saidati Kemigisha,4,Saidati Kemigisha,648,2566.0,0,25.3,True
Q55433715,Carol Namugenyi,4,Carol Namugenyi,836,2872.0,0,29.1,True
Q55433706,Franklin Najjumba,4,Franklin Najjumba,2338,3119.0,0,75.0,False
Q55433728,Mary Nalule,4,Mary Nalule,829,2733.0,0,30.3,True
Q5466362,football in Uganda,4,Omupiira mu Uganda,21538,22866.0,0,94.2,False
Q55433754,Prico Nakitende,4,Prico Nakitende,832,2478.0,0,33.6,True
Q54226438,Seanice Kacungira,4,Seanice Kacunga,789,4565.0,0,17.3,True
Q56065060,Evelyn Nabunya,4,Evelyn Nabunya,4720,5932.0,0,79.6,False
Q5679759,Hassan Mubiru,4,Hassan Mubiru,20033,18911.0,0,105.9,False
Q5702203,Helen Epstein,4,Helen Epstein (munnamawulire),12071,13013.0,0,92.8,False
Q55625253,Nile University of Uganda,4,Nile University of Uganda,5438,7379.0,0,73.7,False
Q58009325,A'Darius Pegues,4,A'Darius Pegues,2228,3832.0,0,58.1,False
Q57828421,Ajilo Elogu Maria Goretti,4,Ajilo Elogu Maria Goretti,1431,1610.0,0,88.9,True
Q57829630,Alum Santa Sandra Ogwang,4,Alum Sandra Ogwang Santa,4210,6796.0,0,61.9,False
Q58042319,Babirye Kityo Sarah,4,Breeze Sarah Babirye Kityo,7711,9718.0,0,79.3,False
Q56522611,Cornelia Sabiiti,4,Cornelia Sabiiti,3537,5862.0,0,60.3,False
Q58003644,Avur Jane Pacuto,4,Jane Avur Pacuto,2188,4951.0,0,44.2,False
Q57864764,Joshua Sikhu Okonya,4,Joshua Sikhu Okonya,13395,19375.0,0,69.1,False
Q56513342,Joyce Kavuma,4,Joyce Kavuma,5514,5653.0,0,97.5,False
Q57826830,Margaret Komuhangi,4,Margaret Komuhangi,5912,7183.0,0,82.3,False
Q58042467,Mary Babirye Kabanda,4,Mary Babirye Kabanda,2932,7180.0,0,40.8,False
Q56823703,Rebecca Mulira,4,Rebecca Mulira,2873,2839.0,0,101.2,False
Q57824490,Rosette Kajungu Mutambi,4,Rosette Kajungu Mutambi,4426,5268.0,0,84.0,False
Q57585556,Sabrina Kitaka,4,Sabrina Kitaka,3537,6330.0,0,55.9,False
Q57897111,Sam Mbulaiteye,4,Sam Mbulaiteye,2079,8232.0,0,25.3,False
Q56812360,Sarah Ssali,4,Sarah Ssali,5601,11867.0,0,47.2,False
Q57825185,Sheila Mwine Kabaije,4,Sheila Mwine Kabaije,2869,4360.0,0,65.8,False
Q58416630,Josephine Karungi,4,Josephine Karungi,2651,6681.0,0,39.7,False
Q58495007,Pius Adome,4,Pius Adome,1191,2493.0,0,47.8,True
Q56249960,Rhoda Wanyenze,4,Rhoda Wanyenze,8033,20642.0,0,38.9,False
Q58041487,Rose Atima Ayaka,4,Rose Atima Ayaka,6308,5436.0,0,116.0,False
Q6096678,Ivan Koreta,4,Ivan Koreta,9043,8675.0,0,104.2,False
Q6129213,James Baba,4,James Baba,9049,8071.0,0,112.1,False
Q6140150,James Munange Ogoola,4,James Munange Ogoola,10731,12914.0,0,83.1,False
Q6140434,James Nsaba Buturo,4,James Nsaba Buturo,3861,10484.0,0,36.8,False
Q6147735,Jamil Kasirye,4,"Jamil Kasirye, omusajja omulala",2972,2720.0,0,109.3,False
Q6211628,Joe Oloka-Onyango,4,Joe Oloka-Onyango,13559,24169.0,0,56.1,False
Q6224194,John Byabagambi,4,John Byabagambi,5437,6037.0,0,90.1,False
Q6228923,John Ddumba Ssentamu,4,John Ddumba Ssentamu,5957,6376.0,0,93.4,False
Q6250155,John Nasasira,4,John Nasasira,4437,5411.0,0,82.0,False
Q61008867,Anna Bitature Mugenyi,4,Anna Bitature Mugenyi,3721,4845.0,0,76.8,False
Q62076449,Barbie Itungo Kyagulanyi,4,Barbie Kyagulanyi,8431,8368.0,0,100.8,False
Q62520014,Faridah Bulega,4,Faridah Bulega,4568,5960.0,0,76.6,False
Q62480909,Julie Mukoda Zabwe,4,Julie Mukoda Zabwe,2302,3888.0,0,59.2,False
Q62016429,Rebbeca Mpagi,4,Rebecca Mpagi,4934,6785.0,0,72.7,False
Q62519498,Regina Mukiibi,4,Regina Mukiibi,1208,5196.0,0,23.2,True
Q62487344,Najjuma Sarah,4,Sarah Najjuma,3391,5614.0,0,60.4,False
Q62480234,Stella Namoe Nyomera,4,Stella Namoe Nyomera,5519,8582.0,0,64.3,False
Q62091852,Stephen Omony,4,Stephen Omony,1011,3431.0,0,29.5,True
Q61696432,Susan Lakot,4,Susan Lakot,5128,4897.0,0,104.7,False
Q62067646,Veronica Isala Eragu Bichetero,4,Veronica Isala Eragu Bichetero,2803,3577.0,0,78.4,False
Q62060614,Zaitun Driwaru,4,Zaitun Driwaru,4498,5313.0,0,84.7,False
Q6287007,James Simpson,4,James Simpson (Munnayuganda munnabyabufuzi),2018,3085.0,0,65.4,False
Q62129047,Jovah Kamateeka,4,Jovah Kamateeka,6299,7309.0,0,86.2,False
Q6309639,Julius Achon,4,Julius Achon,10101,13128.0,0,76.9,False
Q62129125,Noeline Kisembo Basemera,4,Noeline Kisembo Basemera,2442,4461.0,0,54.7,False
Q63100313,Olive Kobusingye,4,Olive Kobusingye,8228,10046.0,0,81.9,False
Q62100397,Oliver Katwesigye Koyekyenga,4,Oliver Katwesigye Koyekyenga,3651,7337.0,0,49.8,False
Q62129326,Mutonyi Rose Masaaba,4,Rose Mutonyi Masaaba,4011,5103.0,0,78.6,False
Q62697266,Vanessa Erogbogbo,4,"Vanessa Erogbogbo, omuwandiisi w’ebitabo",6193,7966.0,0,77.7,False
Q6404081,Kibuli Secondary School,4,Essomero lya Kibuli Sekendule,20922,22332.0,0,93.7,False
Q63831113,ISBAT University,4,ISBAT University,1088,9039.0,0,12.0,True
Q6346972,Otafiire Kahinda,4,Kahinda Otafiire,5093,9842.0,0,51.7,False
Q6359111,Kampala International School,4,Kampala International School,3989,4633.0,0,86.1,False
Q6404722,Kiddu Makubuya,4,Kiddu Makubuya,10048,7367.0,0,136.4,False
Q63135990,Julian Adyeri Omalla,4,Omuyimbi Julian Adyeri Omalla,6276,5741.0,0,109.3,False
Q6359123,Sheraton Kampala Hotel,4,Sheraton Kampala Hotel,4776,5612.0,0,85.1,False
Q64210812,Flavia Namakula,4,Flavia Namakula,4226,6892.0,0,61.3,False
Q6378433,Katuna,4,Katuna,176,17092.0,0,1.0,True
Q6398590,Kezia of Tooro,4,Kezia of Tooro,621,5132.0,0,12.1,True
Q6417691,Kitagata,4,"Kitagata, Yuganda",204,7759.0,0,2.6,True
Q6417816,Kitamilo,4,Kitamilo,130,5736.0,0,2.3,True
Q6427485,Kololo Senior Secondary School,4,Kololo Senior Secondary School,5684,4891.0,0,116.2,False
Q6450357,Kwete,4,Kwete,1858,2419.0,0,76.8,True
Q64009526,Tina Drazu,4,Tina Drazu,3611,6255.0,0,57.7,False
Q64009522,Vanita Kayiwa,4,Vanita Kayiwa,7343,7952.0,0,92.3,False
Q66685096,Edward Kalungi,4,Edward Kalungi,5025,6017.0,0,83.5,False
Q65494256,Eva Magala,4,Eva Magala,1987,2866.0,0,69.3,True
Q6504582,Lawrence Segawa,4,Lawrence Segawa,942,2319.0,0,40.6,True
Q65486221,Sarah Arapta,4,Sarah Arapta,2838,6341.0,0,44.8,False
Q6706613,Luzira Maximum Security Prison,4,Ekkomera ly'e Luzira,3938,6979.0,0,56.4,False
Q6687538,Louis Kasekende,4,Louis Kasekende,3560,6178.0,0,57.6,False
Q6739284,Makerere College School,4,Makerere College School,2772,11039.0,0,25.1,False
Q6782423,Masaka Secondary School,4,Masaka Secondary School,5510,5651.0,0,97.5,False
Q6700100,Rubirizi,4,Rubirizi,348,9526.0,0,3.7,True
Q66817359,Stephen Kaziimba,4,Stephen Kaziimba,7605,8899.0,0,85.5,False
Q6867037,Ministry of Foreign Affairs of the Republic of Uganda,4,Minisitule y'ensonga ez'ebweru mu Uganda,11539,11197.0,0,103.1,False
Q6915758,Moses Ebuk,4,Moses Ebuk,1797,5247.0,0,34.2,True
Q6932197,Mugisha Muntu,4,Mugisha Muntu,10250,10205.0,0,100.4,False
Q6960316,Nakasero Market,4,Nakasero Market,3335,3898.0,0,85.6,False
Q6963321,Nandikishore Patel,4,Nandikishore Patel,1039,3109.0,0,33.4,True
Q6987756,Nehal Bibodi,4,Nehal Bibodi,246,3604.0,0,6.8,True
Q6990732,Nelson Sewankambo,4,Nelson Sewankambo,6975,7729.0,0,90.2,False
Q7042657,Nkumba University,4,Nkumba University,8427,8849.0,0,95.2,False
Q67080169,Mukisa Robina Hope,4,Robina Hope Mukisa,3633,4378.0,0,83.0,False
Q67376249,Rubanda-Mayonza,4,Rubanda-Mayonza,2684,3297.0,0,81.4,False
Q6817018,Mengo,4,"Mengo, Uganda",7887,8408.0,0,93.8,False
Q6830161,Michael Ezra,4,Michael Ezra,6170,17677.0,0,34.9,False
Q7173111,Peter Byaruhanga,4,Peter Byaruhanga,2700,4905.0,0,55.0,False
Q7175509,Peter Lokeris,4,Peter Lokeris,7616,7146.0,0,106.6,False
Q7176053,Peter Nazareth,4,Peter Nazareth,10504,11794.0,0,89.1,False
Q7349692,Robert Serumaga,4,Robert Serumaga,7725,7768.0,0,99.4,False
Q7395791,Saba Saba,4,Saba Saba,8312,8391.0,0,99.1,False
Q71976585,Brenda Katwesigye,4,Brenda Katwesigye,6327,8371.0,0,75.6,False
Q7083109,Olara Otunnu,4,Olara Otunnu,9755,13539.0,0,72.1,False
Q7093636,Onegi Obel,4,Onegi Obel,3616,5120.0,0,70.6,False
Q7234414,Postnet Omony,4,Postnet Omony,267,2376.0,0,11.2,True
Q7299051,Raymond Otim,4,Raymond Otim,1717,4333.0,0,39.6,True
Q7324513,Richard Byarugaba,4,Richard Byarugaba,5024,8666.0,0,58.0,False
Q7407949,Sam Musenze,4,Sam Musenze,943,1627.0,0,58.0,True
Q7412588,Samuel Sejjaaka,4,Samuel Sejjaaka,10377,11624.0,0,89.3,False
Q7445952,Seeta,4,Seeta,194,3312.0,0,5.9,True
Q7518558,Simon D'Ujanga,4,Simon D'Ujanga,3840,5847.0,0,65.7,False
Q7518688,Simon Ejua,4,Simon Ejua,4686,5377.0,0,87.1,False
Q7608889,Stephen Chebrot,4,Stephen Chebrot,4422,5504.0,0,80.3,False
Q7610110,Stephen Nsereko,4,Stephen Nsereko,2239,4114.0,0,54.4,False
Q7877663,Uganda national netball team,4,Ttiimu ya Uganda eyokubaka,31765,32211.0,0,98.6,False
Q7877598,Uganda Green Party,4,Uganda Green Party,1281,2242.0,0,57.1,True
Q7877620,Uganda Pentecostal University,4,Uganda Pentecostal University,4027,4437.0,0,90.8,False
Q76778764,Diana Nabatanzi,4,Diana Nabatanzi,4369,4652.0,0,93.9,False
Q74192306,Goretti Nassanga,4,Goretti Nassanga,6654,5302.0,0,125.5,False
Q83613975,Simon Peter Kinobe,4,Simon Peter Kinobe,6632,10214.0,0,64.9,False
Q7807601,Timothy Wangusa,4,Timothy Wangusa,3231,4075.0,0,79.3,False
Q8023150,Wilson Muruuli Mukasa,4,Wilson Muruli Mukasa,6283,5818.0,0,108.0,False
Q9201397,Daniel Mulumba,4,Daniel Mulumba,1506,2403.0,0,62.7,True
Q9202628,David Jackson,4,David Jackson (Munnayuganda omukubi w’ebikonde),633,1415.0,0,44.7,True
Q77308962,Ekwaro Obuku,4,Ekwaro Obuku,6143,7240.0,0,84.8,False
Q9252924,Elly Kitamireke,4,Elly Kitamireke,804,1398.0,0,57.5,True
Q84335046,Fazila Ikwaput,4,Fazila Ikwaput,1859,6780.0,0,27.4,True
Q84348596,Geoffrey Wasswa,4,Geoffrey Wasswa,3713,4874.0,0,76.2,False
Q9267271,George Moraes,4,George Moraes,795,1534.0,0,51.8,True
Q9291377,Herbert Kajumba,4,Herbert Kajumba,381,1499.0,0,25.4,True
Q96474815,Anne Nasimiyu Wasike,4,Anne Nasimiyu Wasike,8273,11031.0,0,75.0,False
Q87451176,Benon Magezi,4,Benon Magezi,1223,6883.0,0,17.8,True
Q84702556,Denis Obua,4,Denis Obua,3900,9319.0,0,41.8,False
Q86212210,Doreen Nyanjura,4,Doreen Nyanjura,5105,6826.0,0,74.8,False
Q85250508,Faith Kakembo,4,Faith Kakembo,1937,6192.0,0,31.3,True
Q86846344,James Bukomeko,4,James Bukomeko,2457,3391.0,0,72.5,False
Q87349870,Johnson Twinomujuni,4,"Johnson Twinomujuni, omuwandiisi w’ebitabo",2644,6162.0,0,42.9,False
Q85020286,Maria G. N. Musoke,4,Maria Musoke,4740,8020.0,0,59.1,False
Q90139168,Naomi Kayondo,4,Naome Bagenda,3451,4892.0,0,70.5,False
Q86754228,Paul Masaba,4,Paul Masaba,1242,5562.0,0,22.3,True
Q88720647,Angella Musiimenta,4,Angela Musiimenta,1651,3267.0,0,50.5,True
Q88651719,Chukwuemeka Jude Diji,4,Chukwuemeka Jude Diji,4234,4703.0,0,90.0,False
Q89276979,Jane Frances Abodo,4,Jane Frances Abodo,5082,7587.0,0,67.0,False
Q95918194,Janet Grace Akech Okori-Moe,4,Janet Grace Akech Okori-Moe,3087,5040.0,0,61.2,False
Q90929827,Osoru Mourine,4,Mourine Osoru,3917,5947.0,0,65.9,False
Q90923330,Bigirwa Norah Nyendwoha,4,Norah Bigirwa-Nyendwoha,3543,4396.0,0,80.6,False
Q90927411,Baguma Spellanza Muhenda,4,Okuwandiika Baguma Muhenda,3241,6839.0,0,47.4,False
Q90920801,Rosemary Nauwat,4,Rosemary Nauwat,3149,3184.0,0,98.9,False
Q90914975,Safia Juuko Nalule,4,Safia Juuko Nalule,10162,7244.0,0,140.3,False
Q93491663,Sam Bagenda,4,Sam Bagenda,4872,6068.0,0,80.3,False
Q97744430,Natasha Shirazi,4,"Natasha Shirazi, omuwandiisi w’ebitabo",2095,7191.0,0,29.1,False
Q95746953,Wekomba Sarah Nambozo,4,Sarah Nambozo Wekomba,2869,3192.0,0,89.9,False
Q95478877,Sharifu Kiragga Tusuubira,4,Sharifu Kiragga Tusuubira,14765,15398.0,0,95.9,False
Q97499254,Abubakar Kasule,4,Abubakar Kasule,785,2285.0,0,34.4,True
Q96787826,Barbara Saben,4,Barbara Saben,2751,3544.0,0,77.6,False
Q96622977,Emily Maractho,4,Emily Maractho,7864,9866.0,0,79.7,False
Q96742223,Jacqueline Asiimwe,4,Jacqueline Asiimwe,8446,14275.0,0,59.2,False
Q96651595,Josephine Nabukenya,4,Josephine Nabukenya,5486,6025.0,0,91.1,False
Q98966453,Lawrence Sebalu,4,Lawrence Sebalu,4530,9541.0,0,47.5,False
Q96769674,Tayebwa Thomas,4,Thomas Tayebwa,10670,10453.0,0,102.1,False
Q105839727,Nyakato Asinansi,3,Asinansi Nyakato,2835,2957.0,0,95.9,False
Q106536169,Edward Kizza,3,Edward Kizza,12178,12623.0,0,96.5,False
Q105905593,Uganda Women Parliamentary Association,3,Ekibiina ekigatta abakyala mu Paalamenti ya Uganda,2409,5093.0,0,47.3,False
Q106452769,Birungi Carolyn Nanyondo,3,Nanyondo Birungi Carolyn,1909,2320.0,0,82.3,True
Q105807163,list of members of the eleventh Parliament of Uganda,3,Olukalala lw'abakiise b'olukiiko lw'eggwanga olw'ekkumi n'olumu olw'e Uganda,334,89871.0,0,0.4,True
Q105883328,Sauda Kauma,3,Sauda Kauma,3017,4966.0,0,60.8,False
Q106452785,Stella Kizza,3,Stella Kizza,3482,3198.0,0,108.9,False
Q105761146,Bebona Josephine Babungi,3,Babungi Josephine Bebona,6167,7568.0,0,81.5,False
Q100307846,BigTril,3,BigTril,1541,18300.0,0,8.4,True
Q100257515,Charles Oluka,3,Charles Oluka,4204,9768.0,0,43.0,False
Q105942699,Flavia Nabagabe Kalule,3,Flavia Nabagabe Kalule,4081,5409.0,0,75.4,False
Q105955350,Auma Kenny,3,Kenny Auma,2581,3834.0,0,67.3,False
Q105760454,Patrick Oboi Amuriat,3,Patrick Amuriat,4193,5218.0,0,80.4,False
Q101095774,Samuel Wambuzi,3,Samuel Wako Wambuzi,5682,10561.0,0,53.8,False
Q100287994,Shaban Opolot,3,Shaban Opolot,3447,7005.0,0,49.2,False
Q100172714,Yusuf Mukisa,3,Yusuf Mukisa,4387,5392.0,0,81.4,False
Q105956858,Asiimwe Florence Akiiki,3,Florence Akiiki Asiimwe,2199,3858.0,0,57.0,False
Q105963103,Nakazibwe Hope Grania,3,Hope Nakazibwe Grania,7183,6232.0,0,115.3,False
Q105956689,Juliet Kakande Nakabuye,3,Juliet Kakande Nakabuye,2408,3617.0,0,66.6,False
Q100173920,Lawrence Nduga,3,Lawrence Nduga,413,2854.0,0,14.5,True
Q105958498,Medius Kaharata Natukunda,3,Medius Kaharata Natukunda,1830,2774.0,0,66.0,True
Q105962427,Mukhaye Miriam,3,Miriam Mukhaye,2088,4335.0,0,48.2,False
Q102182713,Raphael Magyezi,3,Raphael Magyezi,4515,7176.0,0,62.9,False
Q105442136,Action for Development,3,Action for Development,4662,4701.0,0,99.2,False
Q106611291,Cathy Patra,3,Cathy Patra,3983,6869.0,0,58.0,False
Q105273154,Fox Odoi-Oywelowo,3,Fox Odoi-Oywelowo,6733,7988.0,0,84.3,False
Q106095789,Harriet Businge,3,Harriet Businge,4881,6345.0,0,76.9,False
Q106612689,Irene Linda Mugisha,3,Irene Linda Mugisha,3833,3725.0,0,102.9,False
Q105966714,Margret Okunga Makoha,3,Margret Okunga Makoha,1121,2182.0,0,51.4,True
Q106611197,Florence Tumuhairwe,3,Tumuheirwe Florence,4441,11046.0,0,40.2,False
Q106315112,Violet A. Akurut,3,Violet A. Akurut,4600,5684.0,0,80.9,False
Q111089868,Acen Rhoda,3,Acen Rhoda,3064,3275.0,0,93.6,False
Q107711205,Aminah Zawedde,3,Aminah Zawedde,8448,6967.0,0,121.3,False
Q107717839,Catherine Nanziri,3,Catherine Nanziri,624,3248.0,0,19.2,True
Q108114402,Davis Kamukama,3,Davis Kamukama,2307,4182.0,0,55.2,False
Q108083083,Elizabeth Kyazike,3,Elizabeth Kyazike,3628,4186.0,0,86.7,False
Q111050319,John Babiiha,3,John Babiiha,4768,5287.0,0,90.2,False
Q111178116,Kyokuhairwa Kyaka Viccy,3,Kyokuhairwa Kyaka Vicky,1824,3587.0,0,50.9,True
Q108336637,Moses Okot Jr,3,Moses Okot Jr,6153,6757.0,0,91.1,False
Q111049857,Lugoloobi Amos,3,Amos Lugoloobi,5893,6726.0,0,87.6,False
Q111091947,Margaret Angufiru,3,Angufiru Margaret,2097,3313.0,0,63.3,False
Q111023612,Asha Sonko,3,Asha Sonko,1274,2446.0,0,52.1,True
Q111082010,Babiiha Jane Alisemera,3,Babiiha Jane Alisemera,1627,1623.0,0,100.2,True
Q107453272,Betty Mpeka,3,Betty Mpeka,4926,6114.0,0,80.6,False
Q107119994,Denis Rukundo,3,Denis Rukundo,1759,3514.0,0,50.1,True
Q106936816,Ham Mukasa Museum,3,Ekaddiyizo lya Hamu Mukasa,7624,7005.0,0,108.8,False
Q107169463,Kiryowa Kiwanuka,3,Kiryowa Kiwanuka,5264,8960.0,0,58.8,False
Q108572466,Mildred Tuhaise,3,Mildred Tuhaise,5314,4712.0,0,112.8,False
Q108364967,Morris Ogenga Latigo,3,Morris Ogenga Latigo,2342,4571.0,0,51.2,False
Q107456695,Patrick Ogwang,3,Patrick Ogwang,8426,7699.0,0,109.4,False
Q107289275,Robina Ssentongo,3,Robina Sentongo,626,4906.0,0,12.8,True
Q108602397,Ronald Reagan Okumu,3,Ronald Reagan Okumu,3405,4368.0,0,78.0,False
Q106991171,Kabaka's Lake,3,Akayanja ka Kabaka.,3876,4112.0,0,94.3,False
Q110923779,Elizabeth Nalugemwa,3,Elizabeth Nalugemwa,7092,12351.0,0,57.4,False
Q109752034,Emmanuel Iyamulemye,3,Emmanuel lyamulemye,4095,6179.0,0,66.3,False
Q110884991,Evelyn Namara,3,Evelyn Namara,14800,14299.0,0,103.5,False
Q107548288,James Okello,3,James Okello,4759,6186.0,0,76.9,False
Q110999044,Judy Rugasira Kyanda,3,Judy Rugasira Kyanda,2756,4121.0,0,66.9,False
Q109536816,Kichwamba massacre,3,Kichwamba massacre,11719,3925.0,0,298.6,False
Q110608385,Ray G,3,Ray G,10624,13382.0,0,79.4,False
Q110915789,Sarah Kagingo,3,Sarah Kagingo,2599,4366.0,0,59.5,False
Q110980021,Shadia Nankya,3,Shadia Nankya,1315,6158.0,0,21.4,True
Q110982510,Viola Namuddu,3,Viola Namuddu,1105,2337.0,0,47.3,True
Q110971863,Yudaya Nakayenze,3,Yudaya Nakayenze,5690,7797.0,0,73.0,False
Q111422299,Acayo Christine Cwinya,3,Acayo Christine Cwinya,2199,3042.0,0,72.3,False
Q111418019,Auru Anne,3,Auru Anne,3170,4455.0,0,71.2,False
Q111383137,Grace Isingoma Byarugaba,3,Byarugaba Grace Isingoma,2807,2946.0,0,95.3,False
Q111439647,Nangoli Gerald,3,Gerald Nangoli,6142,10630.0,0,57.8,False
Q111383455,Florence Kintu,3,Kintu Florence,4000,5535.0,0,72.3,False
Q111349310,Joyce Kwebiha,3,Kwebiha Joyce,2397,3501.0,0,68.5,False
Q111441060,Nabulya Theopista Sssentongo,3,Nabulya Theopista Ssentongo,5669,7312.0,0,77.5,False
Q111372379,Namaganda Susan,3,Namaganda Susan,6678,8381.0,0,79.7,False
