qitem,label,en_title,sitelink_count,views,priority,type_labels,num_strategies,strategies
Q67080169,Mukisa Robina Hope,Robina Hope Mukisa,4,0,64.6,human,2,birth_death_wd|citizenship_wd
Q6727658,Madi-Okollo County,Madi-Okollo,4,0,64.6,county of Uganda,1,country_wd
Q6739284,Makerere College School,Makerere College School,4,0,64.6,school,1,country_wd
Q6741517,Malawi–Uganda relations,Malawi–Uganda relations,4,0,64.6,bilateral relation,2,country_wd|keyword_title
Q6754736,Maramagambo Forest,Maramagambo Forest,4,0,64.6,forest,1,country_wd
Q6782423,Masaka Secondary School,Masaka Secondary School,4,0,64.6,"school, boarding school",1,country_wd
Q6817018,Mengo,"Mengo, Uganda",4,0,64.6,neighborhood,2,country_wd|keyword_title
Q6830161,Michael Ezra,Michael Ezra,4,0,64.6,human,2,birth_death_wd|citizenship_wd
Q6867037,Ministry of Foreign Affairs of the Republic of Uganda,Ministry of Foreign Affairs (Uganda),4,0,64.6,"foreign affairs ministry, ministry of Uganda",3,country_wd|keyword_title|part_of_wd
Q6960316,Nakasero Market,Nakasero Market,4,0,64.6,"market, human-geographic territorial entity",1,country_wd
Q6963321,Nandikishore Patel,Nandikishore Patel,4,0,64.6,human,1,citizenship_wd
Q6979352,National Water and Sewerage Corporation,National Water and Sewerage Corporation,4,0,64.6,"public utility, business",1,country_wd
Q6987756,Nehal Bibodi,Nehal Bibodi,4,0,64.6,human,1,citizenship_wd
Q6990732,Nelson Sewankambo,Nelson Sewankambo,4,0,64.6,human,2,birth_death_wd|citizenship_wd
Q7042657,Nkumba University,Nkumba University,4,0,64.6,university,1,country_wd
Q7083109,Olara Otunnu,Olara Otunnu,4,0,64.6,human,1,citizenship_wd
Q7093636,Onegi Obel,Onegi Obel,4,0,64.6,human,1,citizenship_wd
Q7173111,Peter Byaruhanga,Peter Byaruhanga,4,0,64.6,human,2,birth_death_wd|citizenship_wd
Q7175509,Peter Lokeris,Peter Lokeris,4,0,64.6,human,2,birth_death_wd|citizenship_wd
Q7176053,Peter Nazareth,Peter Nazareth,4,0,64.6,human,2,birth_death_wd|citizenship_wd
Q71976585,Brenda Katwesigye,Brenda Katwesigye,4,0,64.6,human,1,citizenship_wd
Q7234414,Postnet Omony,Postnet Omony,4,0,64.6,human,2,birth_death_wd|citizenship_wd
Q7272863,Quorn Handley,Quorn Handley,4,0,64.6,human,1,birth_death_wd
Q7299051,Raymond Otim,Raymond Otim,4,0,64.6,human,2,birth_death_wd|citizenship_wd
Q7324513,Richard Byarugaba,Richard Byarugaba,4,0,64.6,human,2,birth_death_wd|citizenship_wd
Q7349692,Robert Serumaga,Robert Serumaga,4,0,64.6,human,2,birth_death_wd|citizenship_wd
Q7382331,Russia–Uganda relations,Russia–Uganda relations,4,0,64.6,bilateral relation,2,country_wd|keyword_title
Q7395791,Saba Saba,Saba Saba,4,0,64.6,human,2,birth_death_wd|citizenship_wd
Q7407949,Sam Musenze,Sam Musenze,4,0,64.6,human,2,birth_death_wd|citizenship_wd
Q7412588,Samuel Sejjaaka,Samuel Sejjaaka,4,0,64.6,human,2,birth_death_wd|citizenship_wd
Q7445952,Seeta,"Seeta, Uganda",4,0,64.6,human settlement,2,country_wd|keyword_title
Q7489660,Sharif Bogere,Sharif Bogere,4,0,64.6,human,2,birth_death_wd|citizenship_wd
Q7518558,Simon D'Ujanga,Simon D'Ujanga,4,0,64.6,human,2,birth_death_wd|citizenship_wd
Q7518688,Simon Ejua,Simon Ejua,4,0,64.6,human,2,birth_death_wd|citizenship_wd
Q7563661,Soroti University,Soroti University,4,0,64.6,university,1,country_wd
Q7608889,Stephen Chebrot,Stephen Chebrot,4,0,64.6,human,2,birth_death_wd|citizenship_wd
Q7610110,Stephen Nsereko,Stephen Nsereko,4,0,64.6,human,2,birth_death_wd|citizenship_wd
Q76778764,Diana Nabatanzi,Diana Nabatanzi,4,0,64.6,human,1,citizenship_wd
Q7703215,Terrafrica partnership,Terrafrica partnership,4,0,64.6,,1,country_wd
Q77308962,Ekwaro Obuku,Ekwaro Obuku,4,0,64.6,human,1,citizenship_wd
Q7807601,Timothy Wangusa,Timothy Wangusa,4,0,64.6,human,1,citizenship_wd
Q7877598,Uganda Green Party,Uganda Green Party,4,0,64.6,green party,2,country_wd|keyword_title
Q7877619,Uganda National Rescue Front,Uganda National Rescue Front,4,0,64.6,,2,country_wd|keyword_title
Q7877620,Uganda Pentecostal University,Uganda Pentecostal University,4,0,64.6,university,2,country_wd|keyword_title
Q7877634,Uganda Virus Research Institute,Uganda Virus Research Institute,4,0,64.6,research institute,2,country_wd|keyword_title
Q7877643,Uganda at the 1980 Winter Paralympics,Uganda at the 1980 Winter Paralympics,4,0,64.6,Paralympics delegation,2,country_wd|keyword_title
Q7877663,Uganda national netball team,Uganda national netball team,4,0,64.6,Q131785111,2,country_wd|keyword_title
Q7877674,Ugandan English,Ugandan English,4,0,64.6,dialect,2,country_wd|keyword_title
Q7877682,1961 Ugandan general election,1961 Ugandan general election,4,0,64.6,Ugandan general election,3,country_wd|keyword_title|part_of_wd
Q7877683,1962 Ugandan general election,1962 Ugandan general election,4,0,64.6,Ugandan general election,3,country_wd|keyword_title|part_of_wd
Q7877688,"Ugandan multi-party referendum, 2005",2005 Ugandan multi-party referendum,4,0,64.6,referendum,2,country_wd|keyword_title
Q7974756,Watoto Church,Watoto Church,4,0,64.6,church building,2,country_wd|keyword_title
Q8023150,Wilson Muruuli Mukasa,Wilson Muruli Mukasa,4,0,64.6,human,2,birth_death_wd|citizenship_wd
Q83613975,Simon Peter Kinobe,Simon Peter Kinobe,4,0,64.6,human,1,citizenship_wd
Q84348596,Geoffrey Wasswa,Geoffrey Wasswa,4,0,64.6,human,2,birth_death_wd|citizenship_wd
Q84702556,Denis Obua,Denis Obua (politician),4,0,64.6,human,2,birth_death_wd|citizenship_wd
Q84969744,Ugandan cricket team in Qatar in 2019–20,Ugandan cricket team in Qatar in 2019–20,4,0,64.6,,2,country_wd|keyword_title
Q85020286,Maria G. N. Musoke,Maria Musoke,4,0,64.6,human,1,citizenship_wd
Q85250508,Faith Kakembo,Faith Kakembo,4,0,64.6,human,1,birth_death_wd
Q85851550,Nyege Nyege,Nyege Nyege,4,0,64.6,"festival, party",1,country_wd
Q86212210,Doreen Nyanjura,Doreen Nyanjura,4,0,64.6,human,2,birth_death_wd|citizenship_wd
Q86754228,Paul Masaba,Paul Masaba,4,0,64.6,human,1,citizenship_wd
Q86846344,James Bukomeko,James Bukomeko,4,0,64.6,human,1,birth_death_wd
Q87349870,Johnson Twinomujuni,Johnson Twinomujuni,4,0,64.6,human,2,birth_death_wd|citizenship_wd
Q87451176,Benon Magezi,Benon Magezi,4,0,64.6,human,2,birth_death_wd|citizenship_wd
Q88651719,Chukwuemeka Jude Diji,Chukwuemeka Jude Diji,4,0,64.6,human,1,birth_death_wd
Q89276979,Jane Frances Abodo,Jane Frances Abodo,4,0,64.6,human,2,birth_death_wd|citizenship_wd
Q89410552,Michael Atingi-Ego,Michael Atingi-Ego,4,0,64.6,human,2,birth_death_wd|citizenship_wd
Q90139168,Naomi Kayondo,Naome Bagenda,4,0,64.6,human,1,citizenship_wd
Q90914975,Safia Juuko Nalule,Safia Juuko Nalule,4,0,64.6,human,2,birth_death_wd|citizenship_wd
Q90920801,Rosemary Nauwat,Rosemary Nauwat,4,0,64.6,human,2,birth_death_wd|citizenship_wd
Q90923330,Bigirwa Norah Nyendwoha,Norah Bigirwa-Nyendwoha,4,0,64.6,human,2,birth_death_wd|citizenship_wd
Q90927411,Baguma Spellanza Muhenda,Spellanza Baguma Muhenda,4,0,64.6,human,2,birth_death_wd|citizenship_wd
Q90929827,Osoru Mourine,Mourine Osoru,4,0,64.6,human,1,birth_death_wd
Q9201397,Daniel Mulumba,Daniel Mulumba,4,0,64.6,human,1,citizenship_wd
Q9202628,David Jackson,David Jackson (Ugandan boxer),4,0,64.6,human,3,birth_death_wd|citizenship_wd|keyword_title
Q9252924,Elly Kitamireke,Elly Kitamireke,4,0,64.6,human,1,citizenship_wd
Q9267271,George Moraes,George Moraes (field hockey),4,0,64.6,human,1,citizenship_wd
Q9291377,Herbert Kajumba,Herbert Kajumba,4,0,64.6,human,1,citizenship_wd
Q93491663,Sam Bagenda,Sam Bagenda,4,0,64.6,human,2,birth_death_wd|citizenship_wd
Q95478877,Sharifu Kiragga Tusuubira,Sharifu Kiragga Tusuubira,4,0,64.6,human,2,birth_death_wd|citizenship_wd
Q95746953,Wekomba Sarah Nambozo,Sarah Nambozo Wekomba,4,0,64.6,human,1,birth_death_wd
Q95918194,Janet Grace Akech Okori-Moe,Janet Grace Akech Okori-Moe,4,0,64.6,human,2,birth_death_wd|citizenship_wd
Q96370224,2020 East Africa floods,2020 East Africa floods,4,0,64.6,flood,1,country_wd
Q96377582,FUFA Women Super League,FUFA Women Super League,4,0,64.6,"association football league, recurring sporting event",2,country_wd|keyword_title
Q96474815,Anne Nasimiyu Wasike,Anne Nasimiyu Wasike,4,0,64.6,human,1,citizenship_wd
Q96742223,Jacqueline Asiimwe,Jacqueline Asiimwe,4,0,64.6,human,1,birth_death_wd
Q96769674,Tayebwa Thomas,Thomas Tayebwa,4,0,64.6,human,2,birth_death_wd|citizenship_wd
Q96787826,Barbara Saben,Barbara Saben,4,0,64.6,human,1,citizenship_wd
Q97499254,Abubakar Kasule,Abubakar Kasule,4,0,64.6,human,2,birth_death_wd|citizenship_wd
Q100172714,Yusuf Mukisa,Yusuf Mukisa,3,0,60.9,human,2,birth_death_wd|citizenship_wd
Q100173920,Lawrence Nduga,Lawrence Nduga,3,0,60.9,human,2,birth_death_wd|citizenship_wd
Q100257515,Charles Oluka,Charles Oluka,3,0,60.9,human,2,birth_death_wd|citizenship_wd
Q100287994,Shaban Opolot,Shaban Opolot,3,0,60.9,human,1,birth_death_wd
Q100307846,BigTril,BigTril,3,0,60.9,human,1,citizenship_wd
Q100884652,Dane Miller Jr.,Dane Miller Jr.,3,0,60.9,human,1,citizenship_wd
Q101095774,Samuel Wambuzi,Samuel Wako Wambuzi,3,0,60.9,human,2,birth_death_wd|citizenship_wd
Q102182713,Raphael Magyezi,Raphael Magyezi,3,0,60.9,human,1,citizenship_wd
Q104037541,Kalaki District,Kalaki District,3,0,60.9,district of Uganda,1,country_wd
Q104857551,Mahathi Fuel Transport and Storage Depot,Mahathi Fuel Transport and Storage Depot,3,0,60.9,,1,country_wd
Q104858222,Arua Hill Sports Club,Arua Hill S.C.,3,0,60.9,"association football club, sports organization",1,country_wd
Q104869924,Arube uprising,Arube uprising,3,0,60.9,attempted coup d'état,2,country_wd|keyword_title
Q10490978,Joseph Fotso,Joseph Fotso,3,0,60.9,human,2,birth_death_wd|citizenship_wd
Q105038407,Operation Dada Idi,Operation Dada Idi,3,0,60.9,military operation,1,country_wd
Q105038459,Uganda–Yugoslavia relations,Uganda–Yugoslavia relations,3,0,60.9,bilateral relation,2,country_wd|keyword_title
Q105273154,Fox Odoi-Oywelowo,Fox Odoi-Oywelowo,3,0,60.9,human,1,citizenship_wd
Q105442136,Action for Development,Action for Development,3,0,60.9,"non-governmental organization, women's organization",1,country_wd
Q105760454,Patrick Oboi Amuriat,Patrick Amuriat,3,0,60.9,human,2,birth_death_wd|citizenship_wd
Q105761146,Bebona Josephine Babungi,Babungi Josephine Bebona,3,0,60.9,human,2,birth_death_wd|citizenship_wd
Q105839727,Nyakato Asinansi,Asinansi Nyakato,3,0,60.9,human,2,birth_death_wd|citizenship_wd
Q105883328,Sauda Kauma,Sauda Kauma,3,0,60.9,human,2,birth_death_wd|citizenship_wd
Q105905593,Uganda Women Parliamentary Association,Uganda Women Parliamentary Association,3,0,60.9,parliamentary group,2,country_wd|keyword_title
Q105942699,Flavia Nabagabe Kalule,Flavia Nabagabe Kalule,3,0,60.9,human,1,citizenship_wd
Q105955350,Auma Kenny,Kenny Auma,3,0,60.9,human,2,birth_death_wd|citizenship_wd
Q105956689,Juliet Kakande Nakabuye,Juliet Kakande Nakabuye,3,0,60.9,human,1,citizenship_wd
Q105956858,Asiimwe Florence Akiiki,Florence Akiiki Asiimwe,3,0,60.9,human,2,birth_death_wd|citizenship_wd
Q105958498,Medius Kaharata Natukunda,Medius Kaharata Natukunda,3,0,60.9,human,2,birth_death_wd|citizenship_wd
Q105962427,Mukhaye Miriam,Miriam Mukhaye,3,0,60.9,human,2,birth_death_wd|citizenship_wd
Q105963103,Nakazibwe Hope Grania,Hope Nakazibwe Grania,3,0,60.9,human,2,birth_death_wd|citizenship_wd
Q105966714,Margret Okunga Makoha,Margret Okunga Makoha,3,0,60.9,human,2,birth_death_wd|citizenship_wd
Q106095789,Harriet Businge,Harriet Businge,3,0,60.9,human,2,birth_death_wd|citizenship_wd
Q106315112,Violet A. Akurut,Violet A. Akurut,3,0,60.9,human,1,citizenship_wd
Q106424937,Sylvia Cheptoris,Sylvia Cheptoris,3,0,60.9,human,1,citizenship_wd
Q106452769,Birungi Carolyn Nanyondo,Nanyondo Birungi Carolyn,3,0,60.9,human,3,birth_death_wd|citizenship_wd|language_wd
Q106452785,Stella Kizza,Stella Kizza,3,0,60.9,human,1,citizenship_wd
Q106536169,Edward Kizza,Edward Kizza,3,0,60.9,human,2,birth_death_wd|citizenship_wd
Q106611197,Florence Tumuhairwe,Tumuheirwe Florence,3,0,60.9,human,2,birth_death_wd|citizenship_wd
Q106611291,Cathy Patra,Cathy Patra,3,0,60.9,human,1,citizenship_wd
Q106612689,Irene Linda Mugisha,Irene Linda Mugisha,3,0,60.9,human,2,birth_death_wd|citizenship_wd
Q10686009,"Embassy of Sweden, Kampala",,3,0,60.9,embassy,2,country_wd|part_of_wd
Q106936816,Ham Mukasa Museum,Ham Mukasa Museum,3,0,60.9,museum,1,country_wd
Q106991171,Kabaka's Lake,Kabaka's Lake,3,0,60.9,"heritage site, artificial lake",1,country_wd
Q107119994,Denis Rukundo,Denis Rukundo,3,0,60.9,human,1,birth_death_wd
Q107169463,Kiryowa Kiwanuka,Kiryowa Kiwanuka,3,0,60.9,human,1,citizenship_wd
Q107289275,Robina Ssentongo,Robina Sentongo,3,0,60.9,human,1,citizenship_wd
Q107359923,Iddi Basajjabalaba Memorial Library,The Iddi Basajjabalaba Memorial Library,3,0,60.9,academic library,1,country_wd
Q107453272,Betty Mpeka,Betty Mpeka,3,0,60.9,human,2,birth_death_wd|citizenship_wd
Q107456695,Patrick Ogwang,Patrick Ogwang,3,0,60.9,human,1,citizenship_wd
Q107548288,James Okello,James Okello,3,0,60.9,human,2,birth_death_wd|citizenship_wd
Q107711205,Aminah Zawedde,Aminah Zawedde,3,0,60.9,human,2,citizenship_wd|language_wd
Q107717839,Catherine Nanziri,Catherine Nanziri,3,0,60.9,human,1,birth_death_wd
Q108114402,Davis Kamukama,Davis Kamukama,3,0,60.9,human,1,citizenship_wd
Q108314425,Grace Muliisa,Grace Muliisa,3,0,60.9,human,1,citizenship_wd
Q108336637,Moses Okot Jr,Moses Okot Jr,3,0,60.9,human,2,birth_death_wd|citizenship_wd
Q108364967,Morris Ogenga Latigo,Morris Ogenga Latigo,3,0,60.9,human,2,birth_death_wd|citizenship_wd
Q108602397,Ronald Reagan Okumu,Ronald Reagan Okumu,3,0,60.9,human,1,citizenship_wd
Q10874237,ambassador of China to Uganda,List of ambassadors of China to Uganda,3,0,60.9,position,3,country_wd|keyword_title|part_of_wd
Q108899143,Isingiro Water Supply and Sanitation Project,Isingiro Water Supply and Sanitation Project,3,0,60.9,,1,country_wd
Q109058900,Former Uganda National Army,Former Uganda National Army,3,0,60.9,guerrilla organization,2,country_wd|keyword_title
Q109529927,Suzan Mweheire Kitariko,Suzan Mweheire Kitariko,3,0,60.9,human,1,citizenship_wd
Q109536816,Kichwamba massacre,Kichwamba massacre,3,0,60.9,massacre,1,country_wd
Q109546702,Uganda at the African Games,Uganda at the African Games,3,0,60.9,nation at sport competition,2,country_wd|keyword_title
Q109752034,Emmanuel Iyamulemye,Emmanuel Iyamulemye,3,0,60.9,human,1,citizenship_wd
Q110538780,Sylvia Jagwe Owachi,Sylvia Jagwe Owachi,3,0,60.9,human,1,citizenship_wd
Q110608385,Ray G,Ray G,3,0,60.9,human,1,citizenship_wd
Q110884991,Evelyn Namara,Evelyn Namara,3,0,60.9,human,1,citizenship_wd
Q110915789,Sarah Kagingo,Sarah Kagingo,3,0,60.9,human,1,birth_death_wd
Q110982815,Nectarios Kabuye,,3,0,60.9,human,2,birth_death_wd|citizenship_wd
Q110999044,Judy Rugasira Kyanda,Judy Rugasira Kyanda,3,0,60.9,human,1,citizenship_wd
Q111082010,Babiiha Jane Alisemera,Babiiha Jane Alisemera,3,0,60.9,human,1,citizenship_wd
Q111089868,Acen Rhoda,Acen Rhoda,3,0,60.9,human,1,citizenship_wd
Q111091947,Margaret Angufiru,Angufiru Margaret,3,0,60.9,human,1,citizenship_wd
Q111178116,Kyokuhairwa Kyaka Viccy,Kyokuhairwa Kyaka Vicky,3,0,60.9,human,1,citizenship_wd
Q111292264,Ruth Tuma,Ruth Tuma,3,0,60.9,human,1,citizenship_wd
Q111293047,Jacqueline Kyatuheire,Jacqueline Kyatuheire,3,0,60.9,human,2,birth_death_wd|citizenship_wd
Q111322940,Kaboyo Alice,Alice Kaboyo,3,0,60.9,human,1,citizenship_wd
Q111335873,Nvumetta Ruth Kavuma,Nvumetta Ruth Kavuma,3,0,60.9,human,1,citizenship_wd
Q111349310,Joyce Kwebiha,Kwebiha Joyce,3,0,60.9,human,1,citizenship_wd
Q111372379,Namaganda Susan,Namaganda Susan,3,0,60.9,human,2,birth_death_wd|citizenship_wd
Q111383137,Grace Isingoma Byarugaba,Byarugaba Grace Isingoma,3,0,60.9,human,1,citizenship_wd
Q111383455,Florence Kintu,Kintu Florence,3,0,60.9,human,1,citizenship_wd
Q111418019,Auru Anne,Auru Anne,3,0,60.9,human,1,citizenship_wd
Q111422299,Acayo Christine Cwinya,Acayo Christine Cwinya,3,0,60.9,human,1,citizenship_wd
Q111439647,Nangoli Gerald,Gerald Nangoli,3,0,60.9,human,2,birth_death_wd|citizenship_wd
Q111441060,Nabulya Theopista Sssentongo,Nabulya Theopista Ssentongo,3,0,60.9,human,1,citizenship_wd
Q111462677,Joy Ruth Acheng,Joy Ruth Acheng,3,0,60.9,human,1,citizenship_wd
Q111524978,Busingye Peninah Kabingani,Busingye Peninah Kabingani,3,0,60.9,human,1,citizenship_wd
Q111530450,Winnie Nwagi,Winnie Nwagi,3,0,60.9,human,3,birth_death_wd|citizenship_wd|language_wd
Q111540606,Winifred Kiryabwire,Winifred Kiryabwire,3,0,60.9,human,1,citizenship_wd
Q111685296,Zambaali Bulasio Mukasa,Bulasio Mukasa,3,0,60.9,human,2,birth_death_wd|citizenship_wd
Q111700178,Juliet Sekabunga,Juliet Sekabunga Nalwanga,3,0,60.9,human,1,citizenship_wd
Q111843572,Lawrence Kasadha,Lawrence Kasadha,3,0,60.9,human,1,citizenship_wd
Q111924939,Uganda Railway Museum,Uganda Railway Museum,3,0,60.9,"museum, railway museum",2,country_wd|keyword_title
Q111943001,Uganda at the 2022 Commonwealth Games,Uganda at the 2022 Commonwealth Games,3,0,60.9,nation at sport competition,2,country_wd|keyword_title
Q111948204,Masaka–Mbarara Water Supply and Sanitation Project,Masaka–Mbarara Water Supply and Sanitation Project,3,0,60.9,,1,country_wd
Q112078133,Uganda Wildlife Conservation Education Center,Uganda Wildlife Conservation Education Centre,3,0,60.9,"zoo, Conservation Education Centre",2,country_wd|keyword_title
Q112124781,Uganda Forestry Working Group,Uganda Forestry Working Group,3,0,60.9,organization,2,country_wd|keyword_title
Q112317778,Janat Chemusto,Janat Chemusto,3,0,60.9,human,1,citizenship_wd
Q112648868,Rukungiri Water Supply and Sanitation Project,Rukungiri Water Supply and Sanitation Project,3,0,60.9,,1,country_wd
Q113549921,Flavia Senkubuge,Flavia Senkubuge,3,0,60.9,human,1,birth_death_wd
Q113840926,She Corporate Football Club,She Corporate FC,3,0,60.9,association football club,1,country_wd
Q114263461,Busega Martyrs Memorial,Busega Martyrs Memorial,3,0,60.9,"heritage site, church building, monument",1,country_wd
Q114554350,Fort Lugard,Fort Lugard,3,0,60.9,"museum, fort",2,country_wd|keyword_title
Q115941035,Bathsheba Okwenje,Bathsheba Okwenje,3,0,60.9,human,1,citizenship_wd
Q116603765,Aguti Sarah,Sarah Aguti Nyangkori,3,0,60.9,human,2,birth_death_wd|citizenship_wd
Q116890347,Lawrence Lorot,,3,0,60.9,human,2,birth_death_wd|citizenship_wd
Q116911283,Annet Chemengich Chelangat,,3,0,60.9,human,1,citizenship_wd
Q117265856,"Anti-Homosexuality Bill, 2023","Anti-Homosexuality Act, 2023",3,0,60.9,act of parliament,3,country_wd|keyword_title|part_of_wd
Q11727172,Jildo Irwa,,3,0,60.9,human,1,birth_death_wd
Q11727920,John Kyazze,John Kyazze,3,0,60.9,human,1,citizenship_wd
Q117476533,Joram Muzira,Joram Muzira,3,0,60.9,human,1,citizenship_wd
Q118365777,Sandra Aceng,Sandra Aceng,3,0,60.9,human,1,citizenship_wd
Q118411924,Tom Okia Okurut,Tom Okurut,3,0,60.9,human,2,birth_death_wd|citizenship_wd
Q119149376,Aruu Falls,Aruu Falls,3,0,60.9,waterfall,1,country_wd
Q119396766,Paul Kato Lubwama,Kato Lubwama,3,0,60.9,human,3,birth_death_wd|citizenship_wd|language_wd
Q119546666,Jannon Otto,Jannon Otto,3,0,60.9,human,1,citizenship_wd
Q120082755,Ugandan cricket team in Namibia in 2023,Ugandan cricket team in Namibia in 2023,3,0,60.9,sports tour,2,country_wd|keyword_title
Q120629782,Management and Conservation of Wetlands In Uganda,Management and conservation of wetlands in Uganda,3,0,60.9,,2,country_wd|keyword_title
Q120973040,Art Gallery Uganda,Afriart Gallery,3,0,60.9,,2,country_wd|keyword_title
Q121501039,Wamala Tombs,Wamala Tombs,3,0,60.9,tomb,1,country_wd
Q121538523,Miriadua waterfalls,Miriadua Falls,3,0,60.9,waterfall,1,country_wd
Q121608394,Uganda at the 2021 Summer World University Games,Uganda at the 2021 Summer World University Games,3,0,60.9,nation at sport competition,2,country_wd|keyword_title
Q122023112,Irene Eyaru,Irene Eyaru,3,0,60.9,human,1,citizenship_wd
Q122909956,Disability in Uganda,Disability in Uganda,3,0,60.9,aspect in a geographic region,2,country_wd|keyword_title
Q123002698,Allan Enyou,Allan Enyou,3,0,60.9,human,1,citizenship_wd
Q123200540,Uganda Muslim Supreme Council,Uganda Muslim Supreme Council,3,0,60.9,Islamic organization,2,country_wd|keyword_title
Q12327985,Mustapha Wasajja,,3,0,60.9,human,2,birth_death_wd|citizenship_wd
Q123459616,Young African Refugees for Integral Development,Young African Refugees for Integral Development,3,0,60.9,"non-governmental organization, charitable organization",1,country_wd
Q123506765,Jovia Mutesi,Jovia Mutesi,3,0,60.9,human,3,birth_death_wd|citizenship_wd|ethnic_group_wd
Q123584790,Ruth Kalibbala Bwanika,Ruth Kalibbala Bwanika,3,0,60.9,human,2,citizenship_wd|language_wd
Q123608985,Kiwumulo Cave,Kiwumulo Cave,3,0,60.9,cave,1,country_wd
Q123677388,Ramz Kawooya,Ramz Kawooya,3,0,60.9,human,2,birth_death_wd|citizenship_wd
Q123717333,Hoima Sports Stadium,Hoima City Stadium,3,0,60.9,"stadium, sports venue, association football venue",1,country_wd
Q124051887,Mr. Lee B2C,Mr. Lee B2C,3,0,60.9,human,2,birth_death_wd|citizenship_wd
Q124250858,Kadodi,,3,0,60.9,type of dance,1,country_wd
Q124251084,Orunyege-Ntogoro,Orunyege-Ntogoro,3,0,60.9,type of dance,1,country_wd
Q124339480,Dingi Dingi dance,,3,0,60.9,type of dance,1,country_wd
Q124352993,Ebyevugo,Ebyevugo,3,0,60.9,,1,country_wd
Q124394995,Steven Kabuye,Steven Kabuye,3,0,60.9,human,1,citizenship_wd
Q124474913,Lugave Clan,Lugave Clan,3,0,60.9,clan,1,country_wd
Q124486458,Uganda at the 2024 World Aquatics Championships,Uganda at the 2024 World Aquatics Championships,3,0,60.9,nation at sport competition,2,country_wd|keyword_title
Q124616075,Hope Akello,Hope Akello,3,0,60.9,human,1,citizenship_wd
Q124625598,Nte Clan,Nte Clan,3,0,60.9,clan,1,country_wd
Q124632941,Ngeye Clan,Ngeye Clan,3,0,60.9,clan,1,country_wd
Q124719669,Jovan Kiryabwire,Jovan Kiryabwire,3,0,60.9,human,2,birth_death_wd|citizenship_wd
Q125280005,Ajok Lucy,Ajok Lucy,3,0,60.9,human,1,citizenship_wd
Q125317431,Stephen Kiggundu,Stephen Kiggundu,3,0,60.9,human,1,citizenship_wd
Q125338138,Akumu Catherine Mavenjina,Akumu Catherine Mavenjina,3,0,60.9,human,2,birth_death_wd|citizenship_wd
Q125361348,Lillian Bagala,Lillian Bagala,3,0,60.9,human,1,citizenship_wd
Q1253858,list of ambassadors of Israel to Uganda,List of ambassadors of Israel to Uganda,3,0,60.9,Wikimedia list of persons by position held,3,country_wd|keyword_title|part_of_wd
Q125635170,Soft Ground Wrestling,Soft Ground Wrestling,3,0,60.9,"wrestling, professional wrestling, planned event",1,country_wd
Q125750504,Ekwau Ibi Florence,Ekwau Ibi Florence,3,0,60.9,human,1,citizenship_wd
Q125750514,Grace Namara,Grace Namara,3,0,60.9,human,1,citizenship_wd
Q126477627,River Ayago,River Ayago,3,0,60.9,river,1,country_wd
Q126721549,Lake Rwizongo,Lake Rwizongo,3,0,60.9,volcanic crater lake,1,country_wd
Q126908167,Lake Nshenyi,Lake Nshenyi,3,0,60.9,lake,1,country_wd
Q126915619,Lake Kamunzuku,Lake Kamunzuku,3,0,60.9,lake,1,country_wd
Q127693492,Pamela Enyonu,Pamela Enyonu,3,0,60.9,human,1,citizenship_wd
Q127784750,Crispin Kaheru,Crispin Kaheru,3,0,60.9,human,1,citizenship_wd
Q127785174,Lamex Omara Apitta,Lamex Omara Apitta,3,0,60.9,human,1,citizenship_wd
Q127790894,Simeo Muwanga Nsubuga,Simeo Muwanga Nsubuga,3,0,60.9,human,1,citizenship_wd
Q12858655,John Ruganda,John Ruganda,3,0,60.9,human,2,birth_death_wd|citizenship_wd
Q129772535,Makerere University WFC,Makerere University WFC,3,0,60.9,association football club,1,country_wd
Q129778271,Lady Doves WFC,Lady Doves FC,3,0,60.9,"association football club, women's association football club",1,country_wd
Q129978915,Jinja North United FC,Jinja North United FC,3,0,60.9,"association football club, sports club",1,country_wd
Q130314223,Kiiza Arafat Usama,Arafat Kiza Usama,3,0,60.9,human,1,citizenship_wd
Q130347757,Jack Komakech,Jack Komakech,3,0,60.9,human,1,citizenship_wd
Q130406068,Isaac Zebra Jr,Isaac Zebra Jr,3,0,60.9,human,2,birth_death_wd|citizenship_wd
Q130438301,Uganda women's national under-19 cricket team,Uganda women's national under-19 cricket team,3,0,60.9,,2,country_wd|keyword_title
Q130553897,Paul Lomuria,,3,0,60.9,human,2,birth_death_wd|citizenship_wd
Q130725763,Dennis Kasumba,Dennis Kasumba,3,0,60.9,human,2,birth_death_wd|citizenship_wd
Q131105408,Olivia Mary Nantongo,Olivia Mary Nantongo,3,0,60.9,human,2,birth_death_wd|citizenship_wd
Q131179358,Wilton Sebastian Kezala,Wilton Sebastian Kezala,3,0,60.9,human,3,birth_death_wd|citizenship_wd|language_wd
Q131267963,Fatumah Asha,Fatumah Asha,3,0,60.9,human,1,citizenship_wd
Q131277807,Sasha Ferguson,Sasha Ferguson,3,0,60.9,human,2,citizenship_wd|language_wd
Q131301500,Anny Katabaazi Bwengye,Anny Katabaazi Bwengye,3,0,60.9,human,1,citizenship_wd
Q131401843,Doreck Ankunda,Doreck Ankunda,3,0,60.9,human,2,birth_death_wd|citizenship_wd
