qitem,label,en_title,sitelink_count,views,priority,type_labels,num_strategies,strategies
Q23540924,Hassan Basajjabalaba,Hassan Basajjabalaba,2,0,54.5,human,1,birth_death_wd
Q23541013,Ibrahim Kironde Kabanda,Ibrahim Kironde Kabanda,2,0,54.5,human,2,birth_death_wd|citizenship_wd
Q23541031,Godfrey Kirumira,Godfrey Kirumira,2,0,54.5,human,2,birth_death_wd|citizenship_wd
Q23581953,"Ministry of Agriculture, Animal Industry and Fisheries","Ministry of Agriculture, Animal Industry and Fisheries (Uganda)",2,0,54.5,"ministry of agriculture, ministry of fisheries, ministry of Uganda",3,country_wd|keyword_title|part_of_wd
Q23808160,Uganda Performing Right Society,Uganda Performing Right Society,2,0,54.5,organization,2,country_wd|keyword_title
Q23815886,2016 Uganda International Badminton Championships,,2,0,54.5,Uganda International Badminton Championships,1,country_wd
Q23880769,Martin Ondeko,Martin Ondeko,2,0,54.5,human,1,birth_death_wd
Q23894978,Uganda Railway MS class,UR MS class,2,0,54.5,locomotive class,1,country_wd
Q23900819,Auguste Achte,,2,0,54.5,human,1,birth_death_wd
Q23926483,Kitgum Hospital,Kitgum Hospital,2,0,54.5,hospital,1,country_wd
Q24007711,Richard Musani,Richard Musani,2,0,54.5,human,2,birth_death_wd|citizenship_wd
Q24041317,Masindi General Hospital,Masindi General Hospital,2,0,54.5,hospital,1,country_wd
Q24053515,Keith Kalyegira,Keith Kalyegira,2,0,54.5,human,1,birth_death_wd
Q24053532,Grace Kavuma,Grace Kavuma,2,0,54.5,human,1,birth_death_wd
Q24054194,Kisozi,Kisozi,2,0,54.5,human settlement,1,country_wd
Q24054197,Tirinyi,Tirinyi,2,0,54.5,human settlement,1,country_wd
Q24054199,Afoji,Afoji,2,0,54.5,border city,1,country_wd
Q24054201,Akright City,Akright City,2,0,54.5,human settlement,1,country_wd
Q24054202,Kabojja,Kabojja,2,0,54.5,human settlement,1,country_wd
Q24054204,Wampeewo,Wampeewo,2,0,54.5,human settlement,1,country_wd
Q24062567,Edward Katongole-Mbidde,Edward Katongole-Mbidde,2,0,54.5,human,1,birth_death_wd
Q24062570,Jackson Orem,Jackson Orem,2,0,54.5,human,2,birth_death_wd|citizenship_wd
Q2417162,Metropolitan Theodhoros Nankyama,,2,0,54.5,human,2,birth_death_wd|citizenship_wd
Q24185305,Bwera General Hospital,Bwera General Hospital,2,0,54.5,hospital,1,country_wd
Q24185307,Nyenga Mission Hospital,Nyenga Mission Hospital,2,0,54.5,hospital,1,country_wd
Q24185308,Women's Hospital International and Fertility Centre,Women's Hospital International and Fertility Centre,2,0,54.5,hospital,1,country_wd
Q24236553,Kikorongo,Kikorongo,2,0,54.5,human settlement,1,country_wd
Q24236557,Galilee Community General Jewish Hospital of Uganda,Galilee Community General Jewish Hospital of Uganda,2,0,54.5,"hospital, community hospital",2,country_wd|keyword_title
Q24236563,Institute of Petroleum Studies Kampala,Institute of Petroleum Studies Kampala,2,0,54.5,educational institution,2,country_wd|keyword_title
Q24565843,Sam Cheptoris,Sam Cheptoris,2,0,54.5,human,2,birth_death_wd|citizenship_wd
Q24572252,John Omagino,John Omagino,2,0,54.5,human,1,birth_death_wd
Q24572355,Kevinah Taaka Wanaha Wandera,Kevinah Taaka Wanaha Wandera,2,0,54.5,human,1,citizenship_wd
Q24572629,Abdul Nadduli,Abdul Nadduli,2,0,54.5,human,2,birth_death_wd|citizenship_wd
Q24572683,Moses Kizige,Moses Kizige,2,0,54.5,human,2,birth_death_wd|citizenship_wd
Q24572701,David Karubanga,David Karubanga,2,0,54.5,human,1,citizenship_wd
Q24572740,Christopher Kibanzanga,Christopher Kibanzanga,2,0,54.5,human,1,citizenship_wd
Q24572842,Ismael Orot,Ismael Orot,2,0,54.5,human,1,citizenship_wd
Q2473876,2009 Uganda International Badminton Championships,,2,0,54.5,Uganda International Badminton Championships,1,country_wd
Q24807572,Katakwi General Hospital,Katakwi General Hospital,2,0,54.5,hospital,1,country_wd
Q24807579,St. Charles Lwanga Buikwe Hospital,St. Charles Lwanga Buikwe Hospital,2,0,54.5,hospital,2,country_wd|keyword_title
Q24851613,Godfrey Kiwanda,Godfrey Kiwanda,2,0,54.5,human,2,birth_death_wd|citizenship_wd
Q24852428,Charles Ibingira,Charles Ibingira,2,0,54.5,human,2,birth_death_wd|citizenship_wd
Q24883501,Achol-Pii Refugee Settlement,Achol-Pii Refugee Settlement,2,0,54.5,"human settlement, human-geographic territorial entity",1,country_wd
Q24887705,Lakeside Dairy Limited,Lakeside Dairy Limited,2,0,54.5,privately held company,1,country_wd
Q24892187,Lwamata,Lwamata,2,0,54.5,sub-county of Uganda,1,country_wd
Q24894992,Kyaka II Refugee Settlement,Kyaka II Refugee Settlement,2,0,54.5,"human settlement, refugee camp",1,country_wd
Q24898896,Jinja–Iganga–Bugiri–Tororo Road,Jinja–Iganga–Bugiri–Tororo Road,2,0,54.5,road,1,country_wd
Q24957803,Uganda Radio Network,Uganda Radio Network,2,0,54.5,company,2,country_wd|keyword_title
Q24958518,GM Sugar Uganda Limited,GM Sugar Uganda Limited,2,0,54.5,business,2,country_wd|keyword_title
Q24994173,François-Xavier Lacoursière,,2,0,54.5,human,1,birth_death_wd
Q25001532,94.8 XFM,94.8 XFM,2,0,54.5,radio station,1,country_wd
Q25001533,CBS FM Buganda,CBS FM Buganda,2,0,54.5,radio station,2,country_wd|keyword_title
Q25041100,Uganda Martyrs' Secondary School Namugongo,Uganda Martyrs' Secondary School Namugongo,2,0,54.5,school,2,country_wd|keyword_title
Q25051457,Namugoga Solar Power Station,Namugoga Solar Power Station,2,0,54.5,photovoltaic power station,1,country_wd
Q25051947,Kamukuzi Division,Kamukuzi Division,2,0,54.5,division of Uganda,1,country_wd
Q25051948,Kakoba Division,Kakoba Division,2,0,54.5,division of Uganda,1,country_wd
Q25052004,Mukono–Kyetume–Katosi–Nyenga Road,Mukono–Kyetume–Katosi–Nyenga Road,2,0,54.5,road,1,country_wd
Q25052037,music education in Uganda,Music education in Uganda,2,0,54.5,aspect in a geographic region,2,country_wd|keyword_title
Q25052479,Kilembe Mines,Kilembe Mines,2,0,54.5,mine,1,country_wd
Q25052697,Vurra–Arua–Koboko–Oraba Road,Vurra–Arua–Koboko–Oraba Road,2,0,54.5,road,1,country_wd
Q25052801,Moroto–Nakapiripirit Road,Moroto–Nakapiripirit Road,2,0,54.5,road,1,country_wd
Q25052873,Acholibur–Gulu–Olwiyo Road,Acholibur–Gulu–Olwiyo Road,2,0,54.5,road,1,country_wd
Q25060106,GBK Dairy Products Limited,GBK Dairy Products Limited,2,0,54.5,privately held company,1,country_wd
Q25067857,Uganda Coffee Development Authority,Uganda Coffee Development Authority,2,0,54.5,organization,2,country_wd|keyword_title
Q25112894,St. John Fisher Ibanda Secondary School,St. John Fisher Ibanda Secondary School,2,0,54.5,,1,country_wd
Q25168632,Nyanza Textile Industries Limited,Nyanza Textile Industries Limited,2,0,54.5,company,1,country_wd
Q25226775,Ntusi (site),Ntusi,2,0,54.5,archaeological site,1,country_wd
Q25226926,Kampala–Busunju Expressway,Kampala–Busunju Expressway,2,0,54.5,road,2,country_wd|keyword_title
Q25227050,Kampala–Entebbe Road,Kampala–Entebbe Road,2,0,54.5,road,2,country_wd|keyword_title
Q25227067,Entebbe General Hospital,Entebbe General Hospital,2,0,54.5,hospital,2,country_wd|keyword_title
Q25227072,Mityana Hospital,Mityana Hospital,2,0,54.5,hospital,1,country_wd
Q25227078,Kiryandongo General Hospital,Kiryandongo General Hospital,2,0,54.5,hospital,1,country_wd
Q25227096,Kawolo General Hospital,Kawolo General Hospital,2,0,54.5,hospital,1,country_wd
Q25227100,Iganga General Hospital,Iganga General Hospital,2,0,54.5,hospital,1,country_wd
Q25227116,Masaka–Mutukula Road,Masaka–Mutukula Road,2,0,54.5,road,1,country_wd
Q25227121,Kagadi General Hospital,Kagadi General Hospital,2,0,54.5,hospital,1,country_wd
Q25247812,Munsa (site),Munsa,2,0,54.5,archaeological site,1,country_wd
Q25340059,Upper Mulago Regional Referral Hospital,Upper Mulago Regional Referral Hospital,2,0,54.5,hospital,1,country_wd
Q25340073,National Basketball League,National Basketball League (Uganda),2,0,54.5,basketball league,2,country_wd|keyword_title
Q25701957,Southern and Eastern African Trade Information and Negotiations Institute,,2,0,54.5,advocacy group,1,country_wd
Q25755641,Felix Kulayigye,Felix Kulayigye,2,0,54.5,human,2,birth_death_wd|citizenship_wd
Q25858376,Mark Ouma,Mark Ouma,2,0,54.5,human,1,birth_death_wd
Q26465391,Ronnie Balya,Ronnie Balya,2,0,54.5,human,1,birth_death_wd
Q26828668,Yowabu Magada Kawaluuko,Yowabu Magada Kawaluuko,2,0,54.5,human,1,citizenship_wd
Q26844748,Stephen Onyango,,2,0,54.5,human,2,birth_death_wd|citizenship_wd
Q26869862,Ismail Katamba,Ismail Katamba,2,0,54.5,human,1,citizenship_wd
Q26879379,Kitalya Maximum Security Prison,Kitalya Maximum Security Prison,2,0,54.5,prison,1,country_wd
Q26923155,"Jitesh Gadhia, Baron Gadhia","Jitesh Gadhia, Baron Gadhia",2,0,54.5,human,1,birth_death_wd
Q27244656,Godfrey Baligeya,Godfrey Baligeya,2,0,54.5,human,1,citizenship_wd
Q27275034,2010 Thomas & Uber Cups Preliminaries for Africa,2010 Thomas & Uber Cups Preliminaries for Africa,2,0,54.5,badminton event,1,country_wd
Q27518122,2016 CECAFA Women's Championship,2016 CECAFA Women's Championship,2,0,54.5,CECAFA Women's Championship,1,country_wd
Q27524827,Elijah Emojong,Elijah Emojong,2,0,54.5,human,1,citizenship_wd
Q27662809,Benon Mutambi,Benon Mutambi,2,0,54.5,human,2,birth_death_wd|citizenship_wd
Q27688878,African Queens and Women Cultural Leaders Network,African Queens and Women Cultural Leaders Network,2,0,54.5,"organization, network",1,country_wd
Q27832632,Harrison Mutikanga,Harrison Mutikanga,2,0,54.5,human,2,birth_death_wd|citizenship_wd
Q27899264,Haka Mukiga,Haka Mukiga,2,0,54.5,human,1,birth_death_wd
Q27916452,Kagayi Peter,Peter Kagayi,2,0,54.5,human,2,birth_death_wd|citizenship_wd
Q27919832,Samuel Mukooza,Samuel Mukooza,2,0,54.5,human,2,birth_death_wd|citizenship_wd
Q27924185,Uagadou,Uagadou,2,0,54.5,wizard school in Harry Potter universe,1,country_wd
Q27962137,Parombo,Parombo,2,0,54.5,town,1,country_wd
Q27962197,St. Kaggwa Bushenyi High School,St. Kaggwa Bushenyi High School,2,0,54.5,built structure,1,country_wd
Q27963295,Tegeres,Tegeres,2,0,54.5,sub-county of Uganda,1,country_wd
Q27975230,Dickson Ssentongo,Dickson Ssentongo,2,0,54.5,human,2,birth_death_wd|citizenship_wd
Q28113003,Tom Voltaire Okwalinga,Tom Voltaire Okwalinga,2,0,54.5,human,1,citizenship_wd
Q28129219,ALTX East Africa Exchange,ALTX East Africa Exchange,2,0,54.5,business,1,country_wd
Q28135348,Ministry of East African Community Affairs,Ministry of East African Community Affairs (Uganda),2,0,54.5,government agency,2,country_wd|keyword_title
Q28136300,Kirya Balaki Kebba,Kirya Balaki Kebba,2,0,54.5,human,1,citizenship_wd
Q28162708,Mateete,Mateete,2,0,54.5,"human settlement, sub-county of Uganda",1,country_wd
Q28223064,Basimba people,Basimba people,2,0,54.5,,1,country_wd
Q28223343,Ministry for Karamoja,Ministry for Karamoja Affairs (Uganda),2,0,54.5,ministry of Uganda,2,country_wd|keyword_title
Q28231516,Bukasa Inland Port,Bukasa Inland Port,2,0,54.5,inland port,1,country_wd
Q28366219,Hanif Lalani,Hanif Lalani,2,0,54.5,human,1,birth_death_wd
Q28457538,Leader of Opposition,Leader of the Opposition (Uganda),2,0,54.5,"title, official, position",2,country_wd|keyword_title
Q28481226,Zziwa Kennedy,Zziwa Kennedy,2,0,54.5,human,1,birth_death_wd
Q28868302,2017 in Uganda,2017 in Uganda,2,0,54.5,events in a specific year or time period,1,country_wd
Q29016445,Badru Lusambya,Badru Lusambya,2,0,54.5,human,1,birth_death_wd
Q29331368,Jehoash Mayanja Nkangi,Jehoash Mayanja Nkangi,2,0,54.5,human,2,birth_death_wd|citizenship_wd
Q29353394,Lieutenant General Frank Mushyo Kamanzi,Frank Mushyo Kamanzi,2,0,54.5,human,1,birth_death_wd
Q29640743,Serbia–Uganda relations,,2,0,54.5,bilateral relation,1,country_wd
Q29898231,Vincent Woboya,Vincent Woboya,2,0,54.5,human,2,birth_death_wd|citizenship_wd
Q29913996,Baryayanga Andrew Aja,Andrew Baryayanga,2,0,54.5,human,2,birth_death_wd|citizenship_wd
Q29917557,Paul Amoru,Paul Amoru,2,0,54.5,human,2,birth_death_wd|citizenship_wd
Q29963755,Michael Tusiime,Michael Tusiime,2,0,54.5,human,2,birth_death_wd|citizenship_wd
Q30007236,Mandy Juruni,Mandy Juruni,2,0,54.5,human,2,birth_death_wd|citizenship_wd
Q30058178,Ivan Semwanga,Ivan Semwanga,2,0,54.5,human,1,citizenship_wd
Q30091390,Allan Ssewanyana,Allan Ssewanyana,2,0,54.5,human,2,birth_death_wd|citizenship_wd
Q30110261,Akugizibwe Lawrence,Lawrence Akugizibwe,2,0,54.5,human,2,birth_death_wd|citizenship_wd
Q30234278,Daudi Ochieng,Daudi Ochieng,2,0,54.5,human,1,citizenship_wd
Q30261670,Association for Strengthening Agricultural Research in Eastern and Central Africa,Association for Strengthening Agricultural Research in Eastern and Central Africa,2,0,54.5,nonprofit organization,1,country_wd
Q30302621,Jack Sabiiti,Jack Sabiiti,2,0,54.5,human,2,birth_death_wd|citizenship_wd
Q30307252,Ssewa Ssewa,Ssewa Ssewa,2,0,54.5,human,2,birth_death_wd|citizenship_wd
Q30323559,Sam Bitangaro,Sam Bitangaro,2,0,54.5,human,2,birth_death_wd|citizenship_wd
Q30323636,Byibesho Sam,Sam Byibesho,2,0,54.5,human,2,birth_death_wd|citizenship_wd
Q30323685,Boaz Ninsiima,Boaz Ninsiima,2,0,54.5,human,2,birth_death_wd|citizenship_wd
Q30332912,Eric Adriko,Eric Adriko,2,0,54.5,human,2,birth_death_wd|citizenship_wd
Q30524693,Ugandan lost counties referendum of 1964,1964 Ugandan lost counties referendum,2,0,54.5,local referendum,2,country_wd|keyword_title
Q30688546,science and technology in Uganda,Science and technology in Uganda,2,0,54.5,aspect in a geographic region,2,country_wd|keyword_title
Q30905495,Elly Katabira,,2,0,54.5,human,1,citizenship_wd
Q30913458,Akii Bua Stadium,Akii Bua Stadium,2,0,54.5,"stadium, sports venue, association football venue",1,country_wd
Q30946646,2017 Uganda International Badminton Championships,,2,0,54.5,Uganda International Badminton Championships,1,country_wd
Q31153326,Ismail Ogama,Ismail Ogama,2,0,54.5,human,2,birth_death_wd|citizenship_wd
Q31213353,Moses Adome,Moses Adome,2,0,54.5,human,2,birth_death_wd|citizenship_wd
Q31349118,2019 in Uganda,2019 in Uganda,2,0,54.5,events in a specific year or time period,2,country_wd|keyword_title
Q31395898,Portal Peaks,,2,0,54.5,summit,1,country_wd
Q31396103,Kololo,,2,0,54.5,hill,1,country_wd
Q31527098,Natera Hills,,2,0,54.5,mountain range,1,country_wd
Q31528168,Langia Mountains,,2,0,54.5,mountain range,1,country_wd
Q31528250,Labwor Hills,,2,0,54.5,mountain range,1,country_wd
Q31530564,Nangeya Mountains,,2,0,54.5,mountain range,1,country_wd
Q31880352,Biguli,,2,0,54.5,"town, sub-county of Uganda",1,country_wd
Q31884630,Buhehe,,2,0,54.5,sub-county of Uganda,1,country_wd
Q31885656,Bulumbi,,2,0,54.5,sub-county of Uganda,1,country_wd
Q31886332,Busiime,,2,0,54.5,sub-county of Uganda,1,country_wd
Q31886529,Buteba,,2,0,54.5,sub-county of Uganda,1,country_wd
Q31886853,Buyanga,,2,0,54.5,sub-county of Uganda,1,country_wd
Q31887059,Bwera,,2,0,54.5,"town, sub-county of Uganda",1,country_wd
Q31909571,Dabani,,2,0,54.5,sub-county of Uganda,1,country_wd
Q31932308,Kirundo,,2,0,54.5,sub-county of Uganda,1,country_wd
Q31943584,Lorengecora,Lorengecora,2,0,54.5,sub-county of Uganda,1,country_wd
Q31945095,Lunyo,,2,0,54.5,sub-county of Uganda,1,country_wd
Q31950761,Masaba,,2,0,54.5,sub-county of Uganda,1,country_wd
Q31951184,Masinyi,,2,0,54.5,sub-county of Uganda,1,country_wd
Q31974753,Nyapea,Nyapea,2,0,54.5,sub-county of Uganda,1,country_wd
Q32010554,Rugaaga,Rugaaga,2,0,54.5,town,1,country_wd
Q32017753,Sezibwa Falls,,2,0,54.5,,1,country_wd
Q32020104,Sikude,,2,0,54.5,sub-county of Uganda,1,country_wd
Q32479347,Masafu,,2,0,54.5,sub-county of Uganda,1,country_wd
Q32540023,Elizabeth Nantale Mulondo,Elizabeth Nantale Mulondo,2,0,54.5,human,1,citizenship_wd
Q33125043,Kassiano Wadri,Kassiano Wadri,2,0,54.5,human,2,birth_death_wd|citizenship_wd
Q33459947,Uganda at the 2017 World Aquatics Championships,Uganda at the 2017 World Aquatics Championships,2,0,54.5,nation at sport competition,2,country_wd|keyword_title
Q33978057,John Bosco Ikojo,John Bosco Ikojo,2,0,54.5,human,2,birth_death_wd|citizenship_wd
Q3431904,Rift Valley Railways Consortium,Rift Valley Railways,2,0,54.5,railway company,1,country_wd
Q36436262,Kasirye Ggwanga,Kasirye Ggwanga,2,0,54.5,human,2,birth_death_wd|citizenship_wd
Q36490457,Okin Ojara,Okin Ojara,2,0,54.5,human,2,birth_death_wd|citizenship_wd
Q3744806,Daughters of Mary,,2,0,54.5,Catholic religious institute,1,country_wd
Q38085690,National Cultural Site of Uganda,National Cultural Sites of Uganda,2,0,54.5,built structure,2,country_wd|keyword_title
Q38249626,"Muhanga, Rukiga","Muhanga, Rukiga",2,0,54.5,human-geographic territorial entity,1,country_wd
Q38251659,Siti II Hydroelectric Power Station,Siti II Hydroelectric Power Station,2,0,54.5,hydroelectric power station,1,country_wd
Q38251687,Nkusi Hydroelectric Power Station,Nkusi Hydroelectric Power Station,2,0,54.5,hydroelectric power station,1,country_wd
Q38367025,Susan Aneno,,2,0,54.5,human,1,citizenship_wd
Q3850433,Mary Asiride,,2,0,54.5,human,1,birth_death_wd
Q38587500,Kiiza Andrew Namitego Kaluya,Andrew Kaluya,2,0,54.5,human,2,birth_death_wd|citizenship_wd
Q38789592,Our Lady Queen of Poland Catholic Church,Our Lady Queen of Poland Catholic Church,2,0,54.5,Catholic church building,1,country_wd
Q39059042,Augustine Nshimye,Augustine Nshimye,2,0,54.5,human,2,birth_death_wd|citizenship_wd
Q39073765,Isaac Mulindwa,Isaac Mulindwa (politician),2,0,54.5,human,2,birth_death_wd|citizenship_wd
Q39791569,Eldad Mwangusya,Eldad Mwangusya,2,0,54.5,human,2,birth_death_wd|citizenship_wd
Q39908111,Richard Buteera,Richard Buteera,2,0,54.5,human,2,birth_death_wd|citizenship_wd
Q39909931,Paul Mugamba,Paul Mugamba,2,0,54.5,human,2,birth_death_wd|citizenship_wd
Q40729793,Arthur Kwizera,Arthur Kwizera,2,0,54.5,human,2,birth_death_wd|citizenship_wd
Q41634603,Rubby Opio Aweri,Rubby Opio Aweri,2,0,54.5,human,2,birth_death_wd|citizenship_wd
Q41693469,Nawe Molly Kamukama,Molly Nawe Kamukama,2,0,54.5,human,1,birth_death_wd
Q41913590,Robert Kasande,Robert Kasande,2,0,54.5,human,2,birth_death_wd|citizenship_wd
Q42075448,Emmanuel Karooro,Emmanuel Karooro,2,0,54.5,human,2,birth_death_wd|citizenship_wd
Q42290070,Richard Kabonero,Richard Kabonero,2,0,54.5,human,2,birth_death_wd|citizenship_wd
Q42296688,Moses Kamya,Moses Kamya,2,0,54.5,human,2,birth_death_wd|citizenship_wd
Q42309848,Patrick Ayota,Patrick Ayota,2,0,54.5,human,2,birth_death_wd|citizenship_wd
Q42530525,Annette Nkalubo,Annette Nkalubo,2,0,54.5,human,1,birth_death_wd
Q43302089,Enid Mirembe,Enid Mirembe,2,0,54.5,human,2,birth_death_wd|citizenship_wd
Q4376181,Eastern Orthodoxy in Uganda,Eastern Orthodoxy in Uganda,2,0,54.5,Eastern Orthodoxy of an area,2,country_wd|keyword_title
Q43844651,June Kyakobye,June Kyakobye,2,0,54.5,human,1,citizenship_wd
Q44106948,Emmanuel Katongole,Emmanuel Katongole (theologian),2,0,54.5,human,1,birth_death_wd
Q45322748,Elizabeth Musoke,Elizabeth Musoke,2,0,54.5,human,1,birth_death_wd
Q45380775,Kenneth Kakuru,Kenneth Kakuru,2,0,54.5,human,2,birth_death_wd|citizenship_wd
Q45904195,Simon Mugenyi Byabakama,Simon Mugenyi Byabakama,2,0,54.5,human,3,birth_death_wd|citizenship_wd|language_wd
Q4621348,2011 ICC World Cricket League Africa Region Twenty20 Division One,2011 Africa Twenty20 Division One,2,0,54.5,sports season,1,country_wd
Q47004197,Jean Sseninde,Jean Sseninde,2,0,54.5,human,2,birth_death_wd|citizenship_wd
Q4700611,Akena p'Ojok,Akena p'Ojok,2,0,54.5,human,1,citizenship_wd
Q47087871,Livingstone Mpalanyi Nkoyoyo,Livingstone Mpalanyi Nkoyoyo,2,0,54.5,human,2,birth_death_wd|citizenship_wd
Q47101761,Jimmy Enabu,Jimmy Enabu,2,0,54.5,human,2,birth_death_wd|citizenship_wd
Q4726787,Alintuma Nsambu,Alintuma Nsambu,2,0,54.5,human,1,citizenship_wd
Q4734205,Aloi,Aloi,2,0,54.5,human settlement,1,country_wd
Q4747929,Amos Nzeyi,Amos Nzeyi,2,0,54.5,human,2,birth_death_wd|citizenship_wd
Q4780326,Apollo Kironde,Apollo Kironde,2,0,54.5,human,1,citizenship_wd
Q4780420,Apolo Kivebulaya,Apolo Kivebulaya,2,0,54.5,human,1,citizenship_wd
Q4780676,Apostolic Vicariate of Northern Victoria Nyanza,Apostolic Vicariate of Northern Victoria Nyanza,2,0,54.5,diocese,1,country_wd
Q4784604,Arbade Bironze,,2,0,54.5,human,2,birth_death_wd|citizenship_wd
Q4795550,Aronda Nyakairima,Aronda Nyakairima,2,0,54.5,human,2,birth_death_wd|citizenship_wd
Q4801989,Arua Regional Referral Hospital,Arua Regional Referral Hospital,2,0,54.5,hospital,1,country_wd
Q4802307,Arusha Agreement,Arusha Agreement,2,0,54.5,treaty,1,country_wd
Q4811966,Aswa Dislocation,Aswa Dislocation,2,0,54.5,,1,country_wd
Q4859965,Absa Bank Uganda Limited,Absa Bank Uganda Limited,2,0,54.5,"bank, commercial bank",2,country_wd|keyword_title
Q4871713,Battle of Mengo Hill,Mengo Crisis,2,0,54.5,battle,2,country_wd|keyword_title
Q4875393,Bbaale County,Bbaale County,2,0,54.5,county of Uganda,1,country_wd
Q48785145,Kyambura Hydroelectric Power Station,Kyambura Hydroelectric Power Station,2,0,54.5,hydroelectric power station,1,country_wd
Q48790211,Kawanda–Birembo High Voltage Power Line,Kawanda–Birembo High Voltage Power Line,2,0,54.5,overhead power line,1,country_wd
Q48790718,Ibanda University,Ibanda University,2,0,54.5,academic institution,1,country_wd
Q48792949,Uganda Aviation School,Uganda Aviation School,2,0,54.5,academic institution,2,country_wd|keyword_title
Q48800989,Uganda Refinery Holding Company,Uganda Refinery Holding Company,2,0,54.5,,2,country_wd|keyword_title
Q48803883,Court of Appeal of Uganda,Court of Appeal of Uganda,2,0,54.5,court,3,country_wd|keyword_title|part_of_wd
Q48804890,Nyamagasani I Hydroelectric Power Station,Nyamagasani I Hydroelectric Power Station,2,0,54.5,hydroelectric power station,1,country_wd
Q48806598,Ndugutu Hydroelectric Power Station,Ndugutu Hydroelectric Power Station,2,0,54.5,hydroelectric power station,1,country_wd
Q48806690,Sindila Hydroelectric Power Station,Sindila Hydroelectric Power Station,2,0,54.5,hydroelectric power station,1,country_wd
Q48806813,Nyamagasani II Hydroelectric Power Station,Nyamagasani II Hydroelectric Power Station,2,0,54.5,hydroelectric power station,1,country_wd
Q48807394,Oriang Hydroelectric Power Station,Oriang Hydroelectric Power Station,2,0,54.5,hydroelectric power station,1,country_wd
Q48808065,Multitech Business School,Multitech Business School,2,0,54.5,academic institution,1,country_wd
Q48813560,2018 in Uganda,2018 in Uganda,2,0,54.5,events in a specific year or time period,2,country_wd|keyword_title
Q48814112,Valley University of Science and Technology,Valley University of Science and Technology,2,0,54.5,"university, private university, academic institution",1,country_wd
Q48816447,list of vocational colleges in Uganda,List of vocational colleges in Uganda,2,0,54.5,Wikimedia list article,2,country_wd|keyword_title
Q48816818,Uganda Business Facilitation Centre,Uganda Business Facilitation Centre,2,0,54.5,building,2,country_wd|keyword_title
Q48817219,Uganda Standard Gauge Railway,Uganda Standard Gauge Railway,2,0,54.5,"railway system, proposed entity",2,country_wd|keyword_title
Q48989165,Uganda Marathon,Uganda Marathon,2,0,54.5,"marathon, recurring sporting event",2,country_wd|keyword_title
Q4918001,Bishop of Uganda,Anglican dioceses of Buganda,2,0,54.5,position,2,country_wd|keyword_title
Q49298169,Kibale County,Kibale County,2,0,54.5,county of Uganda,1,country_wd
Q49298246,Nyabushozi County,Nyabushozi County,2,0,54.5,"administrative territorial entity, county of Uganda",1,country_wd
Q49330248,Kalinzu Central Forest Reserve,Kalinzu Central Forest Reserve,2,0,54.5,"forest, botanical garden, protected area",1,country_wd
Q49331415,Mount Otzi Central Forest Reserve,Mount Otzi Central Forest Reserve,2,0,54.5,"forest, forest reserve",1,country_wd
Q49332636,Timu Forest,Timu Forest,2,0,54.5,forest,1,country_wd
Q4941427,Bondo,"Bondo, Uganda",2,0,54.5,human settlement,2,country_wd|keyword_title
Q49465188,Rukiri Sub-County,,2,0,54.5,sub-county of Uganda,1,country_wd
Q4963626,Brian Duke,Brian Duke,2,0,54.5,human,1,citizenship_wd
Q4984755,Buddo hill,Buddo hill,2,0,54.5,human settlement,1,country_wd
Q4986232,Bugoye Power Station,Bugoye Hydroelectric Power Station,2,0,54.5,hydroelectric power station,1,country_wd
Q4987003,Bukoto,Bukoto,2,0,54.5,neighborhood,1,country_wd
Q4997181,Buluuli,Buruuli,2,0,54.5,human settlement,1,country_wd
Q4997413,Bunagana,"Bunagana, Uganda",2,0,54.5,"human settlement, border city",2,country_wd|keyword_title
Q5002003,Busobya,Busobya,2,0,54.5,human settlement,1,country_wd
Q5003687,Bwindi,Bwindi,2,0,54.5,geographic location,1,country_wd
Q5014715,CURE Children's Hospital of Uganda,CURE Children's Hospital of Uganda,2,0,54.5,hospital,2,country_wd|keyword_title
Q50231019,2018 Uganda International Badminton Championships,,2,0,54.5,Uganda International Badminton Championships,1,country_wd
Q50313997,Sukhpal Singh Ahluwalia,Sukhpal Singh Ahluwalia,2,0,54.5,human,1,birth_death_wd
Q50348562,Martin Okoth Ochola,Martin Okoth Ochola,2,0,54.5,human,1,citizenship_wd
Q50358655,Sabiiti Muzeyi,Sabiiti Muzeyi,2,0,54.5,human,2,birth_death_wd|citizenship_wd
Q50581148,Magid Kagimu,Magid Kagimu,2,0,54.5,human,2,birth_death_wd|citizenship_wd
Q5110233,Christian Upliftment School,Christian Upliftment School,2,0,54.5,,1,country_wd
Q5122454,Citibank Uganda,Citibank Uganda,2,0,54.5,business,2,country_wd|keyword_title
Q51458117,Michael Kawooya,Michael Kawooya (squash player),2,0,54.5,human,2,birth_death_wd|citizenship_wd
Q5153782,2007 Commonwealth Heads of Government Meeting,2007 Commonwealth Heads of Government Meeting,2,0,54.5,summit,1,country_wd
Q5162939,Conservation Through Public Health,Conservation Through Public Health,2,0,54.5,"nonprofit organization, conservation organization",1,country_wd
Q5162973,Conservation in Uganda,Conservation in Uganda,2,0,54.5,aspect in a geographic region,2,country_wd|keyword_title
Q5177124,county of Uganda,Counties of Uganda,2,0,54.5,,2,country_wd|keyword_title
Q5200889,Cyril Stuart,Cyril Stuart,2,0,54.5,human,1,citizenship_wd
