qitem,label,en_title,sitelink_count,views,occupation_names
Q99735292,Pheona Wall,Pheona Wall,3,0,lawyer
Q43195171,Harriet Magala,Harriet Magala,3,0,lawyer
Q58641627,Anne Abeja Muhwezi,Anne Abeja Muhwezi,3,0,lawyer
Q106424937,Sylvia Cheptoris,Sylvia Cheptoris,3,0,lawyer
Q98608868,Sarah Langa Siu,Sarah Langa Siu,2,0,lawyer
Q70737484,Samallie Kiyingi,Samallie Kiyingi,2,0,lawyer
Q62629775,Peninnah Tukamwesiga,Peninnah Tukamwesiga,1,0,lawyer
Q136868779,Charity Kalebbo Ahimbisibwe,Charity Kalebbo Ahimbisibwe,1,0,lawyer
