qitem,label,latitude,longitude,sitelink_count
Q31932273,Kinyankaro,0.67822,30.44327,1
Q31932278,Kinyogoga,1.17079,32.23599,1
Q31932284,Kira Town Council,0.38745,32.65414,1
Q31932286,Kirewa,0.77844,33.94523,1
Q31932290,Kirika,0.99628,33.82837,1
Q31932291,Kiriki,1.43152,34.71187,1
Q31932293,Kirima,-0.87492,29.7315,1
Q31932294,Kiringente,0.26624,32.38669,1
Q31932302,Kiruhura Town Council,-0.19485,30.88437,1
Q31932303,Kirumba,-0.48044,31.60447,1
Q31932306,Kirumya,0.73733,30.08702,1
Q31932308,Kirundo,-1.11621,29.67633,2
Q31932310,Kiryandongo,2.0824,31.98884,1
Q31932311,Kiryandongo Refugee Set.,1.92577,32.18677,1
Q31932313,Kiryandongo Town Council,1.8777,32.0558,1
Q31932315,Kiryanga,1.08158,31.07111,1
Q31932317,Kisankombe Forest,0.18152,32.80473,1
Q31932319,Kisekka,-0.41504,31.54237,1
Q31932321,Kisiita,1.08661,31.37695,1
Q31932323,Kisinga,0.07202,29.87048,1
Q31932325,Kisiro Island,0.9412,33.78303,2
Q31932327,Kisisita Forest,0.18485,33.02221,1
Q31932328,Kisojo,0.51486,30.70748,1
Q31932330,Kisoko Bay,0.15659,33.18477,1
Q31932332,Kisoloberu Point,0.16121,33.22931,1
Q31932334,Kisoro Town Council,-1.27903,29.69486,1
Q31932336,Kisozi,0.73678,33.0821,1
Q31932337,Kisuba,0.74085,29.992,1
Q31932340,Kitambwa Forest,0.18984,32.77507,1
Q31932342,Kitawoi,1.34106,34.55147,1
Q31932344,Kitayunjwa,0.88716,33.16427,1
Q31932346,Kitendere Point,0.02341,33.27323,1
Q31932348,Kitenga,0.45469,31.50766,1
Q31932353,Kitenga,-0.61736,30.09144,1
Q31932357,Kito,0.76647,32.27094,1
Q31932365,Kitswamba,0.30917,30.22403,1
Q31932370,Kitumba,-1.29292,29.97046,1
Q31932371,Kitumbi,0.70067,31.70108,1
Q31932374,Kituntu Sub-County,0.03194,31.96977,1
Q31932377,Kituura,-0.19889,30.64769,1
Q31932381,Kitwe Town Council,-0.99126,30.46986,1
Q31932382,Kityerera,0.32827,33.51607,1
Q31932384,Kivule Point,0.38772,33.32108,1
Q31932387,Kiwembo Forest,0.22295,32.8953,1
Q31932388,Kiwoko Town Council,0.84814,32.35451,1
Q31932390,Kiwubwe Bay,0.15215,33.18101,1
Q31932392,Kiyuni,0.64866,31.33123,1
Q31932394,Kiziba,-0.85675,31.26611,1
Q31932396,Kiziba Point,0.04069,33.29781,1
Q31932401,Kizinga Point,0.05149,33.30427,1
Q31932403,Kizinkuba and Kyere Forests,0.19833,32.84402,1
Q31932404,Kiziranfumbi,1.3195,31.17883,1
Q31932407,Kkingo,-0.33971,31.64683,1
Q31933724,Koboko Town Council,3.41435,30.96205,1
Q31933738,Kobwin,1.37179,33.68206,1
Q31933745,Koch Goma,2.4556,32.12549,1
Q31933751,Kodanapal Waterhole,3.128888888,33.796388888,1
Q31934034,Kojja Peninsula,0.10797,32.68559,1
Q31934070,Kokilokit,2.59022,34.78819,1
Q31934082,Kokonyuko,2.29108,34.69389,2
Q31934144,Kole Town Council,2.27279,32.69779,1
Q31934150,Kolele Waterhole,3.774166666,33.98,1
Q31934163,Kolir,1.34403,34.19877,1
Q31934747,Kopotiar,2.58297,34.80909,1
Q31934901,Koro,2.71674,32.36597,1
Q31934917,Koromwa,2.33563,34.63132,1
Q31934951,Kortek,1.28901,34.70163,1
Q31935072,Kotido,2.97317,34.01375,1
Q31935078,Kotido Town Council,3.00085,34.11403,1
Q31935090,Kotomol,2.64113,33.34253,1
Q31936114,Kuju,2.05287,33.58458,1
Q31936198,Kuluba,3.58541,30.96115,1
Q31936207,Kululu,3.3977,31.34526,1
Q31936301,Kumbu Bay,0.09245,33.10469,1
Q31936332,Kumi Town Council,1.48602,33.93533,1
Q31936488,Kuru,3.45172,31.19447,1
Q3193685,Kasenyi,-0.02805556,30.14,4
Q31937136,Kwanyiny,1.39752,34.65951,1
Q31937140,Kwapa,0.74392,34.25684,1
Q31937279,Kwera,1.851,32.9925,1
Q31937283,Kwosir,1.36367,34.59154,1
Q31937287,Kyabakara,-0.16299,30.2327,1
Q31937289,Kyabarungira,0.40989,30.15732,1
Q31937290,Kyabigambire,1.46305,31.48469,1
Q31937292,Kyabirwa Falls,0.49001,33.15011,1
Q31937294,Kyakabadiima,1.04622,30.84779,1
Q31937305,Kyampisi,0.48961,32.73078,1
Q31937307,Kyamuhunga,-0.4305,30.06195,1
Q31937309,Kyamuliibwa,-0.08015,31.76335,1
Q31937313,Kyamuswa,-0.69093,32.57558,1
Q31937320,Kyanaisoke,0.93866,30.9055,1
Q31937322,Kyanamira,-1.26064,30.03925,1
Q31937324,Kyanga Island,0.04422,32.98761,2
Q31937330,Kyangwali,1.24472,30.75743,1
Q31937332,Kyangyenyi,-0.50558,30.34263,1
Q31937338,Kyankuba Point,0.17004,33.16727,1
Q31937343,Kyarumba,0.19192,29.92825,1
Q31937348,Kyaterekera,0.96966,30.59863,1
Q31937355,Kyazanga,-0.42592,31.32958,1
Q31937363,Kyazanga Town Council,-0.39167,31.33033,1
Q31937369,Kyebando,0.90366,31.11254,1
Q31937373,Kyebe,-0.91344,31.77621,1
Q31937380,Kyegegwa,0.43446,31.08604,1
Q31937385,Kyegegwa Town Council,0.51868,31.06223,1
Q31937390,Kyegonza,0.22105,31.85714,1
Q31937394,Kyeizoba,-0.57503,30.263,1
Q31937399,Kyenjojo Town Council,0.6183,30.67469,1
Q31937406,Kyenzige,0.98837,30.8657,1
Q31937413,Kyere,1.49758,33.63056,1
Q31937418,Kyereta,0.29372,33.06599,1
Q31937431,Kyondo,0.18381,29.88056,1
Q31937435,Kyotera Town Council,-0.62878,31.54202,1
Q31938973,L. Katwe,-0.06921,29.99484,1
Q31939256,Labori,1.41332,33.2237,1
Q31941557,Lakwana,2.60554,32.41011,1
Q31941563,Lala Point,0.09972,33.11712,1
Q31941899,Lamiyo,2.78831,33.08218,1
Q31942269,Lapono,2.91851,33.50257,1
Q31942280,Laroo,2.78603,32.30874,1
Q31942301,Laso Falls,0.89411,34.39646,1
Q31942310,Latapwa Dam,3.640277777,33.506111111,1
Q31942354,Layibi,2.75438,32.28483,1
Q31942585,Lefori,3.61785,31.57734,1
Q3194269,Katunga,-0.471,30.191,3
Q3194272,Katwe-Kikorongo,-0.08,29.92,3
Q31943017,Lira,2.26411,32.84891,1
Q31943020,Lira Palwo,2.83399,33.19246,1
Q31943229,Lobalangit,3.46264,33.74276,1
Q31943246,Loborukitaat,2.3108,34.66589,1
Q31943248,Lobule,3.38151,31.02821,1
Q31943265,Lochoriawoyan,2.3539,34.54281,1
Q31943268,Lochorkaesilen,2.29399,34.73588,1
Q31943272,Lodiko,3.55274,34.32454,1
Q31943275,Lodonga,3.41275,31.14951,1
Q31943298,Logiri,2.72807,30.89212,1
Q31943302,Lokaale,2.29028,34.64437,1
Q31943309,Lokimait Waterhole,3.803055555,33.78,1
Q31943312,Lokiriset Waterhole,3.823333333,33.929722222,1
Q31943315,Lokopo,2.46252,34.06654,1
Q31943325,Lolachat,1.91748,34.42958,1
Q31943329,Lolelia,3.41579,33.92557,1
Q31943451,Lomuno,2.45553,34.81248,1
Q31943527,Longori Dam,3.056666666,33.670833333,1
Q31943544,Lonukaf,2.35761,34.58386,1
Q31943580,Lopei,2.64903,34.33245,1
Q31943581,Lopitapar Waterhole,3.833611111,33.8525,1
Q31943584,Lorengecora,2.26213,34.25996,2
Q31943587,Lorengedwat,2.26093,34.63212,1
Q31943596,Loroo,2.13271,34.89943,1
Q31943860,Lotenepus,2.41937,34.50724,1
Q31943910,Lotome,2.25897,34.48336,1
Q31943925,Lotukei,2.59435,33.59405,1
Q31944176,Lowoya,2.29414,34.72103,1
Q31944342,Lubanga Forest,0.19046,33.02782,1
Q31944373,Lubembe Point,0.06801,33.25294,1
Q31944395,Lubiriye,0.31554,33.07071,1
Q31944485,Ludara,3.58752,31.05224,1
Q31944542,Lufudu Bay,0.22772,33.80506,1
Q31944586,Lugazi Town Council,0.38256,32.93981,1
Q31944727,Lukaya Town Council,-0.13466,31.89523,1
Q31944743,Lukhonge,0.88981,34.20956,1
Q31944821,Lukumbi Swamp,0.20637,32.68661,1
Q31944864,Lulanda Island,0.08069,32.96442,2
Q31945088,Lunkulu Island,0.17644,32.88597,2
Q31945095,Lunyo,0.33348,33.91945,2
Q31945100,Lunzuma Point,0.15786,33.15462,1
Q31945207,Lusaka Point,0.00998,32.9423,1
Q31945252,Lusha,1.25801,34.36143,1
Q31945370,Lutembe Beach,0.16547,32.57856,1
Q31945418,Luuka Town Council,0.7626,33.33024,1
Q31945453,Luwero Town Council,0.84122,32.49583,1
Q31945471,Luwoko Bay,0.15781,33.1596,1
Q31945498,Lwabagenge Island,0.04208,32.98427,2
Q31945502,Lwabenge,0.00728,31.76746,1
Q31945509,Lwabyata,1.5376,32.37149,1
Q31945532,Lwakhakha Town Council,0.79278,34.36834,1
Q31945545,Lwamaggwa,-0.55086,31.25588,1
Q31945558,Lwampanga,1.4618,32.51515,1
Q31945569,Lwanda,-0.6634,31.45459,1
Q31945592,Lwankoni,-0.56356,31.65728,1
Q31945602,Lwaso,1.0813,34.22267,1
Q31945608,Lwebitakuli,-0.25151,31.38984,1
Q31945614,Lwemiyaga,0.11366,31.0976,1
Q31945636,Lwengo,-0.40591,31.40142,1
Q31945640,Lwengo Town Council,-0.39422,31.46457,1
Q31945663,Lyama,0.96526,33.9347,1
Q31945677,Lyantonde,-0.40253,31.13275,1
Q31945683,Lyantonde Town Council,-0.40731,31.15392,1
Q31946065,Maanyi,0.28531,31.96206,1
Q31946078,Mabaale,1.03438,30.92977,1
Q31946192,Mabo Point,0.11099,33.1045,1
Q31946703,Madudu,0.66728,31.48324,1
Q31946862,Mafubira,0.49392,33.21615,1
Q31946924,Magada,0.91114,33.71196,1
Q31946940,Magale,0.86264,34.35012,1
Q31946964,Magambo,-0.26422,30.13883,1
Q31947069,Magola,0.61938,34.06295,1
Q31947092,Magonya Bay,0.10186,33.12026,1
Q31947097,Magoro,1.70908,34.13261,1
Q31947198,Mahango,0.14362,29.99952,1
Q31947383,Mahyoro,-0.03181,30.27343,1
Q31947453,Majebo Point,0.17203,33.17708,1
Q31947707,Makiraga Bay,0.18339,33.2184,1
Q31947764,Makokota,0.74026,31.84569,1
Q31947830,Makopa Point,0.01846,32.92174,1
Q31947916,Makulubita,0.61559,32.41453,1
Q31948066,Malaba Town Council,0.63984,34.26191,1
Q31948131,Malangala,0.34645,32.21364,1
Q31948200,Malera,1.473,34.13347,1
Q31948266,Malirwe Point,0.02321,32.9374,1
Q31948345,Malongo,-0.38304,31.25159,1
Q31948349,Malongo,-0.3136,33.58165,1
Q31948668,Manafwa Town Council,0.94752,34.28344,1
Q31949484,Manyogaseka,0.32842,31.72473,1
Q31949911,Maracha Town Council,3.26941,30.95434,1
Q31950761,Masaba,0.37825,33.96657,2
Q31950766,Masaba,1.12378,34.41016,1
Q31950976,Masese/Walukuba Division,0.42786,33.25217,1
Q31951039,Masheruka,-0.45586,30.43206,1
Q31951145,Masiira,1.24417,34.45451,1
Q31951177,Masindi Port,1.69252,32.00377,1
Q31951184,Masinyi,0.38977,34.06774,2
Q31951253,Masovwi Island,0.10629,32.85934,2
Q31951337,Masulita Town Council,0.52752,32.35886,1
Q31951571,Matale,0.75436,31.14941,1
Q31951637,Matany,2.33671,34.38582,1
Q31951768,Mateete Town Council,-0.23463,31.47619,1
Q31951825,Matheniko Game Reserve,2.84001,34.60796,1
Q31951829,Matheniko Wildlife Reserve,2.9167,34.5,1
Q31952514,Mawanga Point,0.29339,33.29536,1
Q31952637,Mayanga,-0.74027,30.0426,1
Q31952774,Mayuge Town Council,0.44951,33.47562,1
Q31952879,Maziba,-1.30959,30.13169,1
Q31952903,Mazinga,-0.77192,32.21217,1
Q31953020,Mbaare,-0.92759,31.01103,1
Q31953069,Mbale Forest,0.12069,32.76264,1
Q31953407,Mbulamuti,0.83927,33.07442,1
Q31953869,Mella,0.68524,34.264,1
Q31953916,Mende,0.45309,32.43946,1
Q31953956,Mengo Bay,0.13728,33.03261,1
Q31954002,Merikit,0.8468,34.11495,1
Q31954069,Meru Islets,0.15767,33.23219,2
Q31954076,Meru Point,0.20056,33.80387,1
Q31954415,Metu,3.69738,31.83009,1
Q31955225,Midia,3.45004,30.96747,1
Q31955229,Midigo,3.61683,31.32046,1
Q31955365,Migeera Town Council,1.40327,32.25466,1
Q31955381,Miirya,1.66641,31.83869,1
Q31955388,Mijwala,-0.11828,31.42964,1
Q31955653,Mirambi,0.64958,30.0183,1
Q31955671,Miranga Forest,0.50909,30.27575,1
Q31955701,Mirongo Bay,0.06896,33.26926,1
Q31955895,Mitooma Town Council,-0.61252,30.05057,1
Q31955924,Mityana Town Council,0.3981,32.0449,1
Q31956777,Molo,0.84666,34.15306,1
Q31958023,Moruita,1.84398,34.76772,1
Q31958032,Morulem,2.54976,33.73052,1
Q31958041,Morungatuny,2.15395,33.50365,1
Q31959092,Moyo,3.63371,31.6906,1
Q31959097,Moyo Town Council,3.6556,31.72838,1
Q31959219,Mpara,0.38778,30.99744,1
Q31959223,Mparo Division,1.41338,31.39686,1
Q31959234,Mpasaana,1.03263,31.42894,1
Q31959250,Mpatta,0.21648,32.68545,1
Q31959297,Mpenja,0.21942,32.0581,1
Q31959338,Mpigi Town Council,0.20321,32.31426,1
Q31959430,Mpondwe-Lhubiriha Tc,0.02251,29.7508,1
Q31959530,Mpumudde,-0.19366,31.26266,1
Q31959534,Mpumudde/Kimaka Division,0.45103,33.19983,1
Q31959550,Mpunda Point,0.03437,33.28255,1
Q31959560,Mpunge,0.10554,32.70435,1
Q31959576,Mpungwe,0.46029,33.5367,1
Q31959581,Mpuni Island,0.31735,33.36039,2
Q31959731,Mt. Elgon National Park,1.1185,34.5265,1
Q31960226,Mubanda Point,0.07165,33.27961,1
Q31960241,Mubende Town Council,0.5678,31.38268,1
Q31960262,Muchambwa,0.65802,30.4472,1
Q31960460,Mugarama,0.89207,31.02207,1
Q31960470,Mugoye,-0.27749,32.13262,1
Q31960482,Muhanga Town Council,-1.18341,30.08276,1
Q31960491,Muhokya,0.08603,30.12918,1
Q31960496,Muhoro,0.87217,30.78335,1
Q31960500,Muhoro Town Council,0.91106,30.75129,1
Q31960670,Mukongoro,1.31944,33.85626,1
Q31960736,Mukungwe,-0.29896,31.80238,1
Q31960745,Mukura,1.57994,33.84643,1
Q31960783,Mulagi,0.91477,31.7088,1
Q31960800,Mulanda,0.68089,34.02309,1
Q31960885,Mulimusa Point,0.18017,33.22057,1
Q31961096,Munarya,1.31257,34.43638,1
Q31963320,Muramba,-1.33077,29.62749,1
Q31963415,Murora,-1.33055,29.78768,1
Q31963576,Musenyu Bay,0.04043,33.29294,1
Q31963587,Museyni Bay,0.0503,33.29294,1
Q31963672,Musima Bay,0.03839,33.2457,1
Q31963820,Mutara,-0.70538,30.10068,1
Q31963914,Muterere,0.45307,33.762,1
Q31964007,Mutoto,0.94454,34.41518,1
Q31964075,Mutunda,2.05907,32.26231,1
Q31964196,Mutyomu Island,0.04365,32.77568,2
Q31964225,Muwanga,0.6932,31.94649,1
Q31964253,Muyembe,1.3585,34.29307,1
Q31964730,Mwizi,-0.78507,30.58981,1
Q31964739,Mwola Forest,0.11864,32.77917,1
Q31964762,Myanzi,0.42639,31.90186,1
Q31965989,Nabaale,0.56505,32.76125,1
Q31966010,Nababirye Point,0.17041,33.19133,1
Q31966028,Nabbanga Swamp,0.20452,32.72878,1
Q31966034,Nabigasa,-0.55654,31.49875,1
Q31966040,Nabigherya Swamp,0.75303,33.64191,1
Q31966047,Nabilatuk,2.0926,34.58291,2
Q31966051,Nabingoola,0.44595,31.18833,1
Q31966055,Nabiswera,1.46692,32.26888,1
Q31966058,Nabitende,0.79609,33.44901,1
Q31966063,Naboa,1.03473,34.02386,1
Q31966086,Nabuyoga,0.7014,33.94564,1
Q31966095,Nabweya,1.04169,34.36014,1
Q31966161,Nagawoloma Swamp,0.58666,33.72084,1
Q31966170,Nagembiruwa Island,0.05331,33.04935,2
Q31966187,Nagojje,0.44306,32.89761,3
Q31966190,Nagongera,0.75519,34.05894,1
Q31966195,Nagongera Town Council,0.76338,34.01483,1
Q31966226,Nairambi,-0.36236,33.43172,1
Q31966230,Naireme Bay,0.16556,33.2264,1
Q31966380,Najja,0.27319,33.11784,1
Q31966384,Najjembe,0.40323,33.03168,1
Q31966413,Nakabanda Point,0.00037,32.92924,1
Q31966426,Nakaiyut,2.55009,34.82252,1
Q31966441,Nakakomo Point,0.08951,33.08748,1
Q31966454,Nakalama,0.6614,33.53136,1
Q31966472,Nakalanga Point,0.3299,33.35817,1
Q31966477,Nakalemo Point,0.25898,33.20099,1
Q31966489,Nakaloke Town Council,1.14132,34.16418,1
Q31966516,Nakamindu Point,0.28377,33.29563,1
Q31966545,Nakapiripirit T.Council,1.8463,34.71988,1
Q31966549,Nakaseke,0.72473,32.36102,1
Q31966552,Nakaseke Town Council,0.72384,32.39958,1
Q31966557,Nakasenyi Bay,0.18751,33.24951,1
Q31966564,Nakasongola Town Council,1.31548,32.46837,1
Q31966588,Nakatsi,1.06791,34.3658,1
Q31966602,Nakayaga Bay,0.28903,33.38131,1
Q31966612,Nakibega Swamp,0.24632,32.67832,1
Q31966619,Nakigo,0.58206,33.51621,1
Q31966624,Nakilaro,2.44782,34.72519,1
Q31966632,Nakisunga,0.291,32.82404,1
Q31966636,Nakito Forest,0.21523,32.75184,1
Q31966642,Nakitokota Forest,0.13935,32.79943,1
Q31966645,Nakitoma,1.52462,32.10499,1
Q31966653,Nakiyuka Point,0.18482,33.21647,1
Q31966675,Nakyesajo Bay,0.2216,33.36162,1
Q31966735,Nalondo,0.89631,34.24509,1
Q31966764,Nalubale Point,0.10767,33.15352,1
Q31966860,Nalumuli Bay,0.08595,32.95627,1
Q31966877,Nalusala,1.18617,34.26462,1
Q31966895,Nalutengera Swamp,0.18343,32.69476,1
Q31966903,Naluwaya Point,0.14963,33.18051,1
Q31966918,Nalwanza,0.9825,34.44306,1
Q31966922,Nalweyo,1.09905,31.28252,1
Q31966942,Nama,0.40573,32.79829,1
Q31966976,Namabya,0.89939,34.33296,1
Q31966991,Namadewa Bay,0.0666,33.25855,1
Q31967002,Namagombe Swamp,0.16912,32.75438,1
Q31967055,Namalemba,0.75289,33.59579,1
Q31967071,Namalu,1.69936,34.58753,1
Q31967081,Namalumba Point,0.04598,33.24192,1
Q31967136,Namansa Point,0.09463,33.04714,1
Q31967141,Namanyo Point,0.09474,33.02792,1
Q31967145,Namanyonyi,1.12506,34.20488,1
Q31967164,Namasagali,1.01007,32.9897,1
Q31967167,Namasale,1.57461,32.57405,1
Q31967171,Namasale Tc,1.49709,32.61908,1
Q31967181,Namasimbi Island,0.24857,33.2066,2
Q31967196,Namatiwa Forest,0.18526,32.91866,1
Q31967203,Namatukulu Point,0.01568,33.26806,1
Q31967213,Namayingo Town Council,0.40423,33.88319,1
Q31967217,Namayumba Town Council,0.53171,32.25019,1
Q31967229,Nambale,0.8014,33.51681,1
Q31967232,Nambalire Point,0.27325,33.2059,1
Q31967250,Nambieso,1.88221,32.83685,1
Q31967262,Namboko,0.7768,34.30452,1
Q31967324,Namisuni,1.29526,34.36031,1
Q31967336,Namokora,3.36672,33.3084,1
Q31967356,Nampwotwe Swamp,0.01531,32.78356,1
Q31967374,Namugombe,0.35382,33.49345,1
Q31967375,Namugongo,0.9234,33.47607,1
Q31967377,Namugonya Bay,0.27094,33.4933,1
Q31967421,Namungalwe,0.70999,33.50397,1
Q31967425,Namungo,0.42902,32.18741,1
Q31967541,Namutumba,0.80453,33.71734,1
Q31967544,Namutumba Town Council,0.83426,33.68814,1
Q31967571,Namwendwa,0.93271,33.2504,1
Q31967586,Namwiwa,1.06266,33.57089,1
Q31967658,Nangabo,0.45278,32.59181,1
Q31967762,Nangusu Bay,0.2757,33.3543,1
Q31967785,Nankakwa Bay,0.05742,33.24587,1
Q31967792,Nankoma,0.46734,33.67712,1
Q31967825,Nansana Town Council,0.36584,32.53535,1
Q31967832,Nansanga,0.97936,33.89144,1
Q31967897,Napak Tc,2.21359,34.26992,1
Q31967902,Napak-Agkala Pass,2.90013,34.63254,1
Q31967913,Napore,3.70249,33.68951,1
Q31968263,Natongale,2.53172,34.80884,1
Q31968286,Naturongole,2.33401,34.82884,1
Q31968388,Nawagunga Swamp,0.86114,33.77062,1
Q31968394,Nawaikoke,1.13685,33.42011,1
Q31968405,Nawampiti,0.69616,33.29447,1
Q31968410,Nawandala,0.84604,33.4111,1
Q31968425,Nawanyago,0.73594,33.14334,1
Q31968431,Nawanyingi,0.67087,33.4514,1
Q31968441,Naweyo,1.0112,34.08244,1
Q31968477,Nayere Vallley,0.05944,33.25164,1
Q31968513,Nazimasa,0.95312,34.06728,1
Q31968646,Ndagwe,-0.52356,31.42354,1
Q31968652,Ndaiga,1.08986,30.58846,1
Q31968657,Ndaija,-0.74825,30.4026,1
Q31968775,Ndhew,2.385,31.11622,1
Q31968872,Ndobwe Point,0.01146,33.25839,1
Q31968955,Ndowetwe Point,0.16861,33.24112,1
Q31968966,Nduguto,0.58879,30.03835,1
Q31969108,Nebbi Town Council,2.47348,31.08886,1
Q31969551,Nfunye Point,0.16996,33.17386,1
Q31969606,Ngamba,0.74046,30.13728,1
Q31969625,Ngando,0.06427,31.886,1
Q31969749,Ngenge,1.52689,34.5493,1
Q31969753,Ngetta,2.31163,32.9396,1
Q31969831,Ngogwe,0.21573,33.01416,1
Q31970015,Ngoleriet,2.48851,34.49572,1
Q31970032,Ngoma,1.14203,31.95152,1
Q31970036,Ngoma,-1.10343,30.25978,1
Q31970054,Ngoma Town Council,1.18594,32.02012,1
Q31970414,Ngwedo,2.1943,31.48873,1
Q31970949,Njeru Town Council,0.42004,33.16888,1
Q31970976,Njuguta,0.6164,30.32592,1
Q31971027,Nkana Point,0.16666,33.22326,1
Q31971146,Nkokonjeru Town Council,0.24721,32.91614,1
Q31971179,Nkondo,1.30753,33.05,1
Q31971241,Nkooko,0.92218,31.40582,1
Q31971359,Nkungu Sc,0.13911,30.78815,1
Q31971390,Nkuzi Island,0.04623,32.50987,2
Q31971533,Nombe,0.75729,30.22197,1
Q31972136,North West Sigulu Point,0.13742,33.8024,1
Q31972171,Northern Division,0.61943,33.47395,1
Q31972178,Northern Division,1.09149,34.17825,1
Q31972197,Northern Division,1.73636,33.62247,1
Q31972204,Northern Division,2.53214,34.66109,1
Q31972212,Northern Division,-1.23988,29.98135,1
Q31972639,Nsangi,0.26757,32.47117,1
Q31972651,Nsasi,-0.16999,30.5122,1
Q31972691,Nsiika Town Council,-0.36425,30.43248,1
Q31972715,Nsinze,0.81529,33.63011,1
Q31973034,Ntanda Point,0.16293,33.22906,1
Q31973060,Ntara,0.02366,30.35656,1
Q31973165,Ntokwe Island,0.03526,32.77329,2
Q31973235,Ntotoro,0.78164,30.10936,1
Q31973317,Ntunda,0.57518,32.92815,1
Q31973330,Ntusi,0.05235,31.21826,1
Q31973347,Ntwetwe Town Council,0.94633,31.58654,1
Q31973725,Nwoya Town Council,2.60724,31.95166,1
Q31973760,Nyabbani,0.09984,30.42864,1
Q31973768,Nyabihoko,-0.88327,30.15583,1
Q31973774,Nyabubare,-0.53744,30.08193,1
Q31973781,Nyabuharwa,0.57216,30.51115,1
Q31973794,Nyabwishenya,-1.09552,29.60954,1
Q31973822,Nyadri,3.22658,30.94343,1
Q31973873,Nyahuka Town Council,0.68079,29.99191,1
Q31973896,Nyakabirizi Division,-0.52389,30.21686,1
Q31973944,Nyakashashara,-0.46556,31.05927,1
Q31973973,Nyakatonzi,-0.0687,29.8332,1
Q31973977,Nyakayojo,-0.67288,30.59418,1
Q31973984,Nyakinama,-1.26483,29.67017,1
Q31973990,Nyakinoni,-0.74033,29.7356,1
Q31973995,Nyakishana,-0.38071,30.36552,1
Q31974001,Nyakishenyi,-0.96314,29.90893,1
Q31974008,Nyakitunda,-0.87686,30.70081,1
Q31974041,Nyakyera,-0.87496,30.39786,1
Q31974184,Nyamarebe,0.08345,30.57342,1
Q31974209,Nyamarunda,0.86472,30.93048,1
Q31974214,Nyamarwa,0.70337,31.21476,1
Q31974403,Nyamirama,-0.6906,29.77366,1
Q31974471,Nyamuyanja,-0.79044,30.67814,1
Q31974485,Nyamwamba Division,0.1999,30.11513,1
Q31974494,Nyamweru,-1.17471,29.98424,1
Q31974523,Nyanama Point,0.03141,32.81683,1
Q31974555,Nyanga,-0.74968,29.64914,1
Q31974590,Nyangahya Division,1.63756,31.70982,1
Q31974693,Nyankwanzi,0.83377,30.73049,1
Q31974706,Nyantungo,0.56236,30.60666,1
Q31974753,Nyapea,2.48071,30.94716,2
Q31974796,Nyarubuye,-1.25413,29.62334,1
Q31974839,Nyarushanje,-0.97343,30.00861,1
Q31974847,Nyarusiza,-1.34415,29.6746,1
Q31974952,Nyenga,0.36094,33.19247,1
Q31974980,Nyero,1.43545,33.85079,1
Q31975029,Nyimbwa,0.6088,32.5179,1
Q31975036,Nyimu Forest,0.07886,32.90397,1
Q31975046,Nyoba Bay,0.0711,32.91153,1
Q31975057,Nyondo,0.98905,34.22459,1
Q31975114,Nyundo,-1.19502,29.70602,1
Q31979558,Obalanga,2.24049,33.58154,1
Q31979624,Ochero,1.59765,33.02694,1
Q31979665,Odupi,3.22884,31.25822,1
Q31979698,Ofua,3.28694,31.79574,1
Q31979738,Ogom,2.93378,33.11811,1
Q31979749,Ogor,2.53039,33.39052,1
Q31979755,Ogur,2.42289,32.95341,1
Q31979761,Ogwete,2.41797,33.57943,1
Q31979821,Okungur,2.32493,33.73651,1
Q31979827,Okwalongwen,2.02974,33.24528,1
Q31979834,Okwang,2.54057,33.12448,1
Q31979840,Okwerodot,2.37137,32.85611,1
Q31979845,Okwongdul,1.89644,33.05847,1
Q31979945,Oleba,3.30587,30.91909,1
Q31979957,Oli River Division,3.02816,30.91051,1
Q31980159,Olilim,2.47517,33.48637,1
Q31980165,Olio,1.54166,33.50897,1
Q31980231,Olok,1.18355,33.62642,1
Q31980308,Oluffe,3.23272,30.88619,1
Q31980313,Oluko,3.01226,31.01217,1
Q31980318,Oluvu,3.17559,30.84374,1
Q31980383,Omiya Anyima,3.26183,33.20696,1
Q31980391,Omodoi,1.7861,33.98835,1
Q31980398,Omoro,2.26114,33.40866,1
Q31980445,Omot,2.69087,33.22998,1
Q31980450,Omugo,3.24604,31.11101,1
Q31980551,Ongino,1.57684,34.06258,1
Q31980565,Ongongoja,2.16214,33.99042,1
Q31980775,Opwateta,1.25177,33.84114,1
Q31981041,Orom,3.50019,33.49525,1
Q31981066,Orum,2.39567,33.30298,1
Q31981516,Otuboi,1.89665,33.28572,1
Q31981523,Otuke Town Council,2.37198,33.34288,1
Q31981528,Otwal,2.54682,32.67055,1
Q31982074,Oyam Town Council,2.386,32.52378,1
Q31982197,Paacwa,1.08329,30.97936,1
Q31982293,Pacara,3.46421,31.79613,1
Q31982380,Pader,2.79581,32.94193,1
Q31982384,Padibe Town Council,3.49183,32.82418,1
Q31982415,Paidha Town Council,2.41587,30.98737,1
Q31982421,Paimol,3.11294,33.4689,1
Q31982445,Pakanyi,1.8784,31.76704,1
Q31982454,Pakelle,3.19805,31.88697,1
Q31982579,Pallisa,1.20509,33.72588,1
Q31982585,Pallisa Town Council,1.16934,33.71415,1
Q31982893,Panyangara,2.81141,34.08541,1
Q31982968,Parabongo,3.01025,33.34131,1
Q31985029,Patiko,3.01327,32.27474,1
Q31985038,Patongo,2.72077,33.30388,1
Q31985044,Patongo Town Council,2.75764,33.30821,1
