qitem,label,latitude,longitude,sitelink_count
Q31396381,Kabarungi,1.5729,31.3262,1
Q31396382,Itambiro,1.5859,31.3922,1
Q31396383,Nyakabale,1.597222222,31.414722222,1
Q31396384,Rukumba,1.6325,31.451111111,1
Q31396385,Mwoba,1.641666666,31.453333333,1
Q31396386,Nyabubale,1.664166666,31.465,1
Q31396387,Kyamurago,1.6625,31.281111111,1
Q31396388,Kampambuki,1.670555555,31.268888888,1
Q31396389,Kababwa,1.674722222,31.281944444,1
Q31396391,Kabalekangasa,1.692222222,31.312777777,1
Q31396392,Kibwiye,1.688055555,31.380555555,1
Q31396393,Kyanswaswa,1.667777777,31.436388888,1
Q31396394,Rwangabi,1.665,31.449444444,1
Q31396396,Busingiro South,1.7225,31.459722222,1
Q31396398,Nyakyeyuwa,1.716666666,31.439166666,1
Q31396399,Miteseka,1.708055555,31.44,1
Q31396400,Agu,2.5501,31.0134,1
Q31396401,Little Kasenene,1.743888888,31.49,1
Q31396402,Nyairamya,1.743333333,31.411111111,1
Q31396403,Nyaumvua,2.658888888,31.034444444,1
Q31396404,Okuva,2.792777777,31.023611111,1
Q31396405,Ozedzo,2.829166666,31.010277777,1
Q31396406,Ovisoni,2.826388888,31.018333333,1
Q31396407,Cholova,2.811388888,31.012777777,1
Q31396408,Anyanva,2.760833333,31.014444444,1
Q31396409,Kaniyo,1.835,31.651388888,1
Q31396410,Legu,3.4567,31.5459,1
Q31396411,Ori,3.460833333,31.855,1
Q31396412,Baratuku,3.475833333,31.892222222,1
Q31396413,Ikwere,3.435555555,31.8925,1
Q31396414,Ozi,3.430555555,31.8925,1
Q31396415,Dizi,3.415,31.892222222,1
Q31396416,Orunzia,3.402777777,31.834166666,1
Q31396417,Panter,3.050555555,31.5175,1
Q31396418,Lengere,3.119722222,31.92,1
Q31396419,Waringo,2.0841,31.7231,1
Q31396420,Myora,2.2125,31.607222222,1
Q31396421,Lacino,3.4078,32.4365,1
Q31396422,Mbeija,1.803611111,32.158611111,1
Q31396423,Sobiryo,1.925277777,32.223333333,1
Q31396424,Iranda,1.941666666,32.22,1
Q31396425,Kampala,1.696666666,32.207777777,1
Q31396427,Kiderama,1.718888888,32.243611111,1
Q31396428,Edum,1.736388888,32.236944444,1
Q31396430,Teolum,1.704444444,32.266944444,1
Q31396431,Ogoni,1.746388888,32.329722222,1
Q31396432,Otyamakol,1.731666666,32.338888888,1
Q31396433,Maruzi I,1.715555555,32.353888888,1
Q31396434,Opok,1.714166666,32.308333333,1
Q31396435,Guruguru,2.909444444,32.053333333,1
Q31396436,Paromo,2.954444444,32.392222222,1
Q31396437,Onina,2.705833333,32.435555555,1
Q31396438,Aparanga,2.549166666,31.900833333,1
Q31396439,Odora,2.580555555,31.758333333,1
Q31396441,Lepgnec,2.765277777,31.815555555,1
Q31396443,Ladwong,2.6485,31.5922,1
Q31396444,Lolim,2.560277777,31.704166666,1
Q31396445,Opokopung,2.5655,31.6193,1
Q31396446,Lolim,2.591666666,31.6075,1
Q31396448,Lepgnec II,2.788333333,31.806666666,1
Q31396450,Pandera,2.3776,31.6807,1
Q31396452,Bungu,2.486666666,32.240555555,1
Q31396453,Koc,2.616388888,32.156666666,1
Q31396454,Kasongoire,1.576666666,31.538888888,1
Q31396455,Nyamagita,1.638333333,31.535277777,1
Q31396457,Kimina,1.904166666,31.848888888,1
Q31396459,Kitwanga,1.977,31.9996,1
Q31396460,Kakindo,1.501944444,31.414444444,1
Q31396461,Paraa,2.22,31.564166666,1
Q31396462,Atera,1.684444444,32.266944444,1
Q31396463,Nyalighaya,3.718055555,32.536944444,1
Q31396464,Liri,3.549722222,32.588333333,1
Q31396465,Orom,3.4769,32.6092,1
Q31396466,Gul,3.341111111,32.535277777,1
Q31396467,Laguti,3.0785,32.8049,1
Q31396468,Ladyer,3.075833333,33.066666666,1
Q31396469,Amoko,3.068055555,33.074166666,1
Q31396470,Loto,3.0325,33.075833333,1
Q31396471,Ibong,3.011388888,33.081666666,1
Q31396472,Labwordwong,3.041944444,33.458888888,1
Q31396473,Kopaki,3.060833333,33.211666666,1
Q31396475,Kokwam,3.143611111,33.936944444,1
Q31396479,Kijuth,3.109444444,33.957777777,1
Q31396480,Nangolemuria,3.075833333,33.980277777,1
Q31396483,Ngothapili,3.069722222,33.9825,1
Q31396485,Obyen,3.325,33.0525,1
Q31396487,Gwiri,3.252777777,33.180555555,1
Q31396488,Nyama,3.2898,33.2462,1
Q31396489,Lagotemelong,3.313611111,33.196944444,1
Q31396490,Luluko,3.478055555,33.522777777,1
Q31396491,Tultul,3.476111111,33.526666666,1
Q31396492,Lodapal,3.486666666,33.693055555,1
Q31396493,Lonyil,3.483888888,33.705277777,1
Q31396494,Lokitete,3.411944444,33.526111111,1
Q31396495,Lomithinik,3.411666666,33.736666666,1
Q31396496,Lungiriyani,3.349444444,33.539444444,1
Q31396498,Longiya,3.326666666,33.543611111,1
Q31396499,Morunyang,3.328055555,33.550833333,1
Q31396500,Obwore,3.306388888,33.518888888,1
Q31396502,Mototi,3.309166666,33.544444444,1
Q31396503,Nabonya,3.389444444,33.903333333,1
Q31396504,Napakaagaran,3.378333333,33.893888888,1
Q31396505,Kamuria,3.601944444,33.494444444,1
Q31396506,Napori Hills,3.7025,33.556388888,1
Q31396507,Natukey,3.737777777,33.6375,1
Q31396508,Namamogweny,3.716944444,33.651666666,1
Q31396509,Kalabi,3.727777777,33.736111111,1
Q31396510,Kareki,3.698888888,33.733333333,1
Q31396511,Kakine,3.694166666,33.745833333,1
Q31396512,Lalakwang,3.678333333,33.688888888,1
Q31396513,Katurum,3.662777777,33.721944444,1
Q31396514,Adili,3.616944444,33.541944444,1
Q31396515,Palubec,3.508333333,33.591944444,1
Q31396516,Naturkankalemkwes,3.731388888,33.795,1
Q31396518,Moruethe,3.706666666,33.923333333,1
Q31396519,Loburiolowak,3.548611111,33.911388888,1
Q31396520,Naruchom,3.538888888,33.905,1
Q31396521,Agoro,3.801944444,33.011111111,1
Q31396523,Nawiyaro,3.911944444,33.978611111,1
Q31396524,Kopem,3.790555555,33.755277777,1
Q31396525,Taan Hills,3.838333333,33.821111111,1
Q31396526,Natheperoi,3.770833333,33.913888888,1
Q31396527,Mengo Hill,0.30167,32.56611,1
Q31396528,Kalingorok,2.92503,34.59491,1
Q31396531,Loritit,2.8923,34.6077,1
Q31396532,Kotukol,2.86144,34.63234,1
Q31396533,Kapalimakale,2.85719,34.66463,1
Q31396534,Moru-Alim,2.84891,34.67498,1
Q31396535,Lokerlaut,2.84426,34.69145,1
Q31396536,Kapedorr,2.80422,34.72154,1
Q31396538,Kakorlo,2.8015,34.7619,1
Q31396539,Kamodio,2.7641,34.77546,1
Q31396540,Lokithilel,2.69777,34.52697,1
Q31396541,Namunyet,2.71424,34.77074,1
Q31396542,Lokolomis,2.65397,34.76317,1
Q31396543,Moru-Torong,2.64985,34.78531,1
Q31396545,Lotakelo,2.64556,34.72509,1
Q31396547,Komakatai,2.59015,34.81618,1
Q31396548,Morueris,2.5594,34.7826,1
Q31396549,Lotogoi,2.5833,34.765,1
Q31396550,Kapwata,2.57438,34.68874,1
Q31396551,Koruaka,2.55406,34.66794,1
Q31396552,Oriongeita,2.55418,34.68732,1
Q31396553,Agiritoi,2.5341,34.69622,1
Q31396554,Kasimeri,2.51329,34.67188,1
Q31396555,Irrion,2.5184,34.6958,1
Q31396556,Sogolomon,2.50261,34.74172,1
Q31396559,Komekwiya,2.5418,34.8962,1
Q31396560,Reretiang,2.51337,34.91326,1
Q31396561,Kaijamital,2.49723,34.93234,1
Q31396562,Mitulwanyi,2.0939,34.5944,1
Q31396563,Komokatal,2.45704,34.75721,1
Q31396564,Narokuma,2.4863,34.7807,1
Q31396565,Asilang,2.4854,34.8562,1
Q31396566,Lopimkoyo,2.4708,34.8964,1
Q31396567,Nawokonya,2.46045,34.94519,1
Q31396569,Nakimalas,2.446,34.90119,1
Q31396570,Lomuriaperit,2.4267,34.86308,1
Q31396571,Motire,2.4173,34.79588,1
Q31396572,Kemakata,2.40132,34.75991,1
Q31396573,Apatasiro,2.3108,34.8849,1
Q31396574,Kakogh,2.3386,34.886,1
Q31396575,Kaleuro,2.33594,34.81883,1
Q31396576,Kacalakin,2.32092,34.83034,1
Q31396578,Kapeyelel,2.2999,34.82492,1
Q31396579,Kalorakal,2.28801,34.86483,1
Q31396580,Akuco,2.26332,34.83857,1
Q31396581,Okat,2.24892,34.83621,1
Q31396582,Lopokoro,2.2618,34.7806,1
Q31396583,Murut,2.1269,34.89,1
Q31396584,Bunalwenyi,0.4821,33.59334,1
Q31396585,Naigoma,0.49433,33.7413,1
Q31396587,Luwalambago,0.46733,33.62803,1
Q31396588,Iyingo,0.39709,33.73521,1
Q31396589,Kinawambuzi,0.37938,33.67046,1
Q31396590,Lwandera,0.38188,33.66159,1
Q31396591,Kirinya,0.34412,33.74991,1
Q31396593,Kinamaswa,0.34958,33.70427,1
Q31396594,Nakalyango,0.25445,33.5629,1
Q31396595,Namayebe,0.2571,33.5308,1
Q31396596,Nabukunjwi,0.49043,33.90839,1
Q31396598,Vumangabo,0.44486,33.75592,1
Q31396601,Mizizingo,0.22546,33.61824,1
Q31396602,Dagusi,0.13467,33.58173,1
Q31396604,Bugali,0.2372,33.8092,1
Q31396605,Mabuka,0.17288,33.81329,1
Q31396606,Bukereye,0.16809,33.81735,1
Q31396607,Busisama,0.16678,33.828,1
Q31396608,Bukone,0.15955,33.81573,1
Q31396609,Buduma,0.15589,33.81508,1
Q31396610,Ivumangabo,0.43967,33.74253,1
Q31396612,Bulolombe,0.04242,33.27241,1
Q31396613,Kasoga,0.04255,33.25655,1
Q31396614,Mukuna,0.06108,33.2821,1
Q31396615,Nankakwa,0.04524,33.25624,1
Q31396616,Kanwanoyoni,0.23396,33.26909,1
Q31396617,Nakanyago,0.2401,33.2785,1
Q31396618,Muiri,0.23074,33.29312,1
Q31396620,Kanywango,0.21892,33.28175,1
Q31396621,Wanbera,0.21258,33.28073,1
Q31396622,Mpulwe,0.21269,33.30372,1
Q31396623,Lwayenge,0.2381,33.3693,1
Q31396624,Namunyoro,0.18375,33.28464,1
Q31396625,Italeyatome,0.1744,33.2753,1
Q31396628,Luvunyo,0.15851,33.31829,1
Q31396629,Lwolwe,0.1324,33.293,1
Q31396630,Bukalabati,0.12903,33.31869,1
Q31396632,Namakeba,0.10967,33.31527,1
Q31396633,Olamusa,0.0953,33.32224,1
Q31396634,Busizi,0.09194,33.33656,1
Q31396635,Kifudwe,0.15684,33.33485,1
Q31396636,Tojja,0.21336,33.03731,1
Q31396637,Bwanika,0.19464,33.04083,1
Q31396639,Mpuga S,0.21026,33.18385,1
Q31396640,Nampala,0.16608,33.15669,1
Q31396641,Sindiro,0.16216,33.13512,1
Q31396642,Nalubale,0.11027,33.1425,1
Q31396643,Musozi,0.10448,33.08109,1
Q31396645,Nakituba,0.16875,33.00959,1
Q31396646,Katwala,0.14664,33.01518,1
Q31396647,Nyonja,0.09708,33.03503,1
Q31396648,Marija,0.07137,33.08512,1
Q31396649,Waitwe,0.06004,33.10033,1
Q31396650,Nambogwe,0.3542,33.3213,1
Q31396651,Lingira,0.3191,33.34353,1
Q31396652,Musoto,0.30565,33.30068,1
Q31396653,Lwamuyaba,0.30219,33.2806,1
Q31396655,Busimamengo,0.25361,33.25887,1
Q31396656,Bubere,0.2496,33.28451,1
Q31396657,Nawaitale,0.25154,33.29659,1
Q31396658,Namuenbe,0.4904,33.08648,1
Q31396659,Namwezi,0.45323,33.15011,1
Q31396660,Lugalambo,0.41741,33.08089,1
Q31396661,Namanyoni,0.41686,33.12331,1
Q31396662,Bulumagi,0.42542,33.12565,1
Q31396663,Nakibizzi,0.42483,33.15368,1
Q31396664,Walukuba,0.41587,33.18,1
Q31396665,Kjrinya,0.4171,33.229,1
Q31396666,Namaziba,0.3843,33.18971,1
Q31396667,Kitigoma,0.40275,33.11334,1
Q31396668,Najembe,0.39023,33.01075,1
Q31396670,Mawangala,0.36296,33.16119,1
Q31396671,Nangulwe,0.35189,33.20316,1
Q31396672,Butabira,0.34614,33.19238,1
Q31396673,Kiwanyi,0.32069,33.18003,1
Q31396674,Mpulusi,0.31684,33.14267,1
Q31396675,Kasubi,0.30983,33.01667,1
Q31396676,Namukono,0.27134,33.04777,1
Q31396677,Wantayi,0.2715,33.0695,1
Q31396678,Ggoli,0.29009,33.12389,1
Q31396679,Walugali,0.27183,33.14191,1
Q31396681,Lwaserima,0.2501,33.2476,1
Q31396682,Busagazi,0.26126,33.09803,1
Q31396683,Lwanzuuma,0.24961,33.03771,1
Q31396684,Busimbo,0.45264,32.55891,1
Q31396685,Kyanja,0.3891,32.59775,1
Q31396686,Kabulengwa,0.37466,32.50657,1
Q31396687,Nansana,0.35415,32.53416,1
Q31396689,Kulambiro,0.37057,32.60786,1
Q31396690,Ntebetebe,0.35553,32.65656,1
Q31396691,Kyeyitabya,0.2915,32.6237,1
Q31396692,Lubya,0.3305,32.5451,1
Q31396693,Nakabugo,0.3366,32.5071,1
Q31396694,Kaboja,0.29235,32.51515,1
Q31396695,Bandwe,0.26606,32.51637,1
Q31396696,Kiwala,0.4664,32.9047,1
Q31396697,Kirenzi,0.4077,32.954,1
Q31396699,Wagala,0.41544,32.90919,1
Q31396700,Nakaseta,0.4054,32.877,1
Q31396701,Bulgya,0.38637,32.87508,1
Q31396702,Namalima,0.3551,32.8009,1
Q31396703,Kavule,0.3067,32.82072,1
Q31396705,Naminya,0.31965,32.86081,1
Q31396707,Namawi,0.27462,32.84514,1
Q31396708,Nansenya,0.3193,32.8934,1
Q31396709,Namaliga,0.32121,32.93828,1
Q31396710,Nabalanga,0.3108,32.9435,1
Q31396711,Kikoma,0.2723,32.9927,1
Q31396712,Mulajje,0.25172,32.91422,1
Q31396713,Nakalwe,0.25907,32.87389,1
Q31396715,Nantula,0.2558,32.84137,1
Q31396716,Wasozi,0.20341,32.51104,1
Q31396718,Masajja,0.2282,32.5592,1
Q31396719,Semanune,0.21589,32.57553,1
Q31396721,Kanabba,0.23021,32.58513,1
Q31396723,Kiterede,0.24377,32.59118,1
Q31396724,Kisinsi,0.22328,32.65116,1
Q31396725,Bbanga,0.23556,32.66032,1
Q31396726,Kyantama,0.21579,32.72622,1
Q31396727,Namuyimba,0.2427,32.7469,1
Q31396729,Bwebajja,0.17639,32.54057,1
Q31396732,Namwez,0.19962,32.81074,1
Q31396733,Namuliya,0.21113,32.84575,1
Q31396734,Nagunga,0.20608,32.83276,1
Q31396736,Mawokwe,0.24301,32.89886,1
Q31396737,Mayirikiti,0.23752,32.9398,1
Q31396740,Nyemerwa,0.20295,32.95851,1
Q31396741,Nakanja,0.22819,32.99886,1
Q31396743,Nalusonga,0.16139,32.96964,1
Q31396744,Magunda,0.1348,32.95094,1
Q31396746,Luyobyo,0.16458,32.79268,1
Q31396747,Naluwamba,0.16188,32.79645,1
Q31396749,Kisigula,0.10439,32.90676,1
Q31396751,Namugolola,0.10216,32.98022,1
Q31396752,Buyanya,0.0194,32.9354,1
Q31396753,Kyazi,0.09314,32.69619,1
Q31396754,Kitamiro,0.20155,33.27108,1
Q31396755,Namaiba,0.30434,32.77327,1
Q31396756,Nyambiga,0.82634,30.19899,1
Q31396757,Kyakafuhi,0.80155,30.19024,1
Q31396758,Kyakituni,0.79212,30.19742,1
Q31396760,Kyaruhinda,0.79503,30.19293,1
Q31396762,Kasita,0.79588,30.16414,1
Q31396764,Nyamajuna,0.78603,30.20554,1
Q31396765,Nyakonera,0.76993,30.1972,1
Q31396766,Sindikwa,0.9228,30.3454,1
Q31396767,Luesenene,0.8637,30.4578,1
Q31396768,Kabahonga,0.852,30.411,1
Q31396770,Karuboijo,0.78216,30.39571,1
Q31396771,Muhangi,0.77208,30.37468,1
Q31396772,Kasekere,0.75594,30.38538,1
Q31396773,Kagura,0.78072,30.46599,1
Q31396775,Bwenderwa,0.75843,30.29608,1
Q31396776,Busaiga,0.7487,30.2674,1
Q31396777,Butolya,0.74635,30.14229,1
Q31396778,Kichyo,0.73293,30.14846,1
Q31396780,Karuga,0.74165,30.17288,1
Q31396781,Katinga,0.73363,30.16657,1
Q31396782,Chichwa,0.71997,30.17337,1
Q31396783,Karewaro,0.71789,30.1623,1
Q31396785,Kasuli,0.711,30.16016,1
Q31396786,Burongo,0.71022,30.20649,1
Q31396787,Kigere,0.69012,30.24831,1
Q31396788,Kyeganywa,0.68343,30.24105,1
Q31396789,Kalyango,0.67446,30.22929,1
Q31396790,Mahyorro,0.70249,30.15917,1
Q31396791,Kyabogo,0.67853,30.15017,1
Q31396793,Hamugoma,0.66912,30.13239,1
Q31396794,Kizimba,0.64596,30.09167,1
Q31396795,Mperre,0.6064,30.23211,1
Q31396796,Biseke,0.60393,30.11473,1
Q31396797,Butini,0.57546,30.11845,1
Q31396798,Kimiri,0.57263,30.10342,1
Q31396799,Kitabona,0.5542,30.11222,1
Q31396800,Bujabara,0.55519,30.14428,1
Q31396801,Kibora,0.53449,30.19354,1
Q31396802,Kanyambanika,0.52321,30.09008,1
Q31396803,Nyakitandire,0.50426,30.14188,1
Q31396804,Mundama,0.7428,30.2981,1
Q31396805,Kanukanimi,0.69708,30.29074,1
Q31396806,Inini,0.69554,30.27866,1
Q31396807,Bukoni,0.70992,30.31423,1
Q31396808,Kijenga,0.73953,30.34337,1
Q31396809,Mwocha,0.74563,30.35109,1
Q31396810,Bwabya,0.71811,30.33887,1
Q31396811,Nyamihera,0.71128,30.33288,1
Q31396812,Kirota,0.74102,30.44573,1
Q31396813,Ntezi,0.7148,30.40894,1
Q31396814,Kinyansi,0.72102,30.43322,1
Q31396817,Buhumba,0.72322,30.47058,1
Q31396818,Jumnayanza,0.73813,30.46626,1
Q31396819,Kyabalobya,0.69913,30.48513,1
Q31396821,Tibumara,0.69069,30.44835,1
Q31396822,Kyakachali,0.68668,30.40303,1
Q31396823,Kabulisoke,0.7054,30.3903,1
Q31396824,Mjavo,0.69571,30.38943,1
Q31396825,Kyakanyange,0.67803,30.40358,1
Q31396827,Kichuna,0.68154,30.32397,1
Q31396828,Kansenene,0.70156,30.31552,1
Q31396829,Kyakabaka,0.678,30.31487,1
Q31396830,Buzinda,0.68769,30.29642,1
Q31396831,Muhoti,0.691,30.2611,1
Q31396832,Makulima,0.66449,30.30461,1
Q31396833,Dwakasama,0.66662,30.42718,1
Q31396834,Nyabuhuka,0.67385,30.43186,1
Q31396835,Kyakiroro,0.6704,30.4323,1
Q31396836,Kisamutongole,0.66086,30.46877,1
Q31396837,Mahangwe,0.6591,30.4955,1
Q31396838,Dyabugabo,0.6614,30.48195,1
Q31396839,Nyakasi,0.64177,30.47638,1
Q31396840,Kasozi,0.64341,30.44522,1
Q31396841,Nyanono,0.6194,30.48989,1
Q31396842,Kajuma,0.60657,30.46995,1
Q31396843,Lwensenene,0.60014,30.48172,1
Q31396844,Rukomero,0.59545,30.48108,1
Q31396846,Lwakayubo,0.6155,30.3727,1
Q31396847,Chakatimba,0.6465,30.35951,1
Q31396848,Gilberta,0.64557,30.34831,1
Q31396849,Kyamizima,0.62501,30.33065,1
Q31396850,Kyakazini,0.63501,30.33607,1
Q31396851,Kanyamukerere,0.63394,30.31248,1
Q31396852,Mwihani,0.63223,30.29129,1
Q31396853,Bwikaraga,0.61956,30.30004,1
Q31396854,Kisomora,0.5881,30.2509,1
Q31396855,Mugura,0.5962,30.2782,1
Q31396856,Isule,0.58039,30.26508,1
Q31396857,Irinda,0.58071,30.27246,1
Q31396858,Kimahonda,0.55951,30.29717,1
Q31396859,Malanjara,0.54478,30.29161,1
Q31396860,Katebe,0.53287,30.25737,1
Q31396861,Kamigani,0.52687,30.27977,1
Q31396862,Nyamirima,0.51525,30.31515,1
Q31396863,Durama,0.53499,30.33134,1
Q31396864,Kasojo,0.5772,30.3389,1
Q31396865,Kyamudibya,0.57707,30.36472,1
Q31396867,Butanzi,0.56659,30.37036,1
Q31396868,Nyamisika,0.55017,30.3785,1
Q31396869,Nyakatojo,0.5489,30.35725,1
Q31396871,Kaisenika,0.51341,30.35041,1
Q31396873,Nsenze,0.5796,30.4185,1
Q31396874,Kyakato,0.56668,30.38632,1
Q31396875,Kyaninamirima,0.5182,30.4229,1
Q31396876,Kibozo,0.52306,30.45825,1
Q31396878,Nsazi,0.51583,30.46452,1
Q31396879,Rwamugamba,0.56933,30.49948,1
Q31396880,Kakabagyo,0.5006,30.4451,1
Q31396881,Rwetera,0.50931,30.34187,1
Q31396882,Nasiringe,0.53421,33.93889,1
Q31396884,Budunyi,0.60353,33.89572,1
Q31396885,Nyamalago,0.71325,33.99462,1
Q31396886,Buyindi,0.53864,33.95183,1
Q31396887,Funja,0.53246,33.95472,1
Q31396888,Naininala,0.51111,33.86752,1
Q31396889,Udiko,0.50141,33.91962,1
Q31396890,Morkisuwa,0.739,34.0814,1
Q31396891,Kotucho,0.53941,34.11763,1
Q31396892,Bubili,0.5122,34.00586,1
Q31396894,Burwikha,0.97145,34.26736,1
Q31396895,Gomora,0.97284,34.2928,1
Q31396896,Bunkhone,0.99167,34.31351,1
Q31396897,Sibina,0.97003,34.32478,1
Q31396898,Lidira,0.98032,34.4178,1
Q31396899,Nekoshe,0.99382,34.43062,1
Q31396900,Bukoma,0.90653,34.29045,1
Q31396901,Lwandubi,0.88581,34.32878,1
Q31396902,Bukoyi,0.8974,34.31816,1
Q31396904,Khamururi,0.88484,34.31434,1
Q31396906,Sihira,0.83881,34.3238,1
Q31396907,Lusaba,0.8102,34.29314,1
Q31396909,Kwelwemuna,0.80739,34.25956,1
Q31396910,Bumusomi,0.7714,34.3119,1
Q31396914,Busibo,0.90671,34.22392,1
Q31396915,Butingo,0.88331,34.19977,1
Q31396916,Nekombe,0.88555,34.19745,1
Q31396917,Bukaya,0.89736,34.19737,1
Q31396918,Bumanye,0.88517,34.18384,1
Q31396919,Khanje,0.87777,34.19199,1
Q31396920,Wokukiri,0.86371,34.18017,1
Q31396921,Kimaluli,0.8571,34.2307,1
Q31396922,Bumatanda,0.80829,34.23462,1
Q31396923,Butunga,0.9015,33.9676,1
Q31396924,Buwuni,0.52476,33.85403,1
Q31454877,The Caldera,1.1717,34.5425,1
Q31525843,Lokwangamoru,2.475,34.9305,1
Q31525860,Zulia,4.128333333,33.983888888,1
Q31525876,Wati,3.227777777,31.029444444,1
Q31525893,Watamagufu,0.27542,29.90458,1
Q31525910,Wanale,1.03,34.2525,1
Q31525926,Waisembe,1.544166666,31.391388888,1
Q31525942,Wagagai,1.116666666,34.533333333,1
Q31525957,Uguruku,2.854166666,31.091111111,1
Q31525974,Odyaa,3.7818,33.0586,1
Q31525990,Turkana,3.356111111,33.243333333,1
Q31526004,Tukat,1.3717,34.58,1
Q31526019,Toror,2.8375,34.1992,1
Q31526036,Tiya,2.6858,33.5683,1
Q31526053,Thokotukei,3.3442,34.4008,1
Q31526072,Susok,1.83,34.7967,1
Q31526105,Sogwass,3.65,34.366666666,1
Q31526123,Singiro,-0.2608,30.5025,1
Q31526140,Shisha,-0.9417,29.9342,1
Q31526156,Segururu,0.9736,34.3772,1
Q31526173,Segeru,0.46611,33.62806,1
Q31526191,Rwemiaga,-0.9317,30.56,1
Q31526207,Rwangirire,1.0975,30.6608,1
Q31526224,Rwamunyonyi,-1.0875,29.8367,1
Q31526242,Rwampungu,-0.983333333,30.65,1
Q31526259,Rwamahano,-1.2542,29.8133,1
Q31526276,Rwakatwaro,-1.233333333,29.8,1
Q31526292,Rutebe,-0.4558,30.3742,1
Q31526310,Rusho,-1.083333333,29.7,1
Q31526327,Rugarama,-0.8625,30.6217,1
Q31526344,Rubeya,-0.7067,30.6625,1
Q31526360,Ruachibi,-1.1217,30.0067,1
Q31526377,Rom III,3.4,33.616666666,1
Q31526395,Rom,3.3919,33.6126,1
Q31526411,Riwa,1.3583,34.7808,1
Q31526430,Rabongo,2.127777777,31.948333333,1
Q31526447,Puta,3.7533,34.0992,1
Q31526464,Pupu,2.58884,34.62248,1
Q31526475,Pogonga,3.763,32.7962,1
Q31526483,Parabongo,3.0725,33.342777777,1
Q31526493,Pakuen,3.435555555,33.614444444,1
Q31526508,Otzi,3.6205,31.8522,1
Q31526526,Otukei,2.5108,33.5925,1
Q31526544,Oniangoli,3.8,31.833333333,1
Q31526559,Old Rom,3.376111111,33.594444444,1
Q31526575,Ikolong,3.610833333,33.180277777,1
Q31526593,Okagu,3.68966,32.95701,1
Q31526609,Ogogokudu,2.9032,31.4184,1
Q31526627,Ogili,3.185,33.281944444,1
Q31526670,Nyeri,3.792777777,31.824444444,1
Q31526689,Nyarulambe,-1.233333333,29.783333333,1
Q31526705,Nyankubebe,1.15,30.683333333,1
Q31526722,Nyanfuko,1.3892,30.9508,1
Q31526740,Nyamitsindo,-0.6742,30.7967,1
Q31526757,Nyamichuchu,-1.066666666,29.833333333,1
Q31526773,Nyambatabata,-1.1,29.766666666,1
Q31526789,Nyamatovu,0.795277777,30.179166666,1
Q31526807,Nyakwai,2.5133,33.9183,1
Q31526823,Nyakiriro,-1.2558,30.1358,1
Q31526840,Nyaigulu,-1.0683,29.785,1
Q31526859,Nyabwishenyi,-1.083333333,29.633333333,1
Q31526887,Nyabwigyegyeza,-1.1792,29.765,1
Q31526899,Nyabikenke,-1.1208,29.6475,1
Q31526916,Ntsinda,-0.1067,30.3167,1
Q31526932,Ntoma,-0.82,30.2858,1
Q31526949,Ntendule,-1.0183,29.7183,1
Q31526968,Nshungyezi,-0.95,30.733333333,1
Q31526985,Mont Ngabua,-0.9017,29.585,1
Q31527002,Njembe,-0.266666666,30.45,1
Q31527020,Niarhuti,-0.9067,30.9658,1
Q31527036,Ngirisi,-1.1,29.683333333,1
Q31527048,Ngezi,-1.2,29.85,1
Q31527081,Ngara,-0.95,29.766666666,1
Q31527098,Natera Hills,3.788055555,33.873055555,2
Q31527114,Naringepak,3.7612,33.5554,1
Q31527129,Napono,2.9317,33.57,1
Q31527146,Napak,2.0775,34.2817,1
Q31527165,Nangara,-0.9292,29.8833,1
Q31527181,Namomoi,3.4308,34.3617,1
Q31527198,Nakarach,3.683333333,34.35,1
Q31527215,Nakadapalait,3.4658,34.3475,1
Q31527231,Naguru,0.345833333,32.605277777,1
Q31527249,Nabakete,1.4708,31.0542,1
Q31527265,Mwinoni,-1.1417,29.6808,1
Q31527281,Mwihibagiro,-1.02,29.9908,1
Q31527297,Muzoa,1.266666666,34.583333333,1
Q31527314,Muyebe,-1.32,30.0417,1
Q31527331,Musharazezi,-0.8992,30.6608,1
Q31527348,Musanje,-1.066666666,29.85,1
Q31527366,Munyoni,-0.25958,30.23542,1
Q31527385,Mukungu,-1.15,29.7,1
Q31527402,Muhoko,-1.033333333,29.85,1
Q31527419,Muhito,-0.7108,30.1417,1
Q31527437,Mugei,3.5208,34.2675,1
Q31527454,Muendo,-1.266666666,30.116666666,1
Q31527470,Mubiyi,1.124166666,34.571111111,1
Q31527487,Mubale,-1.0133,29.6067,1
Q31527504,Mpungu,-1.05,29.916666666,1
Q31527520,Mpumuru,0.5106,30.3064,1
Q31527539,Mpanga,1.255,31.105,1
Q31527555,Motoro,3.191388888,34.410555555,1
Q31527588,Moroto,2.526111111,34.774444444,1
Q31527604,Mura,3.151666666,33.2225,1
Q31527620,Mogandu,-1.4367,29.9342,1
Q31527636,Mingaro,3.766944444,32.918055555,1
Q31527652,Marangara,-0.2317,30.3675,1
Q31527667,Manda,-0.715,30.3133,1
Q31527684,Mafuga,-1.016666666,29.866666666,1
Q31527701,Madi Opei,3.686388888,33.099166666,1
Q31527719,Lwala,3.7083,34.0125,1
Q31527736,Lulengyeri,-1.1675,30.0142,1
Q31527753,Luku,2.8879,31.0839,1
Q31527769,Luhizha,-1.0317,29.7767,1
